"TenthTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2009","TenthTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2009","TenthTeeEarlyRound1ScoringAverage_PLAYERNAME_2009","TenthTeeEarlyRound1ScoringAverage__2009","TenthTeeEarlyRound1ScoringAverage_AVG_2009","TenthTeeEarlyRound1ScoringAverage_TOTALSTROKES_2009","TenthTeeEarlyRound1ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Retief Goosen",NA,66,198,3,"TenthTeeEarlyRound1ScoringAverage",2009
2,2,"Anthony Kim",NA,67.6,338,5,"TenthTeeEarlyRound1ScoringAverage",2009
3,3,"Paul Goydos",NA,67.75,271,4,"TenthTeeEarlyRound1ScoringAverage",2009
4,4,"David Toms",NA,68.13,545,8,"TenthTeeEarlyRound1ScoringAverage",2009
5,5,"Steve Stricker",NA,68.14,477,7,"TenthTeeEarlyRound1ScoringAverage",2009
6,6,"Mark Wilson",NA,68.3,683,10,"TenthTeeEarlyRound1ScoringAverage",2009
7,7,"Tag Ridings",NA,68.33,205,3,"TenthTeeEarlyRound1ScoringAverage",2009
8,8,"Jim Furyk",NA,68.38,547,8,"TenthTeeEarlyRound1ScoringAverage",2009
9,9,"Steve Marino",NA,68.5,137,2,"TenthTeeEarlyRound1ScoringAverage",2009
10,10,"Scott Verplank",NA,68.6,343,5,"TenthTeeEarlyRound1ScoringAverage",2009
11,11,"Chez Reavie",NA,68.67,412,6,"TenthTeeEarlyRound1ScoringAverage",2009
12,12,"Tim Clark",NA,68.86,482,7,"TenthTeeEarlyRound1ScoringAverage",2009
12,12,"Tiger Woods",NA,68.86,482,7,"TenthTeeEarlyRound1ScoringAverage",2009
14,14,"Stephen Ames",NA,69,276,4,"TenthTeeEarlyRound1ScoringAverage",2009
14,14,"Steve Elkington",NA,69,414,6,"TenthTeeEarlyRound1ScoringAverage",2009
14,14,"JJ Henry",NA,69,345,5,"TenthTeeEarlyRound1ScoringAverage",2009
14,14,"Tim Herron",NA,69,276,4,"TenthTeeEarlyRound1ScoringAverage",2009
14,14,"Charles Howell III",NA,69,414,6,"TenthTeeEarlyRound1ScoringAverage",2009
14,14,"Spencer Levin",NA,69,207,3,"TenthTeeEarlyRound1ScoringAverage",2009
14,14,"Rocco Mediate",NA,69,276,4,"TenthTeeEarlyRound1ScoringAverage",2009
21,21,"Greg Owen",NA,69.13,553,8,"TenthTeeEarlyRound1ScoringAverage",2009
22,22,"Jonathan Byrd",NA,69.14,484,7,"TenthTeeEarlyRound1ScoringAverage",2009
23,23,"Kenny Perry",NA,69.2,346,5,"TenthTeeEarlyRound1ScoringAverage",2009
23,23,"Scott Sterling",NA,69.2,346,5,"TenthTeeEarlyRound1ScoringAverage",2009
25,25,"Woody Austin",NA,69.25,277,4,"TenthTeeEarlyRound1ScoringAverage",2009
26,26,"Marc Leishman",NA,69.33,208,3,"TenthTeeEarlyRound1ScoringAverage",2009
26,26,"Patrick Sheehan",NA,69.33,208,3,"TenthTeeEarlyRound1ScoringAverage",2009
26,26,"Vaughn Taylor",NA,69.33,624,9,"TenthTeeEarlyRound1ScoringAverage",2009
26,26,"Marc Turnesa",NA,69.33,208,3,"TenthTeeEarlyRound1ScoringAverage",2009
30,30,"Nick OHern",NA,69.38,555,8,"TenthTeeEarlyRound1ScoringAverage",2009
31,31,"Jeff Quinney",NA,69.43,486,7,"TenthTeeEarlyRound1ScoringAverage",2009
32,32,"Mark Calcavecchia",NA,69.5,278,4,"TenthTeeEarlyRound1ScoringAverage",2009
32,32,"Phil Mickelson",NA,69.5,278,4,"TenthTeeEarlyRound1ScoringAverage",2009
34,34,"Jeff Overton",NA,69.57,487,7,"TenthTeeEarlyRound1ScoringAverage",2009
34,34,"Kevin Sutherland",NA,69.57,487,7,"TenthTeeEarlyRound1ScoringAverage",2009
36,36,"Brandt Snedeker",NA,69.6,348,5,"TenthTeeEarlyRound1ScoringAverage",2009
37,37,"Rod Pampling",NA,69.67,418,6,"TenthTeeEarlyRound1ScoringAverage",2009
37,37,"Kirk Triplett",NA,69.67,418,6,"TenthTeeEarlyRound1ScoringAverage",2009
37,37,"Bubba Watson",NA,69.67,418,6,"TenthTeeEarlyRound1ScoringAverage",2009
40,40,"Briny Baird",NA,69.73,767,11,"TenthTeeEarlyRound1ScoringAverage",2009
41,41,"Brian Gay",NA,69.75,558,8,"TenthTeeEarlyRound1ScoringAverage",2009
41,41,"Brett Quigley",NA,69.75,279,4,"TenthTeeEarlyRound1ScoringAverage",2009
43,43,"Jerry Kelly",NA,69.8,349,5,"TenthTeeEarlyRound1ScoringAverage",2009
43,43,"Billy Mayfair",NA,69.8,349,5,"TenthTeeEarlyRound1ScoringAverage",2009
45,45,"Nathan Green",NA,69.86,489,7,"TenthTeeEarlyRound1ScoringAverage",2009
45,45,"Webb Simpson",NA,69.86,489,7,"TenthTeeEarlyRound1ScoringAverage",2009
47,47,"Charlie Wi",NA,69.88,559,8,"TenthTeeEarlyRound1ScoringAverage",2009
48,48,"Michael Allen",NA,70,210,3,"TenthTeeEarlyRound1ScoringAverage",2009
48,48,"Angel Cabrera",NA,70,70,1,"TenthTeeEarlyRound1ScoringAverage",2009
48,48,"Sergio Garcia",NA,70,350,5,"TenthTeeEarlyRound1ScoringAverage",2009
48,48,"Bob Heintz",NA,70,350,5,"TenthTeeEarlyRound1ScoringAverage",2009
48,48,"Freddie Jacobson",NA,70,350,5,"TenthTeeEarlyRound1ScoringAverage",2009
48,48,"Lee Janzen",NA,70,560,8,"TenthTeeEarlyRound1ScoringAverage",2009
48,48,"Matt Jones",NA,70,350,5,"TenthTeeEarlyRound1ScoringAverage",2009
48,48,"Bill Lunde",NA,70,350,5,"TenthTeeEarlyRound1ScoringAverage",2009
48,48,"Troy Matteson",NA,70,560,8,"TenthTeeEarlyRound1ScoringAverage",2009
48,48,"Tom Pernice Jr",NA,70,630,9,"TenthTeeEarlyRound1ScoringAverage",2009
48,48,"DA Points",NA,70,490,7,"TenthTeeEarlyRound1ScoringAverage",2009
48,48,"Aron Price",NA,70,280,4,"TenthTeeEarlyRound1ScoringAverage",2009
60,60,"Greg Chalmers",NA,70.17,421,6,"TenthTeeEarlyRound1ScoringAverage",2009
60,60,"Richard Johnson",NA,70.17,421,6,"TenthTeeEarlyRound1ScoringAverage",2009
60,60,"John Mallinger",NA,70.17,421,6,"TenthTeeEarlyRound1ScoringAverage",2009
60,60,"Johnson Wagner",NA,70.17,421,6,"TenthTeeEarlyRound1ScoringAverage",2009
64,64,"Jarrod Lyle",NA,70.2,351,5,"TenthTeeEarlyRound1ScoringAverage",2009
65,65,"Robert Garrigus",NA,70.22,632,9,"TenthTeeEarlyRound1ScoringAverage",2009
66,66,"Jason Day",NA,70.25,281,4,"TenthTeeEarlyRound1ScoringAverage",2009
66,66,"Matt Kuchar",NA,70.25,281,4,"TenthTeeEarlyRound1ScoringAverage",2009
66,66,"James Nitties",NA,70.25,281,4,"TenthTeeEarlyRound1ScoringAverage",2009
66,66,"Ian Poulter",NA,70.25,281,4,"TenthTeeEarlyRound1ScoringAverage",2009
