"Last5EventsPutting_RANKTHISWEEK_2014","Last5EventsPutting_RANKLASTWEEK_2014","Last5EventsPutting_PLAYERNAME_2014","Last5EventsPutting_EVENTS_2014","Last5EventsPutting_RATING_2014","stat_name","year"
1,1,"Robert Garrigus",1,9.4,"Last5EventsPutting",2014
2,2,"Phil Mickelson",3,9.2,"Last5EventsPutting",2014
3,3,"Jason Allred",1,9.1,"Last5EventsPutting",2014
3,3,"Jose Coceres",1,9.1,"Last5EventsPutting",2014
3,3,"Hideto Tanihara",1,9.1,"Last5EventsPutting",2014
3,3,"Justin Thomas",2,9.1,"Last5EventsPutting",2014
7,7,"Luke Guthrie",3,9,"Last5EventsPutting",2014
7,7,"Ryo Ishikawa",2,9,"Last5EventsPutting",2014
9,9,"Joel Dahmen",1,8.9,"Last5EventsPutting",2014
9,9,"Justin Leonard",1,8.9,"Last5EventsPutting",2014
11,11,"Thomas Bjorn",1,8.8,"Last5EventsPutting",2014
11,11,"Roberto Castro",2,8.8,"Last5EventsPutting",2014
11,11,"Greg Chalmers",2,8.8,"Last5EventsPutting",2014
11,11,"Dicky Pride",2,8.8,"Last5EventsPutting",2014
11,11,"Sam Saunders",1,8.8,"Last5EventsPutting",2014
11,11,"Danny Willett",1,8.8,"Last5EventsPutting",2014
11,11,"Fabrizio Zanotti",2,8.8,"Last5EventsPutting",2014
18,18,"Eric Axley",2,8.7,"Last5EventsPutting",2014
18,18,"Matt Bettencourt",2,8.7,"Last5EventsPutting",2014
18,18,"Paul Casey",2,8.7,"Last5EventsPutting",2014
18,18,"Thorbjorn Olesen",1,8.7,"Last5EventsPutting",2014
18,18,"Tom Watson",1,8.7,"Last5EventsPutting",2014
23,23,"Ben Curtis",2,8.6,"Last5EventsPutting",2014
23,23,"Ted Potter Jr",1,8.6,"Last5EventsPutting",2014
23,23,"Brandt Snedeker",3,8.6,"Last5EventsPutting",2014
23,23,"Jordan Spieth",4,8.6,"Last5EventsPutting",2014
27,27,"Woody Austin",2,8.5,"Last5EventsPutting",2014
27,27,"Austin Cook",1,8.5,"Last5EventsPutting",2014
27,27,"Andres Gonzales",1,8.5,"Last5EventsPutting",2014
27,27,"Paul Goydos",1,8.5,"Last5EventsPutting",2014
27,27,"Freddie Jacobson",3,8.5,"Last5EventsPutting",2014
27,27,"Ryan Palmer",4,8.5,"Last5EventsPutting",2014
27,27,"Tim Petrovic",1,8.5,"Last5EventsPutting",2014
27,27,"Scottie Scheffler",1,8.5,"Last5EventsPutting",2014
35,35,"George Coetzee",1,8.4,"Last5EventsPutting",2014
35,35,"Darren Fichardt",1,8.4,"Last5EventsPutting",2014
35,35,"Matthew Fitzpatrick",1,8.4,"Last5EventsPutting",2014
35,35,"Steve Flesch",1,8.4,"Last5EventsPutting",2014
35,35,"David Howell",1,8.4,"Last5EventsPutting",2014
35,35,"Chris Thompson",1,8.4,"Last5EventsPutting",2014
35,35,"Dawie van der Walt",1,8.4,"Last5EventsPutting",2014
35,35,"Bernd Wiesberger",1,8.4,"Last5EventsPutting",2014
43,43,"Robert Allenby",1,8.3,"Last5EventsPutting",2014
43,43,"Justin Bolli",1,8.3,"Last5EventsPutting",2014
43,43,"Jason Day",4,8.3,"Last5EventsPutting",2014
43,43,"Rickie Fowler",5,8.3,"Last5EventsPutting",2014
43,43,"Miguel Angel Jimenez",1,8.3,"Last5EventsPutting",2014
43,43,"Chris Kirk",4,8.3,"Last5EventsPutting",2014
43,43,"Peter Malnati",1,8.3,"Last5EventsPutting",2014
43,43,"Jordan Niebrugge",1,8.3,"Last5EventsPutting",2014
43,43,"Andres Romero",3,8.3,"Last5EventsPutting",2014
43,43,"Robert Streb",2,8.3,"Last5EventsPutting",2014
43,43,"Steve Stricker",4,8.3,"Last5EventsPutting",2014
43,43,"Brady Watt",1,8.3,"Last5EventsPutting",2014
43,43,"Lee Westwood",3,8.3,"Last5EventsPutting",2014
56,56,"Tim Clark",3,8.2,"Last5EventsPutting",2014
56,56,"Ben Crane",2,8.2,"Last5EventsPutting",2014
56,56,"Jon Curran",1,8.2,"Last5EventsPutting",2014
56,56,"Brian Davis",2,8.2,"Last5EventsPutting",2014
56,56,"Ernie Els",5,8.2,"Last5EventsPutting",2014
56,56,"Derek Fathauer",1,8.2,"Last5EventsPutting",2014
56,56,"Brice Garnett",2,8.2,"Last5EventsPutting",2014
56,56,"Todd Hamilton",1,8.2,"Last5EventsPutting",2014
56,56,"Mikko Ilonen",2,8.2,"Last5EventsPutting",2014
56,56,"Robert Karlsson",1,8.2,"Last5EventsPutting",2014
56,56,"Kevin Kisner",3,8.2,"Last5EventsPutting",2014
56,56,"Jason Kokrak",3,8.2,"Last5EventsPutting",2014
56,56,"Spencer Levin",1,8.2,"Last5EventsPutting",2014
56,56,"Koumei Oda",1,8.2,"Last5EventsPutting",2014
56,56,"Taylor Pendrith",1,8.2,"Last5EventsPutting",2014
56,56,"Jim Renner",1,8.2,"Last5EventsPutting",2014
56,56,"Marc Warren",1,8.2,"Last5EventsPutting",2014
56,56,"Tiger Woods",1,8.2,"Last5EventsPutting",2014
74,74,"Sangmoon Bae",2,8.1,"Last5EventsPutting",2014
74,74,"Jonas Blixt",3,8.1,"Last5EventsPutting",2014
74,74,"Nathan Green",1,8.1,"Last5EventsPutting",2014
74,74,"Charley Hoffman",2,8.1,"Last5EventsPutting",2014
74,74,"Dustin Johnson",2,8.1,"Last5EventsPutting",2014
74,74,"Danny Lee",3,8.1,"Last5EventsPutting",2014
74,74,"David Lingmerth",2,8.1,"Last5EventsPutting",2014
74,74,"Shane Lowry",1,8.1,"Last5EventsPutting",2014
74,74,"Steve Marino",3,8.1,"Last5EventsPutting",2014
74,74,"Graeme McDowell",5,8.1,"Last5EventsPutting",2014
74,74,"Rory McIlroy",5,8.1,"Last5EventsPutting",2014
74,74,"Troy Merritt",5,8.1,"Last5EventsPutting",2014
74,74,"Patrick Reed",4,8.1,"Last5EventsPutting",2014
74,74,"Brian Stuard",3,8.1,"Last5EventsPutting",2014
74,74,"Peter Uihlein",1,8.1,"Last5EventsPutting",2014
74,74,"Mike Weir",1,8.1,"Last5EventsPutting",2014
90,90,"Stephen Ames",1,8,"Last5EventsPutting",2014
90,90,"Stuart Appleby",3,8,"Last5EventsPutting",2014
90,90,"Ricky Barnes",4,8,"Last5EventsPutting",2014
