"ProximitytoHolefrom_RANKTHISWEEK_2009","ProximitytoHolefrom_RANKLASTWEEK_2009","ProximitytoHolefrom_PLAYERNAME_2009","ProximitytoHolefrom_ROUNDS_2009","ProximitytoHolefrom_AVGDTP_2009","ProximitytoHolefrom_TOTALDISTANCEFEET_2009","ProximitytoHolefrom_OFSHOTS_2009","ProximitytoHolefrom_SCRAMBLINGRANK_2009","stat_name","year"
172,172,"Lucas Glover",93,NA,648.083,159,97,"ProximitytoHolefrom",2009
173,173,"Kris Blanks",60,NA,388.167,94,131,"ProximitytoHolefrom",2009
174,174,"Bart Bryant",58,NA,354,84,153,"ProximitytoHolefrom",2009
174,174,"Steve Lowery",83,NA,648.417,153,82,"ProximitytoHolefrom",2009
174,174,"John Merrick",91,NA,490.75,115,159,"ProximitytoHolefrom",2009
174,174,"Leif Olson",51,NA,349.667,82,173,"ProximitytoHolefrom",2009
174,174,"Vaughn Taylor",88,NA,536.75,126,156,"ProximitytoHolefrom",2009
174,174,"Marc Turnesa",77,NA,437.667,102,170,"ProximitytoHolefrom",2009
180,180,"Sergio Garcia",59,NA,362.917,82,101,"ProximitytoHolefrom",2009
181,181,"JB Holmes",74,NA,426.167,93,174,"ProximitytoHolefrom",2009
182,182,"Rick Price",54,NA,346.083,74,161,"ProximitytoHolefrom",2009
183,183,"Brad Faxon",59,NA,393,83,120,"ProximitytoHolefrom",2009
183,183,"Brian Vranesh",51,NA,321.417,68,38,"ProximitytoHolefrom",2009
