"ProximitytoHolefrom_RANKTHISWEEK_2009","ProximitytoHolefrom_RANKLASTWEEK_2009","ProximitytoHolefrom_PLAYERNAME_2009","ProximitytoHolefrom_ROUNDS_2009","ProximitytoHolefrom_AVGDTP_2009","ProximitytoHolefrom_TOTALDISTANCEFEET_2009","ProximitytoHolefrom_OFSHOTS_2009","ProximitytoHolefrom_SCRAMBLINGRANK_2009","stat_name","year"
1,1,"Chad Campbell",90,NA,259.75,101,67,"ProximitytoHolefrom",2009
1,1,"Padraig Harrington",66,NA,228.75,88,11,"ProximitytoHolefrom",2009
1,1,"Chris Riley",77,NA,211,81,9,"ProximitytoHolefrom",2009
4,4,"Briny Baird",89,NA,237.75,90,126,"ProximitytoHolefrom",2009
4,4,"KJ Choi",65,NA,171.167,64,141,"ProximitytoHolefrom",2009
6,6,"Stuart Appleby",79,NA,270.583,97,160,"ProximitytoHolefrom",2009
6,6,"Jarrod Lyle",65,NA,188.417,69,65,"ProximitytoHolefrom",2009
6,6,"Tim Petrovic",97,NA,315.833,116,5,"ProximitytoHolefrom",2009
9,9,"Bob Estes",78,NA,334.833,119,28,"ProximitytoHolefrom",2009
9,9,"Justin Leonard",95,NA,310.583,110,63,"ProximitytoHolefrom",2009
9,9,"Rocco Mediate",79,NA,276.917,97,145,"ProximitytoHolefrom",2009
12,12,"Eric Axley",71,NA,259.25,89,182,"ProximitytoHolefrom",2009
12,12,"Mark Brooks",55,NA,232.583,80,10,"ProximitytoHolefrom",2009
12,12,"Steve Elkington",70,NA,274.583,93,99,"ProximitytoHolefrom",2009
12,12,"Bill Haas",91,NA,373.667,127,72,"ProximitytoHolefrom",2009
12,12,"Bob Heintz",59,NA,232.583,79,26,"ProximitytoHolefrom",2009
12,12,"JJ Henry",97,NA,340,115,89,"ProximitytoHolefrom",2009
12,12,"Parker McLachlin",71,NA,317.083,109,98,"ProximitytoHolefrom",2009
12,12,"Geoff Ogilvy",78,NA,269.75,92,62,"ProximitytoHolefrom",2009
12,12,"Kevin Stadler",65,NA,284,97,33,"ProximitytoHolefrom",2009
12,12,"Kevin Sutherland",96,NA,287.25,98,81,"ProximitytoHolefrom",2009
12,12,"Kirk Triplett",60,NA,307.333,106,24,"ProximitytoHolefrom",2009
23,23,"Jerry Kelly",90,NA,428.333,143,45,"ProximitytoHolefrom",2009
23,23,"Bryce Molder",69,NA,216.333,72,37,"ProximitytoHolefrom",2009
23,23,"Jeff Quinney",78,NA,382.417,126,58,"ProximitytoHolefrom",2009
23,23,"Tag Ridings",50,NA,193.333,65,140,"ProximitytoHolefrom",2009
23,23,"Casey Wittenberg",71,NA,252.167,84,61,"ProximitytoHolefrom",2009
28,28,"Brad Adamonis",70,NA,309,101,36,"ProximitytoHolefrom",2009
28,28,"Luke Donald",79,NA,347.25,114,20,"ProximitytoHolefrom",2009
28,28,"Ernie Els",70,NA,282.25,92,59,"ProximitytoHolefrom",2009
28,28,"Jim Furyk",86,NA,356.75,115,8,"ProximitytoHolefrom",2009
28,28,"Jason Gore",74,NA,330.667,106,127,"ProximitytoHolefrom",2009
28,28,"Nathan Green",104,NA,446.333,143,40,"ProximitytoHolefrom",2009
28,28,"Freddie Jacobson",83,NA,384.917,124,51,"ProximitytoHolefrom",2009
28,28,"Greg Kraft",51,NA,194,63,177,"ProximitytoHolefrom",2009
28,28,"Troy Matteson",95,NA,438.083,142,103,"ProximitytoHolefrom",2009
28,28,"Phil Mickelson",66,NA,216.083,70,109,"ProximitytoHolefrom",2009
28,28,"Rod Pampling",72,NA,329.417,107,74,"ProximitytoHolefrom",2009
28,28,"Patrick Sheehan",51,NA,213.75,70,23,"ProximitytoHolefrom",2009
28,28,"Steve Stricker",81,NA,358,117,2,"ProximitytoHolefrom",2009
28,28,"Peter Tomasulo",61,NA,200.583,65,172,"ProximitytoHolefrom",2009
28,28,"Dean Wilson",81,NA,316.75,104,119,"ProximitytoHolefrom",2009
43,43,"Stephen Ames",77,NA,263.167,84,142,"ProximitytoHolefrom",2009
43,43,"Tommy Armour III",58,NA,253.5,80,137,"ProximitytoHolefrom",2009
43,43,"Brian Bateman",55,NA,239.75,75,158,"ProximitytoHolefrom",2009
43,43,"Rich Beem",77,NA,285.5,91,132,"ProximitytoHolefrom",2009
43,43,"Ryuji Imada",85,NA,278.833,87,54,"ProximitytoHolefrom",2009
43,43,"Jeff Klauk",97,NA,409.333,129,34,"ProximitytoHolefrom",2009
43,43,"Matt Kuchar",82,NA,396.583,125,3,"ProximitytoHolefrom",2009
43,43,"Nick OHern",90,NA,395.667,124,70,"ProximitytoHolefrom",2009
43,43,"Ian Poulter",59,NA,244.583,78,4,"ProximitytoHolefrom",2009
43,43,"Matt Weibring",65,NA,295.917,94,42,"ProximitytoHolefrom",2009
53,53,"Michael Allen",73,NA,312.083,95,123,"ProximitytoHolefrom",2009
53,53,"Robert Allenby",71,NA,308.167,95,56,"ProximitytoHolefrom",2009
53,53,"Jonathan Byrd",89,NA,328.25,100,148,"ProximitytoHolefrom",2009
53,53,"Tim Clark",81,NA,309.667,95,19,"ProximitytoHolefrom",2009
53,53,"Brendon de Jonge",90,NA,416.583,128,155,"ProximitytoHolefrom",2009
53,53,"Chris DiMarco",97,NA,523.25,159,15,"ProximitytoHolefrom",2009
53,53,"Harrison Frazar",93,NA,478.833,147,134,"ProximitytoHolefrom",2009
53,53,"Brian Gay",96,NA,509.75,156,7,"ProximitytoHolefrom",2009
53,53,"Mathew Goggin",76,NA,351.667,107,134,"ProximitytoHolefrom",2009
53,53,"Michael Letzig",96,NA,500.5,155,29,"ProximitytoHolefrom",2009
53,53,"Hunter Mahan",94,NA,403.333,123,100,"ProximitytoHolefrom",2009
53,53,"Billy Mayfair",83,NA,393.667,121,169,"ProximitytoHolefrom",2009
53,53,"Sean OHair",80,NA,325.5,99,113,"ProximitytoHolefrom",2009
53,53,"Scott Piercy",85,NA,427.5,132,107,"ProximitytoHolefrom",2009
53,53,"Tiger Woods",64,NA,271.5,83,1,"ProximitytoHolefrom",2009
68,68,"Matt Bettencourt",98,NA,508.083,151,125,"ProximitytoHolefrom",2009
68,68,"Jason Bohn",88,NA,480,143,163,"ProximitytoHolefrom",2009
68,68,"Daniel Chopra",89,NA,446.583,134,152,"ProximitytoHolefrom",2009
68,68,"Ben Curtis",63,NA,205.667,61,85,"ProximitytoHolefrom",2009
68,68,"Joe Durant",62,NA,197.083,59,176,"ProximitytoHolefrom",2009
68,68,"Tom Lehman",55,NA,135.75,41,150,"ProximitytoHolefrom",2009
68,68,"John Mallinger",90,NA,372.667,112,104,"ProximitytoHolefrom",2009
68,68,"George McNeill",82,NA,458.917,137,29,"ProximitytoHolefrom",2009
68,68,"Rory Sabbatini",81,NA,384.333,116,129,"ProximitytoHolefrom",2009
68,68,"Scott Sterling",51,NA,206.75,62,44,"ProximitytoHolefrom",2009
68,68,"Camilo Villegas",76,NA,292.75,88,129,"ProximitytoHolefrom",2009
79,79,"Woody Austin",84,NA,436.333,128,39,"ProximitytoHolefrom",2009
79,79,"Aaron Baddeley",66,NA,300.833,88,92,"ProximitytoHolefrom",2009
79,79,"Ricky Barnes",67,NA,225.75,66,178,"ProximitytoHolefrom",2009
79,79,"Glen Day",79,NA,378.667,110,43,"ProximitytoHolefrom",2009
79,79,"Jason Dufner",90,NA,484.25,141,52,"ProximitytoHolefrom",2009
79,79,"Lee Janzen",74,NA,329.917,96,66,"ProximitytoHolefrom",2009
79,79,"Anthony Kim",76,NA,417.917,123,124,"ProximitytoHolefrom",2009
79,79,"Steve Marino",98,NA,443.333,129,60,"ProximitytoHolefrom",2009
79,79,"David Mathis",82,NA,333.167,98,47,"ProximitytoHolefrom",2009
79,79,"Jeff Overton",92,NA,438.667,129,95,"ProximitytoHolefrom",2009
79,79,"Tom Pernice Jr",82,NA,421.667,123,12,"ProximitytoHolefrom",2009
79,79,"Kenny Perry",92,NA,436.833,127,13,"ProximitytoHolefrom",2009
79,79,"Carl Pettersson",86,NA,377.417,111,164,"ProximitytoHolefrom",2009
79,79,"Kevin Streelman",97,NA,394.667,115,167,"ProximitytoHolefrom",2009
79,79,"DJ Trahan",96,NA,423,125,149,"ProximitytoHolefrom",2009
79,79,"Scott Verplank",88,NA,422.333,124,75,"ProximitytoHolefrom",2009
79,79,"Boo Weekley",79,NA,310.5,90,154,"ProximitytoHolefrom",2009
79,79,"Mike Weir",85,NA,394.5,116,14,"ProximitytoHolefrom",2009
97,97,"Paul Goydos",79,NA,397.75,115,145,"ProximitytoHolefrom",2009
97,97,"Tim Herron",87,NA,455.583,130,69,"ProximitytoHolefrom",2009
97,97,"Zach Johnson",94,NA,451,129,31,"ProximitytoHolefrom",2009
97,97,"Dustin Johnson",85,NA,384.833,110,143,"ProximitytoHolefrom",2009
97,97,"Kent Jones",73,NA,406.5,115,139,"ProximitytoHolefrom",2009
97,97,"Marc Leishman",91,NA,485,140,116,"ProximitytoHolefrom",2009
97,97,"Scott McCarron",91,NA,470.083,134,18,"ProximitytoHolefrom",2009
97,97,"Corey Pavin",73,NA,259.667,75,80,"ProximitytoHolefrom",2009
97,97,"Pat Perez",74,NA,370.5,106,78,"ProximitytoHolefrom",2009
97,97,"Brett Quigley",92,NA,388.083,110,76,"ProximitytoHolefrom",2009
97,97,"John Senden",100,NA,471.5,136,128,"ProximitytoHolefrom",2009
97,97,"Vijay Singh",71,NA,340.417,97,147,"ProximitytoHolefrom",2009
97,97,"Bo Van Pelt",100,NA,485,139,57,"ProximitytoHolefrom",2009
97,97,"Jimmy Walker",74,NA,356,101,27,"ProximitytoHolefrom",2009
111,111,"Angel Cabrera",55,NA,315.25,87,117,"ProximitytoHolefrom",2009
111,111,"Alex Cejka",82,NA,413.917,116,108,"ProximitytoHolefrom",2009
111,111,"Robert Garrigus",83,NA,412.583,114,111,"ProximitytoHolefrom",2009
111,111,"Retief Goosen",74,NA,403.583,113,64,"ProximitytoHolefrom",2009
111,111,"Charles Howell III",99,NA,434.333,121,118,"ProximitytoHolefrom",2009
111,111,"Spencer Levin",75,NA,338.833,94,15,"ProximitytoHolefrom",2009
111,111,"Joe Ogilvie",85,NA,479.917,134,41,"ProximitytoHolefrom",2009
111,111,"Chez Reavie",81,NA,351,98,71,"ProximitytoHolefrom",2009
111,111,"Adam Scott",53,NA,267.083,74,171,"ProximitytoHolefrom",2009
111,111,"Brandt Snedeker",81,NA,325.083,90,25,"ProximitytoHolefrom",2009
111,111,"David Toms",98,NA,486.583,136,47,"ProximitytoHolefrom",2009
111,111,"Jay Williamson",69,NA,378.917,105,86,"ProximitytoHolefrom",2009
111,111,"YE Yang",83,NA,433.917,122,90,"ProximitytoHolefrom",2009
124,124,"Stewart Cink",79,NA,381.75,104,113,"ProximitytoHolefrom",2009
124,124,"Steve Flesch",77,NA,360.667,99,50,"ProximitytoHolefrom",2009
124,124,"Peter Lonard",86,NA,443.25,122,144,"ProximitytoHolefrom",2009
124,124,"Bill Lunde",83,NA,455.917,123,49,"ProximitytoHolefrom",2009
124,124,"Kevin Na",91,NA,450.583,123,6,"ProximitytoHolefrom",2009
124,124,"James Nitties",86,NA,457.917,125,106,"ProximitytoHolefrom",2009
124,124,"Greg Owen",97,NA,406.917,111,136,"ProximitytoHolefrom",2009
124,124,"Ryan Palmer",78,NA,454.833,125,138,"ProximitytoHolefrom",2009
124,124,"Aron Price",89,NA,403.083,111,93,"ProximitytoHolefrom",2009
124,124,"Justin Rose",71,NA,321.75,88,87,"ProximitytoHolefrom",2009
124,124,"Webb Simpson",94,NA,508,139,17,"ProximitytoHolefrom",2009
124,124,"Johnson Wagner",81,NA,414.667,112,115,"ProximitytoHolefrom",2009
124,124,"Nick Watney",86,NA,465.417,128,84,"ProximitytoHolefrom",2009
124,124,"Bubba Watson",73,NA,378.917,103,166,"ProximitytoHolefrom",2009
124,124,"Charlie Wi",92,NA,459.417,124,83,"ProximitytoHolefrom",2009
139,139,"Cameron Beckman",87,NA,497.417,134,77,"ProximitytoHolefrom",2009
139,139,"Mark Calcavecchia",72,NA,381.083,101,101,"ProximitytoHolefrom",2009
139,139,"Ben Crane",93,NA,525.417,140,32,"ProximitytoHolefrom",2009
139,139,"Brian Davis",103,NA,517.583,139,95,"ProximitytoHolefrom",2009
139,139,"Jason Day",61,NA,368.583,99,35,"ProximitytoHolefrom",2009
139,139,"David Duval",56,NA,279,75,183,"ProximitytoHolefrom",2009
139,139,"Cliff Kresge",78,NA,457.417,123,72,"ProximitytoHolefrom",2009
139,139,"Will Ma Kenzie",69,NA,324.583,86,164,"ProximitytoHolefrom",2009
139,139,"Ted Purdy",101,NA,572.5,152,151,"ProximitytoHolefrom",2009
139,139,"Mark Wilson",99,NA,434.833,117,21,"ProximitytoHolefrom",2009
149,149,"Greg Chalmers",85,NA,405.917,106,55,"ProximitytoHolefrom",2009
149,149,"Fred Couples",54,NA,237.417,62,175,"ProximitytoHolefrom",2009
149,149,"Charley Hoffman",97,NA,572,149,79,"ProximitytoHolefrom",2009
149,149,"Colt Knost",71,NA,373.667,97,157,"ProximitytoHolefrom",2009
149,149,"Andres Romero",58,NA,236.583,62,181,"ProximitytoHolefrom",2009
149,149,"Nicholas Thompson",96,NA,512.333,133,122,"ProximitytoHolefrom",2009
149,149,"Brendon Todd",53,NA,243,64,180,"ProximitytoHolefrom",2009
149,149,"Charles Warren",63,NA,374.833,97,121,"ProximitytoHolefrom",2009
157,157,"Ken Duke",87,NA,451.25,116,53,"ProximitytoHolefrom",2009
157,157,"Derek Fathauer",63,NA,326.917,83,161,"ProximitytoHolefrom",2009
157,157,"Richard Johnson",85,NA,396,102,87,"ProximitytoHolefrom",2009
157,157,"Matt Jones",56,NA,261.583,67,22,"ProximitytoHolefrom",2009
157,157,"Davis Love III",89,NA,535.917,137,109,"ProximitytoHolefrom",2009
157,157,"Jeff Maggert",79,NA,420.75,107,68,"ProximitytoHolefrom",2009
157,157,"John Rollins",92,NA,518.417,132,93,"ProximitytoHolefrom",2009
157,157,"Heath Slocum",95,NA,592,151,91,"ProximitytoHolefrom",2009
157,157,"Darron Stiles",52,NA,290.5,74,133,"ProximitytoHolefrom",2009
166,166,"Todd Hamilton",83,NA,427.833,106,105,"ProximitytoHolefrom",2009
166,166,"Martin Laird",72,NA,386.25,97,179,"ProximitytoHolefrom",2009
166,166,"Ryan Moore",89,NA,525.5,132,46,"ProximitytoHolefrom",2009
166,166,"DA Points",99,NA,505,127,111,"ProximitytoHolefrom",2009
166,166,"Chris Stroud",88,NA,429.417,107,168,"ProximitytoHolefrom",2009
166,166,"Gary Woodland",53,NA,279.5,70,184,"ProximitytoHolefrom",2009
