"HitFairwayPercentage_RANKTHISWEEK_2009","HitFairwayPercentage_RANKLASTWEEK_2009","HitFairwayPercentage_PLAYERNAME_2009","HitFairwayPercentage_ROUNDS_2009","HitFairwayPercentage_Pct_2009","HitFairwayPercentage_FAIRWAYSHIT_2009","HitFairwayPercentage_POSSIBLEFAIRWAYS_2009","HitFairwayPercentage_RELATIVETOPAR_2009","stat_name","year"
99,99,"Pat Perez",74,64.4,550,854,-0.2,"HitFairwayPercentage",2009
101,101,"Hunter Mahan",94,64.22,673,1048,-0.22,"HitFairwayPercentage",2009
101,101,"Casey Wittenberg",71,64.22,472,735,-0.14,"HitFairwayPercentage",2009
103,103,"Lee Janzen",74,64.16,537,837,-0.18,"HitFairwayPercentage",2009
104,104,"Tom Pernice Jr",82,64.08,660,1030,-0.12,"HitFairwayPercentage",2009
105,105,"Brian Vranesh",51,63.97,380,594,-0.07,"HitFairwayPercentage",2009
106,106,"Todd Hamilton",83,63.9,561,878,-0.12,"HitFairwayPercentage",2009
107,107,"Brendon Todd",53,63.75,408,640,-0.06,"HitFairwayPercentage",2009
108,108,"Kevin Stadler",65,63.69,470,738,-0.17,"HitFairwayPercentage",2009
109,109,"Chad Campbell",90,63.53,622,979,-0.21,"HitFairwayPercentage",2009
110,110,"Martin Laird",72,63.36,543,857,-0.19,"HitFairwayPercentage",2009
111,111,"Steve Flesch",77,63.31,547,864,-0.14,"HitFairwayPercentage",2009
112,112,"Bill Haas",91,63.22,715,1131,-0.15,"HitFairwayPercentage",2009
112,112,"Kevin Sutherland",96,63.22,636,1006,-0.25,"HitFairwayPercentage",2009
114,114,"Mike Weir",85,63.15,586,928,-0.2,"HitFairwayPercentage",2009
115,115,"Spencer Levin",75,63.11,580,919,-0.15,"HitFairwayPercentage",2009
116,116,"James Nitties",86,62.99,662,1051,-0.16,"HitFairwayPercentage",2009
117,117,"Brendon de Jonge",90,62.94,681,1082,-0.15,"HitFairwayPercentage",2009
118,118,"JJ Henry",97,62.91,726,1154,-0.18,"HitFairwayPercentage",2009
119,119,"Luke Donald",79,62.87,530,843,-0.22,"HitFairwayPercentage",2009
120,120,"David Mathis",82,62.78,592,943,-0.13,"HitFairwayPercentage",2009
121,121,"Camilo Villegas",76,62.68,487,777,-0.18,"HitFairwayPercentage",2009
122,122,"Ryan Palmer",78,62.55,598,956,-0.18,"HitFairwayPercentage",2009
123,123,"Kevin Streelman",97,62.24,745,1197,-0.16,"HitFairwayPercentage",2009
124,124,"John Merrick",91,62.22,578,929,-0.14,"HitFairwayPercentage",2009
125,125,"Nathan Green",104,62.11,782,1259,-0.14,"HitFairwayPercentage",2009
126,126,"Troy Matteson",95,61.94,742,1198,-0.17,"HitFairwayPercentage",2009
127,127,"Jason Day",61,61.86,420,679,-0.2,"HitFairwayPercentage",2009
128,128,"Vijay Singh",71,61.83,439,710,-0.12,"HitFairwayPercentage",2009
129,129,"Cameron Beckman",87,61.6,640,1039,-0.13,"HitFairwayPercentage",2009
130,130,"Ken Duke",87,61.54,600,975,-0.14,"HitFairwayPercentage",2009
130,130,"Jarrod Lyle",65,61.54,424,689,-0.12,"HitFairwayPercentage",2009
132,132,"George McNeill",82,61.46,641,1043,-0.2,"HitFairwayPercentage",2009
133,133,"Webb Simpson",94,61.23,725,1184,-0.17,"HitFairwayPercentage",2009
134,134,"Ryuji Imada",85,61.16,581,950,-0.14,"HitFairwayPercentage",2009
135,135,"Stuart Appleby",79,61.15,543,888,-0.14,"HitFairwayPercentage",2009
136,136,"Marc Leishman",91,61.03,697,1142,-0.19,"HitFairwayPercentage",2009
137,137,"YE Yang",83,60.93,588,965,-0.18,"HitFairwayPercentage",2009
138,138,"Brett Quigley",92,60.83,618,1016,-0.18,"HitFairwayPercentage",2009
139,139,"Sergio Garcia",59,60.69,369,608,-0.18,"HitFairwayPercentage",2009
140,140,"Michael Letzig",96,60.63,716,1181,-0.18,"HitFairwayPercentage",2009
141,141,"Charles Howell III",99,60.48,687,1136,-0.19,"HitFairwayPercentage",2009
142,142,"Freddie Jacobson",83,60.46,610,1009,-0.18,"HitFairwayPercentage",2009
143,143,"Sean OHair",80,60.37,489,810,-0.21,"HitFairwayPercentage",2009
144,144,"Mark Calcavecchia",72,60.3,515,854,-0.14,"HitFairwayPercentage",2009
145,145,"Geoff Ogilvy",78,60.22,483,802,-0.21,"HitFairwayPercentage",2009
146,146,"Ricky Barnes",67,60.06,418,696,-0.16,"HitFairwayPercentage",2009
147,147,"Brad Faxon",59,60.03,428,713,-0.06,"HitFairwayPercentage",2009
148,148,"Davis Love III",89,59.85,638,1066,-0.18,"HitFairwayPercentage",2009
149,149,"Adam Scott",53,59.27,342,577,-0.18,"HitFairwayPercentage",2009
150,150,"Matt Bettencourt",98,59.18,703,1188,-0.18,"HitFairwayPercentage",2009
151,151,"Retief Goosen",74,58.99,456,773,-0.2,"HitFairwayPercentage",2009
152,152,"Stewart Cink",79,58.95,484,821,-0.17,"HitFairwayPercentage",2009
153,153,"Robert Garrigus",83,58.87,571,970,-0.17,"HitFairwayPercentage",2009
154,154,"Tim Herron",87,58.79,649,1104,-0.18,"HitFairwayPercentage",2009
155,155,"Carl Pettersson",86,58.73,599,1020,-0.18,"HitFairwayPercentage",2009
156,156,"Charley Hoffman",97,58.7,698,1189,-0.22,"HitFairwayPercentage",2009
157,157,"Joe Ogilvie",85,58.33,609,1044,-0.16,"HitFairwayPercentage",2009
158,158,"Daniel Chopra",89,58.32,666,1142,-0.14,"HitFairwayPercentage",2009
159,159,"Rory Sabbatini",81,58.2,536,921,-0.26,"HitFairwayPercentage",2009
160,160,"Aaron Baddeley",66,57.95,459,792,-0.17,"HitFairwayPercentage",2009
161,161,"Brad Adamonis",70,57.74,481,833,-0.15,"HitFairwayPercentage",2009
162,162,"Dustin Johnson",85,57.49,499,868,-0.24,"HitFairwayPercentage",2009
163,163,"Scott Piercy",85,57.48,592,1030,-0.2,"HitFairwayPercentage",2009
164,164,"Tag Ridings",50,57.4,322,561,-0.21,"HitFairwayPercentage",2009
165,165,"Derek Fathauer",63,57.29,397,693,-0.11,"HitFairwayPercentage",2009
166,166,"Matt Jones",56,57.07,343,601,-0.22,"HitFairwayPercentage",2009
167,167,"Leif Olson",51,57.02,333,584,-0.13,"HitFairwayPercentage",2009
168,168,"Nick Watney",86,56.94,529,929,-0.19,"HitFairwayPercentage",2009
169,169,"Fred Couples",54,56.37,323,573,-0.21,"HitFairwayPercentage",2009
170,170,"Padraig Harrington",66,55.78,367,658,-0.25,"HitFairwayPercentage",2009
171,171,"Brian Bateman",55,55.76,368,660,-0.13,"HitFairwayPercentage",2009
172,172,"Jimmy Walker",74,55.67,476,855,-0.19,"HitFairwayPercentage",2009
173,173,"Parker McLachlin",71,55.13,505,916,-0.11,"HitFairwayPercentage",2009
174,174,"Anthony Kim",76,54.43,448,823,-0.29,"HitFairwayPercentage",2009
175,175,"Jeff Overton",92,54.35,569,1047,-0.18,"HitFairwayPercentage",2009
176,176,"Harrison Frazar",93,54.31,624,1149,-0.23,"HitFairwayPercentage",2009
177,177,"Gary Woodland",53,54.18,266,491,-0.12,"HitFairwayPercentage",2009
178,178,"Bubba Watson",73,54.08,418,773,-0.22,"HitFairwayPercentage",2009
179,179,"Phil Mickelson",66,53.15,346,651,-0.22,"HitFairwayPercentage",2009
179,179,"Andres Romero",58,53.15,312,587,-0.21,"HitFairwayPercentage",2009
181,181,"David Duval",56,52.8,311,589,-0.14,"HitFairwayPercentage",2009
182,182,"Eric Axley",71,52.72,416,789,-0.14,"HitFairwayPercentage",2009
183,183,"Angel Cabrera",55,52.7,273,518,-0.2,"HitFairwayPercentage",2009
184,184,"JB Holmes",74,48.41,396,818,-0.16,"HitFairwayPercentage",2009
