"Approachesfrom275yards_RANKTHISWEEK_2006","Approachesfrom275yards_RANKLASTWEEK_2006","Approachesfrom275yards_PLAYERNAME_2006","Approachesfrom275yards_ROUNDS_2006","Approachesfrom275yards_AVG_2006","Approachesfrom275yards_TOTALDISTANCEFEET_2006","Approachesfrom275yards_OFATTEMPTS_2006","Approachesfrom275yards_RELATIVETOPAR_2006","stat_name","year"
1,1,"Scott Gutschewski",53,NA,808.083,15,-13,"Approachesfrom275yards",2006
2,2,"David Duval",71,NA,389.5,6,-6,"Approachesfrom275yards",2006
3,3,"Robert Garrigus",85,NA,1217.167,18,-13,"Approachesfrom275yards",2006
4,4,"Tiger Woods",55,NA,980.833,14,-7,"Approachesfrom275yards",2006
5,5,"Ernie Els",69,NA,706,10,-6,"Approachesfrom275yards",2006
6,6,"Steve Lowery",99,NA,1766.333,25,-12,"Approachesfrom275yards",2006
7,7,"Jeff Overton",95,NA,2339.833,32,-17,"Approachesfrom275yards",2006
8,8,"Nick Watney",97,NA,2143.167,29,-14,"Approachesfrom275yards",2006
9,9,"Mike Sposa",68,NA,817.75,11,-10,"Approachesfrom275yards",2006
10,10,"Roger Tambellini",64,NA,1348.083,18,-10,"Approachesfrom275yards",2006
11,11,"Brandt Jobe",91,NA,1131.833,15,-5,"Approachesfrom275yards",2006
12,12,"Alex Aragon",63,NA,835.5,11,-4,"Approachesfrom275yards",2006
13,13,"Kris Cox",83,NA,1291.667,17,-12,"Approachesfrom275yards",2006
14,14,"Chris Smith",67,NA,839.417,11,-3,"Approachesfrom275yards",2006
15,15,"JJ Henry",96,NA,1224.083,16,-8,"Approachesfrom275yards",2006
16,16,"Doug Barron",74,NA,612.917,8,0,"Approachesfrom275yards",2006
17,17,"Jimmy Walker",60,NA,771.167,10,-7,"Approachesfrom275yards",2006
18,18,"James Driscoll",80,NA,1317.667,17,-7,"Approachesfrom275yards",2006
19,19,"Bill Haas",99,NA,2954.667,38,-21,"Approachesfrom275yards",2006
19,19,"Rod Pampling",89,NA,1711.333,22,-11,"Approachesfrom275yards",2006
21,21,"Paul Stankowski",70,NA,1012.167,13,-7,"Approachesfrom275yards",2006
22,22,"Steve Jones",83,NA,779.167,10,-6,"Approachesfrom275yards",2006
23,23,"Joe Ogilvie",95,NA,1021.25,13,-4,"Approachesfrom275yards",2006
24,24,"John Huston",74,NA,958.083,12,-8,"Approachesfrom275yards",2006
25,25,"Ian Poulter",53,NA,800.583,10,-5,"Approachesfrom275yards",2006
