"TenthTeeLatePar3ScoringAverage_RANKTHISWEEK_2005","TenthTeeLatePar3ScoringAverage_RANKLASTWEEK_2005","TenthTeeLatePar3ScoringAverage_PLAYERNAME_2005","TenthTeeLatePar3ScoringAverage_ROUNDS_2005","TenthTeeLatePar3ScoringAverage_AVG_2005","TenthTeeLatePar3ScoringAverage_TOTALSTROKES_2005","TenthTeeLatePar3ScoringAverage_TOTALHOLES_2005","stat_name","year"
75,75,"Brian Bateman",98,3.05,278,91,"TenthTeeLatePar3ScoringAverage",2005
75,75,"Alex Cejka",84,3.05,174,57,"TenthTeeLatePar3ScoringAverage",2005
75,75,"Jose Coceres",56,3.05,198,65,"TenthTeeLatePar3ScoringAverage",2005
75,75,"Gavin Coles",70,3.05,183,60,"TenthTeeLatePar3ScoringAverage",2005
75,75,"James Driscoll",73,3.05,235,77,"TenthTeeLatePar3ScoringAverage",2005
75,75,"Billy Mayfair",114,3.05,223,73,"TenthTeeLatePar3ScoringAverage",2005
75,75,"Brenden Pappas",51,3.05,61,20,"TenthTeeLatePar3ScoringAverage",2005
75,75,"Tim Petrovic",97,3.05,293,96,"TenthTeeLatePar3ScoringAverage",2005
75,75,"Patrick Sheehan",114,3.05,250,82,"TenthTeeLatePar3ScoringAverage",2005
84,84,"Paul Gow",78,3.06,150,49,"TenthTeeLatePar3ScoringAverage",2005
84,84,"Bob Heintz",67,3.06,248,81,"TenthTeeLatePar3ScoringAverage",2005
84,84,"Mark Hensby",70,3.06,110,36,"TenthTeeLatePar3ScoringAverage",2005
84,84,"Ian Poulter",62,3.06,98,32,"TenthTeeLatePar3ScoringAverage",2005
84,84,"Lee Westwood",50,3.06,110,36,"TenthTeeLatePar3ScoringAverage",2005
89,89,"Robert Allenby",95,3.07,175,57,"TenthTeeLatePar3ScoringAverage",2005
89,89,"Mark Brooks",72,3.07,215,70,"TenthTeeLatePar3ScoringAverage",2005
89,89,"Bernhard Langer",67,3.07,135,44,"TenthTeeLatePar3ScoringAverage",2005
89,89,"Rob Rashell",65,3.07,172,56,"TenthTeeLatePar3ScoringAverage",2005
89,89,"Nick Watney",91,3.07,252,82,"TenthTeeLatePar3ScoringAverage",2005
94,94,"Brian Gay",101,3.08,237,77,"TenthTeeLatePar3ScoringAverage",2005
94,94,"Jerry Kelly",101,3.08,188,61,"TenthTeeLatePar3ScoringAverage",2005
94,94,"Franklin Langham",91,3.08,237,77,"TenthTeeLatePar3ScoringAverage",2005
94,94,"Joe Ogilvie",103,3.08,197,64,"TenthTeeLatePar3ScoringAverage",2005
94,94,"Darron Stiles",78,3.08,188,61,"TenthTeeLatePar3ScoringAverage",2005
94,94,"Vaughn Taylor",99,3.08,259,84,"TenthTeeLatePar3ScoringAverage",2005
100,100,"Bart Bryant",91,3.09,173,56,"TenthTeeLatePar3ScoringAverage",2005
100,100,"Brian Davis",75,3.09,176,57,"TenthTeeLatePar3ScoringAverage",2005
100,100,"Ryuji Imada",78,3.09,173,56,"TenthTeeLatePar3ScoringAverage",2005
100,100,"Tom Lehman",69,3.09,213,69,"TenthTeeLatePar3ScoringAverage",2005
100,100,"Geoff Ogilvy",97,3.09,167,54,"TenthTeeLatePar3ScoringAverage",2005
100,100,"Brett Quigley",96,3.09,198,64,"TenthTeeLatePar3ScoringAverage",2005
100,100,"Joey Sindelar",104,3.09,318,103,"TenthTeeLatePar3ScoringAverage",2005
107,107,"Jason Bohn",91,3.1,257,83,"TenthTeeLatePar3ScoringAverage",2005
107,107,"Justin Bolli",65,3.1,152,49,"TenthTeeLatePar3ScoringAverage",2005
107,107,"Danny Briggs",70,3.1,152,49,"TenthTeeLatePar3ScoringAverage",2005
107,107,"John Cook",72,3.1,130,42,"TenthTeeLatePar3ScoringAverage",2005
107,107,"John Daly",78,3.1,192,62,"TenthTeeLatePar3ScoringAverage",2005
107,107,"Robert Damron",89,3.1,211,68,"TenthTeeLatePar3ScoringAverage",2005
107,107,"Steve Elkington",67,3.1,152,49,"TenthTeeLatePar3ScoringAverage",2005
107,107,"Dan Forsman",52,3.1,155,50,"TenthTeeLatePar3ScoringAverage",2005
107,107,"Tim Herron",100,3.1,130,42,"TenthTeeLatePar3ScoringAverage",2005
107,107,"Glen Hnatiuk",59,3.1,155,50,"TenthTeeLatePar3ScoringAverage",2005
107,107,"Matt Kuchar",60,3.1,130,42,"TenthTeeLatePar3ScoringAverage",2005
107,107,"Scott McCarron",78,3.1,152,49,"TenthTeeLatePar3ScoringAverage",2005
107,107,"Roland Thatcher",75,3.1,189,61,"TenthTeeLatePar3ScoringAverage",2005
107,107,"Charles Warren",89,3.1,285,92,"TenthTeeLatePar3ScoringAverage",2005
121,121,"Tommy Armour III",103,3.11,261,84,"TenthTeeLatePar3ScoringAverage",2005
121,121,"Chris DiMarco",83,3.11,190,61,"TenthTeeLatePar3ScoringAverage",2005
121,121,"Lucas Glover",88,3.11,140,45,"TenthTeeLatePar3ScoringAverage",2005
121,121,"Steve Jones",56,3.11,165,53,"TenthTeeLatePar3ScoringAverage",2005
121,121,"Tom Pernice Jr",111,3.11,193,62,"TenthTeeLatePar3ScoringAverage",2005
121,121,"Tjaart van der Walt",56,3.11,174,56,"TenthTeeLatePar3ScoringAverage",2005
121,121,"Charlie Wi",67,3.11,140,45,"TenthTeeLatePar3ScoringAverage",2005
128,128,"Matt Davidson",53,3.12,203,65,"TenthTeeLatePar3ScoringAverage",2005
128,128,"Brent Geiberger",61,3.12,212,68,"TenthTeeLatePar3ScoringAverage",2005
128,128,"Tom Gillis",77,3.12,228,73,"TenthTeeLatePar3ScoringAverage",2005
128,128,"Peter Lonard",85,3.12,212,68,"TenthTeeLatePar3ScoringAverage",2005
128,128,"Larry Mize",54,3.12,128,41,"TenthTeeLatePar3ScoringAverage",2005
128,128,"Sean OHair",103,3.12,103,33,"TenthTeeLatePar3ScoringAverage",2005
128,128,"Jesper Parnevik",84,3.12,209,67,"TenthTeeLatePar3ScoringAverage",2005
128,128,"Bob Tway",87,3.12,184,59,"TenthTeeLatePar3ScoringAverage",2005
136,136,"Scott Gutschewski",86,3.13,125,40,"TenthTeeLatePar3ScoringAverage",2005
136,136,"Vijay Singh",111,3.13,100,32,"TenthTeeLatePar3ScoringAverage",2005
138,138,"Chris Anderson",66,3.14,217,69,"TenthTeeLatePar3ScoringAverage",2005
138,138,"Jonathan Byrd",103,3.14,245,78,"TenthTeeLatePar3ScoringAverage",2005
138,138,"Fred Couples",72,3.14,91,29,"TenthTeeLatePar3ScoringAverage",2005
138,138,"Marco Dawson",82,3.14,179,57,"TenthTeeLatePar3ScoringAverage",2005
138,138,"Glen Day",80,3.14,229,73,"TenthTeeLatePar3ScoringAverage",2005
138,138,"Todd Hamilton",94,3.14,135,43,"TenthTeeLatePar3ScoringAverage",2005
138,138,"John Huston",90,3.14,242,77,"TenthTeeLatePar3ScoringAverage",2005
138,138,"Andrew Magee",82,3.14,245,78,"TenthTeeLatePar3ScoringAverage",2005
138,138,"Shigeki Maruyama",99,3.14,157,50,"TenthTeeLatePar3ScoringAverage",2005
138,138,"Len Mattiace",86,3.14,248,79,"TenthTeeLatePar3ScoringAverage",2005
138,138,"Shaun Micheel",81,3.14,176,56,"TenthTeeLatePar3ScoringAverage",2005
138,138,"Dennis Paulson",63,3.14,113,36,"TenthTeeLatePar3ScoringAverage",2005
150,150,"Aaron Baddeley",84,3.15,246,78,"TenthTeeLatePar3ScoringAverage",2005
150,150,"Paul Claxton",79,3.15,205,65,"TenthTeeLatePar3ScoringAverage",2005
150,150,"Ben Curtis",65,3.15,170,54,"TenthTeeLatePar3ScoringAverage",2005
150,150,"John Elliott",58,3.15,164,52,"TenthTeeLatePar3ScoringAverage",2005
150,150,"Jay Haas",54,3.15,129,41,"TenthTeeLatePar3ScoringAverage",2005
150,150,"Neal Lancaster",95,3.15,170,54,"TenthTeeLatePar3ScoringAverage",2005
150,150,"Will Ma Kenzie",75,3.15,164,52,"TenthTeeLatePar3ScoringAverage",2005
150,150,"Mark OMeara",66,3.15,164,52,"TenthTeeLatePar3ScoringAverage",2005
150,150,"Ted Purdy",122,3.15,280,89,"TenthTeeLatePar3ScoringAverage",2005
159,159,"Doug Barron",70,3.16,142,45,"TenthTeeLatePar3ScoringAverage",2005
159,159,"Cameron Beckman",96,3.16,322,102,"TenthTeeLatePar3ScoringAverage",2005
159,159,"Steve Flesch",90,3.16,218,69,"TenthTeeLatePar3ScoringAverage",2005
159,159,"Carlos Franco",78,3.16,218,69,"TenthTeeLatePar3ScoringAverage",2005
159,159,"Harrison Frazar",105,3.16,221,70,"TenthTeeLatePar3ScoringAverage",2005
159,159,"Mario Tiziani",67,3.16,218,69,"TenthTeeLatePar3ScoringAverage",2005
165,165,"Billy Andrade",83,3.17,165,52,"TenthTeeLatePar3ScoringAverage",2005
165,165,"Joe Durant",81,3.17,206,65,"TenthTeeLatePar3ScoringAverage",2005
165,165,"Jeff Maggert",79,3.17,206,65,"TenthTeeLatePar3ScoringAverage",2005
165,165,"Craig Perks",67,3.17,241,76,"TenthTeeLatePar3ScoringAverage",2005
165,165,"Tag Ridings",93,3.17,222,70,"TenthTeeLatePar3ScoringAverage",2005
165,165,"Tiger Woods",76,3.17,76,24,"TenthTeeLatePar3ScoringAverage",2005
171,171,"Jason Allred",75,3.18,229,72,"TenthTeeLatePar3ScoringAverage",2005
171,171,"DJ Brigman",76,3.18,156,49,"TenthTeeLatePar3ScoringAverage",2005
171,171,"Robert Gamez",91,3.18,248,78,"TenthTeeLatePar3ScoringAverage",2005
171,171,"Matt Gogel",78,3.18,207,65,"TenthTeeLatePar3ScoringAverage",2005
171,171,"Retief Goosen",71,3.18,89,28,"TenthTeeLatePar3ScoringAverage",2005
171,171,"Bradley Hughes",52,3.18,181,57,"TenthTeeLatePar3ScoringAverage",2005
171,171,"Rod Pampling",89,3.18,127,40,"TenthTeeLatePar3ScoringAverage",2005
171,171,"Omar Uresti",84,3.18,216,68,"TenthTeeLatePar3ScoringAverage",2005
179,179,"Stuart Appleby",84,3.19,172,54,"TenthTeeLatePar3ScoringAverage",2005
179,179,"Rich Beem",66,3.19,169,53,"TenthTeeLatePar3ScoringAverage",2005
179,179,"JP Hayes",63,3.19,185,58,"TenthTeeLatePar3ScoringAverage",2005
179,179,"Kevin Na",88,3.19,169,53,"TenthTeeLatePar3ScoringAverage",2005
179,179,"Jose Maria Olazabal",55,3.19,102,32,"TenthTeeLatePar3ScoringAverage",2005
179,179,"Chris Riley",67,3.19,166,52,"TenthTeeLatePar3ScoringAverage",2005
179,179,"Rory Sabbatini",81,3.19,115,36,"TenthTeeLatePar3ScoringAverage",2005
179,179,"Joey Snyder III",102,3.19,204,64,"TenthTeeLatePar3ScoringAverage",2005
187,187,"Zach Johnson",96,3.2,157,49,"TenthTeeLatePar3ScoringAverage",2005
187,187,"Hunter Mahan",103,3.2,240,75,"TenthTeeLatePar3ScoringAverage",2005
187,187,"Brett Wetterich",76,3.2,128,40,"TenthTeeLatePar3ScoringAverage",2005
190,190,"Arjun Atwal",65,3.21,77,24,"TenthTeeLatePar3ScoringAverage",2005
190,190,"Jim Carter",62,3.21,170,53,"TenthTeeLatePar3ScoringAverage",2005
190,190,"KJ Choi",78,3.21,106,33,"TenthTeeLatePar3ScoringAverage",2005
190,190,"David Hearn",68,3.21,186,58,"TenthTeeLatePar3ScoringAverage",2005
190,190,"Greg Owen",84,3.21,279,87,"TenthTeeLatePar3ScoringAverage",2005
195,195,"John Rollins",97,3.22,187,58,"TenthTeeLatePar3ScoringAverage",2005
196,196,"Daniel Chopra",108,3.23,278,86,"TenthTeeLatePar3ScoringAverage",2005
197,197,"Kevin Stadler",96,3.24,246,76,"TenthTeeLatePar3ScoringAverage",2005
198,198,"Padraig Harrington",50,3.25,91,28,"TenthTeeLatePar3ScoringAverage",2005
199,199,"Charles Howell III",95,3.27,170,52,"TenthTeeLatePar3ScoringAverage",2005
199,199,"Freddie Jacobson",72,3.27,170,52,"TenthTeeLatePar3ScoringAverage",2005
201,201,"Scott Hend",75,3.28,174,53,"TenthTeeLatePar3ScoringAverage",2005
202,202,"Frank Lickliter II",100,3.34,267,80,"TenthTeeLatePar3ScoringAverage",2005
