"ProximitytoHolefrom30yards_RANKTHISWEEK_2015","ProximitytoHolefrom30yards_RANKLASTWEEK_2015","ProximitytoHolefrom30yards_PLAYERNAME_2015","ProximitytoHolefrom30yards_ROUNDS_2015","ProximitytoHolefrom30yards_AVGDTP_2015","ProximitytoHolefrom30yards_TOTALDISTANCEFEET_2015","ProximitytoHolefrom30yards_OFSHOTS_2015","ProximitytoHolefrom30yards_SCRAMBLINGRANK_2015","stat_name","year"
1,1,"Roberto Castro",54,NA,228.833,25,169,"ProximitytoHolefrom30yards",2015
2,2,"Hideki Matsuyama",95,NA,584.75,62,30,"ProximitytoHolefrom30yards",2015
2,2,"Tim Wilkinson",73,NA,406,43,111,"ProximitytoHolefrom30yards",2015
4,4,"Jim Furyk",71,NA,185.667,19,18,"ProximitytoHolefrom30yards",2015
4,4,"Zach Johnson",90,NA,672.917,69,49,"ProximitytoHolefrom30yards",2015
6,6,"Padraig Harrington",60,NA,500.25,51,137,"ProximitytoHolefrom30yards",2015
7,7,"Justin Leonard",61,NA,380.583,38,34,"ProximitytoHolefrom30yards",2015
8,8,"Jonas Blixt",78,NA,453.583,45,107,"ProximitytoHolefrom30yards",2015
9,9,"Steven Bowditch",103,NA,724.667,71,3,"ProximitytoHolefrom30yards",2015
9,9,"Ian Poulter",68,NA,436,43,54,"ProximitytoHolefrom30yards",2015
9,9,"Patrick Rodgers",57,NA,437.333,43,145,"ProximitytoHolefrom30yards",2015
12,12,"KJ Choi",66,NA,535.5,52,16,"ProximitytoHolefrom30yards",2015
13,13,"Martin Laird",77,NA,572.833,55,67,"ProximitytoHolefrom30yards",2015
14,14,"Chris Stroud",84,NA,592.083,56,71,"ProximitytoHolefrom30yards",2015
15,15,"Erik Compton",86,NA,480,45,61,"ProximitytoHolefrom30yards",2015
15,15,"Justin Thomas",106,NA,953,89,37,"ProximitytoHolefrom30yards",2015
17,17,"Kevin Na",98,NA,698.5,65,19,"ProximitytoHolefrom30yards",2015
17,17,"Brendon Todd",96,NA,570,53,22,"ProximitytoHolefrom30yards",2015
17,17,"Mark Wilson",89,NA,646.333,60,63,"ProximitytoHolefrom30yards",2015
20,20,"Matt Kuchar",97,NA,866.25,80,13,"ProximitytoHolefrom30yards",2015
21,21,"Angel Cabrera",53,NA,481.417,44,183,"ProximitytoHolefrom30yards",2015
21,21,"Louis Oosthuizen",68,NA,392.667,36,41,"ProximitytoHolefrom30yards",2015
21,21,"SJ Park",79,NA,631.5,58,8,"ProximitytoHolefrom30yards",2015
21,21,"Cameron Tringale",96,NA,926.333,85,27,"ProximitytoHolefrom30yards",2015
25,25,"Justin Rose",69,NA,364.083,33,94,"ProximitytoHolefrom30yards",2015
26,26,"Ricky Barnes",82,NA,564.083,51,69,"ProximitytoHolefrom30yards",2015
26,26,"Ernie Els",57,NA,411.25,37,144,"ProximitytoHolefrom30yards",2015
26,26,"Scott Langley",94,NA,689.167,62,93,"ProximitytoHolefrom30yards",2015
26,26,"Rory Sabbatini",81,NA,630.667,57,17,"ProximitytoHolefrom30yards",2015
26,26,"Nick Taylor",91,NA,799.75,72,113,"ProximitytoHolefrom30yards",2015
31,31,"Max Homa",78,NA,490.167,44,90,"ProximitytoHolefrom30yards",2015
31,31,"Brandt Snedeker",98,NA,678.833,61,15,"ProximitytoHolefrom30yards",2015
33,33,"Rickie Fowler",76,NA,484.667,43,47,"ProximitytoHolefrom30yards",2015
33,33,"Charley Hoffman",97,NA,606.667,54,100,"ProximitytoHolefrom30yards",2015
35,35,"Seung Yul Noh",65,NA,577.083,51,166,"ProximitytoHolefrom30yards",2015
35,35,"Adam Scott",51,NA,283.833,25,173,"ProximitytoHolefrom30yards",2015
37,37,"David Lingmerth",90,NA,625.75,55,42,"ProximitytoHolefrom30yards",2015
38,38,"Ben Crane",62,NA,599.417,52,29,"ProximitytoHolefrom30yards",2015
38,38,"Phil Mickelson",70,NA,550.167,48,84,"ProximitytoHolefrom30yards",2015
38,38,"Roger Sloan",56,NA,425.417,37,175,"ProximitytoHolefrom30yards",2015
41,41,"Scott Brown",97,NA,774.25,67,55,"ProximitytoHolefrom30yards",2015
41,41,"Kevin Chappell",86,NA,578.167,50,87,"ProximitytoHolefrom30yards",2015
41,41,"Sergio Garcia",59,NA,496.667,43,109,"ProximitytoHolefrom30yards",2015
41,41,"Morgan Hoffmann",85,NA,880.25,76,92,"ProximitytoHolefrom30yards",2015
41,41,"Chez Reavie",56,NA,311.667,27,152,"ProximitytoHolefrom30yards",2015
46,46,"Marc Leishman",74,NA,653.667,56,141,"ProximitytoHolefrom30yards",2015
47,47,"John Merrick",78,NA,528.75,45,134,"ProximitytoHolefrom30yards",2015
47,47,"Webb Simpson",81,NA,564,48,9,"ProximitytoHolefrom30yards",2015
47,47,"Daniel Summerhays",101,NA,714.5,61,122,"ProximitytoHolefrom30yards",2015
50,50,"Sangmoon Bae",98,NA,973,82,45,"ProximitytoHolefrom30yards",2015
50,50,"Charlie Beljan",76,NA,403.417,34,184,"ProximitytoHolefrom30yards",2015
50,50,"Jason Dufner",76,NA,342.917,29,162,"ProximitytoHolefrom30yards",2015
50,50,"Derek Ernst",75,NA,569.5,48,135,"ProximitytoHolefrom30yards",2015
50,50,"Matt Every",73,NA,674.333,57,153,"ProximitytoHolefrom30yards",2015
50,50,"Billy Horschel",99,NA,946.167,80,126,"ProximitytoHolefrom30yards",2015
50,50,"Vijay Singh",78,NA,699.167,59,50,"ProximitytoHolefrom30yards",2015
