"Last5EventsPutting_RANKTHISWEEK_2005","Last5EventsPutting_RANKLASTWEEK_2005","Last5EventsPutting_PLAYERNAME_2005","Last5EventsPutting_EVENTS_2005","Last5EventsPutting_RATING_2005","stat_name","year"
1,1,"Doug Barron",1,9.5,"Last5EventsPutting",2005
1,1,"Gabriel Hjertstedt",1,9.5,"Last5EventsPutting",2005
3,18,"Tiger Woods",2,9.4,"Last5EventsPutting",2005
4,3,"Esteban Toledo",1,9.2,"Last5EventsPutting",2005
5,4,"Tom Byrum",1,9.1,"Last5EventsPutting",2005
5,4,"Bob Heintz",3,9.1,"Last5EventsPutting",2005
5,4,"Rob Rashell",1,9.1,"Last5EventsPutting",2005
8,7,"Kazuhiko Hosokawa",1,9,"Last5EventsPutting",2005
8,7,"Jim Rutledge",1,9,"Last5EventsPutting",2005
10,9,"James Driscoll",2,8.9,"Last5EventsPutting",2005
10,9,"Kelly Grunewald",1,8.9,"Last5EventsPutting",2005
10,9,"Larry Mize",2,8.9,"Last5EventsPutting",2005
10,9,"Steve Stricker",1,8.9,"Last5EventsPutting",2005
14,13,"Brian Henninger",1,8.8,"Last5EventsPutting",2005
15,14,"Justin Bolli",2,8.7,"Last5EventsPutting",2005
15,14,"John Daly",2,8.7,"Last5EventsPutting",2005
15,14,"Brad Faxon",3,8.7,"Last5EventsPutting",2005
15,14,"Hunter Mahan",1,8.7,"Last5EventsPutting",2005
19,18,"Craig Bowden",3,8.6,"Last5EventsPutting",2005
19,18,"KJ Choi",2,8.6,"Last5EventsPutting",2005
19,83,"Tim Clark",2,8.6,"Last5EventsPutting",2005
19,18,"Gavin Flint",1,8.6,"Last5EventsPutting",2005
19,18,"Jose Maria Olazabal",2,8.6,"Last5EventsPutting",2005
19,18,"Ted Tryba",1,8.6,"Last5EventsPutting",2005
19,18,"Mike Weir",2,8.6,"Last5EventsPutting",2005
26,25,"Jay Haas",1,8.5,"Last5EventsPutting",2005
26,25,"Jason Hartwick",1,8.5,"Last5EventsPutting",2005
26,25,"Joel Kribel",2,8.5,"Last5EventsPutting",2005
26,25,"Matt Kuchar",2,8.5,"Last5EventsPutting",2005
26,25,"Pat Perez",2,8.5,"Last5EventsPutting",2005
26,25,"Hal Sutton",1,8.5,"Last5EventsPutting",2005
26,25,"Bob Tway",3,8.5,"Last5EventsPutting",2005
33,33,"John Cook",1,8.4,"Last5EventsPutting",2005
33,33,"Nick Faldo",1,8.4,"Last5EventsPutting",2005
33,33,"Robert Gamez",5,8.4,"Last5EventsPutting",2005
33,33,"Glen Hnatiuk",1,8.4,"Last5EventsPutting",2005
33,33,"Wayne Levi",2,8.4,"Last5EventsPutting",2005
33,33,"Graeme McDowell",2,8.4,"Last5EventsPutting",2005
33,33,"Dennis Paulson",1,8.4,"Last5EventsPutting",2005
33,33,"Loren Roberts",2,8.4,"Last5EventsPutting",2005
33,33,"Kevin Sutherland",1,8.4,"Last5EventsPutting",2005
33,33,"YE Yang",1,8.4,"Last5EventsPutting",2005
43,43,"Stewart Cink",4,8.3,"Last5EventsPutting",2005
43,43,"Marco Dawson",4,8.3,"Last5EventsPutting",2005
43,43,"Danny Ellis",3,8.3,"Last5EventsPutting",2005
43,43,"Stephen Gangluff",1,8.3,"Last5EventsPutting",2005
43,43,"Freddie Jacobson",1,8.3,"Last5EventsPutting",2005
43,43,"Rocco Mediate",4,8.3,"Last5EventsPutting",2005
43,43,"Kevin Na",2,8.3,"Last5EventsPutting",2005
43,43,"Tom Pernice Jr",5,8.3,"Last5EventsPutting",2005
43,43,"Wes Short Jr",4,8.3,"Last5EventsPutting",2005
43,43,"Jeff Sluman",3,8.3,"Last5EventsPutting",2005
43,43,"Mario Tiziani",2,8.3,"Last5EventsPutting",2005
54,54,"Woody Austin",4,8.2,"Last5EventsPutting",2005
54,54,"Aaron Baddeley",4,8.2,"Last5EventsPutting",2005
54,54,"Brian Bateman",2,8.2,"Last5EventsPutting",2005
54,54,"Colby Beckstrom",1,8.2,"Last5EventsPutting",2005
54,54,"Erik Compton",2,8.2,"Last5EventsPutting",2005
54,54,"Chris Couch",1,8.2,"Last5EventsPutting",2005
54,54,"Ben Crane",4,8.2,"Last5EventsPutting",2005
54,54,"Brad Fabel",1,8.2,"Last5EventsPutting",2005
