"3PuttAvoidanceRound1_RANKTHISWEEK_2012","3PuttAvoidanceRound1_RANKLASTWEEK_2012","3PuttAvoidanceRound1_PLAYERNAME_2012","3PuttAvoidanceRound1__2012","3PuttAvoidanceRound1_Pct_2012","3PuttAvoidanceRound1_TOTAL3PUTTS_2012","3PuttAvoidanceRound1_TOTALHOLES_2012","stat_name","year"
1,1,"Steve Stricker",NA,0.62,2,324,"3PuttAvoidanceRound1",2012
2,2,"Carl Pettersson",NA,0.85,4,468,"3PuttAvoidanceRound1",2012
3,3,"Hunter Haas",NA,1.01,4,396,"3PuttAvoidanceRound1",2012
4,4,"Matt Kuchar",NA,1.06,4,378,"3PuttAvoidanceRound1",2012
5,5,"Sergio Garcia",NA,1.11,3,270,"3PuttAvoidanceRound1",2012
5,5,"Charlie Wi",NA,1.11,5,450,"3PuttAvoidanceRound1",2012
7,7,"Greg Chalmers",NA,1.16,5,432,"3PuttAvoidanceRound1",2012
8,8,"Ian Poulter",NA,1.19,3,252,"3PuttAvoidanceRound1",2012
9,9,"Brian Gay",NA,1.23,6,486,"3PuttAvoidanceRound1",2012
9,9,"Dustin Johnson",NA,1.23,4,324,"3PuttAvoidanceRound1",2012
9,9,"Dicky Pride",NA,1.23,4,324,"3PuttAvoidanceRound1",2012
12,12,"Martin Flores",NA,1.3,7,540,"3PuttAvoidanceRound1",2012
13,13,"Rory McIlroy",NA,1.48,4,270,"3PuttAvoidanceRound1",2012
14,14,"Justin Rose",NA,1.54,5,324,"3PuttAvoidanceRound1",2012
15,15,"Marco Dawson",NA,1.59,6,378,"3PuttAvoidanceRound1",2012
16,16,"Spencer Levin",NA,1.62,7,432,"3PuttAvoidanceRound1",2012
17,17,"Kevin Na",NA,1.69,7,414,"3PuttAvoidanceRound1",2012
18,18,"Harrison Frazar",NA,1.75,6,342,"3PuttAvoidanceRound1",2012
19,19,"Troy Kelly",NA,1.77,7,396,"3PuttAvoidanceRound1",2012
20,20,"Rod Pampling",NA,1.78,8,450,"3PuttAvoidanceRound1",2012
21,21,"Aaron Baddeley",NA,1.85,7,378,"3PuttAvoidanceRound1",2012
21,21,"Brandt Snedeker",NA,1.85,7,378,"3PuttAvoidanceRound1",2012
23,23,"Brian Davis",NA,1.92,10,522,"3PuttAvoidanceRound1",2012
23,23,"Sung Kang",NA,1.92,10,522,"3PuttAvoidanceRound1",2012
25,25,"Jim Furyk",NA,1.93,8,414,"3PuttAvoidanceRound1",2012
25,25,"Kevin Kisner",NA,1.93,8,414,"3PuttAvoidanceRound1",2012
27,27,"Russell Knox",NA,2.02,8,396,"3PuttAvoidanceRound1",2012
27,27,"Pat Perez",NA,2.02,8,396,"3PuttAvoidanceRound1",2012
29,29,"Ben Curtis",NA,2.05,7,342,"3PuttAvoidanceRound1",2012
29,29,"YE Yang",NA,2.05,7,342,"3PuttAvoidanceRound1",2012
31,31,"JJ Killeen",NA,2.08,12,576,"3PuttAvoidanceRound1",2012
31,31,"Ryan Palmer",NA,2.08,9,432,"3PuttAvoidanceRound1",2012
33,33,"Jason Dufner",NA,2.12,8,378,"3PuttAvoidanceRound1",2012
34,34,"Kevin Streelman",NA,2.14,10,468,"3PuttAvoidanceRound1",2012
35,35,"Brandt Jobe",NA,2.16,7,324,"3PuttAvoidanceRound1",2012
36,36,"Bob Estes",NA,2.17,9,414,"3PuttAvoidanceRound1",2012
36,36,"Marc Leishman",NA,2.17,9,414,"3PuttAvoidanceRound1",2012
38,38,"Jimmy Walker",NA,2.18,11,504,"3PuttAvoidanceRound1",2012
39,39,"Angel Cabrera",NA,2.22,8,360,"3PuttAvoidanceRound1",2012
39,39,"Daniel Chopra",NA,2.22,8,360,"3PuttAvoidanceRound1",2012
39,39,"Davis Love III",NA,2.22,8,360,"3PuttAvoidanceRound1",2012
39,39,"Charl Schwartzel",NA,2.22,6,270,"3PuttAvoidanceRound1",2012
43,43,"James Driscoll",NA,2.26,11,486,"3PuttAvoidanceRound1",2012
43,43,"Seung Yul Noh",NA,2.26,11,486,"3PuttAvoidanceRound1",2012
45,45,"Ryo Ishikawa",NA,2.29,7,306,"3PuttAvoidanceRound1",2012
46,46,"Kevin Stadler",NA,2.31,10,432,"3PuttAvoidanceRound1",2012
47,47,"Tim Clark",NA,2.34,8,342,"3PuttAvoidanceRound1",2012
48,48,"Will Claxton",NA,2.38,12,504,"3PuttAvoidanceRound1",2012
48,48,"Scott Piercy",NA,2.38,12,504,"3PuttAvoidanceRound1",2012
48,48,"John Senden",NA,2.38,9,378,"3PuttAvoidanceRound1",2012
48,48,"Steve Wheatcroft",NA,2.38,9,378,"3PuttAvoidanceRound1",2012
52,52,"William McGirt",NA,2.41,13,540,"3PuttAvoidanceRound1",2012
53,53,"Luke Donald",NA,2.43,7,288,"3PuttAvoidanceRound1",2012
54,54,"Matt Every",NA,2.44,11,450,"3PuttAvoidanceRound1",2012
54,54,"Derek Lamely",NA,2.44,11,450,"3PuttAvoidanceRound1",2012
54,54,"Nick OHern",NA,2.44,11,450,"3PuttAvoidanceRound1",2012
57,57,"Jeff Maggert",NA,2.47,12,486,"3PuttAvoidanceRound1",2012
57,57,"Tiger Woods",NA,2.47,8,324,"3PuttAvoidanceRound1",2012
59,59,"Josh Teater",NA,2.49,13,522,"3PuttAvoidanceRound1",2012
60,60,"Troy Matteson",NA,2.51,14,558,"3PuttAvoidanceRound1",2012
61,61,"Hunter Mahan",NA,2.53,10,396,"3PuttAvoidanceRound1",2012
61,61,"Rocco Mediate",NA,2.53,10,396,"3PuttAvoidanceRound1",2012
61,61,"Phil Mickelson",NA,2.53,10,396,"3PuttAvoidanceRound1",2012
64,64,"Miguel Angel Carballo",NA,2.55,11,432,"3PuttAvoidanceRound1",2012
64,64,"Trevor Immelman",NA,2.55,11,432,"3PuttAvoidanceRound1",2012
66,66,"Arjun Atwal",NA,2.56,12,468,"3PuttAvoidanceRound1",2012
67,67,"Chris DiMarco",NA,2.58,13,504,"3PuttAvoidanceRound1",2012
67,67,"Chris Stroud",NA,2.58,13,504,"3PuttAvoidanceRound1",2012
69,69,"Padraig Harrington",NA,2.61,8,306,"3PuttAvoidanceRound1",2012
70,70,"Jonas Blixt",NA,2.65,10,378,"3PuttAvoidanceRound1",2012
70,70,"Ernie Els",NA,2.65,10,378,"3PuttAvoidanceRound1",2012
72,72,"Stuart Appleby",NA,2.66,11,414,"3PuttAvoidanceRound1",2012
72,72,"Richard Lee",NA,2.66,11,414,"3PuttAvoidanceRound1",2012
72,72,"John Mallinger",NA,2.66,11,414,"3PuttAvoidanceRound1",2012
75,75,"Gary Christian",NA,2.67,13,486,"3PuttAvoidanceRound1",2012
75,75,"Harris English",NA,2.67,13,486,"3PuttAvoidanceRound1",2012
77,77,"KJ Choi",NA,2.78,10,360,"3PuttAvoidanceRound1",2012
77,77,"Gavin Coles",NA,2.78,11,396,"3PuttAvoidanceRound1",2012
77,77,"Erik Compton",NA,2.78,12,432,"3PuttAvoidanceRound1",2012
77,77,"Ken Duke",NA,2.78,15,540,"3PuttAvoidanceRound1",2012
77,77,"Tommy Gainey",NA,2.78,16,576,"3PuttAvoidanceRound1",2012
77,77,"Freddie Jacobson",NA,2.78,8,288,"3PuttAvoidanceRound1",2012
77,77,"Colt Knost",NA,2.78,14,504,"3PuttAvoidanceRound1",2012
77,77,"Edward Loar",NA,2.78,11,396,"3PuttAvoidanceRound1",2012
77,77,"Garth Mulroy",NA,2.78,9,324,"3PuttAvoidanceRound1",2012
77,77,"Camilo Villegas",NA,2.78,12,432,"3PuttAvoidanceRound1",2012
87,87,"Brendon de Jonge",NA,2.87,16,558,"3PuttAvoidanceRound1",2012
