"Front9Par5ScoringAverage_RANKTHISWEEK_2010","Front9Par5ScoringAverage_RANKLASTWEEK_2010","Front9Par5ScoringAverage_PLAYERNAME_2010","Front9Par5ScoringAverage_ROUNDS_2010","Front9Par5ScoringAverage_AVG_2010","Front9Par5ScoringAverage_TOTALSTROKES_2010","Front9Par5ScoringAverage_TOTALHOLES_2010","stat_name","year"
1,1,"Padraig Harrington",57,4.46,370,83,"Front9Par5ScoringAverage",2010
2,2,"Retief Goosen",75,4.47,451,101,"Front9Par5ScoringAverage",2010
3,3,"Davis Love III",79,4.48,497,111,"Front9Par5ScoringAverage",2010
4,4,"Bubba Watson",77,4.5,522,116,"Front9Par5ScoringAverage",2010
5,5,"Dustin Johnson",83,4.51,564,125,"Front9Par5ScoringAverage",2010
5,5,"Vijay Singh",75,4.51,474,105,"Front9Par5ScoringAverage",2010
7,7,"Paul Casey",64,4.52,371,82,"Front9Par5ScoringAverage",2010
7,7,"Stewart Cink",84,4.52,542,120,"Front9Par5ScoringAverage",2010
7,7,"Phil Mickelson",76,4.52,538,119,"Front9Par5ScoringAverage",2010
10,10,"Briny Baird",87,4.54,536,118,"Front9Par5ScoringAverage",2010
10,10,"JJ Henry",92,4.54,604,133,"Front9Par5ScoringAverage",2010
10,10,"Matt Kuchar",97,4.54,617,136,"Front9Par5ScoringAverage",2010
10,10,"Garth Mulroy",53,4.54,377,83,"Front9Par5ScoringAverage",2010
14,14,"Angel Cabrera",64,4.55,419,92,"Front9Par5ScoringAverage",2010
14,14,"JB Holmes",100,4.55,660,145,"Front9Par5ScoringAverage",2010
14,14,"Alex Prugh",88,4.55,592,130,"Front9Par5ScoringAverage",2010
14,14,"Steve Stricker",73,4.55,473,104,"Front9Par5ScoringAverage",2010
18,18,"Matt Bettencourt",91,4.56,634,139,"Front9Par5ScoringAverage",2010
18,18,"Jonathan Byrd",85,4.56,520,114,"Front9Par5ScoringAverage",2010
18,18,"Steve Elkington",74,4.56,543,119,"Front9Par5ScoringAverage",2010
18,18,"Sergio Garcia",58,4.56,360,79,"Front9Par5ScoringAverage",2010
18,18,"Aron Price",70,4.56,456,100,"Front9Par5ScoringAverage",2010
18,18,"Dean Wilson",54,4.56,319,70,"Front9Par5ScoringAverage",2010
24,24,"Ernie Els",72,4.57,484,106,"Front9Par5ScoringAverage",2010
24,24,"Martin Laird",91,4.57,617,135,"Front9Par5ScoringAverage",2010
24,24,"Kevin Na",94,4.57,585,128,"Front9Par5ScoringAverage",2010
24,24,"Andres Romero",73,4.57,475,104,"Front9Par5ScoringAverage",2010
28,28,"Robert Allenby",76,4.58,485,106,"Front9Par5ScoringAverage",2010
28,28,"Tom Gillis",97,4.58,682,149,"Front9Par5ScoringAverage",2010
28,28,"Bill Haas",87,4.58,632,138,"Front9Par5ScoringAverage",2010
28,28,"Jerry Kelly",99,4.58,691,151,"Front9Par5ScoringAverage",2010
28,28,"James Nitties",92,4.58,623,136,"Front9Par5ScoringAverage",2010
33,33,"Woody Austin",93,4.59,610,133,"Front9Par5ScoringAverage",2010
33,33,"Lucas Glover",75,4.59,533,116,"Front9Par5ScoringAverage",2010
33,33,"Charley Hoffman",85,4.59,555,121,"Front9Par5ScoringAverage",2010
33,33,"Matt Jones",89,4.59,610,133,"Front9Par5ScoringAverage",2010
33,33,"Rod Pampling",77,4.59,546,119,"Front9Par5ScoringAverage",2010
33,33,"Brett Quigley",96,4.59,665,145,"Front9Par5ScoringAverage",2010
33,33,"Brandt Snedeker",89,4.59,583,127,"Front9Par5ScoringAverage",2010
33,33,"Paul Stankowski",62,4.59,395,86,"Front9Par5ScoringAverage",2010
33,33,"DJ Trahan",92,4.59,638,139,"Front9Par5ScoringAverage",2010
33,33,"Bo Van Pelt",104,4.59,703,153,"Front9Par5ScoringAverage",2010
33,33,"Brett Wetterich",54,4.59,349,76,"Front9Par5ScoringAverage",2010
44,44,"KJ Choi",82,4.6,593,129,"Front9Par5ScoringAverage",2010
44,44,"James Driscoll",78,4.6,501,109,"Front9Par5ScoringAverage",2010
44,44,"Will Ma Kenzie",72,4.6,483,105,"Front9Par5ScoringAverage",2010
44,44,"Hunter Mahan",85,4.6,566,123,"Front9Par5ScoringAverage",2010
44,44,"John Mallinger",78,4.6,520,113,"Front9Par5ScoringAverage",2010
44,44,"Kevin Stadler",86,4.6,598,130,"Front9Par5ScoringAverage",2010
50,50,"Jason Bohn",84,4.61,586,127,"Front9Par5ScoringAverage",2010
50,50,"Martin Flores",75,4.61,521,113,"Front9Par5ScoringAverage",2010
50,50,"JP Hayes",79,4.61,576,125,"Front9Par5ScoringAverage",2010
50,50,"Richard Johnson",90,4.61,585,127,"Front9Par5ScoringAverage",2010
50,50,"Sean OHair",84,4.61,572,124,"Front9Par5ScoringAverage",2010
50,50,"Tom Pernice Jr",74,4.61,498,108,"Front9Par5ScoringAverage",2010
50,50,"Kevin Sutherland",86,4.61,567,123,"Front9Par5ScoringAverage",2010
57,57,"Greg Chalmers",93,4.62,605,131,"Front9Par5ScoringAverage",2010
57,57,"Chad Collins",87,4.62,578,125,"Front9Par5ScoringAverage",2010
57,57,"Joe Durant",67,4.62,416,90,"Front9Par5ScoringAverage",2010
57,57,"Ryan Moore",80,4.62,550,119,"Front9Par5ScoringAverage",2010
57,57,"Tim Petrovic",105,4.62,726,157,"Front9Par5ScoringAverage",2010
57,57,"Scott Piercy",88,4.62,591,128,"Front9Par5ScoringAverage",2010
57,57,"Justin Rose",78,4.62,508,110,"Front9Par5ScoringAverage",2010
57,57,"Webb Simpson",98,4.62,628,136,"Front9Par5ScoringAverage",2010
57,57,"Kevin Streelman",90,4.62,600,130,"Front9Par5ScoringAverage",2010
57,57,"Boo Weekley",88,4.62,601,130,"Front9Par5ScoringAverage",2010
67,67,"Brian Davis",101,4.63,695,150,"Front9Par5ScoringAverage",2010
67,67,"Charles Howell III",103,4.63,723,156,"Front9Par5ScoringAverage",2010
67,67,"Zach Johnson",93,4.63,620,134,"Front9Par5ScoringAverage",2010
67,67,"Jarrod Lyle",54,4.63,370,80,"Front9Par5ScoringAverage",2010
67,67,"Steve Marino",81,4.63,593,128,"Front9Par5ScoringAverage",2010
