"SubParRounds_RANKTHISWEEK_2013","SubParRounds_RANKLASTWEEK_2013","SubParRounds_PLAYERNAME_2013","SubParRounds_EVENTS_2013","stat_name","year"
1,NA,"Brendon de Jonge",30,"SubParRounds",2013
2,NA,"Keegan Bradley",25,"SubParRounds",2013
3,NA,"Roberto Castro",29,"SubParRounds",2013
4,NA,"Chris Kirk",24,"SubParRounds",2013
5,NA,"Billy Horschel",26,"SubParRounds",2013
6,NA,"Graham DeLaet",26,"SubParRounds",2013
7,NA,"Chris Stroud",26,"SubParRounds",2013
8,NA,"Jordan Spieth",23,"SubParRounds",2013
8,NA,"Jimmy Walker",24,"SubParRounds",2013
10,NA,"Harris English",26,"SubParRounds",2013
10,NA,"Zach Johnson",24,"SubParRounds",2013
10,NA,"Matt Kuchar",23,"SubParRounds",2013
10,NA,"Nicholas Thompson",29,"SubParRounds",2013
14,NA,"Charley Hoffman",23,"SubParRounds",2013
14,NA,"Hunter Mahan",25,"SubParRounds",2013
14,NA,"Nick Watney",26,"SubParRounds",2013
14,NA,"Boo Weekley",27,"SubParRounds",2013
18,NA,"Stuart Appleby",25,"SubParRounds",2013
18,NA,"Brian Davis",28,"SubParRounds",2013
18,NA,"Matt Every",28,"SubParRounds",2013
18,NA,"Bill Haas",25,"SubParRounds",2013
18,NA,"David Hearn",26,"SubParRounds",2013
18,NA,"Rory Sabbatini",27,"SubParRounds",2013
24,NA,"Charles Howell III",26,"SubParRounds",2013
24,NA,"Matt Jones",24,"SubParRounds",2013
24,NA,"Webb Simpson",25,"SubParRounds",2013
27,NA,"Jim Furyk",22,"SubParRounds",2013
27,NA,"Kevin Stadler",25,"SubParRounds",2013
27,NA,"Kevin Streelman",25,"SubParRounds",2013
27,NA,"Daniel Summerhays",26,"SubParRounds",2013
31,NA,"Brandt Snedeker",23,"SubParRounds",2013
31,NA,"Gary Woodland",26,"SubParRounds",2013
33,NA,"Bryce Molder",24,"SubParRounds",2013
34,NA,"Jason Day",21,"SubParRounds",2013
34,NA,"Justin Leonard",24,"SubParRounds",2013
34,NA,"Jeff Overton",24,"SubParRounds",2013
34,NA,"John Rollins",24,"SubParRounds",2013
38,NA,"KJ Choi",24,"SubParRounds",2013
38,NA,"Henrik Stenson",18,"SubParRounds",2013
40,NA,"James Driscoll",23,"SubParRounds",2013
40,NA,"Ken Duke",28,"SubParRounds",2013
40,NA,"Bob Estes",18,"SubParRounds",2013
40,NA,"Brian Harman",29,"SubParRounds",2013
40,NA,"Russell Henley",24,"SubParRounds",2013
40,NA,"Jason Kokrak",25,"SubParRounds",2013
40,NA,"John Merrick",23,"SubParRounds",2013
40,NA,"Ryan Palmer",22,"SubParRounds",2013
40,NA,"Chez Reavie",22,"SubParRounds",2013
40,NA,"Brendan Steele",26,"SubParRounds",2013
40,NA,"Cameron Tringale",24,"SubParRounds",2013
51,NA,"Jerry Kelly",22,"SubParRounds",2013
51,NA,"William McGirt",24,"SubParRounds",2013
51,NA,"Phil Mickelson",21,"SubParRounds",2013
51,NA,"Patrick Reed",26,"SubParRounds",2013
51,NA,"Justin Rose",17,"SubParRounds",2013
51,NA,"Camilo Villegas",23,"SubParRounds",2013
57,NA,"Sang Moon Bae",26,"SubParRounds",2013
57,NA,"Kevin Chappell",24,"SubParRounds",2013
57,NA,"Brad Fritsch",24,"SubParRounds",2013
57,NA,"JJ Henry",26,"SubParRounds",2013
57,NA,"Richard Lee",24,"SubParRounds",2013
57,NA,"Charl Schwartzel",19,"SubParRounds",2013
63,NA,"Chad Campbell",25,"SubParRounds",2013
