"DrivingPct260280Measured_RANKTHISWEEK_2013","DrivingPct260280Measured_RANKLASTWEEK_2013","DrivingPct260280Measured_PLAYERNAME_2013","DrivingPct260280Measured_ROUNDS_2013","DrivingPct260280Measured_Pct_2013","DrivingPct260280Measured_TOTALDRIVESFOR260280_2013","DrivingPct260280Measured_TOTALDRVSOVERALL_2013","DrivingPct260280Measured_RELATIVETOPAR_2013","stat_name","year"
1,1,"Aaron Watkins",46,50,44,88,-0.11,"DrivingPct260280Measured",2013
2,2,"Colt Knost",69,46.92,61,130,0.1,"DrivingPct260280Measured",2013
3,3,"Jerry Kelly",75,46.48,66,142,-0.18,"DrivingPct260280Measured",2013
4,4,"Mike Weir",60,46.15,48,104,-0.04,"DrivingPct260280Measured",2013
5,5,"Brian Davis",91,46.07,82,178,-0.06,"DrivingPct260280Measured",2013
6,6,"Brian Gay",79,45.89,67,146,-0.1,"DrivingPct260280Measured",2013
7,7,"Dicky Pride",71,45.52,61,134,-0.08,"DrivingPct260280Measured",2013
8,8,"Lee Williams",62,45,54,120,0,"DrivingPct260280Measured",2013
9,9,"Darron Stiles",51,44.9,44,98,0.16,"DrivingPct260280Measured",2013
10,10,"Tim Clark",64,44.68,42,94,-0.12,"DrivingPct260280Measured",2013
11,11,"Jin Park",52,44,44,100,0,"DrivingPct260280Measured",2013
12,12,"Justin Leonard",86,43.9,72,164,-0.06,"DrivingPct260280Measured",2013
13,13,"Jeff Maggert",63,43.65,55,126,0,"DrivingPct260280Measured",2013
14,14,"Chris Stroud",88,43.6,75,172,-0.03,"DrivingPct260280Measured",2013
15,15,"Rod Pampling",46,42.86,36,84,-0.28,"DrivingPct260280Measured",2013
16,16,"Justin Bolli",59,40.91,45,110,0.13,"DrivingPct260280Measured",2013
17,17,"David Lynn",70,40.68,48,118,-0.02,"DrivingPct260280Measured",2013
18,18,"Doug LaBelle II",72,40.44,55,136,-0.07,"DrivingPct260280Measured",2013
19,19,"Ben Kohles",75,40.14,57,142,-0.05,"DrivingPct260280Measured",2013
20,20,"David Toms",49,39.71,27,68,-0.15,"DrivingPct260280Measured",2013
21,21,"Scott Langley",79,39.44,56,142,-0.18,"DrivingPct260280Measured",2013
21,21,"Charlie Wi",75,39.44,56,142,0,"DrivingPct260280Measured",2013
23,23,"Bryce Molder",82,39.38,63,160,-0.08,"DrivingPct260280Measured",2013
24,24,"Ben Curtis",59,39.36,37,94,0,"DrivingPct260280Measured",2013
25,25,"Johnson Wagner",64,39.29,44,112,0.07,"DrivingPct260280Measured",2013
26,26,"Graeme McDowell",53,39.19,29,74,-0.17,"DrivingPct260280Measured",2013
27,27,"Zach Johnson",84,39.13,54,138,-0.13,"DrivingPct260280Measured",2013
28,28,"Greg Chalmers",77,39.04,57,146,-0.12,"DrivingPct260280Measured",2013
29,29,"Michael Thompson",66,38.89,42,108,0.05,"DrivingPct260280Measured",2013
30,30,"Stephen Ames",49,38.78,38,98,0.13,"DrivingPct260280Measured",2013
31,31,"Jason Bohn",70,38.57,54,140,-0.22,"DrivingPct260280Measured",2013
32,32,"Richard Lee",81,38.31,59,154,-0.15,"DrivingPct260280Measured",2013
33,33,"Casey Wittenberg",72,38.24,52,136,-0.02,"DrivingPct260280Measured",2013
34,34,"Ken Duke",87,37.97,60,158,0.02,"DrivingPct260280Measured",2013
35,35,"Jim Furyk",80,37.12,49,132,-0.18,"DrivingPct260280Measured",2013
36,36,"John Huh",88,36.18,55,152,0.13,"DrivingPct260280Measured",2013
37,37,"Chez Reavie",72,36.11,52,144,0.12,"DrivingPct260280Measured",2013
38,38,"William McGirt",75,35.33,53,150,0.09,"DrivingPct260280Measured",2013
39,39,"David Hearn",88,35,56,160,-0.16,"DrivingPct260280Measured",2013
40,40,"Tom Gillis",69,34.62,45,130,0.11,"DrivingPct260280Measured",2013
41,41,"Luke Donald",60,33.7,31,92,0.03,"DrivingPct260280Measured",2013
42,42,"Ben Crane",62,33.62,39,116,0.13,"DrivingPct260280Measured",2013
43,43,"David Mathis",71,33.58,45,134,-0.04,"DrivingPct260280Measured",2013
44,44,"Bob Estes",66,33.33,44,132,-0.07,"DrivingPct260280Measured",2013
44,44,"Bo Van Pelt",72,33.33,38,114,-0.08,"DrivingPct260280Measured",2013
46,46,"Justin Hicks",79,32.88,48,146,-0.15,"DrivingPct260280Measured",2013
47,47,"DA Points",87,32.67,49,150,-0.08,"DrivingPct260280Measured",2013
48,48,"Vaughn Taylor",50,32.61,30,92,0.07,"DrivingPct260280Measured",2013
49,49,"Geoff Ogilvy",57,31.91,30,94,0.1,"DrivingPct260280Measured",2013
50,50,"Will Claxton",67,31.75,40,126,0.18,"DrivingPct260280Measured",2013
51,51,"Mark Wilson",56,31.73,33,104,0.06,"DrivingPct260280Measured",2013
52,52,"Ryan Moore",72,31.58,36,114,-0.03,"DrivingPct260280Measured",2013
52,52,"Ted Potter Jr",65,31.58,36,114,0.22,"DrivingPct260280Measured",2013
54,54,"Trevor Immelman",73,31.54,41,130,0.02,"DrivingPct260280Measured",2013
55,55,"Brian Stuard",78,31.25,45,144,0.16,"DrivingPct260280Measured",2013
56,56,"Luke Guthrie",82,31.08,46,148,-0.07,"DrivingPct260280Measured",2013
57,57,"Stuart Appleby",88,30.95,52,168,0.12,"DrivingPct260280Measured",2013
58,58,"DH Lee",65,30.77,40,130,-0.35,"DrivingPct260280Measured",2013
59,59,"Freddie Jacobson",63,30.21,29,96,-0.03,"DrivingPct260280Measured",2013
60,60,"Jonas Blixt",76,30.15,41,136,-0.1,"DrivingPct260280Measured",2013
60,60,"KJ Choi",85,30.15,41,136,-0.22,"DrivingPct260280Measured",2013
62,62,"David Lingmerth",68,29.84,37,124,0.03,"DrivingPct260280Measured",2013
63,63,"Robert Allenby",58,29.46,33,112,0.12,"DrivingPct260280Measured",2013
64,64,"Robert Karlsson",56,29.35,27,92,0.11,"DrivingPct260280Measured",2013
65,65,"Alistair Presnell",59,29.25,31,106,0.1,"DrivingPct260280Measured",2013
66,66,"Michael Bradley",56,27.88,29,104,0.14,"DrivingPct260280Measured",2013
67,67,"Brian Harman",89,27.65,47,170,0.09,"DrivingPct260280Measured",2013
68,68,"Bud Cauley",67,27.12,32,118,0.09,"DrivingPct260280Measured",2013
69,69,"Daniel Summerhays",83,26.51,44,166,-0.09,"DrivingPct260280Measured",2013
70,70,"Tim Herron",45,25.56,23,90,0.04,"DrivingPct260280Measured",2013
71,71,"Vijay Singh",61,25.49,26,102,0.04,"DrivingPct260280Measured",2013
72,72,"Stewart Cink",71,25.42,30,118,0.1,"DrivingPct260280Measured",2013
73,73,"John Merrick",79,25.34,37,146,0.03,"DrivingPct260280Measured",2013
74,74,"JJ Henry",83,25.32,39,154,0.08,"DrivingPct260280Measured",2013
75,75,"Roberto Castro",97,25.27,47,186,-0.02,"DrivingPct260280Measured",2013
76,76,"Brendon de Jonge",110,25,53,212,0.04,"DrivingPct260280Measured",2013
76,76,"James Driscoll",76,25,36,144,0.19,"DrivingPct260280Measured",2013
76,76,"Ernie Els",63,25,24,96,0.08,"DrivingPct260280Measured",2013
76,76,"Andrew Svoboda",46,25,21,84,-0.05,"DrivingPct260280Measured",2013
80,80,"Pat Perez",69,24.64,34,138,0.15,"DrivingPct260280Measured",2013
81,81,"Fabian Gomez",65,24.62,32,130,0.16,"DrivingPct260280Measured",2013
82,82,"Brandt Snedeker",79,24.6,31,126,-0.23,"DrivingPct260280Measured",2013
83,83,"Tommy Gainey",84,24.38,39,160,0.18,"DrivingPct260280Measured",2013
