"Last15EventsPutting_RANKTHISWEEK_2008","Last15EventsPutting_RANKLASTWEEK_2008","Last15EventsPutting_PLAYERNAME_2008","Last15EventsPutting_EVENTS_2008","Last15EventsPutting_RATING_2008","stat_name","year"
1,1,"Paul Azinger",1,9.5,"Last15EventsPutting",2008
2,2,"Erik Compton",1,9.4,"Last15EventsPutting",2008
3,3,"Danny Lee",1,9.2,"Last15EventsPutting",2008
4,4,"Andrew Magee",1,9.1,"Last15EventsPutting",2008
4,4,"Toru Taniguchi",2,9.1,"Last15EventsPutting",2008
6,6,"Spencer Levin",1,9,"Last15EventsPutting",2008
7,7,"Richard Johnson",3,8.9,"Last15EventsPutting",2008
8,8,"Daniel Chopra",7,8.7,"Last15EventsPutting",2008
9,9,"Gregory Havret",1,8.6,"Last15EventsPutting",2008
10,10,"Richard Finch",1,8.5,"Last15EventsPutting",2008
10,10,"Padraig Harrington",6,8.5,"Last15EventsPutting",2008
10,10,"Bob May",2,8.5,"Last15EventsPutting",2008
10,10,"Bob Tway",13,8.5,"Last15EventsPutting",2008
14,14,"Aaron Baddeley",9,8.4,"Last15EventsPutting",2008
14,14,"Brian Bateman",4,8.4,"Last15EventsPutting",2008
14,14,"Rich Beem",8,8.4,"Last15EventsPutting",2008
14,14,"Chad Collins",8,8.4,"Last15EventsPutting",2008
14,14,"Brent Geiberger",1,8.4,"Last15EventsPutting",2008
14,14,"Paul Goydos",7,8.4,"Last15EventsPutting",2008
14,14,"Robert Karlsson",3,8.4,"Last15EventsPutting",2008
14,14,"Shaun Micheel",5,8.4,"Last15EventsPutting",2008
14,14,"Joe Ogilvie",10,8.4,"Last15EventsPutting",2008
14,14,"Ryan Palmer",9,8.4,"Last15EventsPutting",2008
14,14,"Brenden Pappas",7,8.4,"Last15EventsPutting",2008
14,14,"Corey Pavin",9,8.4,"Last15EventsPutting",2008
14,14,"Graeme Storm",1,8.4,"Last15EventsPutting",2008
27,27,"Eric Axley",11,8.3,"Last15EventsPutting",2008
27,27,"Luke Donald",6,8.3,"Last15EventsPutting",2008
27,27,"Ken Duke",13,8.3,"Last15EventsPutting",2008
27,27,"Reid Edstrom",1,8.3,"Last15EventsPutting",2008
27,27,"Tommy Gainey",3,8.3,"Last15EventsPutting",2008
27,27,"Brian Gay",8,8.3,"Last15EventsPutting",2008
27,27,"Bob Heintz",6,8.3,"Last15EventsPutting",2008
27,27,"Gabriel Hjertstedt",1,8.3,"Last15EventsPutting",2008
27,27,"Ryuji Imada",8,8.3,"Last15EventsPutting",2008
27,27,"Yusaku Miyazato",2,8.3,"Last15EventsPutting",2008
27,27,"Tom Pernice Jr",12,8.3,"Last15EventsPutting",2008
27,27,"Stephen Poole",1,8.3,"Last15EventsPutting",2008
27,27,"Ian Poulter",6,8.3,"Last15EventsPutting",2008
27,27,"Webb Simpson",3,8.3,"Last15EventsPutting",2008
27,27,"Chip Sullivan",2,8.3,"Last15EventsPutting",2008
42,42,"Shane Bertsch",10,8.2,"Last15EventsPutting",2008
42,42,"Mark Brooks",4,8.2,"Last15EventsPutting",2008
42,42,"Alex Cejka",4,8.2,"Last15EventsPutting",2008
42,42,"Ben Crane",9,8.2,"Last15EventsPutting",2008
42,42,"Jason Day",7,8.2,"Last15EventsPutting",2008
42,42,"Robert Floyd",1,8.2,"Last15EventsPutting",2008
42,42,"Tim Herron",11,8.2,"Last15EventsPutting",2008
42,42,"Freddie Jacobson",7,8.2,"Last15EventsPutting",2008
42,42,"Greg Kraft",5,8.2,"Last15EventsPutting",2008
42,42,"Len Mattiace",3,8.2,"Last15EventsPutting",2008
42,42,"Phil Mickelson",9,8.2,"Last15EventsPutting",2008
42,42,"Nick OHern",11,8.2,"Last15EventsPutting",2008
