"Back9Round3ScoringAverage_RANKTHISWEEK_2015","Back9Round3ScoringAverage_RANKLASTWEEK_2015","Back9Round3ScoringAverage_PLAYERNAME_2015","Back9Round3ScoringAverage__2015","Back9Round3ScoringAverage_AVG_2015","Back9Round3ScoringAverage_TOTALSTROKES_2015","Back9Round3ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Justin Rose",NA,33.57,470,14,"Back9Round3ScoringAverage",2015
2,2,"Will Wilcox",NA,33.91,373,11,"Back9Round3ScoringAverage",2015
3,3,"Sean OHair",NA,34.18,581,17,"Back9Round3ScoringAverage",2015
4,4,"Matt Kuchar",NA,34.22,787,23,"Back9Round3ScoringAverage",2015
5,5,"Jason Day",NA,34.24,582,17,"Back9Round3ScoringAverage",2015
6,6,"Rory Sabbatini",NA,34.31,549,16,"Back9Round3ScoringAverage",2015
7,7,"Scott Piercy",NA,34.33,618,18,"Back9Round3ScoringAverage",2015
8,8,"Steven Bowditch",NA,34.38,722,21,"Back9Round3ScoringAverage",2015
9,9,"Justin Thomas",NA,34.39,791,23,"Back9Round3ScoringAverage",2015
10,10,"Jason Bohn",NA,34.43,723,21,"Back9Round3ScoringAverage",2015
11,11,"Jordan Spieth",NA,34.45,689,20,"Back9Round3ScoringAverage",2015
12,12,"Bill Haas",NA,34.47,655,19,"Back9Round3ScoringAverage",2015
13,13,"Jonathan Byrd",NA,34.5,414,12,"Back9Round3ScoringAverage",2015
13,13,"Brice Garnett",NA,34.5,414,12,"Back9Round3ScoringAverage",2015
15,15,"Scott Brown",NA,34.53,656,19,"Back9Round3ScoringAverage",2015
15,15,"Brooks Koepka",NA,34.53,656,19,"Back9Round3ScoringAverage",2015
17,17,"Graham DeLaet",NA,34.54,449,13,"Back9Round3ScoringAverage",2015
18,18,"Robert Allenby",NA,34.57,242,7,"Back9Round3ScoringAverage",2015
19,19,"Jason Kokrak",NA,34.59,588,17,"Back9Round3ScoringAverage",2015
20,20,"Daniel Berger",NA,34.61,623,18,"Back9Round3ScoringAverage",2015
21,21,"Daniel Summerhays",NA,34.64,762,22,"Back9Round3ScoringAverage",2015
22,22,"Jason Dufner",NA,34.65,589,17,"Back9Round3ScoringAverage",2015
22,22,"Zach Johnson",NA,34.65,693,20,"Back9Round3ScoringAverage",2015
24,24,"John Merrick",NA,34.67,416,12,"Back9Round3ScoringAverage",2015
25,25,"Brendon de Jonge",NA,34.68,763,22,"Back9Round3ScoringAverage",2015
26,26,"Marc Leishman",NA,34.69,451,13,"Back9Round3ScoringAverage",2015
27,27,"Jeff Overton",NA,34.71,590,17,"Back9Round3ScoringAverage",2015
28,28,"Danny Lee",NA,34.72,868,25,"Back9Round3ScoringAverage",2015
29,29,"Jim Furyk",NA,34.73,521,15,"Back9Round3ScoringAverage",2015
30,30,"Troy Merritt",NA,34.76,591,17,"Back9Round3ScoringAverage",2015
31,31,"Brandt Snedeker",NA,34.77,765,22,"Back9Round3ScoringAverage",2015
32,32,"JB Holmes",NA,34.79,661,19,"Back9Round3ScoringAverage",2015
33,33,"David Toms",NA,34.8,348,10,"Back9Round3ScoringAverage",2015
34,34,"Francesco Molinari",NA,34.83,418,12,"Back9Round3ScoringAverage",2015
34,34,"Scott Pinckney",NA,34.83,627,18,"Back9Round3ScoringAverage",2015
36,36,"Bill Lunde",NA,34.86,244,7,"Back9Round3ScoringAverage",2015
37,37,"David Lingmerth",NA,34.88,593,17,"Back9Round3ScoringAverage",2015
38,38,"James Hahn",NA,34.89,663,19,"Back9Round3ScoringAverage",2015
39,39,"Russell Knox",NA,34.9,733,21,"Back9Round3ScoringAverage",2015
39,39,"Kevin Streelman",NA,34.9,698,20,"Back9Round3ScoringAverage",2015
39,39,"Brendon Todd",NA,34.9,733,21,"Back9Round3ScoringAverage",2015
42,42,"Chad Collins",NA,34.94,559,16,"Back9Round3ScoringAverage",2015
42,42,"Martin Flores",NA,34.94,594,17,"Back9Round3ScoringAverage",2015
42,42,"Ryan Moore",NA,34.94,559,16,"Back9Round3ScoringAverage",2015
45,45,"Charley Hoffman",NA,34.95,699,20,"Back9Round3ScoringAverage",2015
45,45,"Spencer Levin",NA,34.95,664,19,"Back9Round3ScoringAverage",2015
45,45,"Shawn Stefani",NA,34.95,734,21,"Back9Round3ScoringAverage",2015
48,48,"Zac Blair",NA,35,735,21,"Back9Round3ScoringAverage",2015
48,48,"Jonas Blixt",NA,35,455,13,"Back9Round3ScoringAverage",2015
48,48,"Derek Ernst",NA,35,385,11,"Back9Round3ScoringAverage",2015
48,48,"Rickie Fowler",NA,35,560,16,"Back9Round3ScoringAverage",2015
48,48,"Jerry Kelly",NA,35,560,16,"Back9Round3ScoringAverage",2015
48,48,"William McGirt",NA,35,805,23,"Back9Round3ScoringAverage",2015
48,48,"Patrick Reed",NA,35,840,24,"Back9Round3ScoringAverage",2015
48,48,"Sam Saunders",NA,35,525,15,"Back9Round3ScoringAverage",2015
48,48,"Camilo Villegas",NA,35,560,16,"Back9Round3ScoringAverage",2015
57,57,"Hunter Mahan",NA,35.05,666,19,"Back9Round3ScoringAverage",2015
57,57,"Hudson Swafford",NA,35.05,666,19,"Back9Round3ScoringAverage",2015
59,59,"Jhonattan Vegas",NA,35.06,631,18,"Back9Round3ScoringAverage",2015
59,59,"Boo Weekley",NA,35.06,561,16,"Back9Round3ScoringAverage",2015
61,61,"Louis Oosthuizen",NA,35.07,491,14,"Back9Round3ScoringAverage",2015
61,61,"Ian Poulter",NA,35.07,526,15,"Back9Round3ScoringAverage",2015
63,63,"Max Homa",NA,35.08,421,12,"Back9Round3ScoringAverage",2015
63,63,"Robert Streb",NA,35.08,877,25,"Back9Round3ScoringAverage",2015
63,63,"Nicholas Thompson",NA,35.08,456,13,"Back9Round3ScoringAverage",2015
66,66,"Patrick Rodgers",NA,35.09,386,11,"Back9Round3ScoringAverage",2015
67,67,"George McNeill",NA,35.1,702,20,"Back9Round3ScoringAverage",2015
67,67,"Carlos Ortiz",NA,35.1,702,20,"Back9Round3ScoringAverage",2015
69,69,"Jim Herman",NA,35.11,667,19,"Back9Round3ScoringAverage",2015
70,70,"Kevin Chappell",NA,35.12,597,17,"Back9Round3ScoringAverage",2015
70,70,"Dustin Johnson",NA,35.12,597,17,"Back9Round3ScoringAverage",2015
72,72,"JJ Henry",NA,35.13,562,16,"Back9Round3ScoringAverage",2015
72,72,"Colt Knost",NA,35.13,562,16,"Back9Round3ScoringAverage",2015
72,72,"Bubba Watson",NA,35.13,562,16,"Back9Round3ScoringAverage",2015
72,72,"Mark Wilson",NA,35.13,562,16,"Back9Round3ScoringAverage",2015
76,76,"Webb Simpson",NA,35.17,633,18,"Back9Round3ScoringAverage",2015
76,76,"Nick Watney",NA,35.17,633,18,"Back9Round3ScoringAverage",2015
78,78,"DA Points",NA,35.18,387,11,"Back9Round3ScoringAverage",2015
79,79,"Stewart Cink",NA,35.19,563,16,"Back9Round3ScoringAverage",2015
80,80,"John Senden",NA,35.2,528,15,"Back9Round3ScoringAverage",2015
81,81,"Sergio Garcia",NA,35.21,493,14,"Back9Round3ScoringAverage",2015
81,81,"Matt Jones",NA,35.21,669,19,"Back9Round3ScoringAverage",2015
83,83,"Harris English",NA,35.22,810,23,"Back9Round3ScoringAverage",2015
84,84,"Aaron Baddeley",NA,35.23,458,13,"Back9Round3ScoringAverage",2015
85,85,"Erik Compton",NA,35.25,564,16,"Back9Round3ScoringAverage",2015
85,85,"Gonzalo Fdez Castano",NA,35.25,423,12,"Back9Round3ScoringAverage",2015
85,85,"Davis Love III",NA,35.25,282,8,"Back9Round3ScoringAverage",2015
85,85,"Roger Sloan",NA,35.25,282,8,"Back9Round3ScoringAverage",2015
89,89,"David Hearn",NA,35.26,670,19,"Back9Round3ScoringAverage",2015
89,89,"Russell Henley",NA,35.26,670,19,"Back9Round3ScoringAverage",2015
91,91,"Steven Alker",NA,35.3,353,10,"Back9Round3ScoringAverage",2015
91,91,"Kevin Na",NA,35.3,812,23,"Back9Round3ScoringAverage",2015
91,91,"Andres Romero",NA,35.3,353,10,"Back9Round3ScoringAverage",2015
91,91,"Adam Scott",NA,35.3,353,10,"Back9Round3ScoringAverage",2015
95,95,"Jason Gore",NA,35.31,459,13,"Back9Round3ScoringAverage",2015
96,96,"Chad Campbell",NA,35.32,671,19,"Back9Round3ScoringAverage",2015
96,96,"Carl Pettersson",NA,35.32,777,22,"Back9Round3ScoringAverage",2015
98,98,"Justin Leonard",NA,35.33,318,9,"Back9Round3ScoringAverage",2015
98,98,"Johnson Wagner",NA,35.33,424,12,"Back9Round3ScoringAverage",2015
100,100,"Jimmy Walker",NA,35.35,707,20,"Back9Round3ScoringAverage",2015
101,101,"Hideki Matsuyama",NA,35.36,778,22,"Back9Round3ScoringAverage",2015
101,101,"Greg Owen",NA,35.36,389,11,"Back9Round3ScoringAverage",2015
101,101,"SJ Park",NA,35.36,495,14,"Back9Round3ScoringAverage",2015
104,104,"Ben Martin",NA,35.37,672,19,"Back9Round3ScoringAverage",2015
105,105,"Kevin Kisner",NA,35.38,849,24,"Back9Round3ScoringAverage",2015
106,106,"Andrew Svoboda",NA,35.4,354,10,"Back9Round3ScoringAverage",2015
106,106,"Cameron Tringale",NA,35.4,708,20,"Back9Round3ScoringAverage",2015
108,108,"Tony Finau",NA,35.41,779,22,"Back9Round3ScoringAverage",2015
108,108,"Chris Kirk",NA,35.41,602,17,"Back9Round3ScoringAverage",2015
110,110,"Keegan Bradley",NA,35.42,673,19,"Back9Round3ScoringAverage",2015
110,110,"Paul Casey",NA,35.42,673,19,"Back9Round3ScoringAverage",2015
112,112,"Alex Prugh",NA,35.43,496,14,"Back9Round3ScoringAverage",2015
112,112,"Gary Woodland",NA,35.43,496,14,"Back9Round3ScoringAverage",2015
114,114,"Jamie Donaldson",NA,35.44,319,9,"Back9Round3ScoringAverage",2015
114,114,"Brian Harman",NA,35.44,567,16,"Back9Round3ScoringAverage",2015
116,116,"Blayne Barber",NA,35.46,461,13,"Back9Round3ScoringAverage",2015
117,117,"Andres Gonzales",NA,35.47,603,17,"Back9Round3ScoringAverage",2015
117,117,"Brendan Steele",NA,35.47,674,19,"Back9Round3ScoringAverage",2015
119,119,"Ricky Barnes",NA,35.5,497,14,"Back9Round3ScoringAverage",2015
119,119,"Adam Hadwin",NA,35.5,639,18,"Back9Round3ScoringAverage",2015
119,119,"Tom Hoge",NA,35.5,568,16,"Back9Round3ScoringAverage",2015
119,119,"Whee Kim",NA,35.5,497,14,"Back9Round3ScoringAverage",2015
119,119,"Heath Slocum",NA,35.5,213,6,"Back9Round3ScoringAverage",2015
124,124,"Nick Taylor",NA,35.53,675,19,"Back9Round3ScoringAverage",2015
125,125,"Seung Yul Noh",NA,35.54,462,13,"Back9Round3ScoringAverage",2015
125,125,"Jonathan Randolph",NA,35.54,462,13,"Back9Round3ScoringAverage",2015
127,127,"Pat Perez",NA,35.55,782,22,"Back9Round3ScoringAverage",2015
128,128,"Tyrone Van Aswegen",NA,35.56,320,9,"Back9Round3ScoringAverage",2015
129,129,"Jon Curran",NA,35.57,498,14,"Back9Round3ScoringAverage",2015
129,129,"Charl Schwartzel",NA,35.57,498,14,"Back9Round3ScoringAverage",2015
131,131,"Billy Horschel",NA,35.62,748,21,"Back9Round3ScoringAverage",2015
132,132,"Lucas Glover",NA,35.67,535,15,"Back9Round3ScoringAverage",2015
132,132,"Ryan Palmer",NA,35.67,642,18,"Back9Round3ScoringAverage",2015
134,134,"John Peterson",NA,35.68,678,19,"Back9Round3ScoringAverage",2015
135,135,"KJ Choi",NA,35.69,464,13,"Back9Round3ScoringAverage",2015
136,136,"Charles Howell III",NA,35.7,821,23,"Back9Round3ScoringAverage",2015
136,136,"Tim Wilkinson",NA,35.7,357,10,"Back9Round3ScoringAverage",2015
138,138,"Brian Davis",NA,35.71,500,14,"Back9Round3ScoringAverage",2015
138,138,"Morgan Hoffmann",NA,35.71,607,17,"Back9Round3ScoringAverage",2015
138,138,"Cameron Percy",NA,35.71,500,14,"Back9Round3ScoringAverage",2015
141,141,"Roberto Castro",NA,35.73,393,11,"Back9Round3ScoringAverage",2015
141,141,"Ernie Els",NA,35.73,393,11,"Back9Round3ScoringAverage",2015
143,143,"Luke Donald",NA,35.75,572,16,"Back9Round3ScoringAverage",2015
143,143,"Phil Mickelson",NA,35.75,572,16,"Back9Round3ScoringAverage",2015
143,143,"Lee Westwood",NA,35.75,429,12,"Back9Round3ScoringAverage",2015
146,146,"Billy Hurley III",NA,35.77,465,13,"Back9Round3ScoringAverage",2015
147,147,"Byron Smith",NA,35.78,322,9,"Back9Round3ScoringAverage",2015
148,148,"Bryce Molder",NA,35.79,680,19,"Back9Round3ScoringAverage",2015
149,149,"Sangmoon Bae",NA,35.8,716,20,"Back9Round3ScoringAverage",2015
149,149,"Geoff Ogilvy",NA,35.8,358,10,"Back9Round3ScoringAverage",2015
151,151,"Steve Wheatcroft",NA,35.81,573,16,"Back9Round3ScoringAverage",2015
152,152,"Henrik Stenson",NA,35.87,538,15,"Back9Round3ScoringAverage",2015
153,153,"Luke Guthrie",NA,35.88,574,16,"Back9Round3ScoringAverage",2015
153,153,"Vijay Singh",NA,35.88,574,16,"Back9Round3ScoringAverage",2015
155,155,"Padraig Harrington",NA,35.9,359,10,"Back9Round3ScoringAverage",2015
156,156,"Scott Stallings",NA,35.91,395,11,"Back9Round3ScoringAverage",2015
157,157,"Martin Laird",NA,35.93,539,15,"Back9Round3ScoringAverage",2015
157,157,"Michael Thompson",NA,35.93,539,15,"Back9Round3ScoringAverage",2015
159,159,"Kyle Reifers",NA,35.94,611,17,"Back9Round3ScoringAverage",2015
160,160,"John Huh",NA,35.95,791,22,"Back9Round3ScoringAverage",2015
161,161,"Eric Axley",NA,36,288,8,"Back9Round3ScoringAverage",2015
161,161,"Greg Chalmers",NA,36,396,11,"Back9Round3ScoringAverage",2015
161,161,"Ben Crane",NA,36,324,9,"Back9Round3ScoringAverage",2015
161,161,"Fabian Gomez",NA,36,576,16,"Back9Round3ScoringAverage",2015
165,165,"Chesson Hadley",NA,36.05,757,21,"Back9Round3ScoringAverage",2015
166,166,"Michael Putnam",NA,36.06,577,16,"Back9Round3ScoringAverage",2015
167,167,"Retief Goosen",NA,36.13,542,15,"Back9Round3ScoringAverage",2015
167,167,"Mark Hubbard",NA,36.13,578,16,"Back9Round3ScoringAverage",2015
167,167,"Chris Stroud",NA,36.13,542,15,"Back9Round3ScoringAverage",2015
170,170,"Bo Van Pelt",NA,36.14,506,14,"Back9Round3ScoringAverage",2015
171,171,"Derek Fathauer",NA,36.15,470,13,"Back9Round3ScoringAverage",2015
172,172,"Alex Cejka",NA,36.17,651,18,"Back9Round3ScoringAverage",2015
172,172,"Ryo Ishikawa",NA,36.17,651,18,"Back9Round3ScoringAverage",2015
174,174,"Robert Garrigus",NA,36.18,398,11,"Back9Round3ScoringAverage",2015
175,175,"Ken Duke",NA,36.25,580,16,"Back9Round3ScoringAverage",2015
176,176,"Jim Renner",NA,36.33,327,9,"Back9Round3ScoringAverage",2015
177,177,"Oscar Fraustro",NA,36.38,291,8,"Back9Round3ScoringAverage",2015
178,178,"Chez Reavie",NA,36.4,364,10,"Back9Round3ScoringAverage",2015
179,179,"Angel Cabrera",NA,36.44,328,9,"Back9Round3ScoringAverage",2015
180,180,"Scott Langley",NA,36.55,731,20,"Back9Round3ScoringAverage",2015
181,181,"Brian Stuard",NA,36.65,623,17,"Back9Round3ScoringAverage",2015
182,182,"Andrew Putnam",NA,36.91,406,11,"Back9Round3ScoringAverage",2015
183,183,"Charlie Beljan",NA,37,407,11,"Back9Round3ScoringAverage",2015
184,184,"Matt Every",NA,37.5,450,12,"Back9Round3ScoringAverage",2015
