"SubParRounds_RANKTHISWEEK_2005","SubParRounds_RANKLASTWEEK_2005","SubParRounds_PLAYERNAME_2005","SubParRounds_EVENTS_2005","stat_name","year"
1,1,"Vijay Singh",30,"SubParRounds",2005
2,2,"Billy Mayfair",31,"SubParRounds",2005
3,3,"Jim Furyk",26,"SubParRounds",2005
4,4,"Carl Pettersson",34,"SubParRounds",2005
4,4,"Heath Slocum",29,"SubParRounds",2005
4,4,"Bo Van Pelt",33,"SubParRounds",2005
7,7,"Tim Herron",28,"SubParRounds",2005
8,8,"Woody Austin",30,"SubParRounds",2005
8,8,"Steve Lowery",32,"SubParRounds",2005
10,10,"Joey Sindelar",29,"SubParRounds",2005
11,11,"JJ Henry",32,"SubParRounds",2005
11,11,"Brett Quigley",31,"SubParRounds",2005
11,11,"Tag Ridings",31,"SubParRounds",2005
11,11,"Tiger Woods",21,"SubParRounds",2005
15,15,"Shigeki Maruyama",29,"SubParRounds",2005
15,15,"Justin Rose",28,"SubParRounds",2005
15,15,"Patrick Sheehan",35,"SubParRounds",2005
18,18,"Briny Baird",33,"SubParRounds",2005
18,18,"Harrison Frazar",31,"SubParRounds",2005
18,18,"Tom Pernice Jr",32,"SubParRounds",2005
18,18,"Hidemichi Tanaka",34,"SubParRounds",2005
22,22,"Bart Bryant",26,"SubParRounds",2005
22,22,"Jerry Kelly",31,"SubParRounds",2005
22,22,"John Senden",29,"SubParRounds",2005
25,25,"Robert Allenby",31,"SubParRounds",2005
25,25,"Stewart Cink",26,"SubParRounds",2005
25,25,"Dudley Hart",29,"SubParRounds",2005
25,25,"Brandt Jobe",27,"SubParRounds",2005
25,25,"Neal Lancaster",31,"SubParRounds",2005
25,25,"Sean OHair",29,"SubParRounds",2005
25,25,"Geoff Ogilvy",26,"SubParRounds",2005
25,25,"Ted Purdy",34,"SubParRounds",2005
25,25,"Bob Tway",26,"SubParRounds",2005
25,25,"Scott Verplank",25,"SubParRounds",2005
35,35,"Jason Bohn",28,"SubParRounds",2005
35,35,"Olin Browne",29,"SubParRounds",2005
35,35,"Daniel Chopra",34,"SubParRounds",2005
35,35,"Joey Snyder III",31,"SubParRounds",2005
35,35,"Kevin Sutherland",26,"SubParRounds",2005
35,35,"Vaughn Taylor",32,"SubParRounds",2005
41,41,"Tommy Armour III",29,"SubParRounds",2005
41,41,"Jonathan Byrd",31,"SubParRounds",2005
41,41,"Fred Funk",30,"SubParRounds",2005
41,41,"Charles Warren",31,"SubParRounds",2005
45,45,"Mark Calcavecchia",27,"SubParRounds",2005
45,45,"Zach Johnson",30,"SubParRounds",2005
45,45,"Stephen Leaney",29,"SubParRounds",2005
45,45,"Joe Ogilvie",30,"SubParRounds",2005
45,45,"Jeff Sluman",28,"SubParRounds",2005
45,45,"David Toms",25,"SubParRounds",2005
51,51,"Tim Clark",26,"SubParRounds",2005
51,51,"Kenny Perry",23,"SubParRounds",2005
51,51,"Tim Petrovic",32,"SubParRounds",2005
51,51,"Duffy Waldorf",28,"SubParRounds",2005
55,55,"Marco Dawson",23,"SubParRounds",2005
55,55,"Bob Estes",25,"SubParRounds",2005
55,55,"Todd Fischer",35,"SubParRounds",2005
55,55,"Brian Gay",33,"SubParRounds",2005
55,55,"Phil Mickelson",21,"SubParRounds",2005
55,55,"Ryan Palmer",32,"SubParRounds",2005
55,55,"Rod Pampling",26,"SubParRounds",2005
55,55,"John Rollins",30,"SubParRounds",2005
63,63,"Robert Gamez",28,"SubParRounds",2005
63,63,"Ryuji Imada",25,"SubParRounds",2005
63,63,"Frank Lickliter II",33,"SubParRounds",2005
63,63,"Kevin Stadler",33,"SubParRounds",2005
63,63,"Dean Wilson",27,"SubParRounds",2005
68,68,"Steve Allan",32,"SubParRounds",2005
68,68,"Brian Bateman",32,"SubParRounds",2005
68,68,"Chad Campbell",27,"SubParRounds",2005
