"Percentageofpotentialmoneywon_RANKTHISWEEK_2007","Percentageofpotentialmoneywon_RANKLASTWEEK_2007","Percentageofpotentialmoneywon_PLAYERNAME_2007","Percentageofpotentialmoneywon_EVENTS_2007","Percentageofpotentialmoneywon_Pct_2007","Percentageofpotentialmoneywon_OFFICIALMONEYWON_2007","Percentageofpotentialmoneywon_POTENTIALMONEY_2007","stat_name","year"
33,33,"Bernhard Langer",14,7.9,1153603,14607000,"Percentageofpotentialmoneywon",2007
34,34,"Pelle Edberg",1,7.81,120458,1542450,"Percentageofpotentialmoneywon",2007
35,35,"Paul Casey",10,7.73,1012770,13107450,"Percentageofpotentialmoneywon",2007
36,36,"Heath Slocum",28,7.63,2184379,28620000,"Percentageofpotentialmoneywon",2007
37,37,"John Rollins",29,7.5,2488890,33179450,"Percentageofpotentialmoneywon",2007
37,37,"Mike Weir",23,7.5,1986053,26481450,"Percentageofpotentialmoneywon",2007
39,39,"Jose Coceres",17,7.37,1287842,17478000,"Percentageofpotentialmoneywon",2007
40,40,"Jonathan Byrd",23,7.32,1854906,25338450,"Percentageofpotentialmoneywon",2007
40,40,"Steve Flesch",31,7.32,2288899,31284000,"Percentageofpotentialmoneywon",2007
42,42,"Trevor Immelman",21,7.21,1801646,24989450,"Percentageofpotentialmoneywon",2007
43,43,"Jay Williamson",14,7.19,835515,11628000,"Percentageofpotentialmoneywon",2007
44,44,"Camilo Villegas",24,7.17,1866960,26037000,"Percentageofpotentialmoneywon",2007
45,45,"Freddie Jacobson",20,7.13,1469540,20610000,"Percentageofpotentialmoneywon",2007
46,46,"Arron Oberholser",21,7.12,1797457,25259450,"Percentageofpotentialmoneywon",2007
47,47,"Robert Allenby",28,6.99,2219537,31773450,"Percentageofpotentialmoneywon",2007
48,48,"Brett Wetterich",28,6.88,2208282,32081450,"Percentageofpotentialmoneywon",2007
49,49,"Justin Leonard",29,6.67,2079248,31152450,"Percentageofpotentialmoneywon",2007
50,50,"Ian Poulter",18,6.53,1431389,21927450,"Percentageofpotentialmoneywon",2007
50,50,"John Senden",27,6.53,1899557,29084450,"Percentageofpotentialmoneywon",2007
52,52,"Jerry Kelly",28,6.46,1978034,30621450,"Percentageofpotentialmoneywon",2007
52,52,"Nick Watney",26,6.46,1838629,28452450,"Percentageofpotentialmoneywon",2007
54,54,"Stuart Appleby",24,6.35,1803385,28391450,"Percentageofpotentialmoneywon",2007
55,55,"Sean OHair",28,6.34,1921226,30306450,"Percentageofpotentialmoneywon",2007
56,56,"Mark Wilson",25,6.27,1637112,26100000,"Percentageofpotentialmoneywon",2007
57,57,"Niclas Fasth",10,6.26,813405,12999450,"Percentageofpotentialmoneywon",2007
58,58,"Ken Duke",31,6.14,1927101,31410000,"Percentageofpotentialmoneywon",2007
59,59,"Bubba Watson",26,6.09,1654806,27162000,"Percentageofpotentialmoneywon",2007
60,60,"Carl Pettersson",31,6.06,2040937,33665450,"Percentageofpotentialmoneywon",2007
61,61,"Jeff Overton",19,5.95,1009630,16956000,"Percentageofpotentialmoneywon",2007
62,62,"Retief Goosen",14,5.9,1044386,17697450,"Percentageofpotentialmoneywon",2007
63,63,"Billy Mayfair",30,5.87,1814517,30933000,"Percentageofpotentialmoneywon",2007
64,64,"Paul Broadhurst",2,5.86,169458,2892450,"Percentageofpotentialmoneywon",2007
65,65,"Pat Perez",27,5.84,1678295,28722450,"Percentageofpotentialmoneywon",2007
66,66,"John Mallinger",29,5.8,1681764,28980000,"Percentageofpotentialmoneywon",2007
67,67,"Andy Bare",1,5.79,52142,9e+05,"Percentageofpotentialmoneywon",2007
68,68,"Paul Goydos",19,5.71,1229354,21537000,"Percentageofpotentialmoneywon",2007
69,69,"Anthony Kim",26,5.7,1545194,27108000,"Percentageofpotentialmoneywon",2007
70,70,"Nick Dougherty",3,5.61,227921,4062450,"Percentageofpotentialmoneywon",2007
71,71,"Brian Bateman",18,5.57,1022763,18360000,"Percentageofpotentialmoneywon",2007
72,72,"Chad Campbell",28,5.47,1701242,31073450,"Percentageofpotentialmoneywon",2007
73,73,"Jeff Quinney",29,5.46,1612056,29538000,"Percentageofpotentialmoneywon",2007
74,74,"Lucas Glover",29,5.3,1664167,31395450,"Percentageofpotentialmoneywon",2007
75,75,"Daniel Chopra",34,5.29,1755109,33156000,"Percentageofpotentialmoneywon",2007
76,76,"George McNeill",30,5.27,1504626,28548000,"Percentageofpotentialmoneywon",2007
77,77,"Charley Hoffman",30,5.24,1689366,32268450,"Percentageofpotentialmoneywon",2007
78,78,"Jose Maria Olazabal",16,5.23,979249,18711000,"Percentageofpotentialmoneywon",2007
79,79,"Fred Funk",22,5.2,1239376,23823000,"Percentageofpotentialmoneywon",2007
79,79,"Kevin Sutherland",25,5.2,1351942,25992000,"Percentageofpotentialmoneywon",2007
81,81,"Michael Allen",22,5.18,1016951,19620000,"Percentageofpotentialmoneywon",2007
82,82,"Ryan Moore",28,5.13,1554901,30306450,"Percentageofpotentialmoneywon",2007
83,83,"Bo Van Pelt",30,5.1,1559180,30582000,"Percentageofpotentialmoneywon",2007
84,84,"Nick OHern",22,5.09,1342390,26373450,"Percentageofpotentialmoneywon",2007
85,85,"Rod Pampling",25,5.05,1475970,29237450,"Percentageofpotentialmoneywon",2007
86,86,"Rocco Mediate",22,4.97,1166293,23472000,"Percentageofpotentialmoneywon",2007
87,87,"Kenny Perry",24,4.66,1197618,25686000,"Percentageofpotentialmoneywon",2007
88,88,"Troy Matteson",26,4.65,1282421,27605000,"Percentageofpotentialmoneywon",2007
89,89,"Nathan Green",29,4.56,1380317,30258000,"Percentageofpotentialmoneywon",2007
90,90,"Brian Davis",28,4.54,1289207,28416450,"Percentageofpotentialmoneywon",2007
91,91,"Peter Lonard",27,4.49,1259881,28062000,"Percentageofpotentialmoneywon",2007
92,92,"Robert Garrigus",28,4.48,1260009,28152000,"Percentageofpotentialmoneywon",2007
93,93,"Charlie Wi",27,4.47,1145975,25614000,"Percentageofpotentialmoneywon",2007
94,94,"Bart Bryant",25,4.41,1167873,26469000,"Percentageofpotentialmoneywon",2007
95,95,"Ryuji Imada",32,4.38,1414864,32310000,"Percentageofpotentialmoneywon",2007
96,96,"Vaughn Taylor",28,4.36,1313353,30099450,"Percentageofpotentialmoneywon",2007
97,97,"Joe Ogilvie",31,4.34,1339153,30834000,"Percentageofpotentialmoneywon",2007
98,98,"Kyle Thompson",1,4.33,42900,990000,"Percentageofpotentialmoneywon",2007
99,99,"Tom Lehman",19,4.31,880824,20460450,"Percentageofpotentialmoneywon",2007
100,100,"Markus Brier",2,4.3,120458,2802450,"Percentageofpotentialmoneywon",2007
100,100,"Dean Wilson",28,4.3,1258507,29279000,"Percentageofpotentialmoneywon",2007
102,102,"Alejandro Canizares",3,4.14,111900,2700000,"Percentageofpotentialmoneywon",2007
103,103,"Jesper Parnevik",27,4.12,1075216,26082000,"Percentageofpotentialmoneywon",2007
104,104,"Fabrizio Zanotti",1,4.11,25900,630000,"Percentageofpotentialmoneywon",2007
105,105,"Jason Gore",27,4.08,1105985,27108000,"Percentageofpotentialmoneywon",2007
106,106,"Davis Love III",21,4.07,1016489,24989450,"Percentageofpotentialmoneywon",2007
107,107,"Tommy Armour III",24,4,919134,22950000,"Percentageofpotentialmoneywon",2007
108,108,"Mark Hensby",25,3.87,969731,25032450,"Percentageofpotentialmoneywon",2007
109,109,"Russ Cochran",1,3.86,31275,810000,"Percentageofpotentialmoneywon",2007
110,110,"Stephen Leaney",26,3.83,1015200,26478000,"Percentageofpotentialmoneywon",2007
111,111,"Steve Marino",31,3.78,1179164,31194000,"Percentageofpotentialmoneywon",2007
112,112,"Robert Karlsson",13,3.76,609370,16221450,"Percentageofpotentialmoneywon",2007
113,113,"Alex Cejka",25,3.74,868303,23220000,"Percentageofpotentialmoneywon",2007
114,114,"JJ Henry",26,3.7,1088659,29435450,"Percentageofpotentialmoneywon",2007
114,114,"DJ Trahan",30,3.7,1106373,29900000,"Percentageofpotentialmoneywon",2007
114,114,"Charles Warren",29,3.7,1068440,28890000,"Percentageofpotentialmoneywon",2007
117,117,"Will Ma Kenzie",30,3.69,1116506,30260000,"Percentageofpotentialmoneywon",2007
118,118,"Brian Gay",32,3.66,1114571,30420000,"Percentageofpotentialmoneywon",2007
119,119,"Steve Elkington",25,3.62,911874,25218000,"Percentageofpotentialmoneywon",2007
120,120,"Nick Flanagan",4,3.57,122028,3420000,"Percentageofpotentialmoneywon",2007
121,121,"JB Holmes",24,3.52,874215,24806000,"Percentageofpotentialmoneywon",2007
122,122,"Anton Haig",2,3.51,94750,2700000,"Percentageofpotentialmoneywon",2007
123,123,"Greg Kraft",10,3.48,278590,8010000,"Percentageofpotentialmoneywon",2007
124,124,"Cameron Beckman",29,3.43,902257,26280000,"Percentageofpotentialmoneywon",2007
124,124,"Matt Kuchar",26,3.43,886146,25860450,"Percentageofpotentialmoneywon",2007
126,126,"Chris DiMarco",24,3.41,950413,27849450,"Percentageofpotentialmoneywon",2007
127,127,"Tim Herron",27,3.39,951200,28073000,"Percentageofpotentialmoneywon",2007
127,127,"Kevin Na",27,3.39,856669,25236000,"Percentageofpotentialmoneywon",2007
129,129,"Bill Haas",30,3.38,967443,28620000,"Percentageofpotentialmoneywon",2007
129,129,"Tim Petrovic",32,3.38,1052446,31140000,"Percentageofpotentialmoneywon",2007
131,131,"Steve Allan",18,3.36,568058,16920000,"Percentageofpotentialmoneywon",2007
132,132,"JP Hayes",28,3.33,890814,26712000,"Percentageofpotentialmoneywon",2007
132,132,"Louis Oosthuizen",1,3.33,45000,1350000,"Percentageofpotentialmoneywon",2007
134,134,"Jeff Maggert",26,3.27,845584,25832000,"Percentageofpotentialmoneywon",2007
135,135,"Briny Baird",31,3.26,985453,30240000,"Percentageofpotentialmoneywon",2007
136,136,"Mathew Goggin",30,3.24,969487,29952000,"Percentageofpotentialmoneywon",2007
137,137,"Johnson Wagner",33,3.23,1013023,31410000,"Percentageofpotentialmoneywon",2007
138,138,"Paul McGinley",5,3.21,195151,6078450,"Percentageofpotentialmoneywon",2007
139,139,"Shigeki Maruyama",31,3.2,951288,29700000,"Percentageofpotentialmoneywon",2007
140,140,"Franklin Langham",1,3.16,30720,972000,"Percentageofpotentialmoneywon",2007
141,141,"Chris Stroud",24,3.12,673106,21564000,"Percentageofpotentialmoneywon",2007
142,142,"Bob Estes",28,3.11,878050,28188000,"Percentageofpotentialmoneywon",2007
143,143,"Shaun Micheel",29,3.09,948195,30729450,"Percentageofpotentialmoneywon",2007
144,144,"Ben Crane",9,3.05,278251,9135000,"Percentageofpotentialmoneywon",2007
145,145,"Cliff Kresge",30,3.01,901549,29988000,"Percentageofpotentialmoneywon",2007
146,146,"Thongchai Jaidee",3,2.99,118500,3960000,"Percentageofpotentialmoneywon",2007
147,147,"Jason Bohn",17,2.95,527511,17874000,"Percentageofpotentialmoneywon",2007
148,148,"Hennie Otto",1,2.91,39250,1350000,"Percentageofpotentialmoneywon",2007
149,149,"Ryan Armour",32,2.89,862978,29862000,"Percentageofpotentialmoneywon",2007
150,150,"Rich Beem",29,2.88,868657,30189450,"Percentageofpotentialmoneywon",2007
151,151,"Peter Hanson",3,2.86,116159,4062450,"Percentageofpotentialmoneywon",2007
152,152,"Miguel Angel Jimenez",5,2.84,182991,6447450,"Percentageofpotentialmoneywon",2007
153,153,"Tom Pernice Jr",31,2.83,927408,32781450,"Percentageofpotentialmoneywon",2007
153,153,"Lee Westwood",8,2.83,288280,10191450,"Percentageofpotentialmoneywon",2007
155,155,"Chris Riley",17,2.81,403199,14346000,"Percentageofpotentialmoneywon",2007
156,156,"Tom Watson",2,2.8,64350,2295000,"Percentageofpotentialmoneywon",2007
157,157,"Ben Curtis",25,2.75,772321,28103450,"Percentageofpotentialmoneywon",2007
158,158,"Prom Meesawat",1,2.72,36750,1350000,"Percentageofpotentialmoneywon",2007
159,159,"Skip Kendall",5,2.69,116345,4320000,"Percentageofpotentialmoneywon",2007
159,159,"Kevin Stadler",31,2.69,810875,30180450,"Percentageofpotentialmoneywon",2007
161,161,"Mark Foster",1,2.68,41352,1542450,"Percentageofpotentialmoneywon",2007
162,162,"Mathias Gronberg",31,2.67,785179,29430000,"Percentageofpotentialmoneywon",2007
163,163,"Bob Heintz",27,2.66,649341,24408000,"Percentageofpotentialmoneywon",2007
164,164,"Michael Sim",17,2.65,399899,15102000,"Percentageofpotentialmoneywon",2007
165,165,"BJ Staten",7,2.61,175505,6732000,"Percentageofpotentialmoneywon",2007
166,166,"Anders Hansen",17,2.57,461215,17976450,"Percentageofpotentialmoneywon",2007
167,167,"Marco Dawson",23,2.56,521431,20358000,"Percentageofpotentialmoneywon",2007
168,168,"Dudley Hart",12,2.55,299249,11754000,"Percentageofpotentialmoneywon",2007
168,168,"Brett Quigley",25,2.55,717411,28173450,"Percentageofpotentialmoneywon",2007
170,170,"Robert Gamez",30,2.54,693464,27324000,"Percentageofpotentialmoneywon",2007
171,171,"Todd Fischer",4,2.49,92000,3690000,"Percentageofpotentialmoneywon",2007
172,172,"Parker McLachlin",28,2.47,627582,25434000,"Percentageofpotentialmoneywon",2007
173,173,"John Merrick",29,2.45,649438,26514000,"Percentageofpotentialmoneywon",2007
174,174,"Steve Lowery",22,2.39,502621,21042000,"Percentageofpotentialmoneywon",2007
175,175,"Ted Purdy",33,2.38,758734,31878000,"Percentageofpotentialmoneywon",2007
176,176,"Joe Durant",28,2.35,723598,30785450,"Percentageofpotentialmoneywon",2007
177,177,"Thomas Bjorn",6,2.33,188043,8067450,"Percentageofpotentialmoneywon",2007
178,178,"Craig Kanada",34,2.31,743305,32184000,"Percentageofpotentialmoneywon",2007
179,179,"Kent Jones",30,2.29,651108,28404000,"Percentageofpotentialmoneywon",2007
179,179,"Vance Veazey",9,2.29,185208,8100000,"Percentageofpotentialmoneywon",2007
181,181,"Harrison Frazar",32,2.27,698534,30816000,"Percentageofpotentialmoneywon",2007
182,182,"Tag Ridings",18,2.23,351590,15732000,"Percentageofpotentialmoneywon",2007
183,183,"Shingo Katayama",7,2.21,194927,8811000,"Percentageofpotentialmoneywon",2007
183,183,"Neal Lancaster",13,2.21,229052,10368000,"Percentageofpotentialmoneywon",2007
185,185,"Garrett Willis",13,2.2,233568,10620000,"Percentageofpotentialmoneywon",2007
186,186,"Andrew Buckle",26,2.16,513630,23760000,"Percentageofpotentialmoneywon",2007
187,187,"Olin Browne",15,2.06,304605,14814000,"Percentageofpotentialmoneywon",2007
187,187,"Bradley Dredge",4,2.06,112533,5457450,"Percentageofpotentialmoneywon",2007
189,189,"Gavin Coles",28,2,511352,25614000,"Percentageofpotentialmoneywon",2007
190,190,"Marcus Fraser",1,1.99,25016,1260000,"Percentageofpotentialmoneywon",2007
191,191,"Frank Lickliter II",30,1.96,584084,29844000,"Percentageofpotentialmoneywon",2007
192,192,"Corey Pavin",25,1.95,498251,25508000,"Percentageofpotentialmoneywon",2007
193,193,"Ross Bain",1,1.93,29820,1542450,"Percentageofpotentialmoneywon",2007
193,193,"Omar Uresti",4,1.93,64350,3330000,"Percentageofpotentialmoneywon",2007
195,195,"Jay Delsing",12,1.92,181808,9486000,"Percentageofpotentialmoneywon",2007
195,195,"Doug LaBelle II",33,1.92,604632,31572000,"Percentageofpotentialmoneywon",2007
195,195,"Daisuke Maruyama",28,1.92,499206,25974000,"Percentageofpotentialmoneywon",2007
198,198,"Brendon de Jonge",26,1.91,447172,23382000,"Percentageofpotentialmoneywon",2007
199,199,"Jason Dufner",32,1.89,574991,30420000,"Percentageofpotentialmoneywon",2007
200,200,"Billy Andrade",27,1.87,499196,26658000,"Percentageofpotentialmoneywon",2007
200,200,"Dan Forsman",12,1.87,185522,9918000,"Percentageofpotentialmoneywon",2007
200,200,"Dicky Pride",25,1.87,415791,22284000,"Percentageofpotentialmoneywon",2007
203,203,"Jeff Gove",30,1.84,526643,28566000,"Percentageofpotentialmoneywon",2007
203,203,"Lee Janzen",24,1.84,409188,22230000,"Percentageofpotentialmoneywon",2007
203,203,"Chris Tidland",21,1.84,339481,18450000,"Percentageofpotentialmoneywon",2007
206,206,"Jarrod Lyle",24,1.83,390303,21294000,"Percentageofpotentialmoneywon",2007
206,206,"Ryan Palmer",30,1.83,524987,28728000,"Percentageofpotentialmoneywon",2007
208,208,"Colin Montgomerie",9,1.8,216988,12027450,"Percentageofpotentialmoneywon",2007
209,209,"Bob May",16,1.77,244969,13806000,"Percentageofpotentialmoneywon",2007
210,210,"Won Joon Lee",1,1.73,26735,1542450,"Percentageofpotentialmoneywon",2007
211,211,"Paul Stankowski",18,1.7,282388,16614000,"Percentageofpotentialmoneywon",2007
212,212,"Bill Lunde",1,1.68,12093,720000,"Percentageofpotentialmoneywon",2007
212,212,"Duffy Waldorf",23,1.68,359018,21396450,"Percentageofpotentialmoneywon",2007
214,214,"Sandy Lyle",2,1.67,47493,2847450,"Percentageofpotentialmoneywon",2007
215,215,"Danny Ellis",2,1.66,28770,1728000,"Percentageofpotentialmoneywon",2007
215,215,"David Howell",10,1.66,213582,12837450,"Percentageofpotentialmoneywon",2007
215,215,"Charl Schwartzel",6,1.66,134303,8112450,"Percentageofpotentialmoneywon",2007
218,218,"Glen Day",27,1.63,397491,24354000,"Percentageofpotentialmoneywon",2007
218,218,"Jose Manuel Lara",2,1.63,32250,1980000,"Percentageofpotentialmoneywon",2007
220,220,"Tripp Isenhour",32,1.59,471980,29772000,"Percentageofpotentialmoneywon",2007
221,221,"John Bickerton",2,1.56,45000,2892450,"Percentageofpotentialmoneywon",2007
221,221,"Greg Owen",29,1.56,426601,27396000,"Percentageofpotentialmoneywon",2007
221,221,"Jeev Milkha Singh",12,1.56,227679,14583450,"Percentageofpotentialmoneywon",2007
224,224,"Graeme McDowell",3,1.54,52768,3432450,"Percentageofpotentialmoneywon",2007
225,225,"YE Yang",9,1.53,170980,11199450,"Percentageofpotentialmoneywon",2007
226,226,"Gregory Bourdy",1,1.52,23393,1542450,"Percentageofpotentialmoneywon",2007
226,226,"Bob Tway",32,1.52,456766,30024000,"Percentageofpotentialmoneywon",2007
228,228,"Craig Bowden",25,1.5,333969,22284000,"Percentageofpotentialmoneywon",2007
228,228,"Michael Putnam",29,1.5,422358,28146450,"Percentageofpotentialmoneywon",2007
230,230,"Yusaku Miyazato",1,1.45,13537,936000,"Percentageofpotentialmoneywon",2007
231,231,"Rich Barcelo",26,1.42,334244,23490000,"Percentageofpotentialmoneywon",2007
231,231,"Craig Stadler",1,1.42,18560,1305000,"Percentageofpotentialmoneywon",2007
233,233,"WC Liang",2,1.41,36750,2610000,"Percentageofpotentialmoneywon",2007
233,233,"Bryce Molder",21,1.41,257593,18288000,"Percentageofpotentialmoneywon",2007
235,235,"Johan Edfors",8,1.38,140005,10137450,"Percentageofpotentialmoneywon",2007
236,236,"Jon Bevan",1,1.37,21080,1542450,"Percentageofpotentialmoneywon",2007
237,237,"DJ Brigman",22,1.35,268205,19908000,"Percentageofpotentialmoneywon",2007
238,238,"Michael Campbell",9,1.33,159832,12027450,"Percentageofpotentialmoneywon",2007
239,239,"Scott Gutschewski",22,1.32,252179,19170000,"Percentageofpotentialmoneywon",2007
240,240,"Alastair Forsyth",1,1.31,20257,1542450,"Percentageofpotentialmoneywon",2007
241,241,"John Huston",16,1.3,170569,13086000,"Percentageofpotentialmoneywon",2007
242,242,"Fredrik Andersson Hed",1,1.29,19846,1542450,"Percentageofpotentialmoneywon",2007
243,243,"Fred Couples",3,1.28,43085,3375000,"Percentageofpotentialmoneywon",2007
243,243,"Kirk Triplett",25,1.28,316033,24680000,"Percentageofpotentialmoneywon",2007
245,245,"Arjun Atwal",12,1.27,135015,10620000,"Percentageofpotentialmoneywon",2007
245,245,"Ben Crenshaw",1,1.27,16530,1305000,"Percentageofpotentialmoneywon",2007
245,245,"Joey Sindelar",25,1.27,310716,24462000,"Percentageofpotentialmoneywon",2007
248,248,"Paul Azinger",13,1.26,174069,13770000,"Percentageofpotentialmoneywon",2007
248,248,"Raphael Jacquelin",3,1.26,52418,4152450,"Percentageofpotentialmoneywon",2007
248,248,"Richard Johnson",32,1.26,377950,30060000,"Percentageofpotentialmoneywon",2007
248,248,"Jeff Sluman",21,1.26,273192,21753000,"Percentageofpotentialmoneywon",2007
252,252,"Eric Axley",36,1.25,440910,35210000,"Percentageofpotentialmoneywon",2007
253,253,"Chris Couch",30,1.23,355385,28946000,"Percentageofpotentialmoneywon",2007
253,253,"Brady Schnell",1,1.23,9102,738000,"Percentageofpotentialmoneywon",2007
255,255,"Fuzzy Zoeller",1,1.22,15950,1305000,"Percentageofpotentialmoneywon",2007
256,256,"Kenneth Ferrie",2,1.21,31084,2565000,"Percentageofpotentialmoneywon",2007
256,256,"David Hearn",1,1.21,10850,9e+05,"Percentageofpotentialmoneywon",2007
258,258,"Craig Lile",24,1.2,255658,21294000,"Percentageofpotentialmoneywon",2007
259,259,"Andrew Ruthkoski",2,1.19,19112,1602000,"Percentageofpotentialmoneywon",2007
260,260,"Bronson La Cassie",1,1.18,8692,738000,"Percentageofpotentialmoneywon",2007
261,261,"Azuma Yano",1,1.17,10920,936000,"Percentageofpotentialmoneywon",2007
262,262,"Phil Tataurangi",8,1.15,77102,6696000,"Percentageofpotentialmoneywon",2007
263,263,"David Branshaw",30,1.14,323407,28404000,"Percentageofpotentialmoneywon",2007
263,263,"Paul Gow",26,1.14,264149,23148000,"Percentageofpotentialmoneywon",2007
263,263,"Graeme Storm",3,1.14,47150,4152450,"Percentageofpotentialmoneywon",2007
266,266,"David Duval",7,1.13,71945,6372000,"Percentageofpotentialmoneywon",2007
266,266,"Mike Grob",1,1.13,10200,9e+05,"Percentageofpotentialmoneywon",2007
268,268,"Kyle Reifers",27,1.12,276369,24642000,"Percentageofpotentialmoneywon",2007
269,269,"Tony Finau",1,1.11,7960,720000,"Percentageofpotentialmoneywon",2007
269,269,"Alan Morin",1,1.11,11000,990000,"Percentageofpotentialmoneywon",2007
271,271,"Craig Barlow",16,1.1,154214,14058000,"Percentageofpotentialmoneywon",2007
271,271,"Tom Byrum",20,1.1,201507,18360000,"Percentageofpotentialmoneywon",2007
273,273,"Chris Baryla",1,1.09,9800,9e+05,"Percentageofpotentialmoneywon",2007
273,273,"Jeff Brehaut",21,1.09,202388,18558000,"Percentageofpotentialmoneywon",2007
273,273,"Todd Demsey",1,1.09,12411,1134000,"Percentageofpotentialmoneywon",2007
276,276,"Larry Mize",12,1.08,105740,9783000,"Percentageofpotentialmoneywon",2007
277,277,"John Daly",24,1.07,248501,23322450,"Percentageofpotentialmoneywon",2007
277,277,"Carlos Franco",12,1.07,108020,10062000,"Percentageofpotentialmoneywon",2007
279,279,"Paul Trittler",1,1.06,7640,720000,"Percentageofpotentialmoneywon",2007
280,280,"Mark Brooks",18,1.03,162838,15750000,"Percentageofpotentialmoneywon",2007
281,281,"Ryan Benzel",1,1.02,12900,1260000,"Percentageofpotentialmoneywon",2007
281,281,"Martin Rominger",1,1.02,11163,1098000,"Percentageofpotentialmoneywon",2007
283,283,"Richard Sterne",3,1.01,42000,4152450,"Percentageofpotentialmoneywon",2007
284,284,"Darron Stiles",24,1,215378,21564000,"Percentageofpotentialmoneywon",2007
285,285,"Andres Gonzales",1,0.99,7120,720000,"Percentageofpotentialmoneywon",2007
286,286,"Ryan Blaum",1,0.98,8800,9e+05,"Percentageofpotentialmoneywon",2007
287,287,"John Cook",13,0.93,119756,12906000,"Percentageofpotentialmoneywon",2007
288,288,"Mark OMeara",4,0.92,42914,4683450,"Percentageofpotentialmoneywon",2007
289,289,"Shane Bertsch",4,0.91,39760,4392000,"Percentageofpotentialmoneywon",2007
290,290,"Darren Clarke",10,0.86,107980,12513450,"Percentageofpotentialmoneywon",2007
291,291,"Jason Schultz",22,0.84,163243,19368000,"Percentageofpotentialmoneywon",2007
292,292,"Gregory Havret",3,0.81,33500,4152450,"Percentageofpotentialmoneywon",2007
293,293,"Tom Johnson",27,0.79,190925,24138000,"Percentageofpotentialmoneywon",2007
294,294,"Pablo Martin Benavides",6,0.78,45313,5832000,"Percentageofpotentialmoneywon",2007
294,294,"Chris Smith",8,0.78,50381,6444000,"Percentageofpotentialmoneywon",2007
296,296,"Colt Knost",4,0.77,27483,3564000,"Percentageofpotentialmoneywon",2007
296,296,"Grant Waite",12,0.77,75347,9738000,"Percentageofpotentialmoneywon",2007
298,298,"Esteban Toledo",2,0.76,12250,1620000,"Percentageofpotentialmoneywon",2007
