"Round4ScoringAverage_RANKTHISWEEK_2011","Round4ScoringAverage_RANKLASTWEEK_2011","Round4ScoringAverage_PLAYERNAME_2011","Round4ScoringAverage__2011","Round4ScoringAverage_AVG_2011","Round4ScoringAverage_TOTALSTROKES_2011","Round4ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Luke Donald",NA,68.2,1023,15,"Round4ScoringAverage",2011
2,2,"Chris Kirk",NA,69.07,1036,15,"Round4ScoringAverage",2011
3,3,"Matt McQuillan",NA,69.25,554,8,"Round4ScoringAverage",2011
4,4,"Kevin Na",NA,69.27,1039,15,"Round4ScoringAverage",2011
5,5,"Brandt Snedeker",NA,69.38,1110,16,"Round4ScoringAverage",2011
6,6,"Derek Lamely",NA,69.43,486,7,"Round4ScoringAverage",2011
7,7,"Webb Simpson",NA,69.45,1528,22,"Round4ScoringAverage",2011
8,8,"David Toms",NA,69.5,1112,16,"Round4ScoringAverage",2011
9,9,"Heath Slocum",NA,69.53,1043,15,"Round4ScoringAverage",2011
10,10,"Bryce Molder",NA,69.57,974,14,"Round4ScoringAverage",2011
11,11,"Charl Schwartzel",NA,69.64,975,14,"Round4ScoringAverage",2011
12,12,"Carl Pettersson",NA,69.65,1393,20,"Round4ScoringAverage",2011
13,13,"Ben Curtis",NA,69.7,697,10,"Round4ScoringAverage",2011
14,14,"Joe Durant",NA,69.73,767,11,"Round4ScoringAverage",2011
15,15,"Spencer Levin",NA,69.8,1745,25,"Round4ScoringAverage",2011
16,16,"Zach Johnson",NA,69.82,1187,17,"Round4ScoringAverage",2011
17,17,"Billy Mayfair",NA,69.83,1257,18,"Round4ScoringAverage",2011
18,18,"Charles Howell III",NA,69.87,1607,23,"Round4ScoringAverage",2011
19,19,"Briny Baird",NA,69.91,769,11,"Round4ScoringAverage",2011
19,19,"Shane Bertsch",NA,69.91,769,11,"Round4ScoringAverage",2011
21,21,"John Rollins",NA,69.93,1049,15,"Round4ScoringAverage",2011
22,22,"Justin Rose",NA,69.94,1119,16,"Round4ScoringAverage",2011
23,23,"Sung Kang",NA,70,700,10,"Round4ScoringAverage",2011
23,23,"Marc Turnesa",NA,70,490,7,"Round4ScoringAverage",2011
25,25,"Nick Watney",NA,70.12,1192,17,"Round4ScoringAverage",2011
26,26,"Jerry Kelly",NA,70.13,1122,16,"Round4ScoringAverage",2011
26,26,"Chris Stroud",NA,70.13,1052,15,"Round4ScoringAverage",2011
28,28,"Geoff Ogilvy",NA,70.15,912,13,"Round4ScoringAverage",2011
29,29,"Michael Bradley",NA,70.17,842,12,"Round4ScoringAverage",2011
30,30,"Chris DiMarco",NA,70.19,1123,16,"Round4ScoringAverage",2011
31,31,"Scott McCarron",NA,70.2,702,10,"Round4ScoringAverage",2011
31,31,"Aron Price",NA,70.2,702,10,"Round4ScoringAverage",2011
33,33,"Pat Perez",NA,70.21,983,14,"Round4ScoringAverage",2011
34,34,"Blake Adams",NA,70.22,1615,23,"Round4ScoringAverage",2011
34,34,"Kevin Streelman",NA,70.22,1264,18,"Round4ScoringAverage",2011
36,36,"Brendan Steele",NA,70.24,1194,17,"Round4ScoringAverage",2011
37,37,"Jason Day",NA,70.25,1124,16,"Round4ScoringAverage",2011
37,37,"Ryuji Imada",NA,70.25,843,12,"Round4ScoringAverage",2011
37,37,"Matt Kuchar",NA,70.25,1405,20,"Round4ScoringAverage",2011
40,40,"Steven Bowditch",NA,70.27,1054,15,"Round4ScoringAverage",2011
41,41,"Robert Allenby",NA,70.29,1195,17,"Round4ScoringAverage",2011
42,42,"Retief Goosen",NA,70.3,703,10,"Round4ScoringAverage",2011
43,43,"Stephen Ames",NA,70.33,844,12,"Round4ScoringAverage",2011
43,43,"Tag Ridings",NA,70.33,1055,15,"Round4ScoringAverage",2011
43,43,"Adam Scott",NA,70.33,844,12,"Round4ScoringAverage",2011
43,43,"Will Strickler",NA,70.33,422,6,"Round4ScoringAverage",2011
47,47,"Ben Crane",NA,70.36,985,14,"Round4ScoringAverage",2011
