"Back9Round1ScoringAverage_RANKTHISWEEK_2014","Back9Round1ScoringAverage_RANKLASTWEEK_2014","Back9Round1ScoringAverage_PLAYERNAME_2014","Back9Round1ScoringAverage__2014","Back9Round1ScoringAverage_AVG_2014","Back9Round1ScoringAverage_TOTALSTROKES_2014","Back9Round1ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Rory McIlroy",NA,34.06,545,16,"Back9Round1ScoringAverage",2014
2,2,"Sergio Garcia",NA,34.53,518,15,"Back9Round1ScoringAverage",2014
3,3,"Jeff Overton",NA,34.65,797,23,"Back9Round1ScoringAverage",2014
4,4,"Zach Johnson",NA,34.68,867,25,"Back9Round1ScoringAverage",2014
5,5,"Matt Kuchar",NA,34.78,800,23,"Back9Round1ScoringAverage",2014
6,6,"Luke Guthrie",NA,34.81,905,26,"Back9Round1ScoringAverage",2014
6,6,"Brooks Koepka",NA,34.81,557,16,"Back9Round1ScoringAverage",2014
8,8,"Andrew Loupe",NA,34.86,732,21,"Back9Round1ScoringAverage",2014
9,9,"Jim Furyk",NA,34.9,698,20,"Back9Round1ScoringAverage",2014
10,10,"Martin Laird",NA,34.95,664,19,"Back9Round1ScoringAverage",2014
11,11,"Ryan Palmer",NA,35,805,23,"Back9Round1ScoringAverage",2014
11,11,"Shawn Stefani",NA,35,595,17,"Back9Round1ScoringAverage",2014
11,11,"Gary Woodland",NA,35,840,24,"Back9Round1ScoringAverage",2014
14,14,"Sangmoon Bae",NA,35.04,841,24,"Back9Round1ScoringAverage",2014
14,14,"Keegan Bradley",NA,35.04,876,25,"Back9Round1ScoringAverage",2014
14,14,"Tim Wilkinson",NA,35.04,841,24,"Back9Round1ScoringAverage",2014
17,17,"Ian Poulter",NA,35.06,561,16,"Back9Round1ScoringAverage",2014
18,18,"Harris English",NA,35.07,947,27,"Back9Round1ScoringAverage",2014
19,19,"Stewart Cink",NA,35.16,879,25,"Back9Round1ScoringAverage",2014
20,20,"Jonathan Byrd",NA,35.17,809,23,"Back9Round1ScoringAverage",2014
20,20,"Charles Howell III",NA,35.17,1020,29,"Back9Round1ScoringAverage",2014
22,22,"Brian Harman",NA,35.19,1126,32,"Back9Round1ScoringAverage",2014
22,22,"Chris Kirk",NA,35.19,950,27,"Back9Round1ScoringAverage",2014
24,24,"Pat Perez",NA,35.2,880,25,"Back9Round1ScoringAverage",2014
25,25,"William McGirt",NA,35.21,1021,29,"Back9Round1ScoringAverage",2014
25,25,"Michael Putnam",NA,35.21,1021,29,"Back9Round1ScoringAverage",2014
25,25,"Tyrone Van Aswegen",NA,35.21,845,24,"Back9Round1ScoringAverage",2014
28,28,"Bill Haas",NA,35.22,951,27,"Back9Round1ScoringAverage",2014
28,28,"Danny Lee",NA,35.22,951,27,"Back9Round1ScoringAverage",2014
30,30,"Martin Flores",NA,35.23,916,26,"Back9Round1ScoringAverage",2014
31,31,"Davis Love III",NA,35.24,740,21,"Back9Round1ScoringAverage",2014
32,32,"Jim Herman",NA,35.25,705,20,"Back9Round1ScoringAverage",2014
33,33,"Cameron Tringale",NA,35.26,1093,31,"Back9Round1ScoringAverage",2014
34,34,"Justin Hicks",NA,35.28,1023,29,"Back9Round1ScoringAverage",2014
35,35,"Kevin Chappell",NA,35.3,953,27,"Back9Round1ScoringAverage",2014
35,35,"Brice Garnett",NA,35.3,953,27,"Back9Round1ScoringAverage",2014
35,35,"Spencer Levin",NA,35.3,706,20,"Back9Round1ScoringAverage",2014
38,38,"Scott Langley",NA,35.32,989,28,"Back9Round1ScoringAverage",2014
38,38,"Brian Stuard",NA,35.32,989,28,"Back9Round1ScoringAverage",2014
38,38,"Jhonattan Vegas",NA,35.32,777,22,"Back9Round1ScoringAverage",2014
41,41,"Hunter Mahan",NA,35.33,848,24,"Back9Round1ScoringAverage",2014
42,42,"Aaron Baddeley",NA,35.35,813,23,"Back9Round1ScoringAverage",2014
42,42,"Chad Campbell",NA,35.35,601,17,"Back9Round1ScoringAverage",2014
42,42,"Tim Clark",NA,35.35,919,26,"Back9Round1ScoringAverage",2014
42,42,"Hideki Matsuyama",NA,35.35,813,23,"Back9Round1ScoringAverage",2014
46,46,"Retief Goosen",NA,35.36,884,25,"Back9Round1ScoringAverage",2014
46,46,"Charley Hoffman",NA,35.36,884,25,"Back9Round1ScoringAverage",2014
46,46,"Heath Slocum",NA,35.36,778,22,"Back9Round1ScoringAverage",2014
49,49,"Jason Kokrak",NA,35.37,672,19,"Back9Round1ScoringAverage",2014
50,50,"Ken Duke",NA,35.38,849,24,"Back9Round1ScoringAverage",2014
50,50,"JB Holmes",NA,35.38,849,24,"Back9Round1ScoringAverage",2014
52,52,"Stuart Appleby",NA,35.39,991,28,"Back9Round1ScoringAverage",2014
52,52,"Erik Compton",NA,35.39,991,28,"Back9Round1ScoringAverage",2014
52,52,"Carl Pettersson",NA,35.39,991,28,"Back9Round1ScoringAverage",2014
55,55,"Will Wilcox",NA,35.4,531,15,"Back9Round1ScoringAverage",2014
56,56,"John Senden",NA,35.41,956,27,"Back9Round1ScoringAverage",2014
56,56,"Michael Thompson",NA,35.41,779,22,"Back9Round1ScoringAverage",2014
58,58,"Ricky Barnes",NA,35.42,921,26,"Back9Round1ScoringAverage",2014
58,58,"Andrew Svoboda",NA,35.42,850,24,"Back9Round1ScoringAverage",2014
60,60,"Marc Leishman",NA,35.43,815,23,"Back9Round1ScoringAverage",2014
61,61,"Hudson Swafford",NA,35.44,886,25,"Back9Round1ScoringAverage",2014
62,62,"Greg Chalmers",NA,35.48,887,25,"Back9Round1ScoringAverage",2014
62,62,"Morgan Hoffmann",NA,35.48,1100,31,"Back9Round1ScoringAverage",2014
62,62,"Wes Roach",NA,35.48,745,21,"Back9Round1ScoringAverage",2014
65,65,"Billy Horschel",NA,35.5,923,26,"Back9Round1ScoringAverage",2014
65,65,"Webb Simpson",NA,35.5,852,24,"Back9Round1ScoringAverage",2014
67,67,"Robert Garrigus",NA,35.52,888,25,"Back9Round1ScoringAverage",2014
67,67,"Ryan Moore",NA,35.52,817,23,"Back9Round1ScoringAverage",2014
67,67,"Vijay Singh",NA,35.52,888,25,"Back9Round1ScoringAverage",2014
67,67,"Scott Stallings",NA,35.52,959,27,"Back9Round1ScoringAverage",2014
67,67,"Chris Stroud",NA,35.52,888,25,"Back9Round1ScoringAverage",2014
72,72,"David Toms",NA,35.53,675,19,"Back9Round1ScoringAverage",2014
73,73,"Kevin Kisner",NA,35.54,924,26,"Back9Round1ScoringAverage",2014
74,74,"Luke Donald",NA,35.56,569,16,"Back9Round1ScoringAverage",2014
74,74,"Matt Jones",NA,35.56,889,25,"Back9Round1ScoringAverage",2014
74,74,"Patrick Reed",NA,35.56,960,27,"Back9Round1ScoringAverage",2014
77,77,"Phil Mickelson",NA,35.57,747,21,"Back9Round1ScoringAverage",2014
78,78,"James Hahn",NA,35.58,925,26,"Back9Round1ScoringAverage",2014
78,78,"Russell Knox",NA,35.58,925,26,"Back9Round1ScoringAverage",2014
80,80,"Seung Yul Noh",NA,35.59,961,27,"Back9Round1ScoringAverage",2014
80,80,"Kyle Stanley",NA,35.59,961,27,"Back9Round1ScoringAverage",2014
80,80,"Camilo Villegas",NA,35.59,1032,29,"Back9Round1ScoringAverage",2014
83,83,"Jordan Spieth",NA,35.62,926,26,"Back9Round1ScoringAverage",2014
83,83,"Brendon Todd",NA,35.62,1033,29,"Back9Round1ScoringAverage",2014
85,85,"Steven Bowditch",NA,35.63,1069,30,"Back9Round1ScoringAverage",2014
85,85,"Trevor Immelman",NA,35.63,962,27,"Back9Round1ScoringAverage",2014
85,85,"Dustin Johnson",NA,35.63,570,16,"Back9Round1ScoringAverage",2014
85,85,"Graeme McDowell",NA,35.63,570,16,"Back9Round1ScoringAverage",2014
85,85,"George McNeill",NA,35.63,855,24,"Back9Round1ScoringAverage",2014
85,85,"Mike Weir",NA,35.63,855,24,"Back9Round1ScoringAverage",2014
85,85,"Charlie Wi",NA,35.63,855,24,"Back9Round1ScoringAverage",2014
92,92,"Jason Day",NA,35.64,499,14,"Back9Round1ScoringAverage",2014
93,93,"Bubba Watson",NA,35.65,713,20,"Back9Round1ScoringAverage",2014
94,94,"Tommy Gainey",NA,35.67,856,24,"Back9Round1ScoringAverage",2014
94,94,"Martin Kaymer",NA,35.67,642,18,"Back9Round1ScoringAverage",2014
96,96,"Brendan Steele",NA,35.68,892,25,"Back9Round1ScoringAverage",2014
97,97,"Matt Every",NA,35.69,928,26,"Back9Round1ScoringAverage",2014
98,98,"John Huh",NA,35.7,964,27,"Back9Round1ScoringAverage",2014
98,98,"Robert Streb",NA,35.7,714,20,"Back9Round1ScoringAverage",2014
100,100,"Henrik Stenson",NA,35.71,500,14,"Back9Round1ScoringAverage",2014
101,101,"Jason Bohn",NA,35.72,893,25,"Back9Round1ScoringAverage",2014
102,102,"JJ Henry",NA,35.73,929,26,"Back9Round1ScoringAverage",2014
102,102,"Billy Hurley III",NA,35.73,929,26,"Back9Round1ScoringAverage",2014
104,104,"Freddie Jacobson",NA,35.74,965,27,"Back9Round1ScoringAverage",2014
105,105,"Paul Casey",NA,35.75,572,16,"Back9Round1ScoringAverage",2014
105,105,"David Hearn",NA,35.75,1001,28,"Back9Round1ScoringAverage",2014
105,105,"Ted Potter Jr",NA,35.75,858,24,"Back9Round1ScoringAverage",2014
108,108,"Bo Van Pelt",NA,35.76,894,25,"Back9Round1ScoringAverage",2014
108,108,"Lee Westwood",NA,35.76,608,17,"Back9Round1ScoringAverage",2014
110,110,"Chad Collins",NA,35.78,966,27,"Back9Round1ScoringAverage",2014
110,110,"Jerry Kelly",NA,35.78,823,23,"Back9Round1ScoringAverage",2014
110,110,"John Peterson",NA,35.78,823,23,"Back9Round1ScoringAverage",2014
110,110,"Justin Rose",NA,35.78,644,18,"Back9Round1ScoringAverage",2014
110,110,"Josh Teater",NA,35.78,966,27,"Back9Round1ScoringAverage",2014
115,115,"Charlie Beljan",NA,35.8,895,25,"Back9Round1ScoringAverage",2014
116,116,"Charl Schwartzel",NA,35.82,609,17,"Back9Round1ScoringAverage",2014
116,116,"Adam Scott",NA,35.82,609,17,"Back9Round1ScoringAverage",2014
116,116,"Boo Weekley",NA,35.82,788,22,"Back9Round1ScoringAverage",2014
119,119,"Ben Curtis",NA,35.83,824,23,"Back9Round1ScoringAverage",2014
119,119,"Graham DeLaet",NA,35.83,824,23,"Back9Round1ScoringAverage",2014
119,119,"Brandt Snedeker",NA,35.83,860,24,"Back9Round1ScoringAverage",2014
119,119,"Nick Watney",NA,35.83,824,23,"Back9Round1ScoringAverage",2014
123,123,"Ben Martin",NA,35.85,932,26,"Back9Round1ScoringAverage",2014
123,123,"Kevin Na",NA,35.85,968,27,"Back9Round1ScoringAverage",2014
123,123,"Daniel Summerhays",NA,35.85,968,27,"Back9Round1ScoringAverage",2014
126,126,"Brian Davis",NA,35.86,1004,28,"Back9Round1ScoringAverage",2014
126,126,"Justin Leonard",NA,35.86,789,22,"Back9Round1ScoringAverage",2014
128,128,"Johnson Wagner",NA,35.87,825,23,"Back9Round1ScoringAverage",2014
129,129,"Brian Gay",NA,35.88,897,25,"Back9Round1ScoringAverage",2014
