"ScramblingfromtheFringe_RANKTHISWEEK_2012","ScramblingfromtheFringe_RANKLASTWEEK_2012","ScramblingfromtheFringe_PLAYERNAME_2012","ScramblingfromtheFringe_ROUNDS_2012","ScramblingfromtheFringe_Pct_2012","ScramblingfromtheFringe_SUCCESSES_2012","ScramblingfromtheFringe_ATTEMPTS_2012","stat_name","year"
46,46,"Tim Clark",60,91.11,41,45,"ScramblingfromtheFringe",2012
46,46,"Ken Duke",104,91.11,82,90,"ScramblingfromtheFringe",2012
48,48,"Marc Leishman",84,91.07,51,56,"ScramblingfromtheFringe",2012
48,48,"Bill Lunde",83,91.07,51,56,"ScramblingfromtheFringe",2012
48,48,"Kyle Reifers",86,91.07,51,56,"ScramblingfromtheFringe",2012
51,51,"Sean OHair",84,91.04,61,67,"ScramblingfromtheFringe",2012
52,52,"Padraig Harrington",67,90.91,30,33,"ScramblingfromtheFringe",2012
52,52,"Kevin Na",80,90.91,50,55,"ScramblingfromtheFringe",2012
54,54,"William McGirt",96,90.77,59,65,"ScramblingfromtheFringe",2012
54,54,"Seung Yul Noh",105,90.77,59,65,"ScramblingfromtheFringe",2012
56,56,"Derek Lamely",64,90.74,49,54,"ScramblingfromtheFringe",2012
57,57,"Bud Cauley",99,90.7,78,86,"ScramblingfromtheFringe",2012
58,58,"Cameron Tringale",88,90.67,68,75,"ScramblingfromtheFringe",2012
59,59,"Kris Blanks",65,90.48,38,42,"ScramblingfromtheFringe",2012
59,59,"Jason Kokrak",79,90.48,57,63,"ScramblingfromtheFringe",2012
59,59,"Dicky Pride",62,90.48,38,42,"ScramblingfromtheFringe",2012
62,62,"Scott Brown",65,90.38,47,52,"ScramblingfromtheFringe",2012
63,63,"Graeme McDowell",55,90.32,28,31,"ScramblingfromtheFringe",2012
64,64,"Martin Laird",77,90.24,37,41,"ScramblingfromtheFringe",2012
65,65,"Alexandre Rocha",62,90.2,46,51,"ScramblingfromtheFringe",2012
66,66,"Charlie Wi",86,90.16,55,61,"ScramblingfromtheFringe",2012
67,67,"Martin Flores",95,90.14,64,71,"ScramblingfromtheFringe",2012
68,68,"Greg Chalmers",88,90,45,50,"ScramblingfromtheFringe",2012
68,68,"Stewart Cink",71,90,45,50,"ScramblingfromtheFringe",2012
68,68,"Brian Harman",101,90,72,80,"ScramblingfromtheFringe",2012
68,68,"Charley Hoffman",88,90,63,70,"ScramblingfromtheFringe",2012
68,68,"Rocco Mediate",70,90,36,40,"ScramblingfromtheFringe",2012
73,73,"Jeff Overton",101,89.89,80,89,"ScramblingfromtheFringe",2012
74,74,"Colt Knost",79,89.83,53,59,"ScramblingfromtheFringe",2012
75,75,"Ben Crane",73,89.74,35,39,"ScramblingfromtheFringe",2012
75,75,"Phil Mickelson",79,89.74,35,39,"ScramblingfromtheFringe",2012
77,77,"Blake Adams",107,89.71,61,68,"ScramblingfromtheFringe",2012
78,78,"Richard Lee",71,89.66,26,29,"ScramblingfromtheFringe",2012
78,78,"Ryan Palmer",81,89.66,52,58,"ScramblingfromtheFringe",2012
78,78,"Henrik Stenson",51,89.66,26,29,"ScramblingfromtheFringe",2012
81,81,"Charlie Beljan",61,89.58,43,48,"ScramblingfromtheFringe",2012
81,81,"Matt Every",80,89.58,43,48,"ScramblingfromtheFringe",2012
81,81,"Billy Horschel",63,89.58,43,48,"ScramblingfromtheFringe",2012
81,81,"Tom Pernice Jr",62,89.58,43,48,"ScramblingfromtheFringe",2012
85,85,"Rory McIlroy",60,89.47,34,38,"ScramblingfromtheFringe",2012
86,86,"John Senden",81,89.36,42,47,"ScramblingfromtheFringe",2012
87,87,"Kevin Chappell",91,88.89,40,45,"ScramblingfromtheFringe",2012
87,87,"Bill Haas",79,88.89,40,45,"ScramblingfromtheFringe",2012
87,87,"Tim Herron",88,88.89,64,72,"ScramblingfromtheFringe",2012
87,87,"Andres Romero",68,88.89,40,45,"ScramblingfromtheFringe",2012
91,91,"Billy Mayfair",90,88.73,63,71,"ScramblingfromtheFringe",2012
91,91,"Pat Perez",81,88.73,63,71,"ScramblingfromtheFringe",2012
93,93,"Gary Christian",91,88.61,70,79,"ScramblingfromtheFringe",2012
94,94,"Matt Jones",53,88.57,31,35,"ScramblingfromtheFringe",2012
95,95,"Chad Campbell",84,88.33,53,60,"ScramblingfromtheFringe",2012
95,95,"Troy Kelly",68,88.33,53,60,"ScramblingfromtheFringe",2012
97,97,"Vijay Singh",99,88.31,68,77,"ScramblingfromtheFringe",2012
98,98,"Kevin Kisner",69,88,44,50,"ScramblingfromtheFringe",2012
99,99,"Jerry Kelly",84,87.93,51,58,"ScramblingfromtheFringe",2012
100,100,"Graham DeLaet",79,87.72,50,57,"ScramblingfromtheFringe",2012
100,100,"Brendan Steele",77,87.72,50,57,"ScramblingfromtheFringe",2012
100,100,"Brendon Todd",78,87.72,50,57,"ScramblingfromtheFringe",2012
103,103,"Ricky Barnes",92,87.67,64,73,"ScramblingfromtheFringe",2012
103,103,"JJ Henry",93,87.67,64,73,"ScramblingfromtheFringe",2012
103,103,"John Huh",99,87.67,64,73,"ScramblingfromtheFringe",2012
106,106,"Jonas Blixt",72,87.5,42,48,"ScramblingfromtheFringe",2012
106,106,"Angel Cabrera",54,87.5,21,24,"ScramblingfromtheFringe",2012
106,106,"Harris English",98,87.5,49,56,"ScramblingfromtheFringe",2012
106,106,"David Mathis",83,87.5,63,72,"ScramblingfromtheFringe",2012
106,106,"Nick OHern",78,87.5,49,56,"ScramblingfromtheFringe",2012
106,106,"Chez Reavie",83,87.5,49,56,"ScramblingfromtheFringe",2012
106,106,"Justin Rose",69,87.5,28,32,"ScramblingfromtheFringe",2012
106,106,"Patrick Sheehan",58,87.5,42,48,"ScramblingfromtheFringe",2012
114,114,"Chris Kirk",93,87.34,69,79,"ScramblingfromtheFringe",2012
115,115,"George McNeill",85,87.3,55,63,"ScramblingfromtheFringe",2012
116,116,"Mark Anderson",75,87.23,41,47,"ScramblingfromtheFringe",2012
117,117,"James Driscoll",83,87.1,54,62,"ScramblingfromtheFringe",2012
118,118,"Chris Couch",61,87.04,47,54,"ScramblingfromtheFringe",2012
119,119,"Brian Davis",91,86.96,60,69,"ScramblingfromtheFringe",2012
120,120,"Ian Poulter",57,86.84,33,38,"ScramblingfromtheFringe",2012
121,121,"Nick Watney",97,86.79,46,53,"ScramblingfromtheFringe",2012
122,122,"Rickie Fowler",84,86.67,39,45,"ScramblingfromtheFringe",2012
122,122,"Mark Wilson",84,86.67,39,45,"ScramblingfromtheFringe",2012
124,124,"Russell Knox",72,86.44,51,59,"ScramblingfromtheFringe",2012
125,125,"Rory Sabbatini",84,86.42,70,81,"ScramblingfromtheFringe",2012
126,126,"Robert Garrigus",89,86.15,56,65,"ScramblingfromtheFringe",2012
127,127,"Bobby Gates",87,86.11,62,72,"ScramblingfromtheFringe",2012
128,128,"Robert Allenby",76,85.94,55,64,"ScramblingfromtheFringe",2012
129,129,"Charles Howell III",98,85.71,48,56,"ScramblingfromtheFringe",2012
129,129,"Davis Love III",64,85.71,42,49,"ScramblingfromtheFringe",2012
129,129,"David Toms",60,85.71,24,28,"ScramblingfromtheFringe",2012
132,132,"Ernie Els",80,85.48,53,62,"ScramblingfromtheFringe",2012
132,132,"Spencer Levin",81,85.48,53,62,"ScramblingfromtheFringe",2012
134,134,"Marco Dawson",60,85.42,41,48,"ScramblingfromtheFringe",2012
135,135,"Bubba Watson",68,85.29,29,34,"ScramblingfromtheFringe",2012
136,136,"Carl Pettersson",92,85.25,52,61,"ScramblingfromtheFringe",2012
137,137,"Sung Kang",75,85.19,46,54,"ScramblingfromtheFringe",2012
137,137,"Jimmy Walker",101,85.19,46,54,"ScramblingfromtheFringe",2012
139,139,"Trevor Immelman",76,85.11,40,47,"ScramblingfromtheFringe",2012
140,140,"YE Yang",64,84.78,39,46,"ScramblingfromtheFringe",2012
141,141,"Daniel Summerhays",81,84.75,50,59,"ScramblingfromtheFringe",2012
142,142,"Erik Compton",81,84.72,61,72,"ScramblingfromtheFringe",2012
143,143,"Billy Hurley III",70,84.62,55,65,"ScramblingfromtheFringe",2012
143,143,"Roland Thatcher",55,84.62,33,39,"ScramblingfromtheFringe",2012
143,143,"DJ Trahan",73,84.62,44,52,"ScramblingfromtheFringe",2012
143,143,"Gary Woodland",70,84.62,33,39,"ScramblingfromtheFringe",2012
147,147,"JJ Killeen",101,84.52,71,84,"ScramblingfromtheFringe",2012
148,148,"Stuart Appleby",75,84.38,54,64,"ScramblingfromtheFringe",2012
149,149,"Troy Matteson",100,84.21,64,76,"ScramblingfromtheFringe",2012
149,149,"John Merrick",83,84.21,48,57,"ScramblingfromtheFringe",2012
151,151,"Steve Wheatcroft",56,84.09,37,44,"ScramblingfromtheFringe",2012
152,152,"Tommy Gainey",98,84.04,79,94,"ScramblingfromtheFringe",2012
153,153,"Heath Slocum",93,83.95,68,81,"ScramblingfromtheFringe",2012
154,154,"Brandt Jobe",57,83.72,36,43,"ScramblingfromtheFringe",2012
155,155,"Mathew Goggin",65,83.67,41,49,"ScramblingfromtheFringe",2012
156,156,"Arjun Atwal",79,83.33,55,66,"ScramblingfromtheFringe",2012
156,156,"Miguel Angel Carballo",73,83.33,40,48,"ScramblingfromtheFringe",2012
156,156,"Garth Mulroy",59,83.33,30,36,"ScramblingfromtheFringe",2012
156,156,"DA Points",88,83.33,55,66,"ScramblingfromtheFringe",2012
160,160,"Michael Bradley",63,82.98,39,47,"ScramblingfromtheFringe",2012
161,161,"Will Claxton",99,82.86,58,70,"ScramblingfromtheFringe",2012
162,162,"Jason Bohn",81,82.81,53,64,"ScramblingfromtheFringe",2012
163,163,"Chris DiMarco",83,82.43,61,74,"ScramblingfromtheFringe",2012
164,164,"Gavin Coles",72,82.35,42,51,"ScramblingfromtheFringe",2012
164,164,"Hunter Haas",69,82.35,42,51,"ScramblingfromtheFringe",2012
166,166,"Matt Kuchar",86,82.14,46,56,"ScramblingfromtheFringe",2012
167,167,"Jeff Maggert",83,82.09,55,67,"ScramblingfromtheFringe",2012
168,168,"Jason Day",57,82.05,32,39,"ScramblingfromtheFringe",2012
169,169,"Matt Bettencourt",80,81.97,50,61,"ScramblingfromtheFringe",2012
169,169,"Vaughn Taylor",81,81.97,50,61,"ScramblingfromtheFringe",2012
171,171,"Jason Dufner",83,81.82,36,44,"ScramblingfromtheFringe",2012
172,172,"Kevin Stadler",85,81.69,58,71,"ScramblingfromtheFringe",2012
173,173,"Ted Potter Jr",77,81.36,48,59,"ScramblingfromtheFringe",2012
174,174,"Josh Teater",97,81.33,61,75,"ScramblingfromtheFringe",2012
175,175,"Tommy Biershenk",74,80.95,51,63,"ScramblingfromtheFringe",2012
176,176,"KJ Choi",71,80.77,42,52,"ScramblingfromtheFringe",2012
176,176,"Lee Westwood",60,80.77,21,26,"ScramblingfromtheFringe",2012
178,178,"Boo Weekley",74,80.39,41,51,"ScramblingfromtheFringe",2012
179,179,"Roberto Castro",92,80.36,45,56,"ScramblingfromtheFringe",2012
180,180,"Jhonattan Vegas",77,80.33,49,61,"ScramblingfromtheFringe",2012
181,181,"Kyle Thompson",51,79.41,27,34,"ScramblingfromtheFringe",2012
182,182,"Daniel Chopra",55,79.31,23,29,"ScramblingfromtheFringe",2012
183,183,"Edward Loar",59,79.07,34,43,"ScramblingfromtheFringe",2012
184,184,"JB Holmes",90,79.03,49,62,"ScramblingfromtheFringe",2012
185,185,"Camilo Villegas",79,78.87,56,71,"ScramblingfromtheFringe",2012
186,186,"Greg Owen",90,77.36,41,53,"ScramblingfromtheFringe",2012
187,187,"Robert Karlsson",54,76.32,29,38,"ScramblingfromtheFringe",2012
188,188,"Stephen Gangluff",57,76,38,50,"ScramblingfromtheFringe",2012
189,189,"Danny Lee",74,75.47,40,53,"ScramblingfromtheFringe",2012
190,190,"Cameron Beckman",81,75,45,60,"ScramblingfromtheFringe",2012
191,191,"Ryo Ishikawa",54,74.07,20,27,"ScramblingfromtheFringe",2012
