"FirstTeeEarlyScoringAverage_RANKTHISWEEK_2013","FirstTeeEarlyScoringAverage_RANKLASTWEEK_2013","FirstTeeEarlyScoringAverage_PLAYERNAME_2013","FirstTeeEarlyScoringAverage_ROUNDS_2013","FirstTeeEarlyScoringAverage_AVG_2013","FirstTeeEarlyScoringAverage_TOTALSTROKES_2013","FirstTeeEarlyScoringAverage_TOTEARLYRDS1STTEE_2013","stat_name","year"
141,141,"Padraig Harrington",52,71.71,1219,17,"FirstTeeEarlyScoringAverage",2013
141,141,"Mike Weir",60,71.71,1219,17,"FirstTeeEarlyScoringAverage",2013
143,143,"DA Points",87,71.75,2296,32,"FirstTeeEarlyScoringAverage",2013
144,144,"Charlie Beljan",62,71.77,1579,22,"FirstTeeEarlyScoringAverage",2013
144,144,"Greg Chalmers",77,71.77,1579,22,"FirstTeeEarlyScoringAverage",2013
146,146,"Richard Lee",81,71.78,1938,27,"FirstTeeEarlyScoringAverage",2013
147,147,"Steven Bowditch",67,71.79,1364,19,"FirstTeeEarlyScoringAverage",2013
148,148,"Rod Pampling",46,71.81,1149,16,"FirstTeeEarlyScoringAverage",2013
149,149,"Graeme McDowell",53,71.82,790,11,"FirstTeeEarlyScoringAverage",2013
150,150,"Carl Pettersson",82,71.83,3017,42,"FirstTeeEarlyScoringAverage",2013
151,151,"Seung Yul Noh",71,71.85,1437,20,"FirstTeeEarlyScoringAverage",2013
152,152,"Brian Gay",79,71.86,2587,36,"FirstTeeEarlyScoringAverage",2013
152,152,"Mark Wilson",56,71.86,1006,14,"FirstTeeEarlyScoringAverage",2013
154,154,"Trevor Immelman",73,71.88,1869,26,"FirstTeeEarlyScoringAverage",2013
154,154,"Scott Langley",79,71.88,1797,25,"FirstTeeEarlyScoringAverage",2013
154,154,"Michael Thompson",66,71.88,1725,24,"FirstTeeEarlyScoringAverage",2013
157,157,"Shawn Stefani",63,71.91,1582,22,"FirstTeeEarlyScoringAverage",2013
158,158,"David Toms",49,71.92,863,12,"FirstTeeEarlyScoringAverage",2013
159,159,"Bo Van Pelt",72,71.93,2014,28,"FirstTeeEarlyScoringAverage",2013
160,160,"Robert Garrigus",69,71.96,1655,23,"FirstTeeEarlyScoringAverage",2013
161,161,"Justin Bolli",59,72,1080,15,"FirstTeeEarlyScoringAverage",2013
161,161,"Bud Cauley",67,72,1368,19,"FirstTeeEarlyScoringAverage",2013
161,161,"John Rollins",77,72,1152,16,"FirstTeeEarlyScoringAverage",2013
164,164,"Scott Gardiner",61,72.05,1441,20,"FirstTeeEarlyScoringAverage",2013
165,165,"Colt Knost",69,72.12,1803,25,"FirstTeeEarlyScoringAverage",2013
166,166,"Tommy Gainey",84,72.13,1659,23,"FirstTeeEarlyScoringAverage",2013
167,167,"Josh Teater",86,72.14,2092,29,"FirstTeeEarlyScoringAverage",2013
168,168,"Martin Kaymer",61,72.25,1445,20,"FirstTeeEarlyScoringAverage",2013
169,169,"Sean OHair",56,72.33,1085,15,"FirstTeeEarlyScoringAverage",2013
169,169,"Scott Stallings",79,72.33,2170,30,"FirstTeeEarlyScoringAverage",2013
171,171,"Eric Meierdierks",48,72.36,796,11,"FirstTeeEarlyScoringAverage",2013
172,172,"Ben Curtis",59,72.45,1449,20,"FirstTeeEarlyScoringAverage",2013
173,173,"Kyle Stanley",71,72.47,1377,19,"FirstTeeEarlyScoringAverage",2013
174,174,"Nicolas Colsaerts",50,72.55,798,11,"FirstTeeEarlyScoringAverage",2013
175,175,"Casey Wittenberg",72,72.6,1452,20,"FirstTeeEarlyScoringAverage",2013
176,176,"Geoff Ogilvy",57,72.61,1670,23,"FirstTeeEarlyScoringAverage",2013
177,177,"Derek Ernst",58,72.65,1235,17,"FirstTeeEarlyScoringAverage",2013
178,178,"Lucas Glover",65,72.94,1240,17,"FirstTeeEarlyScoringAverage",2013
179,179,"Michael Bradley",56,73.24,1245,17,"FirstTeeEarlyScoringAverage",2013
180,180,"Bobby Gates",49,73.5,588,8,"FirstTeeEarlyScoringAverage",2013
