"Scrambling2030ydsRTPScore_RANKTHISWEEK_2007","Scrambling2030ydsRTPScore_RANKLASTWEEK_2007","Scrambling2030ydsRTPScore_PLAYERNAME_2007","Scrambling2030ydsRTPScore_ROUNDS_2007","Scrambling2030ydsRTPScore_AVGRTP_2007","Scrambling2030ydsRTPScore_TOTALHOLES_2007","Scrambling2030ydsRTPScore_TOTALRTP_2007","stat_name","year"
1,1,"Chris Riley",59,0.29,69,20,"Scrambling2030ydsRTPScore",2007
2,2,"Stephen Ames",81,0.351,57,20,"Scrambling2030ydsRTPScore",2007
3,3,"Matt Kuchar",85,0.354,79,28,"Scrambling2030ydsRTPScore",2007
4,4,"Mark Brooks",53,0.366,41,15,"Scrambling2030ydsRTPScore",2007
5,5,"Phil Mickelson",73,0.367,60,22,"Scrambling2030ydsRTPScore",2007
5,5,"Heath Slocum",101,0.367,90,33,"Scrambling2030ydsRTPScore",2007
7,7,"Tom Pernice Jr",104,0.368,95,35,"Scrambling2030ydsRTPScore",2007
8,8,"Tim Petrovic",106,0.375,112,42,"Scrambling2030ydsRTPScore",2007
9,9,"Zach Johnson",76,0.377,61,23,"Scrambling2030ydsRTPScore",2007
10,10,"Ernie Els",59,0.381,42,16,"Scrambling2030ydsRTPScore",2007
11,11,"Padraig Harrington",64,0.387,62,24,"Scrambling2030ydsRTPScore",2007
12,12,"Justin Rose",63,0.39,41,16,"Scrambling2030ydsRTPScore",2007
13,13,"Geoff Ogilvy",84,0.394,66,26,"Scrambling2030ydsRTPScore",2007
14,14,"Jim Furyk",84,0.397,58,23,"Scrambling2030ydsRTPScore",2007
15,15,"Mike Weir",82,0.4,70,28,"Scrambling2030ydsRTPScore",2007
16,16,"Nick Watney",87,0.403,72,29,"Scrambling2030ydsRTPScore",2007
17,17,"Michael Sim",52,0.408,49,20,"Scrambling2030ydsRTPScore",2007
18,18,"Ryuji Imada",104,0.409,110,45,"Scrambling2030ydsRTPScore",2007
19,19,"Brandt Snedeker",105,0.415,82,34,"Scrambling2030ydsRTPScore",2007
20,20,"Arron Oberholser",69,0.418,55,23,"Scrambling2030ydsRTPScore",2007
21,21,"Jaco Van Zyl",51,0.422,45,19,"Scrambling2030ydsRTPScore",2007
22,22,"Jason Dufner",100,0.436,117,51,"Scrambling2030ydsRTPScore",2007
23,23,"Peter Lonard",85,0.444,99,44,"Scrambling2030ydsRTPScore",2007
23,23,"Parker McLachlin",83,0.444,117,52,"Scrambling2030ydsRTPScore",2007
25,25,"Cameron Beckman",96,0.446,92,41,"Scrambling2030ydsRTPScore",2007
26,26,"Jose Coceres",50,0.447,38,17,"Scrambling2030ydsRTPScore",2007
26,26,"Charles Howell III",89,0.447,76,34,"Scrambling2030ydsRTPScore",2007
28,28,"Ian Poulter",63,0.449,49,22,"Scrambling2030ydsRTPScore",2007
28,28,"Steve Stricker",81,0.449,69,31,"Scrambling2030ydsRTPScore",2007
30,30,"Craig Barlow",52,0.452,31,14,"Scrambling2030ydsRTPScore",2007
30,30,"Charlie Wi",90,0.452,84,38,"Scrambling2030ydsRTPScore",2007
32,32,"Steve Elkington",87,0.455,88,40,"Scrambling2030ydsRTPScore",2007
32,32,"Anthony Kim",93,0.455,77,35,"Scrambling2030ydsRTPScore",2007
34,34,"Craig Bowden",78,0.456,68,31,"Scrambling2030ydsRTPScore",2007
34,34,"Luke Donald",69,0.456,57,26,"Scrambling2030ydsRTPScore",2007
34,34,"Mathew Goggin",97,0.456,114,52,"Scrambling2030ydsRTPScore",2007
37,37,"Tim Clark",66,0.457,46,21,"Scrambling2030ydsRTPScore",2007
37,37,"Tim Herron",98,0.457,92,42,"Scrambling2030ydsRTPScore",2007
39,39,"Cliff Kresge",107,0.458,118,54,"Scrambling2030ydsRTPScore",2007
39,39,"Shigeki Maruyama",84,0.458,96,44,"Scrambling2030ydsRTPScore",2007
39,39,"Carl Pettersson",111,0.458,96,44,"Scrambling2030ydsRTPScore",2007
42,42,"Stewart Cink",91,0.459,85,39,"Scrambling2030ydsRTPScore",2007
42,42,"Rory Sabbatini",81,0.459,74,34,"Scrambling2030ydsRTPScore",2007
44,44,"Adam Scott",69,0.46,50,23,"Scrambling2030ydsRTPScore",2007
45,45,"Brian Davis",101,0.462,91,42,"Scrambling2030ydsRTPScore",2007
45,45,"Paul Stankowski",52,0.462,52,24,"Scrambling2030ydsRTPScore",2007
47,47,"Brian Gay",107,0.464,110,51,"Scrambling2030ydsRTPScore",2007
48,48,"Stuart Appleby",74,0.466,58,27,"Scrambling2030ydsRTPScore",2007
48,48,"Kent Jones",97,0.466,116,54,"Scrambling2030ydsRTPScore",2007
48,48,"Shaun Micheel",91,0.466,73,34,"Scrambling2030ydsRTPScore",2007
51,51,"Fred Funk",65,0.467,60,28,"Scrambling2030ydsRTPScore",2007
52,52,"KJ Choi",87,0.468,79,37,"Scrambling2030ydsRTPScore",2007
52,52,"Sergio Garcia",68,0.468,47,22,"Scrambling2030ydsRTPScore",2007
54,54,"Kevin Na",84,0.47,115,54,"Scrambling2030ydsRTPScore",2007
55,55,"Corey Pavin",81,0.471,87,41,"Scrambling2030ydsRTPScore",2007
55,55,"Mark Wilson",87,0.471,87,41,"Scrambling2030ydsRTPScore",2007
57,57,"JP Hayes",89,0.475,80,38,"Scrambling2030ydsRTPScore",2007
57,57,"John Rollins",102,0.475,99,47,"Scrambling2030ydsRTPScore",2007
59,59,"Tripp Isenhour",86,0.476,103,49,"Scrambling2030ydsRTPScore",2007
59,59,"Frank Lickliter II",95,0.476,84,40,"Scrambling2030ydsRTPScore",2007
61,61,"Jason Schultz",63,0.477,65,31,"Scrambling2030ydsRTPScore",2007
61,61,"Jeff Sluman",60,0.477,44,21,"Scrambling2030ydsRTPScore",2007
63,63,"Doug LaBelle II",104,0.478,113,54,"Scrambling2030ydsRTPScore",2007
63,63,"John Mallinger",96,0.478,92,44,"Scrambling2030ydsRTPScore",2007
65,65,"Scott Verplank",82,0.481,54,26,"Scrambling2030ydsRTPScore",2007
66,66,"Rod Pampling",92,0.483,87,42,"Scrambling2030ydsRTPScore",2007
67,67,"David Toms",80,0.484,62,30,"Scrambling2030ydsRTPScore",2007
68,68,"Aaron Baddeley",83,0.487,76,37,"Scrambling2030ydsRTPScore",2007
68,68,"Tom Byrum",50,0.487,39,19,"Scrambling2030ydsRTPScore",2007
70,70,"Brian Bateman",55,0.488,43,21,"Scrambling2030ydsRTPScore",2007
70,70,"Troy Matteson",87,0.488,86,42,"Scrambling2030ydsRTPScore",2007
72,72,"Craig Lile",77,0.489,90,44,"Scrambling2030ydsRTPScore",2007
73,73,"Marco Dawson",73,0.493,75,37,"Scrambling2030ydsRTPScore",2007
74,74,"Daniel Chopra",106,0.495,97,48,"Scrambling2030ydsRTPScore",2007
