"Approachesfrom150175yards_RANKTHISWEEK_2008","Approachesfrom150175yards_RANKLASTWEEK_2008","Approachesfrom150175yards_PLAYERNAME_2008","Approachesfrom150175yards_ROUNDS_2008","Approachesfrom150175yards_AVG_2008","Approachesfrom150175yards_TOTALDISTANCEFEET_2008","Approachesfrom150175yards_OFATTEMPTS_2008","Approachesfrom150175yards_RELATIVETOPAR_2008","stat_name","year"
1,1,"Alex Cejka",75,NA,4438.833,184,-11,"Approachesfrom150175yards",2008
2,2,"Tim Clark",90,NA,4779.833,194,-13,"Approachesfrom150175yards",2008
3,3,"Bob Tway",70,NA,4652.5,183,-20,"Approachesfrom150175yards",2008
4,4,"Scott Verplank",82,NA,5249.917,206,1,"Approachesfrom150175yards",2008
4,4,"Bubba Watson",97,NA,4584.833,180,-16,"Approachesfrom150175yards",2008
6,6,"Lee Janzen",89,NA,5913.25,231,-9,"Approachesfrom150175yards",2008
7,7,"Tommy Gainey",60,NA,2947.333,115,-7,"Approachesfrom150175yards",2008
7,7,"Kenny Perry",97,NA,6709.583,261,-22,"Approachesfrom150175yards",2008
9,9,"Tom Lehman",51,NA,2911.167,113,0,"Approachesfrom150175yards",2008
10,10,"Bart Bryant",81,NA,5120,198,-15,"Approachesfrom150175yards",2008
10,10,"Marco Dawson",64,NA,4024.25,156,-9,"Approachesfrom150175yards",2008
12,12,"Stephen Ames",83,NA,4641.583,179,-16,"Approachesfrom150175yards",2008
12,12,"Briny Baird",113,NA,7486.083,289,-8,"Approachesfrom150175yards",2008
12,12,"Lucas Glover",91,NA,6479.75,250,-19,"Approachesfrom150175yards",2008
15,15,"Robert Allenby",108,NA,7244.583,279,-25,"Approachesfrom150175yards",2008
15,15,"Freddie Jacobson",78,NA,4700.917,181,-14,"Approachesfrom150175yards",2008
17,17,"Woody Austin",109,NA,6280.25,241,-1,"Approachesfrom150175yards",2008
18,18,"Dean Wilson",109,NA,7039.417,269,-27,"Approachesfrom150175yards",2008
19,19,"Rory Sabbatini",77,NA,4862.583,185,-17,"Approachesfrom150175yards",2008
20,20,"Sergio Garcia",72,NA,4527.917,172,-4,"Approachesfrom150175yards",2008
20,20,"John Huston",56,NA,3927.25,149,-15,"Approachesfrom150175yards",2008
