"ScramblingfromtheRough_RANKTHISWEEK_2012","ScramblingfromtheRough_RANKLASTWEEK_2012","ScramblingfromtheRough_PLAYERNAME_2012","ScramblingfromtheRough_ROUNDS_2012","ScramblingfromtheRough_Pct_2012","ScramblingfromtheRough_SUCCESSES_2012","ScramblingfromtheRough_ATTEMPTS_2012","stat_name","year"
1,1,"Luke Donald",63,69.39,68,98,"ScramblingfromtheRough",2012
2,2,"David Toms",60,67.68,67,99,"ScramblingfromtheRough",2012
3,3,"Matt Kuchar",86,66.04,105,159,"ScramblingfromtheRough",2012
4,4,"Justin Rose",69,65.49,74,113,"ScramblingfromtheRough",2012
5,5,"Brandt Snedeker",81,65.1,125,192,"ScramblingfromtheRough",2012
6,6,"Zach Johnson",95,64.25,124,193,"ScramblingfromtheRough",2012
7,7,"Jason Day",57,63.93,78,122,"ScramblingfromtheRough",2012
8,8,"Geoff Ogilvy",73,63.19,103,163,"ScramblingfromtheRough",2012
9,9,"Bryce Molder",83,62.86,88,140,"ScramblingfromtheRough",2012
10,10,"Bob Estes",78,62.5,100,160,"ScramblingfromtheRough",2012
11,11,"Brian Davis",91,61.9,117,189,"ScramblingfromtheRough",2012
12,12,"Ernie Els",80,61.65,82,133,"ScramblingfromtheRough",2012
13,13,"Jeff Maggert",83,61.58,117,190,"ScramblingfromtheRough",2012
14,14,"Chris Couch",61,61.54,80,130,"ScramblingfromtheRough",2012
14,14,"Dustin Johnson",70,61.54,96,156,"ScramblingfromtheRough",2012
16,16,"Tiger Woods",69,61.32,65,106,"ScramblingfromtheRough",2012
17,17,"Gavin Coles",72,61.29,95,155,"ScramblingfromtheRough",2012
18,18,"Brandt Jobe",57,60.82,59,97,"ScramblingfromtheRough",2012
19,19,"Brian Gay",91,60.4,122,202,"ScramblingfromtheRough",2012
20,20,"John Rollins",81,60.39,93,154,"ScramblingfromtheRough",2012
21,21,"Charlie Wi",86,59.91,139,232,"ScramblingfromtheRough",2012
22,22,"Kevin Na",80,59.9,118,197,"ScramblingfromtheRough",2012
23,23,"Pat Perez",81,59.78,107,179,"ScramblingfromtheRough",2012
24,24,"Cameron Tringale",88,59.76,101,169,"ScramblingfromtheRough",2012
25,25,"Greg Chalmers",88,59.7,120,201,"ScramblingfromtheRough",2012
26,26,"Vijay Singh",99,59.69,114,191,"ScramblingfromtheRough",2012
27,27,"Rory McIlroy",60,59.6,59,99,"ScramblingfromtheRough",2012
28,28,"Rory Sabbatini",84,59.5,119,200,"ScramblingfromtheRough",2012
28,28,"Steve Stricker",73,59.5,72,121,"ScramblingfromtheRough",2012
30,30,"Phil Mickelson",79,59.46,88,148,"ScramblingfromtheRough",2012
31,31,"Danny Lee",74,59.44,85,143,"ScramblingfromtheRough",2012
32,32,"Jason Dufner",83,59.32,70,118,"ScramblingfromtheRough",2012
33,33,"Scott Piercy",95,59.31,121,204,"ScramblingfromtheRough",2012
34,34,"Aaron Baddeley",73,59.26,96,162,"ScramblingfromtheRough",2012
35,35,"Jonas Blixt",72,59.2,103,174,"ScramblingfromtheRough",2012
36,36,"Roberto Castro",92,58.74,84,143,"ScramblingfromtheRough",2012
37,37,"JJ Killeen",101,58.69,125,213,"ScramblingfromtheRough",2012
38,38,"Charles Howell III",98,58.58,99,169,"ScramblingfromtheRough",2012
39,39,"Billy Mayfair",90,58.41,125,214,"ScramblingfromtheRough",2012
40,40,"Billy Horschel",63,58.33,63,108,"ScramblingfromtheRough",2012
40,40,"Louis Oosthuizen",65,58.33,56,96,"ScramblingfromtheRough",2012
40,40,"Webb Simpson",77,58.33,84,144,"ScramblingfromtheRough",2012
43,43,"John Senden",81,58.27,81,139,"ScramblingfromtheRough",2012
44,44,"Nathan Green",73,58.26,67,115,"ScramblingfromtheRough",2012
45,45,"Mark Wilson",84,58.24,106,182,"ScramblingfromtheRough",2012
46,46,"Brian Harman",101,57.87,125,216,"ScramblingfromtheRough",2012
47,47,"Spencer Levin",81,57.84,107,185,"ScramblingfromtheRough",2012
48,48,"Ryan Palmer",81,57.81,111,192,"ScramblingfromtheRough",2012
49,49,"Kevin Streelman",89,57.74,97,168,"ScramblingfromtheRough",2012
50,50,"Ian Poulter",57,57.61,53,92,"ScramblingfromtheRough",2012
51,51,"Chris Stroud",86,57.58,114,198,"ScramblingfromtheRough",2012
52,52,"Matt Every",80,57.42,89,155,"ScramblingfromtheRough",2012
53,53,"Bud Cauley",99,57.32,137,239,"ScramblingfromtheRough",2012
54,54,"Ted Potter Jr",77,57.3,102,178,"ScramblingfromtheRough",2012
55,55,"Ryo Ishikawa",54,57.28,59,103,"ScramblingfromtheRough",2012
56,56,"Bubba Watson",68,57.25,75,131,"ScramblingfromtheRough",2012
