"FirstTeeLateRound3ScoringAverage_RANKTHISWEEK_2008","FirstTeeLateRound3ScoringAverage_RANKLASTWEEK_2008","FirstTeeLateRound3ScoringAverage_PLAYERNAME_2008","FirstTeeLateRound3ScoringAverage__2008","FirstTeeLateRound3ScoringAverage_AVG_2008","FirstTeeLateRound3ScoringAverage_TOTALSTROKES_2008","FirstTeeLateRound3ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Tommy Gainey",NA,66,66,1,"FirstTeeLateRound3ScoringAverage",2008
2,2,"Billy Andrade",NA,67,67,1,"FirstTeeLateRound3ScoringAverage",2008
3,3,"Brenden Pappas",NA,67.67,203,3,"FirstTeeLateRound3ScoringAverage",2008
4,4,"Greg Kraft",NA,68,340,5,"FirstTeeLateRound3ScoringAverage",2008
5,5,"Chris DiMarco",NA,68.25,273,4,"FirstTeeLateRound3ScoringAverage",2008
6,6,"Will Ma Kenzie",NA,68.5,137,2,"FirstTeeLateRound3ScoringAverage",2008
7,7,"Rich Beem",NA,68.67,206,3,"FirstTeeLateRound3ScoringAverage",2008
7,7,"Daniel Chopra",NA,68.67,412,6,"FirstTeeLateRound3ScoringAverage",2008
9,9,"JP Hayes",NA,68.75,275,4,"FirstTeeLateRound3ScoringAverage",2008
10,10,"Scott Sterling",NA,68.8,344,5,"FirstTeeLateRound3ScoringAverage",2008
10,10,"Charles Warren",NA,68.8,344,5,"FirstTeeLateRound3ScoringAverage",2008
12,12,"Ryuji Imada",NA,68.83,413,6,"FirstTeeLateRound3ScoringAverage",2008
13,13,"Vijay Singh",NA,68.89,620,9,"FirstTeeLateRound3ScoringAverage",2008
14,14,"Bill Haas",NA,69,552,8,"FirstTeeLateRound3ScoringAverage",2008
14,14,"Jon Mills",NA,69,207,3,"FirstTeeLateRound3ScoringAverage",2008
14,14,"Mike Weir",NA,69,690,10,"FirstTeeLateRound3ScoringAverage",2008
14,14,"Mark Wilson",NA,69,276,4,"FirstTeeLateRound3ScoringAverage",2008
18,18,"Chad Campbell",NA,69.1,691,10,"FirstTeeLateRound3ScoringAverage",2008
19,19,"Bubba Watson",NA,69.13,553,8,"FirstTeeLateRound3ScoringAverage",2008
