"TenthTeeLateRound2ScoringAverage_RANKTHISWEEK_2008","TenthTeeLateRound2ScoringAverage_RANKLASTWEEK_2008","TenthTeeLateRound2ScoringAverage_PLAYERNAME_2008","TenthTeeLateRound2ScoringAverage__2008","TenthTeeLateRound2ScoringAverage_AVG_2008","TenthTeeLateRound2ScoringAverage_TOTALSTROKES_2008","TenthTeeLateRound2ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Jim Furyk",NA,68,68,1,"TenthTeeLateRound2ScoringAverage",2008
2,2,"Jason Gore",NA,68.2,341,5,"TenthTeeLateRound2ScoringAverage",2008
3,3,"Gavin Coles",NA,68.25,273,4,"TenthTeeLateRound2ScoringAverage",2008
4,4,"David Toms",NA,68.33,205,3,"TenthTeeLateRound2ScoringAverage",2008
5,5,"Camilo Villegas",NA,68.5,274,4,"TenthTeeLateRound2ScoringAverage",2008
6,6,"John Huston",NA,68.6,343,5,"TenthTeeLateRound2ScoringAverage",2008
7,7,"Kevin Na",NA,68.78,619,9,"TenthTeeLateRound2ScoringAverage",2008
8,8,"Frank Lickliter II",NA,68.88,551,8,"TenthTeeLateRound2ScoringAverage",2008
9,9,"Sergio Garcia",NA,69,138,2,"TenthTeeLateRound2ScoringAverage",2008
9,9,"Shigeki Maruyama",NA,69,207,3,"TenthTeeLateRound2ScoringAverage",2008
9,9,"Kevin Streelman",NA,69,552,8,"TenthTeeLateRound2ScoringAverage",2008
12,12,"Vijay Singh",NA,69.25,277,4,"TenthTeeLateRound2ScoringAverage",2008
12,12,"Nick Watney",NA,69.25,554,8,"TenthTeeLateRound2ScoringAverage",2008
14,14,"Tommy Armour III",NA,69.33,416,6,"TenthTeeLateRound2ScoringAverage",2008
14,14,"Woody Austin",NA,69.33,624,9,"TenthTeeLateRound2ScoringAverage",2008
14,14,"Stewart Cink",NA,69.33,208,3,"TenthTeeLateRound2ScoringAverage",2008
17,17,"Brian Gay",NA,69.38,555,8,"TenthTeeLateRound2ScoringAverage",2008
18,18,"Stephen Ames",NA,69.5,278,4,"TenthTeeLateRound2ScoringAverage",2008
18,18,"Geoff Ogilvy",NA,69.5,278,4,"TenthTeeLateRound2ScoringAverage",2008
20,20,"Bob Estes",NA,69.57,487,7,"TenthTeeLateRound2ScoringAverage",2008
21,21,"Paul Goydos",NA,69.75,279,4,"TenthTeeLateRound2ScoringAverage",2008
21,21,"Tom Lehman",NA,69.75,279,4,"TenthTeeLateRound2ScoringAverage",2008
23,23,"Anthony Kim",NA,69.8,349,5,"TenthTeeLateRound2ScoringAverage",2008
