"Approachesfrom100yardsRgh_RANKTHISWEEK_2010","Approachesfrom100yardsRgh_RANKLASTWEEK_2010","Approachesfrom100yardsRgh_PLAYERNAME_2010","Approachesfrom100yardsRgh_ROUNDS_2010","Approachesfrom100yardsRgh_AVG_2010","Approachesfrom100yardsRgh_TOTALDISTANCEFEET_2010","Approachesfrom100yardsRgh_OFATTEMPTS_2010","Approachesfrom100yardsRgh_RELATIVETOPAR_2010","stat_name","year"
1,1,"Geoff Ogilvy",62,NA,6755.25,172,2,"Approachesfrom100yardsRgh",2010
2,2,"Chris Couch",66,NA,6748.75,169,6,"Approachesfrom100yardsRgh",2010
3,3,"Nick Watney",91,NA,8738.75,217,5,"Approachesfrom100yardsRgh",2010
4,4,"Jay Williamson",76,NA,7035,173,24,"Approachesfrom100yardsRgh",2010
5,5,"Graham DeLaet",88,NA,9609.167,236,4,"Approachesfrom100yardsRgh",2010
6,6,"Jonathan Byrd",85,NA,10553.417,258,3,"Approachesfrom100yardsRgh",2010
6,6,"Brent Delahoussaye",57,NA,5399.083,132,26,"Approachesfrom100yardsRgh",2010
8,8,"Tim Clark",88,NA,6326.667,154,7,"Approachesfrom100yardsRgh",2010
8,8,"YE Yang",72,NA,7604.167,185,11,"Approachesfrom100yardsRgh",2010
10,10,"Greg Chalmers",93,NA,12167.667,295,28,"Approachesfrom100yardsRgh",2010
11,11,"Padraig Harrington",57,NA,6777.25,164,6,"Approachesfrom100yardsRgh",2010
12,12,"Roland Thatcher",72,NA,9391.667,226,20,"Approachesfrom100yardsRgh",2010
13,13,"Daniel Chopra",74,NA,11420.25,274,19,"Approachesfrom100yardsRgh",2010
13,13,"Phil Mickelson",76,NA,10247.25,246,19,"Approachesfrom100yardsRgh",2010
13,13,"Adam Scott",70,NA,7254.917,174,14,"Approachesfrom100yardsRgh",2010
16,16,"John Senden",103,NA,10718.833,255,14,"Approachesfrom100yardsRgh",2010
17,17,"Ernie Els",72,NA,8462,201,3,"Approachesfrom100yardsRgh",2010
18,18,"Davis Love III",79,NA,7637.333,181,8,"Approachesfrom100yardsRgh",2010
18,18,"Garth Mulroy",53,NA,5570.417,132,18,"Approachesfrom100yardsRgh",2010
18,18,"Nicholas Thompson",88,NA,9947.333,236,42,"Approachesfrom100yardsRgh",2010
21,21,"Stuart Appleby",101,NA,12841.917,304,41,"Approachesfrom100yardsRgh",2010
21,21,"Rickie Fowler",98,NA,11078.583,262,27,"Approachesfrom100yardsRgh",2010
21,21,"DJ Trahan",92,NA,11287.917,267,13,"Approachesfrom100yardsRgh",2010
24,24,"Troy Matteson",84,NA,11094.5,262,26,"Approachesfrom100yardsRgh",2010
25,25,"Robert Garrigus",71,NA,9414,222,30,"Approachesfrom100yardsRgh",2010
25,25,"Kenny Perry",69,NA,5768.417,136,24,"Approachesfrom100yardsRgh",2010
27,27,"Woody Austin",93,NA,10024.333,236,17,"Approachesfrom100yardsRgh",2010
27,27,"Bill Haas",87,NA,9429.083,222,9,"Approachesfrom100yardsRgh",2010
29,29,"Rory McIlroy",54,NA,5828.417,137,3,"Approachesfrom100yardsRgh",2010
29,29,"Cameron Percy",73,NA,8641.333,203,13,"Approachesfrom100yardsRgh",2010
31,31,"Charley Hoffman",85,NA,9778.417,229,23,"Approachesfrom100yardsRgh",2010
31,31,"Chris Riley",73,NA,7549.75,177,28,"Approachesfrom100yardsRgh",2010
31,31,"Cameron Tringale",55,NA,6268,147,15,"Approachesfrom100yardsRgh",2010
34,34,"John Daly",63,NA,7519.667,176,6,"Approachesfrom100yardsRgh",2010
34,34,"Steve Elkington",74,NA,7355.75,172,14,"Approachesfrom100yardsRgh",2010
34,34,"Omar Uresti",74,NA,5643.417,132,14,"Approachesfrom100yardsRgh",2010
37,37,"Steve Flesch",78,NA,8058.667,188,22,"Approachesfrom100yardsRgh",2010
37,37,"Jarrod Lyle",54,NA,5777.5,135,10,"Approachesfrom100yardsRgh",2010
37,37,"Rod Pampling",77,NA,8860.583,207,23,"Approachesfrom100yardsRgh",2010
40,40,"Cliff Kresge",50,NA,5532.417,129,14,"Approachesfrom100yardsRgh",2010
41,41,"Ryan Palmer",84,NA,10446.667,243,10,"Approachesfrom100yardsRgh",2010
41,41,"Webb Simpson",98,NA,13325.167,310,12,"Approachesfrom100yardsRgh",2010
43,43,"Luke Donald",71,NA,7793.75,181,2,"Approachesfrom100yardsRgh",2010
43,43,"Andrew McLardy",52,NA,6122.5,142,12,"Approachesfrom100yardsRgh",2010
43,43,"Andres Romero",73,NA,11419.417,265,34,"Approachesfrom100yardsRgh",2010
46,46,"Hunter Mahan",85,NA,8851.333,205,15,"Approachesfrom100yardsRgh",2010
