"Approach200225yardsRTP_RANKTHISWEEK_2005","Approach200225yardsRTP_RANKLASTWEEK_2005","Approach200225yardsRTP_PLAYERNAME_2005","Approach200225yardsRTP_ROUNDS_2005","Approach200225yardsRTP_AVGRTP_2005","stat_name","year"
1,1,"Chad Campbell",95,-0.195,"Approach200225yardsRTP",2005
2,2,"Kenny Perry",82,-0.154,"Approach200225yardsRTP",2005
3,3,"KJ Choi",78,-0.149,"Approach200225yardsRTP",2005
4,4,"John Daly",78,-0.148,"Approach200225yardsRTP",2005
5,5,"Scott Gutschewski",86,-0.143,"Approach200225yardsRTP",2005
5,5,"Arron Oberholser",65,-0.143,"Approach200225yardsRTP",2005
7,7,"Nick Watney",91,-0.13,"Approach200225yardsRTP",2005
8,8,"Ian Poulter",62,-0.113,"Approach200225yardsRTP",2005
9,9,"Davis Love III",80,-0.094,"Approach200225yardsRTP",2005
9,9,"Pat Perez",89,-0.094,"Approach200225yardsRTP",2005
11,11,"Padraig Harrington",50,-0.086,"Approach200225yardsRTP",2005
11,11,"Tag Ridings",93,-0.086,"Approach200225yardsRTP",2005
13,13,"Rich Beem",66,-0.083,"Approach200225yardsRTP",2005
14,14,"Aaron Baddeley",84,-0.078,"Approach200225yardsRTP",2005
14,14,"Steve Lowery",100,-0.078,"Approach200225yardsRTP",2005
16,16,"Michael Allen",90,-0.074,"Approach200225yardsRTP",2005
17,17,"Bob Estes",92,-0.072,"Approach200225yardsRTP",2005
18,18,"Lucas Glover",88,-0.071,"Approach200225yardsRTP",2005
18,18,"Brendan Jones",81,-0.071,"Approach200225yardsRTP",2005
20,20,"David Toms",87,-0.069,"Approach200225yardsRTP",2005
20,20,"Jay Williamson",53,-0.069,"Approach200225yardsRTP",2005
22,22,"Steve Jones",56,-0.066,"Approach200225yardsRTP",2005
23,23,"Jerry Kelly",101,-0.064,"Approach200225yardsRTP",2005
23,23,"Rod Pampling",89,-0.064,"Approach200225yardsRTP",2005
25,25,"Mathias Gronberg",60,-0.061,"Approach200225yardsRTP",2005
26,26,"Neal Lancaster",95,-0.059,"Approach200225yardsRTP",2005
27,27,"Brandt Jobe",96,-0.058,"Approach200225yardsRTP",2005
28,28,"Daniel Chopra",108,-0.057,"Approach200225yardsRTP",2005
28,28,"Retief Goosen",71,-0.057,"Approach200225yardsRTP",2005
30,30,"Thomas Levet",54,-0.055,"Approach200225yardsRTP",2005
31,31,"Jim Furyk",94,-0.053,"Approach200225yardsRTP",2005
32,32,"Ben Crane",78,-0.051,"Approach200225yardsRTP",2005
32,32,"Brenden Pappas",51,-0.051,"Approach200225yardsRTP",2005
34,34,"Tim Clark",92,-0.048,"Approach200225yardsRTP",2005
35,35,"Joe Durant",81,-0.047,"Approach200225yardsRTP",2005
36,36,"Stephen Ames",82,-0.046,"Approach200225yardsRTP",2005
36,36,"Peter Lonard",85,-0.046,"Approach200225yardsRTP",2005
38,38,"Vijay Singh",111,-0.043,"Approach200225yardsRTP",2005
39,39,"Jesper Parnevik",84,-0.042,"Approach200225yardsRTP",2005
40,40,"Patrick Sheehan",114,-0.04,"Approach200225yardsRTP",2005
41,41,"Freddie Jacobson",72,-0.039,"Approach200225yardsRTP",2005
42,42,"Bart Bryant",91,-0.036,"Approach200225yardsRTP",2005
42,42,"Sergio Garcia",73,-0.036,"Approach200225yardsRTP",2005
42,42,"John Senden",101,-0.036,"Approach200225yardsRTP",2005
45,45,"Robert Allenby",95,-0.035,"Approach200225yardsRTP",2005
46,46,"Phil Mickelson",81,-0.033,"Approach200225yardsRTP",2005
46,46,"Charles Warren",89,-0.033,"Approach200225yardsRTP",2005
48,48,"Brett Quigley",96,-0.031,"Approach200225yardsRTP",2005
49,49,"Tim Herron",100,-0.03,"Approach200225yardsRTP",2005
49,49,"Brett Wetterich",76,-0.03,"Approach200225yardsRTP",2005
51,51,"Kevin Stadler",96,-0.027,"Approach200225yardsRTP",2005
52,52,"Fred Couples",72,-0.024,"Approach200225yardsRTP",2005
52,52,"Mark Hensby",70,-0.024,"Approach200225yardsRTP",2005
54,54,"Heath Slocum",103,-0.022,"Approach200225yardsRTP",2005
55,55,"Bill Glasson",54,-0.019,"Approach200225yardsRTP",2005
55,55,"DJ Trahan",81,-0.019,"Approach200225yardsRTP",2005
55,55,"Lee Westwood",50,-0.019,"Approach200225yardsRTP",2005
55,55,"Tiger Woods",76,-0.019,"Approach200225yardsRTP",2005
59,59,"Jason Bohn",91,-0.018,"Approach200225yardsRTP",2005
59,59,"Steve Flesch",90,-0.018,"Approach200225yardsRTP",2005
59,59,"Carlos Franco",78,-0.018,"Approach200225yardsRTP",2005
62,62,"John Rollins",97,-0.017,"Approach200225yardsRTP",2005
63,63,"Ryan Palmer",101,-0.016,"Approach200225yardsRTP",2005
64,64,"Loren Roberts",54,-0.011,"Approach200225yardsRTP",2005
65,65,"Dudley Hart",84,-0.01,"Approach200225yardsRTP",2005
66,66,"Zach Johnson",96,-0.008,"Approach200225yardsRTP",2005
66,66,"Chris Smith",93,-0.008,"Approach200225yardsRTP",2005
68,68,"Jonathan Byrd",103,-0.007,"Approach200225yardsRTP",2005
68,68,"Bo Van Pelt",112,-0.007,"Approach200225yardsRTP",2005
70,70,"Olin Browne",99,0,"Approach200225yardsRTP",2005
70,70,"Luke Donald",67,0,"Approach200225yardsRTP",2005
70,70,"DA Points",94,0,"Approach200225yardsRTP",2005
70,70,"Justin Rose",99,0,"Approach200225yardsRTP",2005
74,74,"Duffy Waldorf",86,0.007,"Approach200225yardsRTP",2005
75,75,"Greg Owen",84,0.008,"Approach200225yardsRTP",2005
75,75,"Dean Wilson",86,0.008,"Approach200225yardsRTP",2005
77,77,"JJ Henry",102,0.009,"Approach200225yardsRTP",2005
77,77,"Shaun Micheel",81,0.009,"Approach200225yardsRTP",2005
77,77,"Kevin Sutherland",89,0.009,"Approach200225yardsRTP",2005
80,80,"Stuart Appleby",84,0.01,"Approach200225yardsRTP",2005
80,80,"Arjun Atwal",65,0.01,"Approach200225yardsRTP",2005
82,82,"Harrison Frazar",105,0.014,"Approach200225yardsRTP",2005
83,83,"Shigeki Maruyama",99,0.015,"Approach200225yardsRTP",2005
84,84,"Todd Hamilton",94,0.017,"Approach200225yardsRTP",2005
85,85,"Paul Gow",78,0.018,"Approach200225yardsRTP",2005
85,85,"Corey Pavin",77,0.018,"Approach200225yardsRTP",2005
87,87,"Carl Pettersson",109,0.019,"Approach200225yardsRTP",2005
88,88,"Chris DiMarco",83,0.02,"Approach200225yardsRTP",2005
89,89,"Scott Hend",75,0.022,"Approach200225yardsRTP",2005
89,89,"Bob Tway",87,0.022,"Approach200225yardsRTP",2005
