"MissedFairwayPercentOther_RANKTHISWEEK_2010","MissedFairwayPercentOther_RANKLASTWEEK_2010","MissedFairwayPercentOther_PLAYERNAME_2010","MissedFairwayPercentOther_ROUNDS_2010","MissedFairwayPercentOther_Pct_2010","MissedFairwayPercentOther_TOTALMISSED_2010","MissedFairwayPercentOther_TOTALFWYS_2010","MissedFairwayPercentOther_RELATIVETOPAR_2010","stat_name","year"
47,47,"John Merrick",109,1.88,24,1275,0.67,"MissedFairwayPercentOther",2010
49,49,"JP Hayes",79,1.91,18,941,0.28,"MissedFairwayPercentOther",2010
50,50,"Michael Sim",64,1.92,14,731,0.5,"MissedFairwayPercentOther",2010
51,51,"Brian Davis",101,1.94,24,1235,0.54,"MissedFairwayPercentOther",2010
51,51,"Ian Poulter",55,1.94,9,465,0.67,"MissedFairwayPercentOther",2010
53,53,"Michael Connell",89,1.97,21,1065,0.57,"MissedFairwayPercentOther",2010
53,53,"Aron Price",70,1.97,17,861,0.53,"MissedFairwayPercentOther",2010
55,55,"Robert Allenby",76,2.01,17,845,0.18,"MissedFairwayPercentOther",2010
55,55,"Stewart Cink",84,2.01,18,896,0.44,"MissedFairwayPercentOther",2010
55,55,"Brent Delahoussaye",57,2.01,13,647,0.92,"MissedFairwayPercentOther",2010
55,55,"DA Points",90,2.01,22,1092,0.59,"MissedFairwayPercentOther",2010
59,59,"Will Ma Kenzie",72,2.02,19,942,0.68,"MissedFairwayPercentOther",2010
60,60,"Retief Goosen",75,2.05,15,730,0.27,"MissedFairwayPercentOther",2010
61,61,"Jeff Maggert",76,2.06,18,873,1.11,"MissedFairwayPercentOther",2010
62,62,"Steve Marino",81,2.07,18,871,0.78,"MissedFairwayPercentOther",2010
63,63,"Lucas Glover",75,2.08,17,816,0.53,"MissedFairwayPercentOther",2010
63,63,"Tim Petrovic",105,2.08,27,1300,0.48,"MissedFairwayPercentOther",2010
65,65,"Davis Love III",79,2.09,19,911,0.58,"MissedFairwayPercentOther",2010
66,66,"YE Yang",72,2.1,17,809,0.06,"MissedFairwayPercentOther",2010
67,67,"Briny Baird",87,2.12,23,1086,0.61,"MissedFairwayPercentOther",2010
67,67,"Bill Haas",87,2.12,22,1036,0.68,"MissedFairwayPercentOther",2010
67,67,"Matt Kuchar",97,2.12,22,1039,0.5,"MissedFairwayPercentOther",2010
70,70,"Tom Gillis",97,2.16,27,1250,0.59,"MissedFairwayPercentOther",2010
71,71,"Justin Rose",78,2.18,21,963,0.43,"MissedFairwayPercentOther",2010
72,72,"Woody Austin",93,2.19,25,1144,0.72,"MissedFairwayPercentOther",2010
72,72,"Paul Goydos",78,2.19,20,914,0.75,"MissedFairwayPercentOther",2010
72,72,"Jerod Turner",54,2.19,12,547,1,"MissedFairwayPercentOther",2010
72,72,"Nick Watney",91,2.19,21,960,0.76,"MissedFairwayPercentOther",2010
76,76,"Chris DiMarco",88,2.24,24,1071,0.46,"MissedFairwayPercentOther",2010
77,77,"Steve Flesch",78,2.25,20,889,0.75,"MissedFairwayPercentOther",2010
77,77,"Cliff Kresge",50,2.25,14,621,1,"MissedFairwayPercentOther",2010
79,79,"Justin Bolli",55,2.26,13,576,1.08,"MissedFairwayPercentOther",2010
79,79,"KJ Choi",82,2.26,19,842,0.37,"MissedFairwayPercentOther",2010
79,79,"Brian Stuard",81,2.26,22,973,1.14,"MissedFairwayPercentOther",2010
82,82,"Rickie Fowler",98,2.27,26,1145,0.35,"MissedFairwayPercentOther",2010
82,82,"Rod Pampling",77,2.27,22,968,0.68,"MissedFairwayPercentOther",2010
84,84,"Carl Pettersson",99,2.28,26,1141,0.77,"MissedFairwayPercentOther",2010
85,85,"Bryce Molder",84,2.29,23,1004,0.74,"MissedFairwayPercentOther",2010
86,86,"John Rollins",81,2.31,24,1040,0.58,"MissedFairwayPercentOther",2010
87,87,"Brendon de Jonge",114,2.32,29,1251,0.76,"MissedFairwayPercentOther",2010
87,87,"Bo Van Pelt",104,2.32,28,1207,0.04,"MissedFairwayPercentOther",2010
89,89,"Kris Blanks",91,2.34,24,1024,0.63,"MissedFairwayPercentOther",2010
90,90,"Rory McIlroy",54,2.35,13,553,0.38,"MissedFairwayPercentOther",2010
91,91,"Brandt Snedeker",89,2.43,25,1030,0.72,"MissedFairwayPercentOther",2010
92,92,"Andrew McLardy",52,2.47,15,607,0.6,"MissedFairwayPercentOther",2010
92,92,"Geoff Ogilvy",62,2.47,17,689,0.65,"MissedFairwayPercentOther",2010
92,92,"Vaughn Taylor",87,2.47,27,1091,0.63,"MissedFairwayPercentOther",2010
95,95,"Ernie Els",72,2.49,19,762,0,"MissedFairwayPercentOther",2010
96,96,"Adam Scott",70,2.51,18,718,0.33,"MissedFairwayPercentOther",2010
97,97,"Nicholas Thompson",88,2.55,27,1058,0.56,"MissedFairwayPercentOther",2010
98,98,"Cameron Beckman",68,2.57,21,816,0.81,"MissedFairwayPercentOther",2010
98,98,"Michael Bradley",77,2.57,24,935,0.92,"MissedFairwayPercentOther",2010
98,98,"John Mallinger",78,2.57,23,896,1.09,"MissedFairwayPercentOther",2010
101,101,"Steve Lowery",67,2.63,20,761,1.05,"MissedFairwayPercentOther",2010
102,102,"Garrett Willis",82,2.64,26,984,0.92,"MissedFairwayPercentOther",2010
103,103,"Jeev Milkha Singh",59,2.66,19,714,0.16,"MissedFairwayPercentOther",2010
104,104,"Scott Verplank",74,2.71,21,775,0.38,"MissedFairwayPercentOther",2010
105,105,"Chris Stroud",90,2.73,27,990,0.7,"MissedFairwayPercentOther",2010
105,105,"Mark Wilson",87,2.73,30,1100,0.83,"MissedFairwayPercentOther",2010
107,107,"Chad Campbell",95,2.76,31,1124,0.61,"MissedFairwayPercentOther",2010
107,107,"Martin Laird",91,2.76,30,1088,0.53,"MissedFairwayPercentOther",2010
109,109,"Richard Johnson",90,2.77,28,1012,0.68,"MissedFairwayPercentOther",2010
110,110,"Pat Perez",90,2.78,32,1151,0.44,"MissedFairwayPercentOther",2010
111,111,"Jeff Gove",57,2.79,17,610,0.47,"MissedFairwayPercentOther",2010
112,112,"Greg Kraft",52,2.8,15,535,1.2,"MissedFairwayPercentOther",2010
113,113,"Freddie Jacobson",83,2.81,30,1066,0.53,"MissedFairwayPercentOther",2010
114,114,"Alex Prugh",88,2.83,31,1096,0.74,"MissedFairwayPercentOther",2010
115,115,"Jarrod Lyle",54,2.85,18,632,0.78,"MissedFairwayPercentOther",2010
115,115,"Troy Matteson",84,2.85,31,1086,0.58,"MissedFairwayPercentOther",2010
115,115,"Webb Simpson",98,2.85,36,1263,0.67,"MissedFairwayPercentOther",2010
118,118,"Josh Teater",101,2.86,36,1260,0.42,"MissedFairwayPercentOther",2010
119,119,"Mathew Goggin",85,2.87,30,1047,0.9,"MissedFairwayPercentOther",2010
120,120,"Jeff Overton",89,2.89,28,970,0.57,"MissedFairwayPercentOther",2010
121,121,"Luke Donald",71,2.9,21,725,0.67,"MissedFairwayPercentOther",2010
122,122,"Charlie Wi",95,2.93,36,1229,0.42,"MissedFairwayPercentOther",2010
123,123,"Chris Couch",66,2.94,24,817,0.58,"MissedFairwayPercentOther",2010
123,123,"Bubba Watson",77,2.94,27,917,0.52,"MissedFairwayPercentOther",2010
125,125,"Tim Herron",79,2.96,28,947,0.82,"MissedFairwayPercentOther",2010
126,126,"Jason Day",82,2.97,29,975,0.41,"MissedFairwayPercentOther",2010
126,126,"Joe Ogilvie",99,2.97,35,1179,0.4,"MissedFairwayPercentOther",2010
126,126,"Camilo Villegas",78,2.97,23,774,0.57,"MissedFairwayPercentOther",2010
129,129,"Angel Cabrera",64,3,21,701,0.14,"MissedFairwayPercentOther",2010
130,130,"Jonathan Byrd",85,3.01,34,1129,0.62,"MissedFairwayPercentOther",2010
130,130,"Rory Sabbatini",79,3.01,28,929,0.86,"MissedFairwayPercentOther",2010
132,132,"Matt Bettencourt",91,3.04,29,954,0.66,"MissedFairwayPercentOther",2010
133,133,"Sergio Garcia",58,3.05,15,492,1,"MissedFairwayPercentOther",2010
133,133,"Johnson Wagner",85,3.05,31,1018,0.77,"MissedFairwayPercentOther",2010
135,135,"Mark Calcavecchia",50,3.06,14,458,0.86,"MissedFairwayPercentOther",2010
136,136,"Graham DeLaet",88,3.07,32,1043,0.53,"MissedFairwayPercentOther",2010
137,137,"Bob Estes",79,3.09,30,970,0.6,"MissedFairwayPercentOther",2010
137,137,"Charles Howell III",103,3.09,38,1228,0.5,"MissedFairwayPercentOther",2010
139,139,"Chad Collins",87,3.1,32,1033,0.69,"MissedFairwayPercentOther",2010
140,140,"Kevin Stadler",86,3.13,31,991,0.71,"MissedFairwayPercentOther",2010
141,141,"Brett Wetterich",54,3.14,23,733,0.61,"MissedFairwayPercentOther",2010
142,142,"Greg Chalmers",93,3.17,38,1198,0.58,"MissedFairwayPercentOther",2010
142,142,"Charles Warren",64,3.17,24,757,0.46,"MissedFairwayPercentOther",2010
144,144,"Ricky Barnes",103,3.18,36,1131,0.47,"MissedFairwayPercentOther",2010
144,144,"Mathias Gronberg",61,3.18,22,691,0.59,"MissedFairwayPercentOther",2010
144,144,"Roger Tambellini",77,3.18,27,850,0.74,"MissedFairwayPercentOther",2010
147,147,"Charley Hoffman",85,3.21,34,1059,0.44,"MissedFairwayPercentOther",2010
148,148,"Andres Romero",73,3.24,32,988,0.47,"MissedFairwayPercentOther",2010
149,149,"Paul Stankowski",62,3.27,24,733,0.71,"MissedFairwayPercentOther",2010
150,150,"Henrik Bjornstad",72,3.33,27,811,0.67,"MissedFairwayPercentOther",2010
150,150,"Brett Quigley",96,3.33,40,1203,0.7,"MissedFairwayPercentOther",2010
152,152,"Lee Janzen",77,3.34,32,959,0.59,"MissedFairwayPercentOther",2010
153,153,"James Nitties",92,3.41,38,1114,1.05,"MissedFairwayPercentOther",2010
154,154,"Matt Every",60,3.44,24,698,0.42,"MissedFairwayPercentOther",2010
155,155,"John Daly",63,3.46,22,636,0.91,"MissedFairwayPercentOther",2010
156,156,"Mike Weir",59,3.49,19,544,0.63,"MissedFairwayPercentOther",2010
157,157,"Vance Veazey",58,3.51,23,655,1.17,"MissedFairwayPercentOther",2010
158,158,"Chris Wilson",65,3.52,25,710,0.8,"MissedFairwayPercentOther",2010
159,159,"Michael Letzig",84,3.54,39,1102,0.79,"MissedFairwayPercentOther",2010
160,160,"Matt Jones",89,3.55,39,1098,0.46,"MissedFairwayPercentOther",2010
160,160,"Derek Lamely",81,3.55,31,873,0.58,"MissedFairwayPercentOther",2010
162,162,"Troy Merritt",86,3.6,38,1055,1.13,"MissedFairwayPercentOther",2010
162,162,"Ryan Palmer",84,3.6,35,973,0.63,"MissedFairwayPercentOther",2010
164,164,"Garth Mulroy",53,3.64,21,577,0.38,"MissedFairwayPercentOther",2010
165,165,"David Lutterus",69,3.65,28,767,0.82,"MissedFairwayPercentOther",2010
165,165,"Roland Thatcher",72,3.65,34,931,0.74,"MissedFairwayPercentOther",2010
167,167,"Marc Leishman",87,3.75,37,987,0.59,"MissedFairwayPercentOther",2010
167,167,"Ted Purdy",86,3.75,38,1013,0.97,"MissedFairwayPercentOther",2010
169,169,"Steve Wheatcroft",74,3.79,30,791,0.8,"MissedFairwayPercentOther",2010
170,170,"Cameron Percy",73,3.81,31,813,0.81,"MissedFairwayPercentOther",2010
171,171,"Dustin Johnson",83,3.83,33,861,0.3,"MissedFairwayPercentOther",2010
172,172,"Stuart Appleby",101,3.89,47,1208,0.89,"MissedFairwayPercentOther",2010
173,173,"Brad Faxon",58,3.94,26,660,1.04,"MissedFairwayPercentOther",2010
174,174,"Robert Garrigus",71,3.95,33,835,0.67,"MissedFairwayPercentOther",2010
175,175,"Daniel Chopra",74,4.07,37,909,0.92,"MissedFairwayPercentOther",2010
176,176,"JB Holmes",100,4.09,49,1197,0.37,"MissedFairwayPercentOther",2010
177,177,"Trevor Immelman",55,4.11,24,584,0.58,"MissedFairwayPercentOther",2010
178,178,"Bill Lunde",79,4.13,38,920,0.87,"MissedFairwayPercentOther",2010
179,179,"Padraig Harrington",57,4.17,25,600,0.28,"MissedFairwayPercentOther",2010
180,180,"Kevin Johnson",62,4.32,29,671,0.79,"MissedFairwayPercentOther",2010
181,181,"Greg Owen",69,4.37,37,847,0.78,"MissedFairwayPercentOther",2010
182,182,"David Duval",71,4.38,33,753,0.73,"MissedFairwayPercentOther",2010
182,182,"George McNeill",79,4.38,42,959,0.67,"MissedFairwayPercentOther",2010
184,184,"Rich Barcelo",70,4.49,35,780,0.69,"MissedFairwayPercentOther",2010
185,185,"Cameron Tringale",55,4.5,28,622,0.71,"MissedFairwayPercentOther",2010
186,186,"Jimmy Walker",82,4.57,43,940,0.7,"MissedFairwayPercentOther",2010
187,187,"Scott Piercy",88,4.62,51,1104,0.75,"MissedFairwayPercentOther",2010
188,188,"Phil Mickelson",76,4.63,36,777,0.22,"MissedFairwayPercentOther",2010
189,189,"James Driscoll",78,4.72,48,1018,0.75,"MissedFairwayPercentOther",2010
190,190,"Aaron Baddeley",94,5.02,60,1196,0.5,"MissedFairwayPercentOther",2010
191,191,"Brenden Pappas",66,5.33,40,750,0.68,"MissedFairwayPercentOther",2010
192,192,"Martin Flores",75,6,52,867,0.73,"MissedFairwayPercentOther",2010
