"Approachesfrom75100yardsRgh_RANKTHISWEEK_2008","Approachesfrom75100yardsRgh_RANKLASTWEEK_2008","Approachesfrom75100yardsRgh_PLAYERNAME_2008","Approachesfrom75100yardsRgh_ROUNDS_2008","Approachesfrom75100yardsRgh_AVG_2008","Approachesfrom75100yardsRgh_TOTALDISTANCEFEET_2008","Approachesfrom75100yardsRgh_OFATTEMPTS_2008","Approachesfrom75100yardsRgh_RELATIVETOPAR_2008","stat_name","year"
1,1,"Greg Kraft",63,NA,139.25,12,-2,"Approachesfrom75100yardsRgh",2008
2,2,"Nick OHern",82,NA,125,10,-3,"Approachesfrom75100yardsRgh",2008
3,3,"Ryuji Imada",80,NA,155.333,12,0,"Approachesfrom75100yardsRgh",2008
4,4,"Padraig Harrington",52,NA,158.333,11,-2,"Approachesfrom75100yardsRgh",2008
5,5,"Scott Sterling",89,NA,132.333,9,-2,"Approachesfrom75100yardsRgh",2008
6,6,"Brian Gay",102,NA,283.083,18,-2,"Approachesfrom75100yardsRgh",2008
7,7,"John Merrick",98,NA,214.083,13,2,"Approachesfrom75100yardsRgh",2008
8,8,"Briny Baird",113,NA,238,14,0,"Approachesfrom75100yardsRgh",2008
9,9,"Justin Bolli",87,NA,324,19,-1,"Approachesfrom75100yardsRgh",2008
10,10,"Doug LaBelle II",65,NA,176,10,-2,"Approachesfrom75100yardsRgh",2008
11,11,"Ben Curtis",80,NA,178.417,10,-3,"Approachesfrom75100yardsRgh",2008
12,12,"Bob Tway",70,NA,146.5,8,-2,"Approachesfrom75100yardsRgh",2008
12,12,"Dean Wilson",109,NA,274.833,15,-3,"Approachesfrom75100yardsRgh",2008
14,14,"Sean OHair",81,NA,315.083,17,0,"Approachesfrom75100yardsRgh",2008
15,15,"Chad Campbell",94,NA,204.417,11,1,"Approachesfrom75100yardsRgh",2008
16,16,"Shane Bertsch",96,NA,397.833,21,-5,"Approachesfrom75100yardsRgh",2008
17,17,"Craig Kanada",65,NA,285.083,15,0,"Approachesfrom75100yardsRgh",2008
18,18,"Charlie Wi",97,NA,247.917,13,2,"Approachesfrom75100yardsRgh",2008
19,19,"Angel Cabrera",55,NA,211.583,11,2,"Approachesfrom75100yardsRgh",2008
20,20,"Billy Mayfair",103,NA,309,16,-1,"Approachesfrom75100yardsRgh",2008
21,21,"Kevin Stadler",90,NA,629.917,32,2,"Approachesfrom75100yardsRgh",2008
22,22,"Gavin Coles",54,NA,177.417,9,-2,"Approachesfrom75100yardsRgh",2008
22,22,"David Duval",51,NA,197.25,10,-1,"Approachesfrom75100yardsRgh",2008
22,22,"Shigeki Maruyama",50,NA,315.75,16,4,"Approachesfrom75100yardsRgh",2008
25,25,"Cliff Kresge",84,NA,317.333,16,0,"Approachesfrom75100yardsRgh",2008
25,25,"Tom Pernice Jr",104,NA,514.667,26,2,"Approachesfrom75100yardsRgh",2008
27,27,"Marc Turnesa",87,NA,357.75,18,9,"Approachesfrom75100yardsRgh",2008
27,27,"Scott Verplank",82,NA,239.083,12,-1,"Approachesfrom75100yardsRgh",2008
29,29,"Steve Stricker",75,NA,299.833,15,-1,"Approachesfrom75100yardsRgh",2008
30,30,"David Lutterus",59,NA,302.25,15,3,"Approachesfrom75100yardsRgh",2008
31,31,"Richard Johnson",60,NA,283.417,14,1,"Approachesfrom75100yardsRgh",2008
32,32,"Paul Goydos",78,NA,629.5,31,-2,"Approachesfrom75100yardsRgh",2008
33,33,"John Mallinger",95,NA,388.75,19,3,"Approachesfrom75100yardsRgh",2008
34,34,"Stephen Ames",83,NA,495.167,24,-2,"Approachesfrom75100yardsRgh",2008
34,34,"Steve Lowery",74,NA,289.333,14,2,"Approachesfrom75100yardsRgh",2008
36,36,"Jin Park",85,NA,374,18,-1,"Approachesfrom75100yardsRgh",2008
36,36,"Vaughn Taylor",103,NA,457.25,22,0,"Approachesfrom75100yardsRgh",2008
38,38,"Kevin Na",97,NA,396.083,19,-6,"Approachesfrom75100yardsRgh",2008
39,39,"Brad Adamonis",87,NA,397.083,19,4,"Approachesfrom75100yardsRgh",2008
40,40,"Kevin Sutherland",98,NA,419.417,20,0,"Approachesfrom75100yardsRgh",2008
41,41,"Harrison Frazar",73,NA,360.5,17,-1,"Approachesfrom75100yardsRgh",2008
42,42,"Alex Cejka",75,NA,276.417,13,2,"Approachesfrom75100yardsRgh",2008
42,42,"Brad Elder",67,NA,254.917,12,3,"Approachesfrom75100yardsRgh",2008
42,42,"John Huston",56,NA,275.75,13,1,"Approachesfrom75100yardsRgh",2008
45,45,"Rich Beem",90,NA,511.583,24,-1,"Approachesfrom75100yardsRgh",2008
45,45,"Ben Crane",86,NA,426.083,20,-1,"Approachesfrom75100yardsRgh",2008
47,47,"JP Hayes",67,NA,449.083,21,0,"Approachesfrom75100yardsRgh",2008
47,47,"Rocco Mediate",87,NA,256.833,12,0,"Approachesfrom75100yardsRgh",2008
49,49,"Freddie Jacobson",78,NA,301.75,14,0,"Approachesfrom75100yardsRgh",2008
49,49,"Brandt Jobe",52,NA,151.083,7,1,"Approachesfrom75100yardsRgh",2008
51,51,"Corey Pavin",69,NA,194.75,9,0,"Approachesfrom75100yardsRgh",2008
52,52,"Jonathan Byrd",88,NA,240.5,11,-4,"Approachesfrom75100yardsRgh",2008
53,53,"Michael Letzig",88,NA,416.333,19,4,"Approachesfrom75100yardsRgh",2008
54,54,"Glen Day",64,NA,374.5,17,0,"Approachesfrom75100yardsRgh",2008
55,55,"Rory Sabbatini",77,NA,376.25,17,0,"Approachesfrom75100yardsRgh",2008
56,56,"Johnson Wagner",83,NA,289,13,4,"Approachesfrom75100yardsRgh",2008
57,57,"Frank Lickliter II",107,NA,536.667,24,3,"Approachesfrom75100yardsRgh",2008
57,57,"Adam Scott",51,NA,201,9,-1,"Approachesfrom75100yardsRgh",2008
59,59,"YE Yang",89,NA,313.25,14,-2,"Approachesfrom75100yardsRgh",2008
60,60,"Geoff Ogilvy",65,NA,405.333,18,2,"Approachesfrom75100yardsRgh",2008
61,61,"Chez Reavie",102,NA,451.5,20,0,"Approachesfrom75100yardsRgh",2008
62,62,"Bob Estes",90,NA,363.75,16,0,"Approachesfrom75100yardsRgh",2008
63,63,"Brenden Pappas",66,NA,297.583,13,7,"Approachesfrom75100yardsRgh",2008
64,64,"Chad Collins",72,NA,344.5,15,2,"Approachesfrom75100yardsRgh",2008
64,64,"Will Ma Kenzie",62,NA,344.75,15,2,"Approachesfrom75100yardsRgh",2008
64,64,"Pat Perez",93,NA,206.75,9,0,"Approachesfrom75100yardsRgh",2008
64,64,"Patrick Sheehan",124,NA,482.5,21,12,"Approachesfrom75100yardsRgh",2008
68,68,"Ryan Palmer",69,NA,324.25,14,0,"Approachesfrom75100yardsRgh",2008
69,69,"Tommy Armour III",77,NA,395.833,17,5,"Approachesfrom75100yardsRgh",2008
69,69,"Jason Day",81,NA,512.083,22,-1,"Approachesfrom75100yardsRgh",2008
71,71,"Cameron Beckman",87,NA,419.833,18,1,"Approachesfrom75100yardsRgh",2008
71,71,"KJ Choi",74,NA,209.75,9,-1,"Approachesfrom75100yardsRgh",2008
71,71,"Chris DiMarco",87,NA,607.667,26,0,"Approachesfrom75100yardsRgh",2008
71,71,"Sergio Garcia",72,NA,163.583,7,-1,"Approachesfrom75100yardsRgh",2008
75,75,"Trevor Immelman",70,NA,281.167,12,2,"Approachesfrom75100yardsRgh",2008
76,76,"Mark Hensby",71,NA,305.417,13,1,"Approachesfrom75100yardsRgh",2008
77,77,"Todd Demsey",80,NA,306.083,13,2,"Approachesfrom75100yardsRgh",2008
77,77,"Brett Rumford",72,NA,495.75,21,-1,"Approachesfrom75100yardsRgh",2008
77,77,"Omar Uresti",74,NA,306.083,13,2,"Approachesfrom75100yardsRgh",2008
80,80,"Tim Clark",90,NA,332.083,14,0,"Approachesfrom75100yardsRgh",2008
80,80,"JJ Henry",108,NA,308.667,13,-2,"Approachesfrom75100yardsRgh",2008
80,80,"Justin Leonard",101,NA,332.25,14,-3,"Approachesfrom75100yardsRgh",2008
80,80,"Phil Mickelson",80,NA,428.167,18,-2,"Approachesfrom75100yardsRgh",2008
80,80,"Kevin Streelman",114,NA,736.5,31,2,"Approachesfrom75100yardsRgh",2008
85,85,"Ron Whittaker",54,NA,287.917,12,2,"Approachesfrom75100yardsRgh",2008
86,86,"Ryan Armour",87,NA,457.083,19,7,"Approachesfrom75100yardsRgh",2008
86,86,"Heath Slocum",104,NA,433.083,18,8,"Approachesfrom75100yardsRgh",2008
88,88,"Anthony Kim",81,NA,458.667,19,0,"Approachesfrom75100yardsRgh",2008
88,88,"Nick Watney",96,NA,579,24,7,"Approachesfrom75100yardsRgh",2008
90,90,"George McNeill",97,NA,558.083,23,2,"Approachesfrom75100yardsRgh",2008
90,90,"Travis Perkins",53,NA,290.833,12,1,"Approachesfrom75100yardsRgh",2008
92,92,"Jeff Gove",50,NA,145.917,6,1,"Approachesfrom75100yardsRgh",2008
92,92,"Steve Marino",119,NA,486.667,20,0,"Approachesfrom75100yardsRgh",2008
94,94,"Jeff Quinney",87,NA,587.333,24,6,"Approachesfrom75100yardsRgh",2008
95,95,"Vijay Singh",82,NA,594.667,24,2,"Approachesfrom75100yardsRgh",2008
96,96,"Daniel Chopra",84,NA,770.833,31,-3,"Approachesfrom75100yardsRgh",2008
96,96,"Fred Couples",60,NA,372.917,15,1,"Approachesfrom75100yardsRgh",2008
98,98,"Cody Freeman",66,NA,398.917,16,1,"Approachesfrom75100yardsRgh",2008
99,99,"Charles Howell III",101,NA,525.583,21,-6,"Approachesfrom75100yardsRgh",2008
99,99,"Parker McLachlin",88,NA,525.25,21,-1,"Approachesfrom75100yardsRgh",2008
101,101,"Kyle Thompson",70,NA,351.333,14,-2,"Approachesfrom75100yardsRgh",2008
102,102,"Camilo Villegas",79,NA,254.417,10,2,"Approachesfrom75100yardsRgh",2008
103,103,"Lucas Glover",91,NA,407.917,16,4,"Approachesfrom75100yardsRgh",2008
103,103,"John Riegger",73,NA,458.75,18,3,"Approachesfrom75100yardsRgh",2008
105,105,"Retief Goosen",59,NA,128.083,5,5,"Approachesfrom75100yardsRgh",2008
105,105,"Carl Pettersson",110,NA,460.75,18,1,"Approachesfrom75100yardsRgh",2008
105,105,"Brett Quigley",80,NA,485.333,19,3,"Approachesfrom75100yardsRgh",2008
105,105,"Tim Wilkinson",95,NA,588.417,23,4,"Approachesfrom75100yardsRgh",2008
109,109,"Jeff Overton",103,NA,743.5,29,4,"Approachesfrom75100yardsRgh",2008
111,111,"Matt Jones",95,NA,495.417,19,2,"Approachesfrom75100yardsRgh",2008
111,111,"Jerry Kelly",89,NA,468.75,18,4,"Approachesfrom75100yardsRgh",2008
113,113,"Carlos Franco",73,NA,341,13,3,"Approachesfrom75100yardsRgh",2008
113,113,"Tom Scherrer",56,NA,473.083,18,7,"Approachesfrom75100yardsRgh",2008
115,115,"Jason Gore",94,NA,528.833,20,5,"Approachesfrom75100yardsRgh",2008
115,115,"Bo Van Pelt",101,NA,529,20,2,"Approachesfrom75100yardsRgh",2008
117,117,"Michael Allen",91,NA,688.917,26,6,"Approachesfrom75100yardsRgh",2008
117,117,"Steve Flesch",95,NA,557.083,21,5,"Approachesfrom75100yardsRgh",2008
119,119,"Scott McCarron",63,NA,346.917,13,5,"Approachesfrom75100yardsRgh",2008
120,120,"Billy Andrade",71,NA,401.833,15,4,"Approachesfrom75100yardsRgh",2008
120,120,"Mark Calcavecchia",67,NA,454.25,17,1,"Approachesfrom75100yardsRgh",2008
120,120,"Bill Haas",99,NA,615.75,23,3,"Approachesfrom75100yardsRgh",2008
120,120,"Tim Herron",97,NA,721.25,27,1,"Approachesfrom75100yardsRgh",2008
124,124,"Kenny Perry",97,NA,512.583,19,1,"Approachesfrom75100yardsRgh",2008
125,125,"Nathan Green",95,NA,514,19,1,"Approachesfrom75100yardsRgh",2008
126,126,"Paul Casey",55,NA,136.333,5,1,"Approachesfrom75100yardsRgh",2008
127,127,"Woody Austin",109,NA,683.583,25,3,"Approachesfrom75100yardsRgh",2008
127,127,"DJ Trahan",94,NA,519.75,19,7,"Approachesfrom75100yardsRgh",2008
129,129,"Mathias Gronberg",87,NA,576.417,21,-1,"Approachesfrom75100yardsRgh",2008
129,129,"Kent Jones",68,NA,274.333,10,0,"Approachesfrom75100yardsRgh",2008
131,131,"James Driscoll",85,NA,720.083,26,2,"Approachesfrom75100yardsRgh",2008
131,131,"Nicholas Thompson",113,NA,636.25,23,1,"Approachesfrom75100yardsRgh",2008
133,133,"Brian Davis",108,NA,693.75,25,-1,"Approachesfrom75100yardsRgh",2008
134,134,"Ken Duke",116,NA,834.25,30,7,"Approachesfrom75100yardsRgh",2008
135,135,"Tom Lehman",51,NA,195.917,7,3,"Approachesfrom75100yardsRgh",2008
135,135,"David Toms",70,NA,167.75,6,1,"Approachesfrom75100yardsRgh",2008
137,137,"Stewart Cink",87,NA,645.167,23,2,"Approachesfrom75100yardsRgh",2008
137,137,"Lee Janzen",89,NA,365,13,2,"Approachesfrom75100yardsRgh",2008
137,137,"Dustin Johnson",92,NA,984.333,35,5,"Approachesfrom75100yardsRgh",2008
140,140,"Hunter Mahan",87,NA,394.5,14,0,"Approachesfrom75100yardsRgh",2008
140,140,"Jay Williamson",96,NA,535.25,19,0,"Approachesfrom75100yardsRgh",2008
142,142,"Marco Dawson",64,NA,225.75,8,1,"Approachesfrom75100yardsRgh",2008
143,143,"Ted Purdy",68,NA,396.833,14,5,"Approachesfrom75100yardsRgh",2008
143,143,"Brandt Snedeker",85,NA,680.167,24,1,"Approachesfrom75100yardsRgh",2008
145,145,"Joe Durant",92,NA,454.5,16,0,"Approachesfrom75100yardsRgh",2008
145,145,"Steve Elkington",84,NA,624.583,22,4,"Approachesfrom75100yardsRgh",2008
145,145,"Tag Ridings",88,NA,624.833,22,5,"Approachesfrom75100yardsRgh",2008
145,145,"Chris Riley",51,NA,198.667,7,1,"Approachesfrom75100yardsRgh",2008
149,149,"Alejandro Canizares",52,NA,199.25,7,1,"Approachesfrom75100yardsRgh",2008
149,149,"Jon Mills",95,NA,599.167,21,5,"Approachesfrom75100yardsRgh",2008
151,151,"John Rollins",94,NA,573.75,20,3,"Approachesfrom75100yardsRgh",2008
152,152,"JB Holmes",86,NA,633.833,22,-1,"Approachesfrom75100yardsRgh",2008
153,153,"Charley Hoffman",94,NA,723.583,25,1,"Approachesfrom75100yardsRgh",2008
153,153,"Jesper Parnevik",88,NA,434.333,15,1,"Approachesfrom75100yardsRgh",2008
155,155,"Kenneth Ferrie",72,NA,319.167,11,-1,"Approachesfrom75100yardsRgh",2008
156,156,"Eric Axley",113,NA,552.75,19,2,"Approachesfrom75100yardsRgh",2008
157,157,"Jason Allred",63,NA,381.083,13,1,"Approachesfrom75100yardsRgh",2008
157,157,"Bob Sowards",61,NA,616.583,21,5,"Approachesfrom75100yardsRgh",2008
159,159,"Matt Kuchar",88,NA,676.417,23,6,"Approachesfrom75100yardsRgh",2008
160,160,"Bubba Watson",97,NA,413.667,14,-1,"Approachesfrom75100yardsRgh",2008
161,161,"Steve Allan",58,NA,388.167,13,5,"Approachesfrom75100yardsRgh",2008
162,162,"Boo Weekley",86,NA,449.833,15,3,"Approachesfrom75100yardsRgh",2008
