"Total3Putts510_RANKTHISWEEK_2009","Total3Putts510_RANKLASTWEEK_2009","Total3Putts510_PLAYERNAME_2009","Total3Putts510_ROUNDS_2009","Total3Putts510_TOTAL3PUTTS510_2009","Total3Putts510_TOTAL3PUTTS_2009","stat_name","year"
1,1,"Ken Duke",87,6,43,"Total3Putts510",2009
1,1,"Kirk Triplett",60,6,58,"Total3Putts510",2009
3,3,"Matt Bettencourt",98,5,77,"Total3Putts510",2009
3,3,"Brian Davis",103,5,54,"Total3Putts510",2009
3,3,"Heath Slocum",95,5,52,"Total3Putts510",2009
6,6,"Jonathan Byrd",89,4,54,"Total3Putts510",2009
6,6,"Mark Calcavecchia",72,4,52,"Total3Putts510",2009
6,6,"Ben Crane",93,4,39,"Total3Putts510",2009
6,6,"Joe Durant",62,4,42,"Total3Putts510",2009
6,6,"James Nitties",86,4,37,"Total3Putts510",2009
6,6,"Sean OHair",80,4,44,"Total3Putts510",2009
6,6,"Aron Price",89,4,50,"Total3Putts510",2009
6,6,"Kevin Sutherland",96,4,38,"Total3Putts510",2009
14,14,"Michael Allen",73,3,28,"Total3Putts510",2009
14,14,"Stuart Appleby",79,3,38,"Total3Putts510",2009
14,14,"Sergio Garcia",59,3,18,"Total3Putts510",2009
14,14,"Marc Leishman",91,3,53,"Total3Putts510",2009
14,14,"Jeff Overton",92,3,40,"Total3Putts510",2009
14,14,"Tim Petrovic",97,3,38,"Total3Putts510",2009
14,14,"DA Points",99,3,55,"Total3Putts510",2009
14,14,"Brett Quigley",92,3,46,"Total3Putts510",2009
14,14,"Jeff Quinney",78,3,37,"Total3Putts510",2009
14,14,"Brandt Snedeker",81,3,26,"Total3Putts510",2009
14,14,"Peter Tomasulo",61,3,42,"Total3Putts510",2009
14,14,"Bo Van Pelt",100,3,47,"Total3Putts510",2009
14,14,"Camilo Villegas",76,3,34,"Total3Putts510",2009
14,14,"Mark Wilson",99,3,45,"Total3Putts510",2009
28,28,"Robert Allenby",71,2,46,"Total3Putts510",2009
28,28,"Woody Austin",84,2,45,"Total3Putts510",2009
28,28,"Ricky Barnes",67,2,39,"Total3Putts510",2009
28,28,"Cameron Beckman",87,2,44,"Total3Putts510",2009
28,28,"Jason Bohn",88,2,38,"Total3Putts510",2009
28,28,"Bart Bryant",58,2,23,"Total3Putts510",2009
28,28,"Chad Campbell",90,2,35,"Total3Putts510",2009
28,28,"Alex Cejka",82,2,40,"Total3Putts510",2009
28,28,"Daniel Chopra",89,2,42,"Total3Putts510",2009
28,28,"Glen Day",79,2,45,"Total3Putts510",2009
28,28,"Chris DiMarco",97,2,37,"Total3Putts510",2009
28,28,"Derek Fathauer",63,2,34,"Total3Putts510",2009
28,28,"Brad Faxon",59,2,14,"Total3Putts510",2009
28,28,"Steve Flesch",77,2,46,"Total3Putts510",2009
28,28,"Jason Gore",74,2,51,"Total3Putts510",2009
28,28,"Todd Hamilton",83,2,32,"Total3Putts510",2009
28,28,"Bob Heintz",59,2,14,"Total3Putts510",2009
28,28,"Zach Johnson",94,2,38,"Total3Putts510",2009
28,28,"Kent Jones",73,2,33,"Total3Putts510",2009
28,28,"Anthony Kim",76,2,28,"Total3Putts510",2009
28,28,"Colt Knost",71,2,28,"Total3Putts510",2009
28,28,"Peter Lonard",86,2,53,"Total3Putts510",2009
28,28,"Will Ma Kenzie",69,2,51,"Total3Putts510",2009
28,28,"John Mallinger",90,2,32,"Total3Putts510",2009
28,28,"David Mathis",82,2,36,"Total3Putts510",2009
28,28,"Billy Mayfair",83,2,53,"Total3Putts510",2009
28,28,"George McNeill",82,2,38,"Total3Putts510",2009
28,28,"Rocco Mediate",79,2,46,"Total3Putts510",2009
28,28,"John Merrick",91,2,24,"Total3Putts510",2009
28,28,"Ryan Moore",89,2,41,"Total3Putts510",2009
28,28,"Kevin Na",91,2,33,"Total3Putts510",2009
28,28,"Greg Owen",97,2,52,"Total3Putts510",2009
28,28,"Pat Perez",74,2,30,"Total3Putts510",2009
28,28,"Carl Pettersson",86,2,28,"Total3Putts510",2009
28,28,"Ted Purdy",101,2,61,"Total3Putts510",2009
28,28,"Chez Reavie",81,2,28,"Total3Putts510",2009
28,28,"Andres Romero",58,2,29,"Total3Putts510",2009
28,28,"Rory Sabbatini",81,2,27,"Total3Putts510",2009
28,28,"Darron Stiles",52,2,34,"Total3Putts510",2009
28,28,"Nicholas Thompson",96,2,77,"Total3Putts510",2009
28,28,"Brendon Todd",53,2,33,"Total3Putts510",2009
28,28,"Marc Turnesa",77,2,48,"Total3Putts510",2009
28,28,"Jimmy Walker",74,2,29,"Total3Putts510",2009
28,28,"Nick Watney",86,2,29,"Total3Putts510",2009
28,28,"Boo Weekley",79,2,41,"Total3Putts510",2009
28,28,"Mike Weir",85,2,30,"Total3Putts510",2009
28,28,"YE Yang",83,2,45,"Total3Putts510",2009
75,75,"Tommy Armour III",58,1,19,"Total3Putts510",2009
75,75,"Aaron Baddeley",66,1,24,"Total3Putts510",2009
75,75,"Brian Bateman",55,1,21,"Total3Putts510",2009
75,75,"Rich Beem",77,1,36,"Total3Putts510",2009
75,75,"Kris Blanks",60,1,28,"Total3Putts510",2009
75,75,"Stewart Cink",79,1,24,"Total3Putts510",2009
75,75,"Tim Clark",81,1,21,"Total3Putts510",2009
75,75,"Fred Couples",54,1,29,"Total3Putts510",2009
75,75,"Jason Day",61,1,27,"Total3Putts510",2009
75,75,"Jason Dufner",90,1,44,"Total3Putts510",2009
75,75,"David Duval",56,1,16,"Total3Putts510",2009
75,75,"Steve Elkington",70,1,29,"Total3Putts510",2009
75,75,"Bob Estes",78,1,27,"Total3Putts510",2009
75,75,"Harrison Frazar",93,1,35,"Total3Putts510",2009
75,75,"Jim Furyk",86,1,19,"Total3Putts510",2009
75,75,"Lucas Glover",93,1,45,"Total3Putts510",2009
75,75,"Padraig Harrington",66,1,19,"Total3Putts510",2009
75,75,"Tim Herron",87,1,43,"Total3Putts510",2009
75,75,"Charley Hoffman",97,1,41,"Total3Putts510",2009
75,75,"JB Holmes",74,1,50,"Total3Putts510",2009
75,75,"Charles Howell III",99,1,31,"Total3Putts510",2009
75,75,"Ryuji Imada",85,1,25,"Total3Putts510",2009
75,75,"Richard Johnson",85,1,34,"Total3Putts510",2009
75,75,"Jerry Kelly",90,1,37,"Total3Putts510",2009
75,75,"Jeff Klauk",97,1,37,"Total3Putts510",2009
75,75,"Cliff Kresge",78,1,40,"Total3Putts510",2009
75,75,"Matt Kuchar",82,1,30,"Total3Putts510",2009
75,75,"Martin Laird",72,1,40,"Total3Putts510",2009
75,75,"Tom Lehman",55,1,21,"Total3Putts510",2009
75,75,"Justin Leonard",95,1,25,"Total3Putts510",2009
75,75,"Michael Letzig",96,1,49,"Total3Putts510",2009
75,75,"Steve Lowery",83,1,54,"Total3Putts510",2009
75,75,"Bill Lunde",83,1,49,"Total3Putts510",2009
75,75,"Jarrod Lyle",65,1,17,"Total3Putts510",2009
75,75,"Jeff Maggert",79,1,56,"Total3Putts510",2009
75,75,"Troy Matteson",95,1,42,"Total3Putts510",2009
75,75,"Scott McCarron",91,1,33,"Total3Putts510",2009
75,75,"Parker McLachlin",71,1,36,"Total3Putts510",2009
75,75,"Phil Mickelson",66,1,19,"Total3Putts510",2009
75,75,"Nick OHern",90,1,38,"Total3Putts510",2009
75,75,"Geoff Ogilvy",78,1,23,"Total3Putts510",2009
75,75,"Leif Olson",51,1,34,"Total3Putts510",2009
75,75,"Ryan Palmer",78,1,34,"Total3Putts510",2009
75,75,"Rod Pampling",72,1,38,"Total3Putts510",2009
75,75,"Tom Pernice Jr",82,1,42,"Total3Putts510",2009
75,75,"Kenny Perry",92,1,41,"Total3Putts510",2009
75,75,"Scott Piercy",85,1,44,"Total3Putts510",2009
75,75,"Rick Price",54,1,31,"Total3Putts510",2009
75,75,"Chris Riley",77,1,30,"Total3Putts510",2009
75,75,"John Rollins",92,1,41,"Total3Putts510",2009
75,75,"Adam Scott",53,1,31,"Total3Putts510",2009
75,75,"John Senden",100,1,40,"Total3Putts510",2009
75,75,"Webb Simpson",94,1,44,"Total3Putts510",2009
