"3PuttAvoidance1520_RANKTHISWEEK_2014","3PuttAvoidance1520_RANKLASTWEEK_2014","3PuttAvoidance1520_PLAYERNAME_2014","3PuttAvoidance1520_ROUNDS_2014","3PuttAvoidance1520_Pct_2014","3PuttAvoidance1520_TOTAL3PUTTS_2014","3PuttAvoidance1520_ATTEMPTS_2014","3PuttAvoidance1520_2PUTTORBETTERPct_2014","stat_name","year"
1,1,"Ricky Barnes",92,0,NA,138,100,"3PuttAvoidance1520",2014
1,1,"Jonas Blixt",64,0,NA,79,100,"3PuttAvoidance1520",2014
1,1,"Keegan Bradley",89,0,NA,127,100,"3PuttAvoidance1520",2014
1,1,"Paul Casey",56,0,NA,69,100,"3PuttAvoidance1520",2014
1,1,"Chad Collins",78,0,NA,106,100,"3PuttAvoidance1520",2014
1,1,"Erik Compton",88,0,NA,131,100,"3PuttAvoidance1520",2014
1,1,"Ben Curtis",77,0,NA,111,100,"3PuttAvoidance1520",2014
1,1,"Jason Day",54,0,NA,60,100,"3PuttAvoidance1520",2014
1,1,"Jim Furyk",84,0,NA,132,100,"3PuttAvoidance1520",2014
1,1,"Sergio Garcia",61,0,NA,65,100,"3PuttAvoidance1520",2014
1,1,"Bill Haas",107,0,NA,136,100,"3PuttAvoidance1520",2014
1,1,"Charley Hoffman",93,0,NA,140,100,"3PuttAvoidance1520",2014
1,1,"Jerry Kelly",80,0,NA,127,100,"3PuttAvoidance1520",2014
1,1,"Kevin Kisner",85,0,NA,118,100,"3PuttAvoidance1520",2014
1,1,"Bronson La Cassie",51,0,NA,73,100,"3PuttAvoidance1520",2014
1,1,"Richard Lee",80,0,NA,107,100,"3PuttAvoidance1520",2014
1,1,"Justin Leonard",75,0,NA,98,100,"3PuttAvoidance1520",2014
1,1,"Spencer Levin",59,0,NA,86,100,"3PuttAvoidance1520",2014
1,1,"David Lingmerth",80,0,NA,120,100,"3PuttAvoidance1520",2014
1,1,"Davis Love III",74,0,NA,110,100,"3PuttAvoidance1520",2014
1,1,"Ryan Moore",86,0,NA,127,100,"3PuttAvoidance1520",2014
1,1,"Geoff Ogilvy",84,0,NA,130,100,"3PuttAvoidance1520",2014
1,1,"Louis Oosthuizen",50,0,NA,53,100,"3PuttAvoidance1520",2014
1,1,"Carl Pettersson",91,0,NA,187,100,"3PuttAvoidance1520",2014
1,1,"John Senden",99,0,NA,151,100,"3PuttAvoidance1520",2014
1,1,"Heath Slocum",71,0,NA,134,100,"3PuttAvoidance1520",2014
1,1,"Brian Stuard",91,0,NA,147,100,"3PuttAvoidance1520",2014
1,1,"Andrew Svoboda",77,0,NA,134,100,"3PuttAvoidance1520",2014
1,1,"Michael Thompson",74,0,NA,108,100,"3PuttAvoidance1520",2014
1,1,"David Toms",64,0,NA,112,100,"3PuttAvoidance1520",2014
1,1,"Jhonattan Vegas",77,0,NA,103,100,"3PuttAvoidance1520",2014
1,1,"Johnson Wagner",69,0,NA,116,100,"3PuttAvoidance1520",2014
1,1,"Jimmy Walker",98,0,NA,127,100,"3PuttAvoidance1520",2014
1,1,"Mike Weir",69,0,NA,93,100,"3PuttAvoidance1520",2014
35,35,"Kevin Chappell",100,0.55,1,183,99.4,"3PuttAvoidance1520",2014
36,36,"Scott Brown",100,0.58,1,173,99.4,"3PuttAvoidance1520",2014
36,36,"Matt Kuchar",91,0.58,1,173,99.4,"3PuttAvoidance1520",2014
36,36,"Daniel Summerhays",98,0.58,1,171,99.4,"3PuttAvoidance1520",2014
39,39,"Brendon de Jonge",109,0.59,1,170,99.4,"3PuttAvoidance1520",2014
39,39,"Scott Langley",95,0.59,1,169,99.4,"3PuttAvoidance1520",2014
41,41,"William McGirt",96,0.61,1,165,99.3,"3PuttAvoidance1520",2014
41,41,"Michael Putnam",106,0.61,1,164,99.3,"3PuttAvoidance1520",2014
43,43,"Robert Allenby",83,0.62,1,162,99.3,"3PuttAvoidance1520",2014
43,43,"JJ Henry",91,0.62,1,162,99.3,"3PuttAvoidance1520",2014
43,43,"Chris Kirk",105,0.62,1,161,99.3,"3PuttAvoidance1520",2014
43,43,"Russell Knox",92,0.62,1,162,99.3,"3PuttAvoidance1520",2014
47,47,"James Hahn",82,0.63,1,160,99.3,"3PuttAvoidance1520",2014
48,48,"Harris English",95,0.66,1,152,99.3,"3PuttAvoidance1520",2014
48,48,"George McNeill",79,0.66,1,151,99.3,"3PuttAvoidance1520",2014
50,50,"Retief Goosen",94,0.67,1,150,99.3,"3PuttAvoidance1520",2014
50,50,"David Hearn",97,0.67,1,149,99.3,"3PuttAvoidance1520",2014
52,52,"Greg Chalmers",85,0.68,1,146,99.3,"3PuttAvoidance1520",2014
53,53,"Tyrone Van Aswegen",79,0.69,1,145,99.3,"3PuttAvoidance1520",2014
54,54,"Hunter Mahan",88,0.71,1,141,99.2,"3PuttAvoidance1520",2014
