"Scramblingfrom30yards_RANKTHISWEEK_2006","Scramblingfrom30yards_RANKLASTWEEK_2006","Scramblingfrom30yards_PLAYERNAME_2006","Scramblingfrom30yards_ROUNDS_2006","Scramblingfrom30yards_Pct_2006","Scramblingfrom30yards_SUCCESSES_2006","Scramblingfrom30yards_ATTEMPTS_2006","stat_name","year"
1,1,"Jim Furyk",89,46.3,25,54,"Scramblingfrom30yards",2006
2,2,"Steve Stricker",64,46,23,50,"Scramblingfrom30yards",2006
3,3,"Tjaart van der Walt",60,43.86,25,57,"Scramblingfrom30yards",2006
4,4,"Luke Donald",66,42.37,25,59,"Scramblingfrom30yards",2006
5,5,"Stephen Ames",63,41.67,20,48,"Scramblingfrom30yards",2006
6,6,"Stewart Cink",93,40.86,38,93,"Scramblingfrom30yards",2006
7,7,"Stuart Appleby",83,40.7,35,86,"Scramblingfrom30yards",2006
8,8,"Chris Riley",86,40.28,29,72,"Scramblingfrom30yards",2006
9,9,"Thomas Levet",53,40,16,40,"Scramblingfrom30yards",2006
10,10,"Jerry Kelly",100,39.39,26,66,"Scramblingfrom30yards",2006
11,11,"Ernie Els",69,37.5,21,56,"Scramblingfrom30yards",2006
11,11,"Bob Estes",85,37.5,30,80,"Scramblingfrom30yards",2006
11,11,"Tom Lehman",70,37.5,24,64,"Scramblingfrom30yards",2006
14,14,"Bubba Watson",83,36.84,28,76,"Scramblingfrom30yards",2006
15,15,"Billy Mayfair",94,36.59,30,82,"Scramblingfrom30yards",2006
16,16,"Skip Kendall",72,36.07,22,61,"Scramblingfrom30yards",2006
17,17,"Retief Goosen",68,35.62,26,73,"Scramblingfrom30yards",2006
18,18,"Mark Calcavecchia",94,35.56,32,90,"Scramblingfrom30yards",2006
19,19,"Nick Watney",97,35.44,28,79,"Scramblingfrom30yards",2006
20,20,"Stephen Leaney",84,35.29,30,85,"Scramblingfrom30yards",2006
21,21,"Phil Mickelson",74,35.19,19,54,"Scramblingfrom30yards",2006
22,22,"Jesper Parnevik",84,35.16,32,91,"Scramblingfrom30yards",2006
23,23,"JL Lewis",57,35.06,27,77,"Scramblingfrom30yards",2006
24,24,"Steve Elkington",52,35,14,40,"Scramblingfrom30yards",2006
25,25,"Rod Pampling",89,34.95,36,103,"Scramblingfrom30yards",2006
26,26,"Mark Wilson",79,34.94,29,83,"Scramblingfrom30yards",2006
27,27,"Brad Faxon",78,34.82,39,112,"Scramblingfrom30yards",2006
28,28,"Greg Owen",79,34.78,16,46,"Scramblingfrom30yards",2006
29,29,"Jose Maria Olazabal",62,34.62,18,52,"Scramblingfrom30yards",2006
30,30,"Bernhard Langer",77,34.29,24,70,"Scramblingfrom30yards",2006
31,31,"Omar Uresti",61,34.15,14,41,"Scramblingfrom30yards",2006
32,32,"Steve Flesch",119,33.61,40,119,"Scramblingfrom30yards",2006
33,33,"Jon Mills",68,33.33,27,81,"Scramblingfrom30yards",2006
33,33,"Larry Mize",53,33.33,16,48,"Scramblingfrom30yards",2006
33,33,"Rory Sabbatini",84,33.33,23,69,"Scramblingfrom30yards",2006
36,36,"Jason Gore",86,33.02,35,106,"Scramblingfrom30yards",2006
37,37,"Joe Ogilvie",95,32.97,30,91,"Scramblingfrom30yards",2006
37,37,"DA Points",82,32.97,30,91,"Scramblingfrom30yards",2006
39,39,"Trevor Immelman",86,32.91,26,79,"Scramblingfrom30yards",2006
40,40,"Fred Funk",106,32.86,23,70,"Scramblingfrom30yards",2006
41,41,"Chris DiMarco",83,32.76,19,58,"Scramblingfrom30yards",2006
42,42,"Michael Allen",84,32.69,34,104,"Scramblingfrom30yards",2006
43,43,"Joe Durant",101,32.26,20,62,"Scramblingfrom30yards",2006
43,43,"Steve Jones",83,32.26,30,93,"Scramblingfrom30yards",2006
45,45,"Dean Wilson",115,32.2,38,118,"Scramblingfrom30yards",2006
46,46,"Fred Couples",52,32.14,9,28,"Scramblingfrom30yards",2006
47,47,"Adam Scott",70,31.91,15,47,"Scramblingfrom30yards",2006
48,48,"Brian Gay",107,31.9,37,116,"Scramblingfrom30yards",2006
49,49,"Peter Lonard",77,31.87,29,91,"Scramblingfrom30yards",2006
50,50,"JJ Henry",96,31.73,33,104,"Scramblingfrom30yards",2006
51,51,"Davis Love III",85,31.67,19,60,"Scramblingfrom30yards",2006
52,52,"Richard Johnson",94,31.63,31,98,"Scramblingfrom30yards",2006
53,53,"Robert Damron",91,31.58,30,95,"Scramblingfrom30yards",2006
53,53,"Tim Petrovic",95,31.58,36,114,"Scramblingfrom30yards",2006
55,55,"Danny Ellis",68,31.51,23,73,"Scramblingfrom30yards",2006
56,56,"John Huston",74,31.4,27,86,"Scramblingfrom30yards",2006
57,57,"Woody Austin",107,31.13,33,106,"Scramblingfrom30yards",2006
58,58,"Tom Pernice Jr",108,31.11,28,90,"Scramblingfrom30yards",2006
59,59,"Arjun Atwal",97,30.97,35,113,"Scramblingfrom30yards",2006
60,60,"Mark OMeara",52,30.91,17,55,"Scramblingfrom30yards",2006
61,61,"Mike Weir",88,30.86,25,81,"Scramblingfrom30yards",2006
62,62,"Frank Lickliter II",99,30.77,24,78,"Scramblingfrom30yards",2006
63,63,"Brett Quigley",109,30.69,31,101,"Scramblingfrom30yards",2006
64,64,"Arron Oberholser",82,30.67,23,75,"Scramblingfrom30yards",2006
65,65,"Corey Pavin",74,30.65,19,62,"Scramblingfrom30yards",2006
65,65,"David Toms",76,30.65,19,62,"Scramblingfrom30yards",2006
67,67,"Jerry Smith",94,30.63,34,111,"Scramblingfrom30yards",2006
68,68,"Tim Herron",82,30.38,24,79,"Scramblingfrom30yards",2006
69,69,"Jason Schultz",77,30.3,30,99,"Scramblingfrom30yards",2006
70,70,"Len Mattiace",59,30.23,26,86,"Scramblingfrom30yards",2006
71,71,"Aaron Baddeley",78,30.11,28,93,"Scramblingfrom30yards",2006
72,72,"Tim Clark",80,30,21,70,"Scramblingfrom30yards",2006
72,72,"Sean OHair",100,30,33,110,"Scramblingfrom30yards",2006
72,72,"Roger Tambellini",64,30,21,70,"Scramblingfrom30yards",2006
75,75,"Greg Kraft",79,29.85,20,67,"Scramblingfrom30yards",2006
76,76,"Michael Connell",51,29.82,17,57,"Scramblingfrom30yards",2006
77,77,"Freddie Jacobson",56,29.69,19,64,"Scramblingfrom30yards",2006
78,78,"Chad Campbell",91,29.55,26,88,"Scramblingfrom30yards",2006
79,79,"Will Ma Kenzie",91,29.33,22,75,"Scramblingfrom30yards",2006
80,80,"Brett Wetterich",82,29.17,21,72,"Scramblingfrom30yards",2006
81,81,"Zach Johnson",98,29.11,23,79,"Scramblingfrom30yards",2006
82,82,"Carl Pettersson",95,29.03,27,93,"Scramblingfrom30yards",2006
83,83,"Charles Warren",93,28.77,21,73,"Scramblingfrom30yards",2006
84,84,"David Branshaw",98,28.75,23,80,"Scramblingfrom30yards",2006
85,85,"Jeff Sluman",101,28.72,27,94,"Scramblingfrom30yards",2006
85,85,"Kevin Sutherland",100,28.72,27,94,"Scramblingfrom30yards",2006
87,87,"Bob May",65,28.57,16,56,"Scramblingfrom30yards",2006
88,88,"Geoff Ogilvy",76,28.4,23,81,"Scramblingfrom30yards",2006
89,89,"Paul Goydos",72,28.36,19,67,"Scramblingfrom30yards",2006
90,90,"Todd Hamilton",72,28.3,30,106,"Scramblingfrom30yards",2006
