"Scramblingfrom30yards_RANKTHISWEEK_2010","Scramblingfrom30yards_RANKLASTWEEK_2010","Scramblingfrom30yards_PLAYERNAME_2010","Scramblingfrom30yards_ROUNDS_2010","Scramblingfrom30yards_Pct_2010","Scramblingfrom30yards_SUCCESSES_2010","Scramblingfrom30yards_ATTEMPTS_2010","stat_name","year"
1,1,"Steve Stricker",73,54.55,24,44,"Scramblingfrom30yards",2010
2,2,"Jim Furyk",76,46.34,19,41,"Scramblingfrom30yards",2010
3,3,"Skip Kendall",58,43.28,29,67,"Scramblingfrom30yards",2010
4,4,"Brian Gay",101,41.94,39,93,"Scramblingfrom30yards",2010
5,5,"Boo Weekley",88,40.98,25,61,"Scramblingfrom30yards",2010
6,6,"Chris DiMarco",88,40.51,32,79,"Scramblingfrom30yards",2010
7,7,"Sean OHair",84,40.38,21,52,"Scramblingfrom30yards",2010
8,8,"Kevin Sutherland",86,40.24,33,82,"Scramblingfrom30yards",2010
9,9,"Bryce Molder",84,40.19,43,107,"Scramblingfrom30yards",2010
10,10,"Kevin Na",94,39.74,31,78,"Scramblingfrom30yards",2010
11,11,"Paul Casey",64,39.47,15,38,"Scramblingfrom30yards",2010
12,12,"Charlie Wi",95,39,39,100,"Scramblingfrom30yards",2010
13,13,"Retief Goosen",75,38.3,18,47,"Scramblingfrom30yards",2010
14,14,"Jonathan Byrd",85,38.1,32,84,"Scramblingfrom30yards",2010
15,15,"Charles Howell III",103,37.89,36,95,"Scramblingfrom30yards",2010
16,16,"Bob Estes",79,37.84,28,74,"Scramblingfrom30yards",2010
17,17,"Jeff Quinney",91,37.38,40,107,"Scramblingfrom30yards",2010
18,18,"Steve Elkington",74,36.84,14,38,"Scramblingfrom30yards",2010
18,18,"Trevor Immelman",55,36.84,21,57,"Scramblingfrom30yards",2010
20,20,"Charles Warren",64,36.73,18,49,"Scramblingfrom30yards",2010
21,21,"Jarrod Lyle",54,36.54,19,52,"Scramblingfrom30yards",2010
22,22,"Chris Riley",73,36.07,22,61,"Scramblingfrom30yards",2010
23,23,"Joe Durant",67,35.9,14,39,"Scramblingfrom30yards",2010
24,24,"Roland Thatcher",72,35.53,27,76,"Scramblingfrom30yards",2010
25,25,"YE Yang",72,35.29,18,51,"Scramblingfrom30yards",2010
26,26,"Tim Petrovic",105,35.16,32,91,"Scramblingfrom30yards",2010
27,27,"Paul Stankowski",62,35.09,20,57,"Scramblingfrom30yards",2010
28,28,"Padraig Harrington",57,34.62,18,52,"Scramblingfrom30yards",2010
28,28,"Jerry Kelly",99,34.62,27,78,"Scramblingfrom30yards",2010
30,30,"KJ Choi",82,34.55,19,55,"Scramblingfrom30yards",2010
30,30,"Ernie Els",72,34.55,19,55,"Scramblingfrom30yards",2010
32,32,"Nick Watney",91,34.43,21,61,"Scramblingfrom30yards",2010
33,33,"Sergio Garcia",58,34.38,11,32,"Scramblingfrom30yards",2010
34,34,"Graham DeLaet",88,34.29,24,70,"Scramblingfrom30yards",2010
34,34,"Michael Sim",64,34.29,24,70,"Scramblingfrom30yards",2010
36,36,"Michael Connell",89,34.07,31,91,"Scramblingfrom30yards",2010
36,36,"Matt Jones",89,34.07,31,91,"Scramblingfrom30yards",2010
38,38,"Craig Bowden",56,34,17,50,"Scramblingfrom30yards",2010
39,39,"Mike Weir",59,33.8,24,71,"Scramblingfrom30yards",2010
40,40,"Jimmy Walker",82,33.71,30,89,"Scramblingfrom30yards",2010
41,41,"Brian Stuard",81,33.66,34,101,"Scramblingfrom30yards",2010
42,42,"Stuart Appleby",101,33.63,38,113,"Scramblingfrom30yards",2010
43,43,"Brendon de Jonge",114,33.33,26,78,"Scramblingfrom30yards",2010
43,43,"Rory McIlroy",54,33.33,13,39,"Scramblingfrom30yards",2010
43,43,"Vijay Singh",75,33.33,16,48,"Scramblingfrom30yards",2010
43,43,"Bubba Watson",77,33.33,24,72,"Scramblingfrom30yards",2010
47,47,"Stephen Ames",75,32.91,26,79,"Scramblingfrom30yards",2010
48,48,"Justin Rose",78,32.65,16,49,"Scramblingfrom30yards",2010
49,49,"Omar Uresti",74,32.56,14,43,"Scramblingfrom30yards",2010
50,50,"John Merrick",109,32.5,26,80,"Scramblingfrom30yards",2010
51,51,"Justin Leonard",89,32.41,35,108,"Scramblingfrom30yards",2010
52,52,"Rich Barcelo",70,32.35,33,102,"Scramblingfrom30yards",2010
52,52,"Ben Curtis",78,32.35,22,68,"Scramblingfrom30yards",2010
54,54,"Tim Herron",79,32.18,28,87,"Scramblingfrom30yards",2010
55,55,"Luke Donald",71,32.14,18,56,"Scramblingfrom30yards",2010
55,55,"Billy Mayfair",78,32.14,18,56,"Scramblingfrom30yards",2010
57,57,"Jeev Milkha Singh",59,32.08,17,53,"Scramblingfrom30yards",2010
58,58,"Matt Kuchar",97,32,24,75,"Scramblingfrom30yards",2010
58,58,"Jeff Overton",89,32,32,100,"Scramblingfrom30yards",2010
58,58,"Rory Sabbatini",79,32,24,75,"Scramblingfrom30yards",2010
61,61,"Ryan Moore",80,31.91,15,47,"Scramblingfrom30yards",2010
62,62,"Steve Marino",81,31.82,21,66,"Scramblingfrom30yards",2010
63,63,"Paul Goydos",78,31.51,23,73,"Scramblingfrom30yards",2010
63,63,"Phil Mickelson",76,31.51,23,73,"Scramblingfrom30yards",2010
65,65,"Pat Perez",90,31.46,28,89,"Scramblingfrom30yards",2010
66,66,"Zach Johnson",93,31.17,24,77,"Scramblingfrom30yards",2010
66,66,"Scott McCarron",90,31.17,24,77,"Scramblingfrom30yards",2010
68,68,"Ben Crane",85,31.03,18,58,"Scramblingfrom30yards",2010
69,69,"Aaron Baddeley",94,30.89,38,123,"Scramblingfrom30yards",2010
70,70,"Matt Bettencourt",91,30.77,28,91,"Scramblingfrom30yards",2010
70,70,"Heath Slocum",97,30.77,20,65,"Scramblingfrom30yards",2010
72,72,"Joe Ogilvie",99,30.53,29,95,"Scramblingfrom30yards",2010
73,73,"Scott Verplank",74,30.51,18,59,"Scramblingfrom30yards",2010
74,74,"Ryuji Imada",90,30.3,30,99,"Scramblingfrom30yards",2010
75,75,"Michael Bradley",77,30.26,23,76,"Scramblingfrom30yards",2010
76,76,"Blake Adams",84,30.14,22,73,"Scramblingfrom30yards",2010
77,77,"Brian Davis",101,30.12,25,83,"Scramblingfrom30yards",2010
78,78,"Briny Baird",87,30,24,80,"Scramblingfrom30yards",2010
79,79,"Carl Pettersson",99,29.91,32,107,"Scramblingfrom30yards",2010
80,80,"Rod Pampling",77,29.87,23,77,"Scramblingfrom30yards",2010
81,81,"David Toms",86,29.82,17,57,"Scramblingfrom30yards",2010
82,82,"Tim Clark",88,29.79,14,47,"Scramblingfrom30yards",2010
82,82,"Brandt Snedeker",89,29.79,28,94,"Scramblingfrom30yards",2010
82,82,"Cameron Tringale",55,29.79,14,47,"Scramblingfrom30yards",2010
85,85,"Richard Johnson",90,29.73,22,74,"Scramblingfrom30yards",2010
86,86,"Aron Price",70,29.69,19,64,"Scramblingfrom30yards",2010
87,87,"Greg Chalmers",93,29.67,27,91,"Scramblingfrom30yards",2010
88,88,"Jason Dufner",87,29.63,16,54,"Scramblingfrom30yards",2010
89,89,"Will Ma Kenzie",72,29.51,18,61,"Scramblingfrom30yards",2010
90,90,"Tom Gillis",97,29.47,28,95,"Scramblingfrom30yards",2010
90,90,"Freddie Jacobson",83,29.47,28,95,"Scramblingfrom30yards",2010
92,92,"Chad Campbell",95,29.27,24,82,"Scramblingfrom30yards",2010
93,93,"Lucas Glover",75,29.09,16,55,"Scramblingfrom30yards",2010
94,94,"Derek Lamely",81,29.07,25,86,"Scramblingfrom30yards",2010
95,95,"Dean Wilson",54,29.03,9,31,"Scramblingfrom30yards",2010
96,96,"Nathan Green",86,28.95,33,114,"Scramblingfrom30yards",2010
97,97,"Webb Simpson",98,28.85,30,104,"Scramblingfrom30yards",2010
98,98,"Brent Delahoussaye",57,28.57,16,56,"Scramblingfrom30yards",2010
99,99,"Mark Wilson",87,28.05,23,82,"Scramblingfrom30yards",2010
100,100,"Mathew Goggin",85,28,21,75,"Scramblingfrom30yards",2010
101,101,"James Driscoll",78,27.91,24,86,"Scramblingfrom30yards",2010
102,102,"Adam Scott",70,27.78,10,36,"Scramblingfrom30yards",2010
103,103,"Tom Pernice Jr",74,27.59,16,58,"Scramblingfrom30yards",2010
104,104,"JJ Henry",92,27.54,19,69,"Scramblingfrom30yards",2010
105,105,"George McNeill",79,27.47,25,91,"Scramblingfrom30yards",2010
106,106,"Justin Bolli",55,27.45,14,51,"Scramblingfrom30yards",2010
107,107,"Andres Romero",73,27.4,20,73,"Scramblingfrom30yards",2010
108,108,"Robert Allenby",76,27.27,15,55,"Scramblingfrom30yards",2010
109,109,"Martin Laird",91,27.17,25,92,"Scramblingfrom30yards",2010
110,110,"JB Holmes",100,27.16,22,81,"Scramblingfrom30yards",2010
111,111,"Chris Tidland",77,27.12,16,59,"Scramblingfrom30yards",2010
112,112,"Woody Austin",93,27.03,20,74,"Scramblingfrom30yards",2010
