"Approach225250yardsRTP_RANKTHISWEEK_2006","Approach225250yardsRTP_RANKLASTWEEK_2006","Approach225250yardsRTP_PLAYERNAME_2006","Approach225250yardsRTP_ROUNDS_2006","Approach225250yardsRTP_AVGRTP_2006","stat_name","year"
1,1,"Davis Love III",85,-0.458,"Approach225250yardsRTP",2006
2,2,"Phil Mickelson",74,-0.444,"Approach225250yardsRTP",2006
3,3,"Stephen Ames",63,-0.442,"Approach225250yardsRTP",2006
4,4,"Mathew Goggin",72,-0.388,"Approach225250yardsRTP",2006
5,5,"Jonathan Byrd",66,-0.386,"Approach225250yardsRTP",2006
6,6,"Vaughn Taylor",88,-0.383,"Approach225250yardsRTP",2006
7,7,"Kevin Sutherland",100,-0.381,"Approach225250yardsRTP",2006
8,8,"Ian Poulter",53,-0.375,"Approach225250yardsRTP",2006
9,9,"Lucas Glover",105,-0.365,"Approach225250yardsRTP",2006
10,10,"Heath Slocum",96,-0.362,"Approach225250yardsRTP",2006
11,11,"Sean OHair",100,-0.36,"Approach225250yardsRTP",2006
12,12,"Craig Barlow",77,-0.358,"Approach225250yardsRTP",2006
13,13,"Ernie Els",69,-0.354,"Approach225250yardsRTP",2006
14,14,"Steve Stricker",64,-0.353,"Approach225250yardsRTP",2006
15,15,"Joe Durant",101,-0.347,"Approach225250yardsRTP",2006
16,16,"Scott Gutschewski",53,-0.333,"Approach225250yardsRTP",2006
16,16,"Trevor Immelman",86,-0.333,"Approach225250yardsRTP",2006
18,18,"Zach Johnson",98,-0.329,"Approach225250yardsRTP",2006
19,19,"Charles Warren",93,-0.324,"Approach225250yardsRTP",2006
20,20,"Tom Pernice Jr",108,-0.321,"Approach225250yardsRTP",2006
21,21,"Michael Allen",84,-0.319,"Approach225250yardsRTP",2006
21,21,"Jim Furyk",89,-0.319,"Approach225250yardsRTP",2006
23,23,"John Daly",51,-0.318,"Approach225250yardsRTP",2006
23,23,"Jimmy Walker",60,-0.318,"Approach225250yardsRTP",2006
25,25,"John Senden",96,-0.313,"Approach225250yardsRTP",2006
26,26,"Rich Beem",85,-0.311,"Approach225250yardsRTP",2006
26,26,"Kent Jones",103,-0.311,"Approach225250yardsRTP",2006
28,28,"Bo Van Pelt",102,-0.306,"Approach225250yardsRTP",2006
29,29,"Jerry Kelly",100,-0.3,"Approach225250yardsRTP",2006
29,29,"Hunter Mahan",98,-0.3,"Approach225250yardsRTP",2006
31,31,"Charles Howell III",96,-0.299,"Approach225250yardsRTP",2006
31,31,"Justin Rose",98,-0.299,"Approach225250yardsRTP",2006
33,33,"Harrison Frazar",95,-0.297,"Approach225250yardsRTP",2006
33,33,"Billy Mayfair",94,-0.297,"Approach225250yardsRTP",2006
35,35,"Ben Crane",85,-0.294,"Approach225250yardsRTP",2006
36,36,"Charley Hoffman",100,-0.292,"Approach225250yardsRTP",2006
37,37,"John Cook",67,-0.29,"Approach225250yardsRTP",2006
38,38,"Will Ma Kenzie",91,-0.286,"Approach225250yardsRTP",2006
39,39,"Carlos Franco",86,-0.284,"Approach225250yardsRTP",2006
40,40,"David Toms",76,-0.283,"Approach225250yardsRTP",2006
41,41,"Luke Donald",66,-0.282,"Approach225250yardsRTP",2006
41,41,"Retief Goosen",68,-0.282,"Approach225250yardsRTP",2006
43,43,"Frank Lickliter II",99,-0.281,"Approach225250yardsRTP",2006
44,44,"Nick Watney",97,-0.28,"Approach225250yardsRTP",2006
45,45,"John Rollins",93,-0.278,"Approach225250yardsRTP",2006
46,46,"Padraig Harrington",54,-0.276,"Approach225250yardsRTP",2006
47,47,"Alex Cejka",93,-0.271,"Approach225250yardsRTP",2006
48,48,"Richard Johnson",94,-0.27,"Approach225250yardsRTP",2006
48,48,"Ted Purdy",103,-0.27,"Approach225250yardsRTP",2006
50,50,"Geoff Ogilvy",76,-0.267,"Approach225250yardsRTP",2006
50,50,"DJ Trahan",92,-0.267,"Approach225250yardsRTP",2006
52,52,"Jason Bohn",104,-0.264,"Approach225250yardsRTP",2006
52,52,"Brian Davis",92,-0.264,"Approach225250yardsRTP",2006
