"PuttsperRoundRound3_RANKTHISWEEK_2007","PuttsperRoundRound3_RANKLASTWEEK_2007","PuttsperRoundRound3_PLAYERNAME_2007","PuttsperRoundRound3__2007","PuttsperRoundRound3_AVG_2007","PuttsperRoundRound3_TOTALPUTTS_2007","PuttsperRoundRound3_TOTALROUNDS_2007","stat_name","year"
1,1,"Jonathan Byrd",NA,26.92,350,13,"PuttsperRoundRound3",2007
2,2,"Jose Coceres",NA,27.13,217,8,"PuttsperRoundRound3",2007
3,3,"Padraig Harrington",NA,27.29,382,14,"PuttsperRoundRound3",2007
4,4,"Daniel Chopra",NA,27.45,549,20,"PuttsperRoundRound3",2007
5,5,"Tim Petrovic",NA,27.48,577,21,"PuttsperRoundRound3",2007
6,6,"Tim Clark",NA,27.5,385,14,"PuttsperRoundRound3",2007
6,6,"Brandt Snedeker",NA,27.5,605,22,"PuttsperRoundRound3",2007
8,8,"Nick OHern",NA,27.69,360,13,"PuttsperRoundRound3",2007
9,9,"Jose Maria Olazabal",NA,27.7,277,10,"PuttsperRoundRound3",2007
10,10,"Aaron Baddeley",NA,27.78,500,18,"PuttsperRoundRound3",2007
10,10,"Henrik Stenson",NA,27.78,250,9,"PuttsperRoundRound3",2007
10,10,"Steve Stricker",NA,27.78,500,18,"PuttsperRoundRound3",2007
13,13,"Dicky Pride",NA,27.8,278,10,"PuttsperRoundRound3",2007
14,14,"Geoff Ogilvy",NA,27.83,501,18,"PuttsperRoundRound3",2007
15,15,"Shigeki Maruyama",NA,27.85,362,13,"PuttsperRoundRound3",2007
16,16,"Stuart Appleby",NA,27.86,390,14,"PuttsperRoundRound3",2007
16,16,"Tom Pernice Jr",NA,27.86,585,21,"PuttsperRoundRound3",2007
18,18,"Chris Tidland",NA,27.88,223,8,"PuttsperRoundRound3",2007
19,19,"Chris Riley",NA,27.92,335,12,"PuttsperRoundRound3",2007
20,20,"Sergio Garcia",NA,28,420,15,"PuttsperRoundRound3",2007
