"SandSavePercentage_RANKTHISWEEK_2013","SandSavePercentage_RANKLASTWEEK_2013","SandSavePercentage_PLAYERNAME_2013","SandSavePercentage_ROUNDS_2013","SandSavePercentage_Pct_2013","SandSavePercentage_SAVES_2013","SandSavePercentage_BUNKERS_2013","SandSavePercentage_TOTALOUPAR_2013","stat_name","year"
57,57,"Adam Scott",61,53.85,49,91,11,"SandSavePercentage",2013
58,58,"Jason Kokrak",78,53.62,74,138,45,"SandSavePercentage",2013
59,59,"Colt Knost",69,53.47,54,101,40,"SandSavePercentage",2013
60,60,"Stewart Cink",71,53.4,55,103,32,"SandSavePercentage",2013
61,61,"Brendan Steele",86,53.17,67,126,38,"SandSavePercentage",2013
62,62,"Billy Horschel",96,53.07,95,179,51,"SandSavePercentage",2013
63,63,"Stephen Ames",49,53.01,44,83,32,"SandSavePercentage",2013
64,64,"Graeme McDowell",53,52.86,37,70,28,"SandSavePercentage",2013
65,65,"Harris English",95,52.74,77,146,49,"SandSavePercentage",2013
65,65,"Matt Every",89,52.74,77,146,46,"SandSavePercentage",2013
67,67,"Jerry Kelly",75,52.68,59,112,42,"SandSavePercentage",2013
68,68,"David Lingmerth",68,52.63,60,114,36,"SandSavePercentage",2013
69,69,"Rod Pampling",46,52.46,32,61,17,"SandSavePercentage",2013
70,70,"Charles Howell III",87,52.38,66,126,30,"SandSavePercentage",2013
70,70,"Tag Ridings",69,52.38,55,105,30,"SandSavePercentage",2013
72,72,"John Huh",88,52.27,69,132,51,"SandSavePercentage",2013
73,73,"Padraig Harrington",52,52.05,38,73,24,"SandSavePercentage",2013
74,74,"Tim Clark",64,52.04,51,98,39,"SandSavePercentage",2013
75,75,"Nicholas Thompson",99,52,78,150,37,"SandSavePercentage",2013
76,76,"Aaron Baddeley",68,51.94,67,129,46,"SandSavePercentage",2013
77,77,"Tommy Gainey",84,51.82,71,137,52,"SandSavePercentage",2013
78,78,"John Rollins",77,51.64,63,122,42,"SandSavePercentage",2013
78,78,"Jordan Spieth",82,51.64,63,122,31,"SandSavePercentage",2013
80,80,"Chris Stroud",88,51.63,79,153,49,"SandSavePercentage",2013
81,81,"Jason Dufner",78,51.55,50,97,40,"SandSavePercentage",2013
82,82,"Henrik Norlander",70,51.49,52,101,41,"SandSavePercentage",2013
83,83,"Tim Herron",45,51.28,40,78,28,"SandSavePercentage",2013
84,84,"Charley Hoffman",84,51.06,72,141,46,"SandSavePercentage",2013
85,85,"Freddie Jacobson",63,50.98,52,102,34,"SandSavePercentage",2013
86,86,"Ryan Moore",72,50.94,54,106,41,"SandSavePercentage",2013
87,87,"Bill Haas",85,50.82,62,122,36,"SandSavePercentage",2013
88,88,"Vaughn Taylor",50,50.67,38,75,24,"SandSavePercentage",2013
89,89,"Charl Schwartzel",69,50.66,77,152,48,"SandSavePercentage",2013
90,90,"Mark Wilson",56,50.57,44,87,29,"SandSavePercentage",2013
91,91,"Troy Matteson",68,50.51,50,99,36,"SandSavePercentage",2013
92,92,"Dicky Pride",71,50.44,57,113,46,"SandSavePercentage",2013
93,93,"Greg Owen",73,50.43,59,117,39,"SandSavePercentage",2013
94,94,"Justin Leonard",86,50.39,65,129,44,"SandSavePercentage",2013
95,95,"Scott Stallings",79,50.34,73,145,49,"SandSavePercentage",2013
96,96,"Erik Compton",74,50,68,136,48,"SandSavePercentage",2013
96,96,"Sergio Garcia",65,50,52,104,31,"SandSavePercentage",2013
96,96,"Morgan Hoffmann",64,50,50,100,38,"SandSavePercentage",2013
96,96,"George McNeill",68,50,51,102,39,"SandSavePercentage",2013
96,96,"Kevin Stadler",83,50,58,116,28,"SandSavePercentage",2013
96,96,"Brian Stuard",78,50,57,114,54,"SandSavePercentage",2013
102,102,"Sangmoon Bae",83,49.65,70,141,52,"SandSavePercentage",2013
102,102,"Russell Henley",80,49.65,70,141,50,"SandSavePercentage",2013
102,102,"Boo Weekley",100,49.65,71,143,33,"SandSavePercentage",2013
105,105,"Chez Reavie",72,49.61,63,127,42,"SandSavePercentage",2013
106,106,"Robert Allenby",58,49.51,51,103,43,"SandSavePercentage",2013
107,107,"Ernie Els",63,49.44,44,89,37,"SandSavePercentage",2013
108,108,"Chris Kirk",89,49.23,64,130,49,"SandSavePercentage",2013
109,109,"Graham DeLaet",94,48.85,64,131,44,"SandSavePercentage",2013
110,110,"Eric Meierdierks",48,48.78,40,82,28,"SandSavePercentage",2013
111,111,"Chad Campbell",78,48.65,54,111,36,"SandSavePercentage",2013
112,112,"Vijay Singh",61,48.6,52,107,47,"SandSavePercentage",2013
113,113,"Hunter Mahan",91,48.53,66,136,45,"SandSavePercentage",2013
114,114,"Martin Laird",68,48.33,58,120,46,"SandSavePercentage",2013
115,115,"Jeff Maggert",63,48.31,43,89,35,"SandSavePercentage",2013
116,116,"Kevin Streelman",86,48.25,69,143,58,"SandSavePercentage",2013
117,117,"Fabian Gomez",65,48.21,54,112,31,"SandSavePercentage",2013
118,118,"Rory Sabbatini",86,47.93,58,121,32,"SandSavePercentage",2013
119,119,"Trevor Immelman",73,47.92,46,96,33,"SandSavePercentage",2013
120,120,"Ryo Ishikawa",72,47.9,57,119,45,"SandSavePercentage",2013
121,121,"Aaron Watkins",46,47.83,33,69,31,"SandSavePercentage",2013
122,122,"Sean OHair",56,47.67,41,86,34,"SandSavePercentage",2013
123,123,"Bud Cauley",67,47.57,49,103,34,"SandSavePercentage",2013
124,124,"Scott Gardiner",61,47.46,56,118,40,"SandSavePercentage",2013
125,125,"Charlie Beljan",62,47.42,46,97,42,"SandSavePercentage",2013
126,126,"DH Lee",65,47.22,51,108,38,"SandSavePercentage",2013
127,127,"Josh Teater",86,47.14,66,140,52,"SandSavePercentage",2013
128,128,"DA Points",87,47.1,73,155,58,"SandSavePercentage",2013
129,129,"Justin Bolli",59,46.88,45,96,47,"SandSavePercentage",2013
130,130,"Brandt Jobe",62,46.6,48,103,45,"SandSavePercentage",2013
131,131,"Scott Langley",79,46.53,47,101,39,"SandSavePercentage",2013
132,132,"James Hahn",78,46.36,51,110,47,"SandSavePercentage",2013
133,133,"Carl Pettersson",82,46.26,68,147,58,"SandSavePercentage",2013
134,134,"Henrik Stenson",65,46.24,43,93,28,"SandSavePercentage",2013
135,135,"Marc Leishman",77,46.15,54,117,38,"SandSavePercentage",2013
136,136,"Bubba Watson",76,46.08,47,102,39,"SandSavePercentage",2013
137,137,"Jeff Overton",78,45.99,63,137,44,"SandSavePercentage",2013
138,138,"Martin Kaymer",61,45.98,40,87,35,"SandSavePercentage",2013
138,138,"Steve LeBrun",66,45.98,40,87,38,"SandSavePercentage",2013
140,140,"Luke Guthrie",82,45.93,62,135,63,"SandSavePercentage",2013
141,141,"Johnson Wagner",64,45.28,48,106,50,"SandSavePercentage",2013
142,142,"Brian Harman",89,45.14,65,144,55,"SandSavePercentage",2013
143,143,"Ryan Palmer",79,44.96,58,129,30,"SandSavePercentage",2013
144,144,"Daniel Summerhays",83,44.68,63,141,63,"SandSavePercentage",2013
145,145,"Ricky Barnes",74,44.44,44,99,39,"SandSavePercentage",2013
145,145,"Zach Johnson",84,44.44,44,99,37,"SandSavePercentage",2013
147,147,"Geoff Ogilvy",57,44.34,47,106,58,"SandSavePercentage",2013
148,148,"John Merrick",79,44.26,54,122,50,"SandSavePercentage",2013
149,149,"Seung Yul Noh",71,44.23,46,104,40,"SandSavePercentage",2013
150,150,"YE Yang",56,44.14,49,111,53,"SandSavePercentage",2013
151,151,"Pat Perez",69,44.09,56,127,58,"SandSavePercentage",2013
152,152,"Nick Watney",88,44.07,52,118,49,"SandSavePercentage",2013
153,153,"John Senden",79,43.75,56,128,51,"SandSavePercentage",2013
154,154,"Ken Duke",87,43.66,62,142,74,"SandSavePercentage",2013
155,155,"David Mathis",71,43.64,48,110,56,"SandSavePercentage",2013
156,156,"Bobby Gates",49,43.62,41,94,49,"SandSavePercentage",2013
157,157,"JJ Henry",83,43.36,49,113,44,"SandSavePercentage",2013
158,158,"Rory McIlroy",56,43.33,39,90,44,"SandSavePercentage",2013
159,159,"Lucas Glover",65,43.12,47,109,37,"SandSavePercentage",2013
160,160,"Robert Streb",75,43.09,53,123,42,"SandSavePercentage",2013
161,161,"Ted Potter Jr",65,43.01,40,93,44,"SandSavePercentage",2013
162,162,"Jim Herman",59,42.86,33,77,25,"SandSavePercentage",2013
162,162,"Ben Kohles",75,42.86,48,112,51,"SandSavePercentage",2013
164,164,"Dustin Johnson",71,42.72,44,103,48,"SandSavePercentage",2013
165,165,"Michael Bradley",56,42.5,34,80,30,"SandSavePercentage",2013
166,166,"Ben Curtis",59,42.05,37,88,58,"SandSavePercentage",2013
167,167,"Scott Piercy",78,41.73,58,139,62,"SandSavePercentage",2013
168,168,"David Hearn",88,40.6,54,133,64,"SandSavePercentage",2013
169,169,"Gary Woodland",94,40.3,54,134,75,"SandSavePercentage",2013
170,170,"Robert Garrigus",69,39.09,43,110,53,"SandSavePercentage",2013
171,171,"Scott Brown",65,38.94,44,113,51,"SandSavePercentage",2013
172,172,"Justin Hicks",79,38.83,40,103,57,"SandSavePercentage",2013
173,173,"Kyle Stanley",71,38.18,42,110,51,"SandSavePercentage",2013
174,174,"Angel Cabrera",73,36.94,41,111,60,"SandSavePercentage",2013
175,175,"Derek Ernst",58,36.84,42,114,51,"SandSavePercentage",2013
176,176,"Will Claxton",67,36,36,100,51,"SandSavePercentage",2013
177,177,"Bo Van Pelt",72,33.93,38,112,71,"SandSavePercentage",2013
178,178,"Nicolas Colsaerts",50,33.33,26,78,44,"SandSavePercentage",2013
178,178,"DJ Trahan",48,33.33,20,60,31,"SandSavePercentage",2013
180,180,"Andrew Svoboda",46,29.51,18,61,35,"SandSavePercentage",2013
