"Approaches_RANKTHISWEEK_2016","Approaches_RANKLASTWEEK_2016","Approaches_PLAYERNAME_2016","Approaches_ROUNDS_2016","Approaches_AVGRTP_2016","stat_name","year"
52,54,"Bernd Wiesberger",23,0,"Approaches",2016
52,54,"Gary Woodland",45,0,"Approaches",2016
86,54,"Charles Howell III",63,0.04,"Approaches",2016
87,93,"Derek Fathauer",58,0.043,"Approaches",2016
87,54,"Jason Kokrak",52,0.043,"Approaches",2016
87,91,"Martin Laird",46,0.043,"Approaches",2016
90,93,"Brendon de Jonge",55,0.048,"Approaches",2016
91,91,"John Huh",51,0.05,"Approaches",2016
92,54,"Luke Donald",49,0.053,"Approaches",2016
92,95,"Spencer Levin",62,0.053,"Approaches",2016
94,54,"Scott Langley",41,0.056,"Approaches",2016
95,96,"Phil Mickelson",37,0.059,"Approaches",2016
96,126,"Boo Weekley",53,0.067,"Approaches",2016
97,119,"Jeff Overton",51,0.069,"Approaches",2016
98,99,"Marc Leishman",41,0.071,"Approaches",2016
99,115,"Lucas Glover",53,0.077,"Approaches",2016
99,115,"Anirban Lahiri",44,0.077,"Approaches",2016
99,90,"Andrew Loupe",50,0.077,"Approaches",2016
99,101,"Andres Romero",22,0.077,"Approaches",2016
99,89,"Dawie van der Walt",48,0.077,"Approaches",2016
104,137,"Brian Harman",60,0.08,"Approaches",2016
105,103,"Smylie Kaufman",57,0.083,"Approaches",2016
106,106,"Rhein Gibson",36,0.091,"Approaches",2016
106,106,"Russell Henley",42,0.091,"Approaches",2016
106,137,"Justin Hicks",26,0.091,"Approaches",2016
106,113,"Whee Kim",54,0.091,"Approaches",2016
106,54,"Kelly Kraft",35,0.091,"Approaches",2016
106,98,"Nick Taylor",57,0.091,"Approaches",2016
112,109,"Keegan Bradley",40,0.1,"Approaches",2016
112,148,"Robert Garrigus",34,0.1,"Approaches",2016
112,148,"Webb Simpson",34,0.1,"Approaches",2016
115,113,"Dustin Johnson",37,0.105,"Approaches",2016
116,115,"Russell Knox",48,0.111,"Approaches",2016
116,101,"Carlos Ortiz",47,0.111,"Approaches",2016
116,115,"Charl Schwartzel",29,0.111,"Approaches",2016
119,122,"Patrick Rodgers",49,0.115,"Approaches",2016
120,99,"Cameron Smith",45,0.118,"Approaches",2016
121,120,"Andrew Landry",24,0.125,"Approaches",2016
121,128,"Hideki Matsuyama",40,0.125,"Approaches",2016
123,125,"Stuart Appleby",39,0.13,"Approaches",2016
123,126,"Shawn Stefani",45,0.13,"Approaches",2016
123,109,"Justin Thomas",53,0.13,"Approaches",2016
126,109,"Padraig Harrington",38,0.133,"Approaches",2016
126,54,"Matt Jones",45,0.133,"Approaches",2016
126,54,"David Lingmerth",54,0.133,"Approaches",2016
129,108,"Harold Varner III",58,0.136,"Approaches",2016
130,137,"Derek Ernst",36,0.143,"Approaches",2016
131,155,"Chad Collins",45,0.15,"Approaches",2016
131,120,"Steve Wheatcroft",53,0.15,"Approaches",2016
133,128,"Daniel Berger",52,0.154,"Approaches",2016
134,131,"Mark Hubbard",73,0.158,"Approaches",2016
134,154,"Tyrone Van Aswegen",67,0.158,"Approaches",2016
136,123,"Ricky Barnes",57,0.161,"Approaches",2016
137,172,"Paul Casey",39,0.167,"Approaches",2016
137,133,"Rickie Fowler",42,0.167,"Approaches",2016
137,133,"Jim Herman",55,0.167,"Approaches",2016
137,131,"Geoff Ogilvy",37,0.167,"Approaches",2016
141,144,"Adam Hadwin",53,0.174,"Approaches",2016
142,103,"Angel Cabrera",42,0.176,"Approaches",2016
143,143,"Morgan Hoffmann",43,0.179,"Approaches",2016
144,133,"JB Holmes",39,0.182,"Approaches",2016
145,172,"Retief Goosen",37,0.188,"Approaches",2016
146,155,"Blayne Barber",44,0.2,"Approaches",2016
146,137,"Brian Gay",22,0.2,"Approaches",2016
146,137,"Jordan Spieth",34,0.2,"Approaches",2016
149,162,"Scott Stallings",46,0.208,"Approaches",2016
150,144,"Chez Reavie",56,0.211,"Approaches",2016
151,146,"KJ Choi",47,0.214,"Approaches",2016
151,146,"Sung Kang",51,0.214,"Approaches",2016
151,103,"Brendon Todd",43,0.214,"Approaches",2016
154,137,"Ben Crane",48,0.222,"Approaches",2016
154,148,"JJ Henry",44,0.222,"Approaches",2016
154,148,"Freddie Jacobson",54,0.222,"Approaches",2016
157,152,"Charley Hoffman",49,0.231,"Approaches",2016
158,155,"Abraham Ancer",26,0.25,"Approaches",2016
158,152,"Kevin Chappell",49,0.25,"Approaches",2016
158,155,"David Hearn",55,0.25,"Approaches",2016
158,155,"Seung Yul Noh",54,0.25,"Approaches",2016
162,168,"DH Lee",35,0.263,"Approaches",2016
162,170,"Patrick Reed",53,0.263,"Approaches",2016
164,155,"Si Woo Kim",63,0.265,"Approaches",2016
165,161,"Jimmy Walker",43,0.267,"Approaches",2016
166,162,"Zach Johnson",42,0.273,"Approaches",2016
167,179,"Tom Hoge",47,0.278,"Approaches",2016
168,164,"Ryan Palmer",46,0.286,"Approaches",2016
168,164,"Cameron Percy",22,0.286,"Approaches",2016
168,164,"DJ Trahan",23,0.286,"Approaches",2016
171,169,"Hiroshi Iwata",51,0.292,"Approaches",2016
172,181,"Will Wilcox",47,0.308,"Approaches",2016
173,172,"Stewart Cink",45,0.333,"Approaches",2016
173,172,"Lucas Lee",22,0.333,"Approaches",2016
173,172,"Graeme McDowell",33,0.333,"Approaches",2016
173,172,"Scott Piercy",45,0.333,"Approaches",2016
177,178,"Troy Merritt",41,0.353,"Approaches",2016
178,179,"Matt Every",34,0.357,"Approaches",2016
178,133,"Jhonattan Vegas",49,0.357,"Approaches",2016
180,181,"Miguel Angel Carballo",24,0.364,"Approaches",2016
180,171,"Greg Owen",56,0.364,"Approaches",2016
182,183,"Shane Bertsch",30,0.375,"Approaches",2016
183,184,"Ernie Els",34,0.389,"Approaches",2016
183,185,"Will Ma Kenzie",54,0.389,"Approaches",2016
185,195,"George McNeill",33,0.4,"Approaches",2016
185,186,"Rory Sabbatini",40,0.4,"Approaches",2016
187,186,"Chad Campbell",54,0.417,"Approaches",2016
188,186,"Ian Poulter",37,0.429,"Approaches",2016
189,193,"Sean OHair",45,0.438,"Approaches",2016
190,189,"Luke Guthrie",31,0.444,"Approaches",2016
191,192,"Zac Blair",56,0.455,"Approaches",2016
192,190,"Billy Hurley III",22,0.462,"Approaches",2016
193,193,"Jonas Blixt",46,0.464,"Approaches",2016
194,191,"Bryce Molder",50,0.471,"Approaches",2016
195,195,"Brice Garnett",29,0.5,"Approaches",2016
195,195,"Billy Horschel",45,0.5,"Approaches",2016
195,195,"Steve Marino",40,0.5,"Approaches",2016
195,195,"Pat Perez",28,0.5,"Approaches",2016
195,195,"Kyle Stanley",57,0.5,"Approaches",2016
200,195,"Robert Allenby",35,0.556,"Approaches",2016
200,203,"Carl Pettersson",31,0.556,"Approaches",2016
202,207,"David Toms",38,0.571,"Approaches",2016
202,205,"Camilo Villegas",50,0.571,"Approaches",2016
204,206,"Steven Bowditch",40,0.588,"Approaches",2016
205,204,"Jason Dufner",53,0.6,"Approaches",2016
206,202,"Chesson Hadley",51,0.667,"Approaches",2016
206,207,"Sam Saunders",40,0.667,"Approaches",2016
