"PuttsMadePerEventOver10_RANKTHISWEEK_2008","PuttsMadePerEventOver10_RANKLASTWEEK_2008","PuttsMadePerEventOver10_PLAYERNAME_2008","PuttsMadePerEventOver10_ROUNDS_2008","PuttsMadePerEventOver10_PUTTSMADE_2008","stat_name","year"
102,102,"Steve Lowery",74,4.7,"PuttsMadePerEventOver10",2008
102,102,"Jeff Maggert",86,4.7,"PuttsMadePerEventOver10",2008
102,102,"Jesper Parnevik",88,4.7,"PuttsMadePerEventOver10",2008
102,102,"John Riegger",73,4.7,"PuttsMadePerEventOver10",2008
102,102,"Nicholas Thompson",113,4.7,"PuttsMadePerEventOver10",2008
102,102,"Bo Van Pelt",101,4.7,"PuttsMadePerEventOver10",2008
116,116,"Tommy Armour III",77,4.6,"PuttsMadePerEventOver10",2008
116,116,"Angel Cabrera",55,4.6,"PuttsMadePerEventOver10",2008
116,116,"Mark Calcavecchia",67,4.6,"PuttsMadePerEventOver10",2008
116,116,"Mark Hensby",71,4.6,"PuttsMadePerEventOver10",2008
116,116,"Lee Janzen",89,4.6,"PuttsMadePerEventOver10",2008
116,116,"Matt Jones",95,4.6,"PuttsMadePerEventOver10",2008
116,116,"Peter Lonard",92,4.6,"PuttsMadePerEventOver10",2008
116,116,"Scott Verplank",82,4.6,"PuttsMadePerEventOver10",2008
116,116,"Tim Wilkinson",95,4.6,"PuttsMadePerEventOver10",2008
125,125,"Billy Andrade",71,4.5,"PuttsMadePerEventOver10",2008
125,125,"JJ Henry",108,4.5,"PuttsMadePerEventOver10",2008
125,125,"Michael Letzig",88,4.5,"PuttsMadePerEventOver10",2008
125,125,"Chris Riley",51,4.5,"PuttsMadePerEventOver10",2008
125,125,"Heath Slocum",104,4.5,"PuttsMadePerEventOver10",2008
130,130,"Steve Allan",58,4.4,"PuttsMadePerEventOver10",2008
130,130,"Cameron Beckman",87,4.4,"PuttsMadePerEventOver10",2008
130,130,"Alejandro Canizares",52,4.4,"PuttsMadePerEventOver10",2008
130,130,"Robert Gamez",79,4.4,"PuttsMadePerEventOver10",2008
130,130,"Charley Hoffman",94,4.4,"PuttsMadePerEventOver10",2008
130,130,"Troy Matteson",94,4.4,"PuttsMadePerEventOver10",2008
130,130,"Brenden Pappas",66,4.4,"PuttsMadePerEventOver10",2008
130,130,"Vijay Singh",82,4.4,"PuttsMadePerEventOver10",2008
130,130,"Boo Weekley",86,4.4,"PuttsMadePerEventOver10",2008
139,139,"Joe Durant",92,4.3,"PuttsMadePerEventOver10",2008
139,139,"Kenneth Ferrie",72,4.3,"PuttsMadePerEventOver10",2008
139,139,"Cliff Kresge",84,4.3,"PuttsMadePerEventOver10",2008
139,139,"Doug LaBelle II",65,4.3,"PuttsMadePerEventOver10",2008
139,139,"Stephen Leaney",53,4.3,"PuttsMadePerEventOver10",2008
139,139,"Scott McCarron",63,4.3,"PuttsMadePerEventOver10",2008
139,139,"Rocco Mediate",87,4.3,"PuttsMadePerEventOver10",2008
139,139,"Ryan Moore",72,4.3,"PuttsMadePerEventOver10",2008
139,139,"John Rollins",94,4.3,"PuttsMadePerEventOver10",2008
149,149,"Justin Bolli",87,4.2,"PuttsMadePerEventOver10",2008
149,149,"Alex Cejka",75,4.2,"PuttsMadePerEventOver10",2008
149,149,"Jason Day",81,4.2,"PuttsMadePerEventOver10",2008
149,149,"James Driscoll",85,4.2,"PuttsMadePerEventOver10",2008
149,149,"Retief Goosen",59,4.2,"PuttsMadePerEventOver10",2008
149,149,"Jerry Kelly",89,4.2,"PuttsMadePerEventOver10",2008
149,149,"John Merrick",98,4.2,"PuttsMadePerEventOver10",2008
149,149,"Sean OHair",81,4.2,"PuttsMadePerEventOver10",2008
149,149,"Rod Pampling",83,4.2,"PuttsMadePerEventOver10",2008
158,158,"Ryan Armour",87,4.1,"PuttsMadePerEventOver10",2008
158,158,"Marco Dawson",64,4.1,"PuttsMadePerEventOver10",2008
158,158,"Brad Elder",67,4.1,"PuttsMadePerEventOver10",2008
158,158,"Harrison Frazar",73,4.1,"PuttsMadePerEventOver10",2008
158,158,"Trevor Immelman",70,4.1,"PuttsMadePerEventOver10",2008
158,158,"Brandt Jobe",52,4.1,"PuttsMadePerEventOver10",2008
158,158,"Tom Lehman",51,4.1,"PuttsMadePerEventOver10",2008
158,158,"Jon Mills",95,4.1,"PuttsMadePerEventOver10",2008
158,158,"Tag Ridings",88,4.1,"PuttsMadePerEventOver10",2008
158,158,"Bob Sowards",61,4.1,"PuttsMadePerEventOver10",2008
158,158,"Bubba Watson",97,4.1,"PuttsMadePerEventOver10",2008
169,169,"Brad Adamonis",87,4,"PuttsMadePerEventOver10",2008
169,169,"Dustin Johnson",92,4,"PuttsMadePerEventOver10",2008
169,169,"Scott Sterling",89,4,"PuttsMadePerEventOver10",2008
169,169,"YE Yang",89,4,"PuttsMadePerEventOver10",2008
173,173,"Todd Demsey",80,3.9,"PuttsMadePerEventOver10",2008
173,173,"Cody Freeman",66,3.9,"PuttsMadePerEventOver10",2008
173,173,"Shigeki Maruyama",50,3.9,"PuttsMadePerEventOver10",2008
173,173,"Jim McGovern",75,3.9,"PuttsMadePerEventOver10",2008
173,173,"Kevin Stadler",90,3.9,"PuttsMadePerEventOver10",2008
178,178,"JP Hayes",67,3.8,"PuttsMadePerEventOver10",2008
178,178,"Jin Park",85,3.8,"PuttsMadePerEventOver10",2008
178,178,"Chris Stroud",81,3.8,"PuttsMadePerEventOver10",2008
178,178,"Kyle Thompson",70,3.8,"PuttsMadePerEventOver10",2008
182,182,"Olin Browne",77,3.7,"PuttsMadePerEventOver10",2008
182,182,"Jeff Gove",50,3.7,"PuttsMadePerEventOver10",2008
182,182,"Brett Rumford",72,3.7,"PuttsMadePerEventOver10",2008
185,185,"Tom Scherrer",56,3.6,"PuttsMadePerEventOver10",2008
185,185,"Omar Uresti",74,3.6,"PuttsMadePerEventOver10",2008
185,185,"Jay Williamson",96,3.6,"PuttsMadePerEventOver10",2008
188,188,"Tommy Gainey",60,3.5,"PuttsMadePerEventOver10",2008
188,188,"Will Ma Kenzie",62,3.5,"PuttsMadePerEventOver10",2008
188,188,"Ted Purdy",68,3.5,"PuttsMadePerEventOver10",2008
188,188,"Ron Whittaker",54,3.5,"PuttsMadePerEventOver10",2008
192,192,"Jason Allred",63,3.3,"PuttsMadePerEventOver10",2008
193,193,"Paul Claxton",63,3.2,"PuttsMadePerEventOver10",2008
193,193,"David Lutterus",59,3.2,"PuttsMadePerEventOver10",2008
195,195,"David Duval",51,3,"PuttsMadePerEventOver10",2008
196,196,"Charles Warren",79,2.6,"PuttsMadePerEventOver10",2008
197,197,"Travis Perkins",53,2.5,"PuttsMadePerEventOver10",2008
