"GIRPercentagefromFairway_RANKTHISWEEK_2007","GIRPercentagefromFairway_RANKLASTWEEK_2007","GIRPercentagefromFairway_PLAYERNAME_2007","GIRPercentagefromFairway_ROUNDS_2007","GIRPercentagefromFairway_Pct_2007","GIRPercentagefromFairway_GREENSHIT_2007","GIRPercentagefromFairway_OFHOLES_2007","stat_name","year"
142,142,"Matt Hendrix",63,73.92,394,533,"GIRPercentagefromFairway",2007
143,143,"Kevin Stadler",95,73.86,568,769,"GIRPercentagefromFairway",2007
144,144,"Jason Bohn",57,73.69,381,517,"GIRPercentagefromFairway",2007
145,145,"Paul Gow",70,73.68,445,604,"GIRPercentagefromFairway",2007
146,146,"Bart Bryant",87,73.65,626,850,"GIRPercentagefromFairway",2007
147,147,"Brian Davis",101,73.6,750,1019,"GIRPercentagefromFairway",2007
148,148,"Chris DiMarco",79,73.58,468,636,"GIRPercentagefromFairway",2007
149,149,"Steve Wheatcroft",73,73.55,470,639,"GIRPercentagefromFairway",2007
150,150,"Mike Weir",82,73.52,533,725,"GIRPercentagefromFairway",2007
151,151,"John Daly",59,73.49,255,347,"GIRPercentagefromFairway",2007
152,152,"Dicky Pride",71,73.42,431,587,"GIRPercentagefromFairway",2007
153,153,"Zach Johnson",76,73.4,563,767,"GIRPercentagefromFairway",2007
154,154,"Scott Verplank",82,73.28,595,812,"GIRPercentagefromFairway",2007
155,155,"Tim Petrovic",106,73.26,652,890,"GIRPercentagefromFairway",2007
156,156,"Chris Tidland",59,73.21,347,474,"GIRPercentagefromFairway",2007
157,157,"Tom Byrum",50,73.13,351,480,"GIRPercentagefromFairway",2007
158,158,"Dean Wilson",92,73.03,601,823,"GIRPercentagefromFairway",2007
159,159,"Rocco Mediate",72,72.98,497,681,"GIRPercentagefromFairway",2007
160,160,"Kevin Na",84,72.83,536,736,"GIRPercentagefromFairway",2007
161,161,"Craig Lile",77,72.78,484,665,"GIRPercentagefromFairway",2007
162,162,"Ken Duke",112,72.75,769,1057,"GIRPercentagefromFairway",2007
163,163,"Heath Slocum",101,72.74,750,1031,"GIRPercentagefromFairway",2007
164,164,"Glen Day",85,72.7,578,795,"GIRPercentagefromFairway",2007
165,165,"Ian Poulter",63,72.61,387,533,"GIRPercentagefromFairway",2007
166,166,"Anders Hansen",55,72.5,348,480,"GIRPercentagefromFairway",2007
167,167,"Mark Brooks",53,72.49,361,498,"GIRPercentagefromFairway",2007
168,168,"Nick OHern",72,72.41,433,598,"GIRPercentagefromFairway",2007
169,169,"Jaco Van Zyl",51,72.34,340,470,"GIRPercentagefromFairway",2007
170,170,"Tripp Isenhour",86,72.32,533,737,"GIRPercentagefromFairway",2007
171,171,"Bob Heintz",85,72.29,527,729,"GIRPercentagefromFairway",2007
172,172,"Nathan Green",103,72.27,615,851,"GIRPercentagefromFairway",2007
173,173,"Luke Donald",69,72.2,465,644,"GIRPercentagefromFairway",2007
174,174,"Brian Bateman",55,72.14,303,420,"GIRPercentagefromFairway",2007
175,175,"John Mallinger",96,72.06,673,934,"GIRPercentagefromFairway",2007
176,176,"Padraig Harrington",64,71.86,360,501,"GIRPercentagefromFairway",2007
177,177,"Parker McLachlin",83,71.75,452,630,"GIRPercentagefromFairway",2007
178,178,"George McNeill",95,71.73,543,757,"GIRPercentagefromFairway",2007
179,179,"Michael Boyd",61,71.72,426,594,"GIRPercentagefromFairway",2007
180,180,"Steve Elkington",87,71.53,593,829,"GIRPercentagefromFairway",2007
181,181,"Jason Schultz",63,71.4,357,500,"GIRPercentagefromFairway",2007
182,182,"Bubba Dickerson",51,71.29,288,404,"GIRPercentagefromFairway",2007
183,183,"Brian Gay",107,71.12,746,1049,"GIRPercentagefromFairway",2007
184,184,"Gavin Coles",87,71.09,578,813,"GIRPercentagefromFairway",2007
184,184,"Arron Oberholser",69,71.09,418,588,"GIRPercentagefromFairway",2007
186,186,"Rory Sabbatini",81,70.93,466,657,"GIRPercentagefromFairway",2007
187,187,"Todd Hamilton",76,70.79,429,606,"GIRPercentagefromFairway",2007
188,188,"Craig Bowden",78,70.75,549,776,"GIRPercentagefromFairway",2007
189,189,"Tom Pernice Jr",104,70.71,688,973,"GIRPercentagefromFairway",2007
190,190,"Jose Maria Olazabal",52,70.54,249,353,"GIRPercentagefromFairway",2007
191,191,"Henrik Stenson",52,69.84,257,368,"GIRPercentagefromFairway",2007
192,192,"Corey Pavin",81,69.83,544,779,"GIRPercentagefromFairway",2007
193,193,"Paul Goydos",60,69.45,391,563,"GIRPercentagefromFairway",2007
194,194,"Tim Clark",66,68.94,424,615,"GIRPercentagefromFairway",2007
195,195,"Fred Funk",65,68.07,437,642,"GIRPercentagefromFairway",2007
196,196,"Jose Coceres",50,66.46,323,486,"GIRPercentagefromFairway",2007
