"StrokesGainedPutting_RANKTHISWEEK_2014","StrokesGainedPutting_RANKLASTWEEK_2014","StrokesGainedPutting_PLAYERNAME_2014","StrokesGainedPutting_ROUNDS_2014","StrokesGainedPutting_AVERAGE_2014","StrokesGainedPutting_TOTALPUTTSGAINED_2014","StrokesGainedPutting_MEASUREDROUNDS_2014","stat_name","year"
1,1,"Graeme McDowell",66,0.882,40.589,46,"StrokesGainedPutting",2014
2,2,"Aaron Baddeley",74,0.872,51.445,59,"StrokesGainedPutting",2014
3,3,"Greg Chalmers",85,0.856,62.482,73,"StrokesGainedPutting",2014
4,4,"Matt Every",85,0.733,47.669,65,"StrokesGainedPutting",2014
5,5,"Freddie Jacobson",91,0.704,56.992,81,"StrokesGainedPutting",2014
6,6,"Brendon Todd",108,0.664,60.431,91,"StrokesGainedPutting",2014
7,7,"Luke Donald",57,0.517,22.733,44,"StrokesGainedPutting",2014
8,8,"Morgan Hoffmann",103,0.506,45.523,90,"StrokesGainedPutting",2014
9,9,"Justin Leonard",75,0.496,30.751,62,"StrokesGainedPutting",2014
10,10,"Daniel Summerhays",98,0.492,43.275,88,"StrokesGainedPutting",2014
11,11,"Stuart Appleby",92,0.487,40.874,84,"StrokesGainedPutting",2014
12,12,"Jimmy Walker",98,0.479,34.989,73,"StrokesGainedPutting",2014
13,13,"John Senden",99,0.476,38.587,81,"StrokesGainedPutting",2014
14,14,"Michael Thompson",74,0.466,27.951,60,"StrokesGainedPutting",2014
15,15,"Matt Kuchar",91,0.457,34.717,76,"StrokesGainedPutting",2014
16,16,"Richard Lee",80,0.446,27.183,61,"StrokesGainedPutting",2014
17,17,"Chad Collins",78,0.438,26.719,61,"StrokesGainedPutting",2014
18,18,"Sangmoon Bae",76,0.418,27.179,65,"StrokesGainedPutting",2014
19,19,"Ben Curtis",77,0.4,25.623,64,"StrokesGainedPutting",2014
20,20,"Jordan Spieth",102,0.399,31.52,79,"StrokesGainedPutting",2014
21,21,"Kevin Kisner",85,0.388,27.176,70,"StrokesGainedPutting",2014
22,22,"Chris Kirk",105,0.374,32.127,86,"StrokesGainedPutting",2014
23,23,"Andres Romero",81,0.353,25.399,72,"StrokesGainedPutting",2014
24,24,"Retief Goosen",94,0.352,27.461,78,"StrokesGainedPutting",2014
25,25,"Andrew Loupe",65,0.35,17.494,50,"StrokesGainedPutting",2014
26,26,"KJ Choi",80,0.332,22.255,67,"StrokesGainedPutting",2014
26,26,"Russell Henley",92,0.332,24.92,75,"StrokesGainedPutting",2014
28,28,"Brandt Snedeker",89,0.326,21.541,66,"StrokesGainedPutting",2014
29,29,"Jason Day",54,0.317,10.451,33,"StrokesGainedPutting",2014
30,30,"David Hearn",97,0.315,25.838,82,"StrokesGainedPutting",2014
30,30,"Kevin Na",94,0.315,24.589,78,"StrokesGainedPutting",2014
32,32,"William McGirt",96,0.314,26.367,84,"StrokesGainedPutting",2014
33,33,"Jonas Blixt",64,0.303,13.028,43,"StrokesGainedPutting",2014
34,34,"Webb Simpson",87,0.3,22.203,74,"StrokesGainedPutting",2014
35,35,"Ryan Palmer",85,0.295,19.733,67,"StrokesGainedPutting",2014
36,36,"Ben Martin",80,0.291,18.338,63,"StrokesGainedPutting",2014
37,37,"Rickie Fowler",91,0.29,17.976,62,"StrokesGainedPutting",2014
38,38,"Paul Casey",56,0.283,12.446,44,"StrokesGainedPutting",2014
38,38,"Brian Stuard",91,0.283,20.973,74,"StrokesGainedPutting",2014
40,40,"Erik Compton",88,0.282,21.133,75,"StrokesGainedPutting",2014
41,41,"Rory McIlroy",66,0.274,13.15,48,"StrokesGainedPutting",2014
42,42,"George McNeill",79,0.271,18.955,70,"StrokesGainedPutting",2014
43,43,"Brian Gay",81,0.268,16.901,63,"StrokesGainedPutting",2014
43,43,"Scott Langley",95,0.268,21.185,79,"StrokesGainedPutting",2014
45,45,"Charley Hoffman",93,0.266,20.191,76,"StrokesGainedPutting",2014
46,46,"Mike Weir",69,0.256,13.559,53,"StrokesGainedPutting",2014
47,47,"Keegan Bradley",89,0.254,17.003,67,"StrokesGainedPutting",2014
48,48,"Pat Perez",84,0.251,18.859,75,"StrokesGainedPutting",2014
49,49,"Bryce Molder",77,0.249,15.929,64,"StrokesGainedPutting",2014
49,49,"Patrick Reed",92,0.249,18.44,74,"StrokesGainedPutting",2014
51,51,"Jerry Kelly",80,0.239,15.752,66,"StrokesGainedPutting",2014
52,52,"Phil Mickelson",71,0.234,11.722,50,"StrokesGainedPutting",2014
53,53,"Jason Kokrak",65,0.222,13.532,61,"StrokesGainedPutting",2014
54,54,"Billy Horschel",92,0.22,15.21,69,"StrokesGainedPutting",2014
54,54,"Adam Scott",68,0.22,12.309,56,"StrokesGainedPutting",2014
56,56,"Scott Brown",100,0.211,17.502,83,"StrokesGainedPutting",2014
57,57,"Hunter Mahan",88,0.207,14.888,72,"StrokesGainedPutting",2014
58,58,"Tim Wilkinson",86,0.205,14.569,71,"StrokesGainedPutting",2014
59,59,"Luke Guthrie",85,0.19,14.457,76,"StrokesGainedPutting",2014
60,60,"Chris Stroud",88,0.182,13.118,72,"StrokesGainedPutting",2014
61,61,"Sergio Garcia",61,0.167,6.662,40,"StrokesGainedPutting",2014
62,62,"Brooks Koepka",56,0.162,6.783,42,"StrokesGainedPutting",2014
63,63,"Ricky Barnes",92,0.157,12.237,78,"StrokesGainedPutting",2014
64,64,"Will Ma Kenzie",82,0.154,11.273,73,"StrokesGainedPutting",2014
65,65,"Lee Westwood",57,0.151,6.509,43,"StrokesGainedPutting",2014
66,66,"Bill Haas",107,0.147,12.063,82,"StrokesGainedPutting",2014
67,67,"Brian Davis",93,0.145,11.779,81,"StrokesGainedPutting",2014
68,68,"Matt Jones",83,0.142,8.511,60,"StrokesGainedPutting",2014
69,69,"Danny Lee",84,0.141,9.737,69,"StrokesGainedPutting",2014
70,70,"Ben Crane",81,0.138,10.726,78,"StrokesGainedPutting",2014
71,71,"Jason Bohn",81,0.126,9.201,73,"StrokesGainedPutting",2014
72,72,"James Driscoll",71,0.123,7.137,58,"StrokesGainedPutting",2014
73,73,"Brendan Steele",89,0.121,8.462,70,"StrokesGainedPutting",2014
74,74,"Robert Streb",75,0.119,7.609,64,"StrokesGainedPutting",2014
75,75,"Brian Harman",111,0.113,11.399,101,"StrokesGainedPutting",2014
76,76,"Charlie Wi",72,0.112,7.308,65,"StrokesGainedPutting",2014
77,77,"Brice Garnett",92,0.109,8.475,78,"StrokesGainedPutting",2014
78,78,"Cameron Tringale",111,0.107,10.507,98,"StrokesGainedPutting",2014
79,79,"Zach Johnson",97,0.106,8.889,84,"StrokesGainedPutting",2014
80,80,"Ryo Ishikawa",75,0.092,5.682,62,"StrokesGainedPutting",2014
81,81,"Jim Furyk",84,0.091,6.024,66,"StrokesGainedPutting",2014
82,82,"Dustin Johnson",58,0.082,3.362,41,"StrokesGainedPutting",2014
82,82,"Sean OHair",77,0.082,5.51,67,"StrokesGainedPutting",2014
84,84,"Justin Hicks",103,0.069,6.188,90,"StrokesGainedPutting",2014
85,85,"Ian Poulter",57,0.067,2.759,41,"StrokesGainedPutting",2014
86,86,"Charl Schwartzel",64,0.055,2.994,54,"StrokesGainedPutting",2014
86,86,"David Toms",64,0.055,2.97,54,"StrokesGainedPutting",2014
88,88,"Johnson Wagner",69,0.05,2.927,58,"StrokesGainedPutting",2014
89,89,"Robert Garrigus",80,0.047,3.439,73,"StrokesGainedPutting",2014
90,90,"Ryan Moore",86,0.042,2.629,62,"StrokesGainedPutting",2014
91,91,"Chesson Hadley",84,0.041,2.884,71,"StrokesGainedPutting",2014
92,92,"Billy Hurley III",86,0.039,2.815,72,"StrokesGainedPutting",2014
93,93,"Charles Howell III",106,0.037,3.549,95,"StrokesGainedPutting",2014
94,94,"Tim Clark",75,0.025,1.538,62,"StrokesGainedPutting",2014
95,95,"DH Lee",54,0.024,1.062,45,"StrokesGainedPutting",2014
95,95,"Troy Merritt",62,0.024,1.325,55,"StrokesGainedPutting",2014
97,97,"Tommy Gainey",73,0.019,1.14,60,"StrokesGainedPutting",2014
98,98,"Jeff Overton",80,0.017,1.129,66,"StrokesGainedPutting",2014
98,98,"Tyrone Van Aswegen",79,0.017,1.074,65,"StrokesGainedPutting",2014
100,100,"Angel Cabrera",69,0.007,0.439,61,"StrokesGainedPutting",2014
101,101,"Kevin Streelman",79,0.006,0.333,60,"StrokesGainedPutting",2014
102,102,"Wes Roach",67,0,-0.015,50,"StrokesGainedPutting",2014
102,102,"Camilo Villegas",95,0,-0.021,84,"StrokesGainedPutting",2014
104,104,"Marc Leishman",81,-0.017,-1.14,69,"StrokesGainedPutting",2014
105,105,"Andrew Svoboda",77,-0.026,-1.704,66,"StrokesGainedPutting",2014
106,106,"Harris English",95,-0.028,-2.092,74,"StrokesGainedPutting",2014
107,107,"Brendon de Jonge",109,-0.032,-2.961,92,"StrokesGainedPutting",2014
108,108,"Justin Rose",70,-0.04,-2.062,52,"StrokesGainedPutting",2014
109,109,"Brad Fritsch",50,-0.05,-1.947,39,"StrokesGainedPutting",2014
109,109,"Bubba Watson",76,-0.05,-2.812,56,"StrokesGainedPutting",2014
111,111,"Bo Van Pelt",83,-0.053,-3.574,67,"StrokesGainedPutting",2014
112,112,"YE Yang",79,-0.073,-4.43,61,"StrokesGainedPutting",2014
113,113,"JB Holmes",86,-0.075,-5.753,77,"StrokesGainedPutting",2014
113,113,"Nick Watney",80,-0.075,-4.191,56,"StrokesGainedPutting",2014
115,115,"Heath Slocum",71,-0.078,-4.862,62,"StrokesGainedPutting",2014
116,116,"David Lingmerth",80,-0.087,-5.82,67,"StrokesGainedPutting",2014
117,117,"Bronson La Cassie",51,-0.088,-3.17,36,"StrokesGainedPutting",2014
118,118,"Graham DeLaet",80,-0.093,-5.982,64,"StrokesGainedPutting",2014
119,119,"Spencer Levin",59,-0.094,-4.683,50,"StrokesGainedPutting",2014
120,120,"Martin Kaymer",65,-0.111,-5.332,48,"StrokesGainedPutting",2014
121,121,"Russell Knox",92,-0.116,-9.627,83,"StrokesGainedPutting",2014
122,122,"Gonzalo Fdez Castano",83,-0.12,-8.265,69,"StrokesGainedPutting",2014
123,123,"Seung Yul Noh",92,-0.121,-9.089,75,"StrokesGainedPutting",2014
124,124,"Stewart Cink",91,-0.131,-9.399,72,"StrokesGainedPutting",2014
125,125,"Woody Austin",63,-0.137,-7.81,57,"StrokesGainedPutting",2014
126,126,"Carl Pettersson",91,-0.138,-11.737,85,"StrokesGainedPutting",2014
127,127,"Martin Flores",85,-0.144,-9.76,68,"StrokesGainedPutting",2014
128,128,"Shawn Stefani",60,-0.146,-8.331,57,"StrokesGainedPutting",2014
129,129,"Gary Woodland",93,-0.149,-10.847,73,"StrokesGainedPutting",2014
130,130,"Martin Laird",66,-0.154,-8.49,55,"StrokesGainedPutting",2014
131,131,"Briny Baird",50,-0.156,-7.024,45,"StrokesGainedPutting",2014
132,132,"Kevin Tway",64,-0.157,-7.357,47,"StrokesGainedPutting",2014
133,133,"John Huh",87,-0.159,-11.142,70,"StrokesGainedPutting",2014
134,134,"Robert Allenby",83,-0.163,-11.431,70,"StrokesGainedPutting",2014
135,135,"Henrik Stenson",56,-0.17,-6.447,38,"StrokesGainedPutting",2014
136,136,"Ernie Els",85,-0.171,-10.756,63,"StrokesGainedPutting",2014
137,137,"JJ Henry",91,-0.187,-14.566,78,"StrokesGainedPutting",2014
138,138,"Hudson Swafford",75,-0.2,-11.617,58,"StrokesGainedPutting",2014
139,139,"Will Wilcox",51,-0.204,-8.141,40,"StrokesGainedPutting",2014
140,140,"Ted Potter Jr",68,-0.216,-12.934,60,"StrokesGainedPutting",2014
141,141,"Josh Teater",90,-0.218,-16.385,75,"StrokesGainedPutting",2014
142,142,"Charlie Beljan",76,-0.231,-15.491,67,"StrokesGainedPutting",2014
143,143,"John Rollins",84,-0.252,-16.864,67,"StrokesGainedPutting",2014
144,144,"Jonathan Byrd",76,-0.271,-17.614,65,"StrokesGainedPutting",2014
145,145,"Kevin Chappell",100,-0.278,-24.167,87,"StrokesGainedPutting",2014
146,146,"Scott Stallings",77,-0.305,-19.191,63,"StrokesGainedPutting",2014
147,147,"James Hahn",82,-0.306,-22.332,73,"StrokesGainedPutting",2014
148,148,"Rory Sabbatini",82,-0.326,-21.162,65,"StrokesGainedPutting",2014
149,149,"Geoff Ogilvy",84,-0.331,-24.193,73,"StrokesGainedPutting",2014
150,150,"DA Points",75,-0.344,-18.917,55,"StrokesGainedPutting",2014
151,151,"Davis Love III",74,-0.361,-22.774,63,"StrokesGainedPutting",2014
152,152,"Jim Herman",62,-0.362,-17.364,48,"StrokesGainedPutting",2014
153,153,"Jhonattan Vegas",77,-0.37,-23.675,64,"StrokesGainedPutting",2014
154,154,"Roberto Castro",76,-0.384,-22.671,59,"StrokesGainedPutting",2014
155,155,"Bud Cauley",56,-0.389,-17.896,46,"StrokesGainedPutting",2014
156,156,"Hideki Matsuyama",82,-0.393,-25.129,64,"StrokesGainedPutting",2014
157,157,"Ken Duke",80,-0.409,-26.967,66,"StrokesGainedPutting",2014
157,157,"Michael Putnam",106,-0.409,-37.202,91,"StrokesGainedPutting",2014
159,159,"Troy Matteson",62,-0.422,-20.683,49,"StrokesGainedPutting",2014
160,160,"Louis Oosthuizen",50,-0.429,-12.882,30,"StrokesGainedPutting",2014
161,161,"Chad Campbell",57,-0.434,-19.952,46,"StrokesGainedPutting",2014
162,162,"Kevin Stadler",90,-0.467,-30.351,65,"StrokesGainedPutting",2014
163,163,"Trevor Immelman",84,-0.474,-31.78,67,"StrokesGainedPutting",2014
164,164,"Mark Wilson",69,-0.539,-30.747,57,"StrokesGainedPutting",2014
165,165,"Derek Ernst",80,-0.558,-35.154,63,"StrokesGainedPutting",2014
166,166,"John Merrick",87,-0.568,-40.919,72,"StrokesGainedPutting",2014
167,167,"Jason Dufner",57,-0.576,-24.208,42,"StrokesGainedPutting",2014
168,168,"Vijay Singh",83,-0.579,-43.983,76,"StrokesGainedPutting",2014
169,169,"Steven Bowditch",93,-0.581,-45.28,78,"StrokesGainedPutting",2014
170,170,"Jamie Lovemark",64,-0.585,-27.518,47,"StrokesGainedPutting",2014
171,171,"Nicholas Thompson",85,-0.622,-43.514,70,"StrokesGainedPutting",2014
172,172,"Jeff Maggert",54,-0.652,-28.696,44,"StrokesGainedPutting",2014
173,173,"Jim Renner",61,-0.792,-41.196,52,"StrokesGainedPutting",2014
174,174,"John Peterson",62,-0.819,-45.067,55,"StrokesGainedPutting",2014
175,175,"Boo Weekley",73,-1.152,-64.497,56,"StrokesGainedPutting",2014
176,176,"Kyle Stanley",87,-1.385,-99.737,72,"StrokesGainedPutting",2014
177,177,"Lucas Glover",68,-1.475,-69.302,47,"StrokesGainedPutting",2014
