"AverageDistancetoHoleAfterTeeShot_RANKTHISWEEK_2015","AverageDistancetoHoleAfterTeeShot_RANKLASTWEEK_2015","AverageDistancetoHoleAfterTeeShot_PLAYERNAME_2015","AverageDistancetoHoleAfterTeeShot_ROUNDS_2015","AverageDistancetoHoleAfterTeeShot_AVG_2015","AverageDistancetoHoleAfterTeeShot_TOTALDISTAFTERTEESHOT_2015","AverageDistancetoHoleAfterTeeShot_TOTALTEESHOTS_2015","stat_name","year"
30,30,"Daniel Berger",97,170.3,7002531,1142,"AverageDistancetoHoleAfterTeeShot",2015
30,30,"Angel Cabrera",53,170.3,3561613,581,"AverageDistancetoHoleAfterTeeShot",2015
32,32,"Will Wilcox",58,170.4,3485357,568,"AverageDistancetoHoleAfterTeeShot",2015
33,33,"Paul Casey",87,170.7,5370219,874,"AverageDistancetoHoleAfterTeeShot",2015
34,34,"Tom Hoge",83,170.8,5516670,897,"AverageDistancetoHoleAfterTeeShot",2015
34,34,"Martin Laird",77,170.8,6129759,997,"AverageDistancetoHoleAfterTeeShot",2015
36,36,"Lucas Glover",79,170.9,6086412,989,"AverageDistancetoHoleAfterTeeShot",2015
36,36,"Bill Lunde",50,170.9,3070091,499,"AverageDistancetoHoleAfterTeeShot",2015
36,36,"Hunter Mahan",88,170.9,5536296,900,"AverageDistancetoHoleAfterTeeShot",2015
36,36,"Boo Weekley",79,170.9,5677824,923,"AverageDistancetoHoleAfterTeeShot",2015
40,40,"Max Homa",78,171,5232131,850,"AverageDistancetoHoleAfterTeeShot",2015
40,40,"Justin Rose",69,171,4142031,673,"AverageDistancetoHoleAfterTeeShot",2015
42,42,"Davis Love III",51,171.1,3609352,586,"AverageDistancetoHoleAfterTeeShot",2015
42,42,"Charl Schwartzel",67,171.1,3492597,567,"AverageDistancetoHoleAfterTeeShot",2015
44,44,"Matt Jones",89,171.2,5726672,929,"AverageDistancetoHoleAfterTeeShot",2015
45,45,"Roger Sloan",56,171.3,3366569,546,"AverageDistancetoHoleAfterTeeShot",2015
46,46,"Keegan Bradley",87,171.4,5447757,883,"AverageDistancetoHoleAfterTeeShot",2015
46,46,"Byron Smith",59,171.4,3664297,594,"AverageDistancetoHoleAfterTeeShot",2015
48,48,"Louis Oosthuizen",68,171.5,4000041,648,"AverageDistancetoHoleAfterTeeShot",2015
48,48,"Jhonattan Vegas",90,171.5,6101076,988,"AverageDistancetoHoleAfterTeeShot",2015
50,50,"Nick Taylor",91,171.6,7037050,1139,"AverageDistancetoHoleAfterTeeShot",2015
51,51,"Harris English",105,171.7,7483629,1211,"AverageDistancetoHoleAfterTeeShot",2015
52,52,"Shawn Stefani",94,171.9,7474837,1208,"AverageDistancetoHoleAfterTeeShot",2015
53,53,"Hudson Swafford",97,172,7078124,1143,"AverageDistancetoHoleAfterTeeShot",2015
54,54,"Graham DeLaet",65,172.2,4612380,744,"AverageDistancetoHoleAfterTeeShot",2015
54,54,"Hideki Matsuyama",95,172.2,6050076,976,"AverageDistancetoHoleAfterTeeShot",2015
54,54,"Brendan Steele",88,172.2,6476307,1045,"AverageDistancetoHoleAfterTeeShot",2015
57,57,"Oscar Fraustro",58,172.3,3405885,549,"AverageDistancetoHoleAfterTeeShot",2015
58,58,"Seung Yul Noh",65,172.5,4558016,734,"AverageDistancetoHoleAfterTeeShot",2015
59,59,"Phil Mickelson",70,172.7,4699329,756,"AverageDistancetoHoleAfterTeeShot",2015
60,60,"Jason Gore",76,172.8,4969123,799,"AverageDistancetoHoleAfterTeeShot",2015
60,60,"Carl Pettersson",106,172.8,8135563,1308,"AverageDistancetoHoleAfterTeeShot",2015
60,60,"Patrick Reed",103,172.8,6512719,1047,"AverageDistancetoHoleAfterTeeShot",2015
60,60,"Nick Watney",91,172.8,6942828,1116,"AverageDistancetoHoleAfterTeeShot",2015
64,64,"Eric Axley",57,172.9,3641911,585,"AverageDistancetoHoleAfterTeeShot",2015
65,65,"David Lingmerth",90,173,6378461,1024,"AverageDistancetoHoleAfterTeeShot",2015
65,65,"Sean OHair",86,173,6930035,1113,"AverageDistancetoHoleAfterTeeShot",2015
67,67,"Kevin Streelman",95,173.1,6329494,1016,"AverageDistancetoHoleAfterTeeShot",2015
68,68,"James Hahn",94,173.2,6738882,1081,"AverageDistancetoHoleAfterTeeShot",2015
69,69,"Rory Sabbatini",81,173.3,5689839,912,"AverageDistancetoHoleAfterTeeShot",2015
70,70,"Johnson Wagner",68,173.4,4923876,789,"AverageDistancetoHoleAfterTeeShot",2015
71,71,"Marc Leishman",74,173.5,4652737,745,"AverageDistancetoHoleAfterTeeShot",2015
71,71,"Alex Prugh",84,173.5,6226775,997,"AverageDistancetoHoleAfterTeeShot",2015
73,73,"Scott Pinckney",88,173.7,6360339,1017,"AverageDistancetoHoleAfterTeeShot",2015
74,74,"Kevin Chappell",86,173.8,6469593,1034,"AverageDistancetoHoleAfterTeeShot",2015
74,74,"Greg Owen",58,173.8,3440277,550,"AverageDistancetoHoleAfterTeeShot",2015
74,74,"Webb Simpson",81,173.8,5543584,886,"AverageDistancetoHoleAfterTeeShot",2015
77,77,"Aaron Baddeley",76,173.9,5645728,902,"AverageDistancetoHoleAfterTeeShot",2015
77,77,"Jordan Spieth",91,173.9,5698331,910,"AverageDistancetoHoleAfterTeeShot",2015
79,79,"Jeff Overton",94,174.1,6481880,1034,"AverageDistancetoHoleAfterTeeShot",2015
80,80,"Andres Gonzales",90,174.2,6486029,1034,"AverageDistancetoHoleAfterTeeShot",2015
80,80,"Sam Saunders",83,174.2,5400780,861,"AverageDistancetoHoleAfterTeeShot",2015
82,82,"Scott Brown",97,174.3,7046095,1123,"AverageDistancetoHoleAfterTeeShot",2015
82,82,"Stewart Cink",77,174.3,5684970,906,"AverageDistancetoHoleAfterTeeShot",2015
82,82,"Matt Kuchar",97,174.3,6677906,1064,"AverageDistancetoHoleAfterTeeShot",2015
85,85,"Jim Herman",88,174.4,6704561,1068,"AverageDistancetoHoleAfterTeeShot",2015
85,85,"Vijay Singh",78,174.4,5984826,953,"AverageDistancetoHoleAfterTeeShot",2015
87,87,"Ernie Els",57,174.6,3350815,533,"AverageDistancetoHoleAfterTeeShot",2015
88,88,"Chesson Hadley",101,174.8,7703329,1224,"AverageDistancetoHoleAfterTeeShot",2015
88,88,"Chez Reavie",56,174.8,4341415,690,"AverageDistancetoHoleAfterTeeShot",2015
90,90,"Sangmoon Bae",98,175,7702973,1223,"AverageDistancetoHoleAfterTeeShot",2015
90,90,"JJ Henry",94,175,6621398,1051,"AverageDistancetoHoleAfterTeeShot",2015
90,90,"Ben Martin",93,175,6753995,1072,"AverageDistancetoHoleAfterTeeShot",2015
93,93,"Kyle Reifers",96,175.1,6977705,1107,"AverageDistancetoHoleAfterTeeShot",2015
94,94,"Camilo Villegas",83,175.3,6486673,1028,"AverageDistancetoHoleAfterTeeShot",2015
95,95,"Rickie Fowler",76,175.4,4912625,778,"AverageDistancetoHoleAfterTeeShot",2015
96,96,"Lee Westwood",56,175.7,2790143,441,"AverageDistancetoHoleAfterTeeShot",2015
97,97,"Geoff Ogilvy",50,175.8,3107141,491,"AverageDistancetoHoleAfterTeeShot",2015
97,97,"Scott Stallings",60,175.8,4235131,669,"AverageDistancetoHoleAfterTeeShot",2015
97,97,"Steve Wheatcroft",87,175.8,6276508,992,"AverageDistancetoHoleAfterTeeShot",2015
100,100,"Matt Every",73,175.9,4787906,756,"AverageDistancetoHoleAfterTeeShot",2015
101,101,"Roberto Castro",54,176.1,3170191,500,"AverageDistancetoHoleAfterTeeShot",2015
101,101,"Derek Fathauer",81,176.1,5711067,901,"AverageDistancetoHoleAfterTeeShot",2015
101,101,"Ryo Ishikawa",90,176.1,6486329,1023,"AverageDistancetoHoleAfterTeeShot",2015
101,101,"Brandt Snedeker",98,176.1,6529070,1030,"AverageDistancetoHoleAfterTeeShot",2015
105,105,"Gonzalo Fdez Castano",81,176.4,5505743,867,"AverageDistancetoHoleAfterTeeShot",2015
105,105,"Bo Van Pelt",81,176.4,5652121,890,"AverageDistancetoHoleAfterTeeShot",2015
107,107,"John Senden",80,176.5,4516561,711,"AverageDistancetoHoleAfterTeeShot",2015
107,107,"Michael Thompson",83,176.5,6539821,1029,"AverageDistancetoHoleAfterTeeShot",2015
109,109,"Bill Haas",89,176.6,6260491,985,"AverageDistancetoHoleAfterTeeShot",2015
109,109,"Andres Romero",69,176.6,4684955,737,"AverageDistancetoHoleAfterTeeShot",2015
111,111,"Chris Kirk",76,176.8,4907850,771,"AverageDistancetoHoleAfterTeeShot",2015
112,112,"Brice Garnett",81,177.1,5609326,880,"AverageDistancetoHoleAfterTeeShot",2015
112,112,"Zach Johnson",90,177.1,6234417,978,"AverageDistancetoHoleAfterTeeShot",2015
114,114,"Kevin Kisner",104,177.2,8311928,1303,"AverageDistancetoHoleAfterTeeShot",2015
115,115,"Blayne Barber",76,177.3,5559294,871,"AverageDistancetoHoleAfterTeeShot",2015
116,116,"Adam Hadwin",95,177.4,7106825,1113,"AverageDistancetoHoleAfterTeeShot",2015
117,117,"Jonathan Randolph",72,177.6,4916679,769,"AverageDistancetoHoleAfterTeeShot",2015
118,118,"Tyrone Van Aswegen",58,177.7,3640426,569,"AverageDistancetoHoleAfterTeeShot",2015
119,119,"Fabian Gomez",83,177.9,6076779,949,"AverageDistancetoHoleAfterTeeShot",2015
119,119,"Daniel Summerhays",101,177.9,7909224,1235,"AverageDistancetoHoleAfterTeeShot",2015
119,119,"Nicholas Thompson",90,177.9,6191635,967,"AverageDistancetoHoleAfterTeeShot",2015
122,122,"Robert Allenby",63,178,4452406,695,"AverageDistancetoHoleAfterTeeShot",2015
122,122,"Jonas Blixt",78,178,4575204,714,"AverageDistancetoHoleAfterTeeShot",2015
122,122,"John Peterson",84,178,6811979,1063,"AverageDistancetoHoleAfterTeeShot",2015
125,125,"Spencer Levin",99,178.1,7367470,1149,"AverageDistancetoHoleAfterTeeShot",2015
125,125,"Andrew Svoboda",80,178.1,6214506,969,"AverageDistancetoHoleAfterTeeShot",2015
127,127,"SJ Park",79,178.3,5553093,865,"AverageDistancetoHoleAfterTeeShot",2015
128,128,"Erik Compton",86,178.5,6180900,962,"AverageDistancetoHoleAfterTeeShot",2015
128,128,"Jason Dufner",76,178.5,4248716,661,"AverageDistancetoHoleAfterTeeShot",2015
130,130,"Brendon de Jonge",106,178.7,8213631,1277,"AverageDistancetoHoleAfterTeeShot",2015
131,131,"Padraig Harrington",60,178.8,4318635,671,"AverageDistancetoHoleAfterTeeShot",2015
132,132,"Jim Renner",68,179.1,4989065,774,"AverageDistancetoHoleAfterTeeShot",2015
133,133,"Russell Knox",96,179.5,7753586,1200,"AverageDistancetoHoleAfterTeeShot",2015
134,134,"Retief Goosen",81,179.7,5303626,820,"AverageDistancetoHoleAfterTeeShot",2015
134,134,"Michael Putnam",87,179.7,6034226,933,"AverageDistancetoHoleAfterTeeShot",2015
136,136,"John Merrick",78,179.9,5174936,799,"AverageDistancetoHoleAfterTeeShot",2015
136,136,"Henrik Stenson",63,179.9,3943588,609,"AverageDistancetoHoleAfterTeeShot",2015
138,138,"William McGirt",103,180.2,8745048,1348,"AverageDistancetoHoleAfterTeeShot",2015
139,139,"Steven Alker",62,180.3,4479386,690,"AverageDistancetoHoleAfterTeeShot",2015
139,139,"Jonathan Byrd",69,180.3,4562348,703,"AverageDistancetoHoleAfterTeeShot",2015
139,139,"Chad Campbell",97,180.3,8172818,1259,"AverageDistancetoHoleAfterTeeShot",2015
139,139,"Whee Kim",71,180.3,5042469,777,"AverageDistancetoHoleAfterTeeShot",2015
143,143,"Danny Lee",120,180.5,8910474,1371,"AverageDistancetoHoleAfterTeeShot",2015
144,144,"Jerry Kelly",79,180.6,5974521,919,"AverageDistancetoHoleAfterTeeShot",2015
145,145,"Ken Duke",93,180.9,7025588,1079,"AverageDistancetoHoleAfterTeeShot",2015
145,145,"George McNeill",93,180.9,7996523,1228,"AverageDistancetoHoleAfterTeeShot",2015
147,147,"Luke Guthrie",84,181,6099083,936,"AverageDistancetoHoleAfterTeeShot",2015
148,148,"Mark Hubbard",79,181.1,5517065,846,"AverageDistancetoHoleAfterTeeShot",2015
148,148,"Scott Langley",94,181.1,7086361,1087,"AverageDistancetoHoleAfterTeeShot",2015
148,148,"Chris Stroud",84,181.1,6088921,934,"AverageDistancetoHoleAfterTeeShot",2015
151,151,"Pat Perez",96,181.2,7510242,1151,"AverageDistancetoHoleAfterTeeShot",2015
152,152,"Troy Merritt",91,181.3,7364218,1128,"AverageDistancetoHoleAfterTeeShot",2015
152,152,"Brendon Todd",96,181.3,6905907,1058,"AverageDistancetoHoleAfterTeeShot",2015
154,154,"Alex Cejka",94,181.5,7097257,1086,"AverageDistancetoHoleAfterTeeShot",2015
155,155,"Ricky Barnes",82,181.7,5578407,853,"AverageDistancetoHoleAfterTeeShot",2015
155,155,"Ian Poulter",68,181.7,4317571,660,"AverageDistancetoHoleAfterTeeShot",2015
157,157,"Jason Bohn",95,182.2,7885453,1202,"AverageDistancetoHoleAfterTeeShot",2015
158,158,"Mark Wilson",89,182.3,7339056,1118,"AverageDistancetoHoleAfterTeeShot",2015
159,159,"Greg Chalmers",58,182.5,3239616,493,"AverageDistancetoHoleAfterTeeShot",2015
160,160,"Tim Wilkinson",73,182.6,5226926,795,"AverageDistancetoHoleAfterTeeShot",2015
161,161,"Jamie Donaldson",50,182.7,2900583,441,"AverageDistancetoHoleAfterTeeShot",2015
162,162,"Heath Slocum",57,182.8,3567155,542,"AverageDistancetoHoleAfterTeeShot",2015
163,163,"David Hearn",97,183.6,7780867,1177,"AverageDistancetoHoleAfterTeeShot",2015
164,164,"Chad Collins",79,184,5770855,871,"AverageDistancetoHoleAfterTeeShot",2015
165,165,"Brian Stuard",97,184.2,7261672,1095,"AverageDistancetoHoleAfterTeeShot",2015
166,166,"Colt Knost",90,184.3,6813132,1027,"AverageDistancetoHoleAfterTeeShot",2015
167,167,"Bryce Molder",91,184.4,7077692,1066,"AverageDistancetoHoleAfterTeeShot",2015
168,168,"Ryan Moore",81,184.5,5605638,844,"AverageDistancetoHoleAfterTeeShot",2015
168,168,"Cameron Tringale",96,184.5,7213262,1086,"AverageDistancetoHoleAfterTeeShot",2015
170,170,"Kevin Na",98,184.7,6503224,978,"AverageDistancetoHoleAfterTeeShot",2015
171,171,"Luke Donald",71,184.8,4909952,738,"AverageDistancetoHoleAfterTeeShot",2015
172,172,"Brian Davis",86,185.5,6550102,981,"AverageDistancetoHoleAfterTeeShot",2015
172,172,"Jim Furyk",71,185.5,4814441,721,"AverageDistancetoHoleAfterTeeShot",2015
174,174,"Zac Blair",108,185.6,8179106,1224,"AverageDistancetoHoleAfterTeeShot",2015
175,175,"Francesco Molinari",56,185.8,3973331,594,"AverageDistancetoHoleAfterTeeShot",2015
175,175,"Andrew Putnam",68,185.8,4861890,727,"AverageDistancetoHoleAfterTeeShot",2015
177,177,"John Huh",102,186.1,8262293,1233,"AverageDistancetoHoleAfterTeeShot",2015
178,178,"DA Points",72,186.7,5377113,800,"AverageDistancetoHoleAfterTeeShot",2015
179,179,"Ben Crane",62,187.3,4874096,723,"AverageDistancetoHoleAfterTeeShot",2015
180,180,"Jon Curran",83,187.4,6065044,899,"AverageDistancetoHoleAfterTeeShot",2015
181,181,"Billy Hurley III",83,188.6,5866708,864,"AverageDistancetoHoleAfterTeeShot",2015
182,182,"David Toms",62,188.9,5189225,763,"AverageDistancetoHoleAfterTeeShot",2015
183,183,"Justin Leonard",61,189.2,5066928,744,"AverageDistancetoHoleAfterTeeShot",2015
184,184,"KJ Choi",66,190.1,5378950,786,"AverageDistancetoHoleAfterTeeShot",2015
