"Scramblingfrom1020yards_RANKTHISWEEK_2012","Scramblingfrom1020yards_RANKLASTWEEK_2012","Scramblingfrom1020yards_PLAYERNAME_2012","Scramblingfrom1020yards_ROUNDS_2012","Scramblingfrom1020yards_Pct_2012","Scramblingfrom1020yards_SUCCESSES_2012","Scramblingfrom1020yards_ATTEMPTS_2012","stat_name","year"
1,1,"Geoff Ogilvy",73,75.46,123,163,"Scramblingfrom1020yards",2012
2,2,"Daniel Chopra",55,74.58,88,118,"Scramblingfrom1020yards",2012
3,3,"Brian Gay",91,74.38,151,203,"Scramblingfrom1020yards",2012
4,4,"Luke Donald",63,73.81,93,126,"Scramblingfrom1020yards",2012
5,5,"Jim Furyk",85,73.29,118,161,"Scramblingfrom1020yards",2012
6,6,"Justin Rose",69,72.88,86,118,"Scramblingfrom1020yards",2012
7,7,"Ian Poulter",57,72.58,90,124,"Scramblingfrom1020yards",2012
8,8,"Sergio Garcia",57,72.38,76,105,"Scramblingfrom1020yards",2012
9,9,"Jason Day",57,71.76,94,131,"Scramblingfrom1020yards",2012
10,10,"Jonas Blixt",72,71.36,152,213,"Scramblingfrom1020yards",2012
11,11,"Brandt Snedeker",81,70.91,117,165,"Scramblingfrom1020yards",2012
12,12,"Henrik Stenson",51,70.71,70,99,"Scramblingfrom1020yards",2012
13,13,"Matt Kuchar",86,70.59,144,204,"Scramblingfrom1020yards",2012
14,14,"Charlie Wi",86,70.51,153,217,"Scramblingfrom1020yards",2012
15,15,"Derek Lamely",64,70.21,99,141,"Scramblingfrom1020yards",2012
16,16,"Rocco Mediate",70,69.86,102,146,"Scramblingfrom1020yards",2012
17,17,"Brian Harman",101,69.79,164,235,"Scramblingfrom1020yards",2012
18,18,"Gavin Coles",72,69.68,108,155,"Scramblingfrom1020yards",2012
19,19,"Greg Chalmers",88,69.64,172,247,"Scramblingfrom1020yards",2012
19,19,"Tiger Woods",69,69.64,78,112,"Scramblingfrom1020yards",2012
