"Total1Putts25_RANKTHISWEEK_2005","Total1Putts25_RANKLASTWEEK_2005","Total1Putts25_PLAYERNAME_2005","Total1Putts25_ROUNDS_2005","Total1Putts25_TOTAL_2005","Total1Putts25_TOTALFORALLDISTANCES_2005","Total1Putts25_PCTOFALL1PUTTS_2005","stat_name","year"
1,1,"Kent Jones",99,32,626,5.1,"Total1Putts25",2005
2,2,"Briny Baird",98,31,585,5.3,"Total1Putts25",2005
2,2,"Bo Van Pelt",112,31,653,4.7,"Total1Putts25",2005
4,4,"Tim Herron",100,30,607,4.9,"Total1Putts25",2005
5,5,"Harrison Frazar",105,28,656,4.3,"Total1Putts25",2005
5,5,"Joey Snyder III",102,28,564,5,"Total1Putts25",2005
7,7,"Tom Pernice Jr",111,27,650,4.2,"Total1Putts25",2005
7,7,"Justin Rose",99,27,613,4.4,"Total1Putts25",2005
7,7,"Patrick Sheehan",114,27,698,3.9,"Total1Putts25",2005
10,10,"Brian Bateman",98,26,562,4.6,"Total1Putts25",2005
10,10,"Sean OHair",103,26,597,4.4,"Total1Putts25",2005
12,12,"Gavin Coles",70,25,460,5.4,"Total1Putts25",2005
12,12,"Hunter Haas",83,25,522,4.8,"Total1Putts25",2005
12,12,"JL Lewis",98,25,578,4.3,"Total1Putts25",2005
12,12,"Hunter Mahan",103,25,643,3.9,"Total1Putts25",2005
12,12,"Kevin Stadler",96,25,575,4.3,"Total1Putts25",2005
12,12,"Charles Warren",89,25,533,4.7,"Total1Putts25",2005
18,18,"Steve Lowery",100,24,631,3.8,"Total1Putts25",2005
18,18,"Len Mattiace",86,24,572,4.2,"Total1Putts25",2005
18,18,"Heath Slocum",103,24,615,3.9,"Total1Putts25",2005
18,18,"Chris Smith",93,24,507,4.7,"Total1Putts25",2005
22,22,"Steve Allan",102,23,622,3.7,"Total1Putts25",2005
22,22,"Chad Campbell",95,23,509,4.5,"Total1Putts25",2005
22,22,"Tom Gillis",77,23,465,4.9,"Total1Putts25",2005
22,22,"Billy Mayfair",114,23,659,3.5,"Total1Putts25",2005
22,22,"Scott McCarron",78,23,424,5.4,"Total1Putts25",2005
22,22,"Joe Ogilvie",103,23,620,3.7,"Total1Putts25",2005
28,28,"Chris Anderson",66,22,421,5.2,"Total1Putts25",2005
28,28,"Woody Austin",100,22,645,3.4,"Total1Putts25",2005
28,28,"Bart Bryant",91,22,521,4.2,"Total1Putts25",2005
28,28,"Dan Forsman",52,22,329,6.7,"Total1Putts25",2005
28,28,"Brian Gay",101,22,701,3.1,"Total1Putts25",2005
28,28,"Brett Quigley",96,22,605,3.6,"Total1Putts25",2005
28,28,"John Senden",101,22,576,3.8,"Total1Putts25",2005
28,28,"Joey Sindelar",104,22,666,3.3,"Total1Putts25",2005
28,28,"Bob Tway",87,22,478,4.6,"Total1Putts25",2005
37,37,"Jonathan Byrd",103,21,650,3.2,"Total1Putts25",2005
37,37,"Steve Elkington",67,21,354,5.9,"Total1Putts25",2005
37,37,"JJ Henry",102,21,554,3.8,"Total1Putts25",2005
37,37,"Charles Howell III",95,21,493,4.3,"Total1Putts25",2005
37,37,"Frank Lickliter II",100,21,570,3.7,"Total1Putts25",2005
37,37,"Shaun Micheel",81,21,434,4.8,"Total1Putts25",2005
37,37,"Ryan Palmer",101,21,577,3.6,"Total1Putts25",2005
37,37,"Jesper Parnevik",84,21,492,4.3,"Total1Putts25",2005
37,37,"Carl Pettersson",109,21,673,3.1,"Total1Putts25",2005
37,37,"DA Points",94,21,555,3.8,"Total1Putts25",2005
37,37,"Nick Watney",91,21,550,3.8,"Total1Putts25",2005
48,48,"Stuart Appleby",84,20,440,4.5,"Total1Putts25",2005
48,48,"Cameron Beckman",96,20,607,3.3,"Total1Putts25",2005
48,48,"Jeff Brehaut",71,20,409,4.9,"Total1Putts25",2005
48,48,"Paul Claxton",79,20,436,4.6,"Total1Putts25",2005
