"LeftRoughTendencyRTPScore_RANKTHISWEEK_2011","LeftRoughTendencyRTPScore_RANKLASTWEEK_2011","LeftRoughTendencyRTPScore_PLAYERNAME_2011","LeftRoughTendencyRTPScore_ROUNDS_2011","LeftRoughTendencyRTPScore_RTPSCORE_2011","stat_name","year"
80,80,"Billy Mayfair",94,0.088,"LeftRoughTendencyRTPScore",2011
82,82,"Paul Goydos",81,0.089,"LeftRoughTendencyRTPScore",2011
83,83,"Jason Dufner",78,0.09,"LeftRoughTendencyRTPScore",2011
83,83,"Nathan Green",81,0.09,"LeftRoughTendencyRTPScore",2011
85,85,"Charley Hoffman",93,0.091,"LeftRoughTendencyRTPScore",2011
86,86,"Zach Johnson",79,0.092,"LeftRoughTendencyRTPScore",2011
87,87,"Cameron Tringale",110,0.093,"LeftRoughTendencyRTPScore",2011
88,88,"David Hearn",88,0.095,"LeftRoughTendencyRTPScore",2011
88,88,"Brandt Jobe",100,0.095,"LeftRoughTendencyRTPScore",2011
90,90,"DJ Brigman",67,0.096,"LeftRoughTendencyRTPScore",2011
91,91,"Chris DiMarco",93,0.097,"LeftRoughTendencyRTPScore",2011
92,92,"Michael Connell",76,0.098,"LeftRoughTendencyRTPScore",2011
92,92,"Tag Ridings",87,0.098,"LeftRoughTendencyRTPScore",2011
92,92,"John Senden",94,0.098,"LeftRoughTendencyRTPScore",2011
92,92,"Roland Thatcher",67,0.098,"LeftRoughTendencyRTPScore",2011
96,96,"KJ Choi",77,0.099,"LeftRoughTendencyRTPScore",2011
97,97,"Dustin Johnson",72,0.1,"LeftRoughTendencyRTPScore",2011
98,98,"Michael Bradley",74,0.101,"LeftRoughTendencyRTPScore",2011
98,98,"Ernie Els",71,0.101,"LeftRoughTendencyRTPScore",2011
100,100,"Ben Curtis",66,0.103,"LeftRoughTendencyRTPScore",2011
100,100,"Sean OHair",71,0.103,"LeftRoughTendencyRTPScore",2011
102,102,"Steven Bowditch",86,0.108,"LeftRoughTendencyRTPScore",2011
102,102,"Graeme McDowell",50,0.108,"LeftRoughTendencyRTPScore",2011
102,102,"Michael Putnam",67,0.108,"LeftRoughTendencyRTPScore",2011
105,105,"Troy Merritt",63,0.11,"LeftRoughTendencyRTPScore",2011
106,106,"Ian Poulter",52,0.111,"LeftRoughTendencyRTPScore",2011
107,107,"Jason Bohn",74,0.112,"LeftRoughTendencyRTPScore",2011
107,107,"Scott Stallings",84,0.112,"LeftRoughTendencyRTPScore",2011
109,109,"Billy Horschel",75,0.113,"LeftRoughTendencyRTPScore",2011
110,110,"Tim Herron",85,0.115,"LeftRoughTendencyRTPScore",2011
111,111,"Kris Blanks",92,0.116,"LeftRoughTendencyRTPScore",2011
111,111,"Ryan Moore",79,0.116,"LeftRoughTendencyRTPScore",2011
111,111,"Chez Reavie",92,0.116,"LeftRoughTendencyRTPScore",2011
114,114,"Lucas Glover",74,0.117,"LeftRoughTendencyRTPScore",2011
114,114,"Fabian Gomez",84,0.117,"LeftRoughTendencyRTPScore",2011
116,116,"Brian Davis",105,0.119,"LeftRoughTendencyRTPScore",2011
117,117,"George McNeill",69,0.12,"LeftRoughTendencyRTPScore",2011
118,118,"Arjun Atwal",91,0.121,"LeftRoughTendencyRTPScore",2011
118,118,"Andres Romero",77,0.121,"LeftRoughTendencyRTPScore",2011
120,120,"Blake Adams",116,0.125,"LeftRoughTendencyRTPScore",2011
121,121,"Brendan Steele",89,0.126,"LeftRoughTendencyRTPScore",2011
122,122,"Hunter Haas",96,0.127,"LeftRoughTendencyRTPScore",2011
123,123,"Richard Johnson",64,0.13,"LeftRoughTendencyRTPScore",2011
123,123,"Josh Teater",104,0.13,"LeftRoughTendencyRTPScore",2011
125,125,"Sung Kang",63,0.131,"LeftRoughTendencyRTPScore",2011
125,125,"Bill Lunde",92,0.131,"LeftRoughTendencyRTPScore",2011
127,127,"Freddie Jacobson",92,0.133,"LeftRoughTendencyRTPScore",2011
127,127,"Derek Lamely",65,0.133,"LeftRoughTendencyRTPScore",2011
127,127,"Vaughn Taylor",89,0.133,"LeftRoughTendencyRTPScore",2011
130,130,"Robert Karlsson",61,0.135,"LeftRoughTendencyRTPScore",2011
130,130,"Joe Ogilvie",75,0.135,"LeftRoughTendencyRTPScore",2011
132,132,"Heath Slocum",89,0.136,"LeftRoughTendencyRTPScore",2011
133,133,"Chad Campbell",99,0.142,"LeftRoughTendencyRTPScore",2011
134,134,"Rod Pampling",72,0.143,"LeftRoughTendencyRTPScore",2011
135,135,"Johnson Wagner",81,0.144,"LeftRoughTendencyRTPScore",2011
136,136,"Nick OHern",89,0.145,"LeftRoughTendencyRTPScore",2011
137,137,"Tom Gillis",55,0.146,"LeftRoughTendencyRTPScore",2011
138,138,"David Mathis",83,0.147,"LeftRoughTendencyRTPScore",2011
138,138,"Rory Sabbatini",85,0.147,"LeftRoughTendencyRTPScore",2011
138,138,"Mark Wilson",89,0.147,"LeftRoughTendencyRTPScore",2011
141,141,"Matt Bettencourt",84,0.155,"LeftRoughTendencyRTPScore",2011
141,141,"Justin Leonard",82,0.155,"LeftRoughTendencyRTPScore",2011
143,143,"Zack Miller",86,0.156,"LeftRoughTendencyRTPScore",2011
144,144,"Charl Schwartzel",58,0.16,"LeftRoughTendencyRTPScore",2011
144,144,"Charlie Wi",83,0.16,"LeftRoughTendencyRTPScore",2011
146,146,"Tim Petrovic",88,0.162,"LeftRoughTendencyRTPScore",2011
147,147,"Woody Austin",59,0.163,"LeftRoughTendencyRTPScore",2011
147,147,"Daniel Summerhays",75,0.163,"LeftRoughTendencyRTPScore",2011
149,149,"Harrison Frazar",58,0.165,"LeftRoughTendencyRTPScore",2011
149,149,"Boo Weekley",66,0.165,"LeftRoughTendencyRTPScore",2011
151,151,"Andres Gonzales",60,0.171,"LeftRoughTendencyRTPScore",2011
152,152,"Ben Martin",74,0.173,"LeftRoughTendencyRTPScore",2011
153,153,"Retief Goosen",50,0.175,"LeftRoughTendencyRTPScore",2011
154,154,"Kevin Chappell",78,0.176,"LeftRoughTendencyRTPScore",2011
154,154,"Garrett Willis",71,0.176,"LeftRoughTendencyRTPScore",2011
156,156,"Jeff Overton",92,0.178,"LeftRoughTendencyRTPScore",2011
157,157,"Kent Jones",76,0.179,"LeftRoughTendencyRTPScore",2011
158,158,"John Merrick",71,0.183,"LeftRoughTendencyRTPScore",2011
159,159,"David Duval",67,0.187,"LeftRoughTendencyRTPScore",2011
159,159,"Alexandre Rocha",65,0.187,"LeftRoughTendencyRTPScore",2011
161,161,"Will Strickler",51,0.189,"LeftRoughTendencyRTPScore",2011
162,162,"Rich Beem",53,0.19,"LeftRoughTendencyRTPScore",2011
163,163,"Kevin Kisner",70,0.192,"LeftRoughTendencyRTPScore",2011
164,164,"Colt Knost",80,0.193,"LeftRoughTendencyRTPScore",2011
164,164,"Dean Wilson",62,0.193,"LeftRoughTendencyRTPScore",2011
166,166,"Jimmy Walker",79,0.196,"LeftRoughTendencyRTPScore",2011
167,167,"Kevin Stadler",88,0.2,"LeftRoughTendencyRTPScore",2011
168,168,"Jim Furyk",87,0.202,"LeftRoughTendencyRTPScore",2011
169,169,"Matt McQuillan",59,0.208,"LeftRoughTendencyRTPScore",2011
170,170,"DA Points",89,0.209,"LeftRoughTendencyRTPScore",2011
171,171,"Jarrod Lyle",83,0.211,"LeftRoughTendencyRTPScore",2011
172,172,"Jim Renner",65,0.212,"LeftRoughTendencyRTPScore",2011
173,173,"Chris Riley",76,0.214,"LeftRoughTendencyRTPScore",2011
174,174,"Stuart Appleby",65,0.215,"LeftRoughTendencyRTPScore",2011
174,174,"Justin Hicks",60,0.215,"LeftRoughTendencyRTPScore",2011
176,176,"Steve Flesch",88,0.219,"LeftRoughTendencyRTPScore",2011
177,177,"Rocco Mediate",53,0.233,"LeftRoughTendencyRTPScore",2011
178,178,"Nate Smith",66,0.238,"LeftRoughTendencyRTPScore",2011
179,179,"Lee Janzen",62,0.241,"LeftRoughTendencyRTPScore",2011
180,180,"Aron Price",58,0.243,"LeftRoughTendencyRTPScore",2011
181,181,"Bobby Gates",82,0.246,"LeftRoughTendencyRTPScore",2011
182,182,"Keegan Bradley",91,0.267,"LeftRoughTendencyRTPScore",2011
182,182,"Scott Gutschewski",67,0.267,"LeftRoughTendencyRTPScore",2011
184,184,"Joe Durant",71,0.282,"LeftRoughTendencyRTPScore",2011
185,185,"Martin Piller",63,0.284,"LeftRoughTendencyRTPScore",2011
186,186,"Alex Prugh",82,0.292,"LeftRoughTendencyRTPScore",2011
