"Total3Putts2025_RANKTHISWEEK_2012","Total3Putts2025_RANKLASTWEEK_2012","Total3Putts2025_PLAYERNAME_2012","Total3Putts2025_ROUNDS_2012","Total3Putts2025_TOTAL3PUTTS2025_2012","Total3Putts2025_TOTAL3PUTTS_2012","stat_name","year"
1,1,"Bud Cauley",99,7,47,"Total3Putts2025",2012
2,2,"Arjun Atwal",79,6,34,"Total3Putts2025",2012
2,2,"Matt Every",80,6,34,"Total3Putts2025",2012
2,2,"Tommy Gainey",98,6,51,"Total3Putts2025",2012
2,2,"Robert Garrigus",89,6,55,"Total3Putts2025",2012
2,2,"Sung Kang",75,6,41,"Total3Putts2025",2012
2,2,"Rod Pampling",88,6,37,"Total3Putts2025",2012
2,2,"Ted Potter Jr",77,6,46,"Total3Putts2025",2012
2,2,"Vijay Singh",99,6,47,"Total3Putts2025",2012
2,2,"Kevin Stadler",85,6,37,"Total3Putts2025",2012
2,2,"Johnson Wagner",88,6,48,"Total3Putts2025",2012
2,2,"Nick Watney",97,6,52,"Total3Putts2025",2012
13,13,"Michael Bradley",63,5,28,"Total3Putts2025",2012
13,13,"Keegan Bradley",90,5,47,"Total3Putts2025",2012
13,13,"Charles Howell III",98,5,43,"Total3Putts2025",2012
13,13,"John Huh",99,5,42,"Total3Putts2025",2012
13,13,"Robert Karlsson",54,5,40,"Total3Putts2025",2012
13,13,"Jeff Maggert",83,5,40,"Total3Putts2025",2012
13,13,"Hunter Mahan",88,5,30,"Total3Putts2025",2012
13,13,"Justin Rose",69,5,28,"Total3Putts2025",2012
13,13,"Rory Sabbatini",84,5,46,"Total3Putts2025",2012
13,13,"Kyle Stanley",86,5,45,"Total3Putts2025",2012
13,13,"Josh Teater",97,5,62,"Total3Putts2025",2012
13,13,"Jhonattan Vegas",77,5,45,"Total3Putts2025",2012
13,13,"Gary Woodland",70,5,48,"Total3Putts2025",2012
26,26,"Robert Allenby",76,4,47,"Total3Putts2025",2012
26,26,"Aaron Baddeley",73,4,24,"Total3Putts2025",2012
26,26,"Chad Campbell",84,4,47,"Total3Putts2025",2012
26,26,"Kevin Chappell",91,4,56,"Total3Putts2025",2012
26,26,"Ben Crane",73,4,31,"Total3Putts2025",2012
26,26,"Graham DeLaet",79,4,50,"Total3Putts2025",2012
26,26,"Jason Dufner",83,4,35,"Total3Putts2025",2012
26,26,"Ken Duke",104,4,53,"Total3Putts2025",2012
26,26,"Ernie Els",80,4,31,"Total3Putts2025",2012
26,26,"Stephen Gangluff",57,4,28,"Total3Putts2025",2012
26,26,"Chris Kirk",93,4,56,"Total3Putts2025",2012
26,26,"Martin Laird",77,4,37,"Total3Putts2025",2012
26,26,"Marc Leishman",84,4,54,"Total3Putts2025",2012
26,26,"Bill Lunde",83,4,48,"Total3Putts2025",2012
26,26,"Graeme McDowell",55,4,18,"Total3Putts2025",2012
26,26,"Phil Mickelson",79,4,31,"Total3Putts2025",2012
26,26,"Jeff Overton",101,4,41,"Total3Putts2025",2012
26,26,"Ryan Palmer",81,4,33,"Total3Putts2025",2012
26,26,"Scott Stallings",78,4,42,"Total3Putts2025",2012
26,26,"Daniel Summerhays",81,4,38,"Total3Putts2025",2012
26,26,"Michael Thompson",80,4,38,"Total3Putts2025",2012
26,26,"Brendon Todd",78,4,32,"Total3Putts2025",2012
26,26,"Bo Van Pelt",84,4,29,"Total3Putts2025",2012
26,26,"Boo Weekley",74,4,39,"Total3Putts2025",2012
50,50,"Stephen Ames",54,3,30,"Total3Putts2025",2012
50,50,"Sangmoon Bae",81,3,33,"Total3Putts2025",2012
50,50,"Kris Blanks",65,3,45,"Total3Putts2025",2012
50,50,"Miguel Angel Carballo",73,3,40,"Total3Putts2025",2012
