"DrivingPctAll_RANKTHISWEEK_2009","DrivingPctAll_RANKLASTWEEK_2009","DrivingPctAll_PLAYERNAME_2009","DrivingPctAll_ROUNDS_2009","DrivingPctAll_Pct_2009","DrivingPctAll_TOTALDRIVESFOR_2009","DrivingPctAll_TOTALDRIVESOVERALL_2009","DrivingPctAll_RELATIVETOPAR_2009","stat_name","year"
1,1,"Corey Pavin",73,21.09,158,749,0.127,"DrivingPctAll",2009
2,2,"Brad Faxon",59,15.26,110,721,0.3,"DrivingPctAll",2009
3,3,"Eric Axley",71,10.5,86,819,0.419,"DrivingPctAll",2009
4,4,"Chris Riley",77,10.49,98,934,0.031,"DrivingPctAll",2009
5,5,"Parker McLachlin",71,10.47,98,936,0.316,"DrivingPctAll",2009
6,6,"Brendon Todd",53,10.37,68,656,0.206,"DrivingPctAll",2009
7,7,"Richard Johnson",85,10.35,107,1034,0.019,"DrivingPctAll",2009
8,8,"Mark Brooks",55,10.09,56,555,0.107,"DrivingPctAll",2009
9,9,"Scott Sterling",51,9.93,55,554,0.127,"DrivingPctAll",2009
10,10,"Greg Kraft",51,9.9,57,576,0.281,"DrivingPctAll",2009
11,11,"Dean Wilson",81,9.86,96,974,0.083,"DrivingPctAll",2009
12,12,"Aron Price",89,9.81,105,1070,0.019,"DrivingPctAll",2009
13,13,"Tom Lehman",55,9.26,45,486,-0.044,"DrivingPctAll",2009
14,14,"Spencer Levin",75,9.03,84,930,0.048,"DrivingPctAll",2009
15,15,"Jeff Quinney",78,9,89,989,0.225,"DrivingPctAll",2009
16,16,"Brad Adamonis",70,8.61,73,848,0.041,"DrivingPctAll",2009
16,16,"Greg Chalmers",85,8.61,85,987,0.153,"DrivingPctAll",2009
18,18,"Bart Bryant",58,8.44,61,723,0.23,"DrivingPctAll",2009
19,19,"John Mallinger",90,8.23,81,984,0.16,"DrivingPctAll",2009
20,20,"Marc Turnesa",77,8.17,81,992,0.099,"DrivingPctAll",2009
21,21,"David Duval",56,8.16,50,613,0.28,"DrivingPctAll",2009
22,22,"Chris DiMarco",97,8.09,98,1212,0.122,"DrivingPctAll",2009
23,23,"Glen Day",79,7.88,70,888,0.271,"DrivingPctAll",2009
24,24,"Charlie Wi",92,7.82,86,1100,0.081,"DrivingPctAll",2009
25,25,"Nathan Green",104,7.81,100,1281,0.23,"DrivingPctAll",2009
26,26,"Steve Flesch",77,7.67,67,873,0.06,"DrivingPctAll",2009
27,27,"Kent Jones",73,7.65,65,850,-0.015,"DrivingPctAll",2009
28,28,"Nick OHern",90,7.61,90,1182,0.156,"DrivingPctAll",2009
29,29,"Brian Gay",96,7.59,87,1146,-0.034,"DrivingPctAll",2009
30,30,"Lee Janzen",74,7.56,64,847,0.156,"DrivingPctAll",2009
31,31,"Cliff Kresge",78,7.52,70,931,0.186,"DrivingPctAll",2009
32,32,"Adam Scott",53,7.46,44,590,0.205,"DrivingPctAll",2009
33,33,"Bob Estes",78,7.28,70,962,0.186,"DrivingPctAll",2009
34,34,"David Mathis",82,7.2,69,958,0.29,"DrivingPctAll",2009
35,35,"Luke Donald",79,7.03,60,854,0.183,"DrivingPctAll",2009
36,36,"Steve Elkington",70,6.98,60,859,0.067,"DrivingPctAll",2009
37,37,"Johnson Wagner",81,6.97,72,1033,0.153,"DrivingPctAll",2009
38,38,"Colt Knost",71,6.94,54,778,0.074,"DrivingPctAll",2009
39,39,"Jeff Klauk",97,6.87,84,1222,0.107,"DrivingPctAll",2009
40,40,"Bill Lunde",83,6.81,71,1042,0.07,"DrivingPctAll",2009
41,41,"Bryce Molder",69,6.75,51,756,0.059,"DrivingPctAll",2009
42,42,"Chez Reavie",81,6.72,66,982,0.106,"DrivingPctAll",2009
43,43,"Tim Petrovic",97,6.69,80,1196,0.138,"DrivingPctAll",2009
44,44,"Darron Stiles",52,6.66,39,586,0.231,"DrivingPctAll",2009
45,45,"Matt Weibring",65,6.64,51,768,0.196,"DrivingPctAll",2009
46,46,"Jimmy Walker",74,6.62,59,891,0.119,"DrivingPctAll",2009
47,47,"Briny Baird",89,6.59,66,1002,0,"DrivingPctAll",2009
48,48,"Ken Duke",87,6.58,65,988,0.015,"DrivingPctAll",2009
49,49,"Freddie Jacobson",83,6.56,67,1022,0.045,"DrivingPctAll",2009
50,50,"Ryuji Imada",85,6.54,63,964,0.222,"DrivingPctAll",2009
51,51,"Derek Fathauer",63,6.48,46,710,0.261,"DrivingPctAll",2009
51,51,"Bob Heintz",59,6.48,46,710,0.065,"DrivingPctAll",2009
53,53,"Rich Beem",77,6.47,52,804,0.135,"DrivingPctAll",2009
54,54,"Patrick Sheehan",51,6.43,35,544,0.057,"DrivingPctAll",2009
55,55,"Cameron Beckman",87,6.32,66,1044,0.045,"DrivingPctAll",2009
56,56,"Mark Wilson",99,6.3,77,1223,0.104,"DrivingPctAll",2009
57,57,"Kris Blanks",60,6.28,41,653,0.22,"DrivingPctAll",2009
58,58,"Brett Quigley",92,6.24,65,1041,0.123,"DrivingPctAll",2009
59,59,"Troy Matteson",95,6.21,76,1224,0.039,"DrivingPctAll",2009
60,60,"Tim Clark",81,6.2,51,822,0.216,"DrivingPctAll",2009
