"Approach175200yardsRTPScore_RANKTHISWEEK_2006","Approach175200yardsRTPScore_RANKLASTWEEK_2006","Approach175200yardsRTPScore_PLAYERNAME_2006","Approach175200yardsRTPScore_ROUNDS_2006","Approach175200yardsRTPScore_AVGRTP_2006","stat_name","year"
1,1,"Tiger Woods",55,-0.157,"Approach175200yardsRTPScore",2006
2,2,"Steve Stricker",64,-0.104,"Approach175200yardsRTPScore",2006
3,3,"Greg Owen",79,-0.094,"Approach175200yardsRTPScore",2006
4,4,"JB Holmes",81,-0.088,"Approach175200yardsRTPScore",2006
5,5,"Jim Furyk",89,-0.063,"Approach175200yardsRTPScore",2006
6,6,"Bob May",65,-0.06,"Approach175200yardsRTPScore",2006
7,7,"KJ Choi",93,-0.056,"Approach175200yardsRTPScore",2006
8,8,"Ryan Moore",68,-0.053,"Approach175200yardsRTPScore",2006
8,8,"Bubba Watson",83,-0.053,"Approach175200yardsRTPScore",2006
10,10,"Lucas Glover",105,-0.052,"Approach175200yardsRTPScore",2006
11,11,"Chris DiMarco",83,-0.035,"Approach175200yardsRTPScore",2006
12,12,"Stewart Cink",93,-0.034,"Approach175200yardsRTPScore",2006
13,13,"Luke Donald",66,-0.033,"Approach175200yardsRTPScore",2006
14,14,"Bill Haas",99,-0.032,"Approach175200yardsRTPScore",2006
14,14,"Carl Pettersson",95,-0.032,"Approach175200yardsRTPScore",2006
16,16,"Jason Gore",86,-0.027,"Approach175200yardsRTPScore",2006
17,17,"Ernie Els",69,-0.026,"Approach175200yardsRTPScore",2006
17,17,"Geoff Ogilvy",76,-0.026,"Approach175200yardsRTPScore",2006
19,19,"Stuart Appleby",83,-0.025,"Approach175200yardsRTPScore",2006
20,20,"Jesper Parnevik",84,-0.023,"Approach175200yardsRTPScore",2006
21,21,"Robert Allenby",79,-0.022,"Approach175200yardsRTPScore",2006
21,21,"Trevor Immelman",86,-0.022,"Approach175200yardsRTPScore",2006
23,23,"John Cook",67,-0.02,"Approach175200yardsRTPScore",2006
23,23,"Arron Oberholser",82,-0.02,"Approach175200yardsRTPScore",2006
23,23,"Rory Sabbatini",84,-0.02,"Approach175200yardsRTPScore",2006
26,26,"Adam Scott",70,-0.016,"Approach175200yardsRTPScore",2006
26,26,"Vijay Singh",103,-0.016,"Approach175200yardsRTPScore",2006
