"Puttingfrom2025_RANKTHISWEEK_2009","Puttingfrom2025_RANKLASTWEEK_2009","Puttingfrom2025_PLAYERNAME_2009","Puttingfrom2025_ROUNDS_2009","Puttingfrom2025_PctMADE_2009","Puttingfrom2025_ATTEMPTS_2009","Puttingfrom2025_PUTTSMADE_2009","stat_name","year"
1,1,"Freddie Jacobson",83,21.3,108,23,"Puttingfrom2025",2009
2,2,"Bo Van Pelt",100,21.19,118,25,"Puttingfrom2025",2009
3,3,"Kevin Na",91,20.56,107,22,"Puttingfrom2025",2009
4,4,"Rich Beem",77,20.41,98,20,"Puttingfrom2025",2009
5,5,"Parker McLachlin",71,19.57,92,18,"Puttingfrom2025",2009
6,6,"Vaughn Taylor",88,19.3,114,22,"Puttingfrom2025",2009
7,7,"Ryan Palmer",78,19.19,99,19,"Puttingfrom2025",2009
8,8,"Brandt Snedeker",81,18.99,79,15,"Puttingfrom2025",2009
9,9,"Sean OHair",80,18.92,74,14,"Puttingfrom2025",2009
10,10,"Ken Duke",87,18.68,91,17,"Puttingfrom2025",2009
11,11,"Andres Romero",58,18.52,54,10,"Puttingfrom2025",2009
11,11,"Brendon Todd",53,18.52,81,15,"Puttingfrom2025",2009
13,13,"Luke Donald",79,18.48,92,17,"Puttingfrom2025",2009
14,14,"Brian Gay",96,18.31,142,26,"Puttingfrom2025",2009
15,15,"Greg Chalmers",85,18.18,110,20,"Puttingfrom2025",2009
15,15,"Scott Sterling",51,18.18,66,12,"Puttingfrom2025",2009
17,17,"Bob Heintz",59,18.06,72,13,"Puttingfrom2025",2009
18,18,"Bill Haas",91,17.92,106,19,"Puttingfrom2025",2009
19,19,"Ted Purdy",101,17.78,135,24,"Puttingfrom2025",2009
20,20,"Zach Johnson",94,17.65,119,21,"Puttingfrom2025",2009
21,21,"Tag Ridings",50,17.54,57,10,"Puttingfrom2025",2009
22,22,"Jerry Kelly",90,17.09,117,20,"Puttingfrom2025",2009
23,23,"Brendon de Jonge",90,16.67,114,19,"Puttingfrom2025",2009
23,23,"Nathan Green",104,16.67,120,20,"Puttingfrom2025",2009
23,23,"Marc Leishman",91,16.67,132,22,"Puttingfrom2025",2009
23,23,"Nick OHern",90,16.67,138,23,"Puttingfrom2025",2009
27,27,"James Nitties",86,16.33,98,16,"Puttingfrom2025",2009
28,28,"John Senden",100,16.24,117,19,"Puttingfrom2025",2009
29,29,"Chris Riley",77,16.19,105,17,"Puttingfrom2025",2009
30,30,"Sergio Garcia",59,16.13,62,10,"Puttingfrom2025",2009
31,31,"Matt Weibring",65,15.85,82,13,"Puttingfrom2025",2009
32,32,"Boo Weekley",79,15.84,101,16,"Puttingfrom2025",2009
33,33,"Mark Brooks",55,15.79,57,9,"Puttingfrom2025",2009
33,33,"Daniel Chopra",89,15.79,95,15,"Puttingfrom2025",2009
35,35,"Tom Pernice Jr",82,15.69,102,16,"Puttingfrom2025",2009
36,36,"Mark Calcavecchia",72,15.38,91,14,"Puttingfrom2025",2009
36,36,"Martin Laird",72,15.38,91,14,"Puttingfrom2025",2009
38,38,"Justin Rose",71,14.89,94,14,"Puttingfrom2025",2009
39,39,"Geoff Ogilvy",78,14.81,81,12,"Puttingfrom2025",2009
40,40,"David Mathis",82,14.77,88,13,"Puttingfrom2025",2009
40,40,"Rod Pampling",72,14.77,88,13,"Puttingfrom2025",2009
42,42,"Kris Blanks",60,14.71,68,10,"Puttingfrom2025",2009
42,42,"Jason Day",61,14.71,68,10,"Puttingfrom2025",2009
44,44,"Dean Wilson",81,14.68,109,16,"Puttingfrom2025",2009
45,45,"Jason Bohn",88,14.63,123,18,"Puttingfrom2025",2009
46,46,"Mark Wilson",99,14.58,144,21,"Puttingfrom2025",2009
47,47,"Scott Piercy",85,14.52,124,18,"Puttingfrom2025",2009
48,48,"Jonathan Byrd",89,14.29,119,17,"Puttingfrom2025",2009
48,48,"Brad Faxon",59,14.29,84,12,"Puttingfrom2025",2009
48,48,"Colt Knost",71,14.29,84,12,"Puttingfrom2025",2009
51,51,"Aaron Baddeley",66,14.13,92,13,"Puttingfrom2025",2009
51,51,"Glen Day",79,14.13,92,13,"Puttingfrom2025",2009
53,53,"Vijay Singh",71,14.08,71,10,"Puttingfrom2025",2009
54,54,"Justin Leonard",95,14.04,114,16,"Puttingfrom2025",2009
55,55,"Tim Herron",87,14.02,107,15,"Puttingfrom2025",2009
56,56,"Michael Letzig",96,13.93,122,17,"Puttingfrom2025",2009
57,57,"Corey Pavin",73,13.92,79,11,"Puttingfrom2025",2009
58,58,"Camilo Villegas",76,13.89,72,10,"Puttingfrom2025",2009
59,59,"Jarrod Lyle",65,13.85,65,9,"Puttingfrom2025",2009
60,60,"Bart Bryant",58,13.7,73,10,"Puttingfrom2025",2009
61,61,"Matt Jones",56,13.64,66,9,"Puttingfrom2025",2009
61,61,"Hunter Mahan",94,13.64,110,15,"Puttingfrom2025",2009
63,63,"Ryuji Imada",85,13.48,89,12,"Puttingfrom2025",2009
64,64,"Scott Verplank",88,13.45,119,16,"Puttingfrom2025",2009
65,65,"Chris DiMarco",97,13.39,112,15,"Puttingfrom2025",2009
66,66,"Alex Cejka",82,13.19,91,12,"Puttingfrom2025",2009
66,66,"Tim Clark",81,13.19,91,12,"Puttingfrom2025",2009
