"RoughProximity_RANKTHISWEEK_2011","RoughProximity_RANKLASTWEEK_2011","RoughProximity_PLAYERNAME_2011","RoughProximity_ROUNDS_2011","RoughProximity_AVG_2011","RoughProximity_TOTALDISTANCEINCHES_2011","RoughProximity_ATTEMPTS_2011","RoughProximity_TOTALDISTANCEFEET_2011","RoughProximity_RELATIVETOPAR_2011","stat_name","year"
32,32,"Geoff Ogilvy",69,NA,94280,191,7856.667,20,"RoughProximity",2011
32,32,"John Rollins",85,NA,103224,209,8602,21,"RoughProximity",2011
35,35,"Chris Kirk",87,NA,157661,318,13138.417,43,"RoughProximity",2011
35,35,"Mark Wilson",89,NA,105188,212,8765.667,32,"RoughProximity",2011
37,37,"Billy Mayfair",94,NA,126849,255,10570.75,23,"RoughProximity",2011
38,38,"Robert Garrigus",83,NA,147800,297,12316.667,15,"RoughProximity",2011
39,39,"Steve Elkington",50,NA,56378,113,4698.167,17,"RoughProximity",2011
39,39,"Bill Haas",93,NA,126645,254,10553.75,15,"RoughProximity",2011
39,39,"Matt Kuchar",94,NA,117769,236,9814.083,14,"RoughProximity",2011
39,39,"Chris Stroud",88,NA,151104,303,12592,37,"RoughProximity",2011
43,43,"Joe Durant",71,NA,76562,153,6380.167,33,"RoughProximity",2011
43,43,"Retief Goosen",50,NA,72428,145,6035.667,7,"RoughProximity",2011
43,43,"Marc Turnesa",54,NA,78969,158,6580.75,22,"RoughProximity",2011
46,46,"Jason Bohn",74,NA,98164,196,8180.333,37,"RoughProximity",2011
46,46,"Boo Weekley",66,NA,97144,194,8095.333,32,"RoughProximity",2011
48,48,"Paul Goydos",81,NA,109468,218,9122.333,40,"RoughProximity",2011
49,49,"Fabian Gomez",84,NA,122112,243,10176,42,"RoughProximity",2011
49,49,"Hunter Haas",96,NA,156528,311,13044,27,"RoughProximity",2011
49,49,"Nick Watney",80,NA,122842,244,10236.833,13,"RoughProximity",2011
52,52,"Cameron Beckman",71,NA,117946,234,9828.833,39,"RoughProximity",2011
53,53,"Phil Mickelson",79,NA,117208,232,9767.333,2,"RoughProximity",2011
54,54,"Ben Curtis",66,NA,86588,171,7215.667,17,"RoughProximity",2011
54,54,"Tommy Gainey",104,NA,175412,347,14617.667,49,"RoughProximity",2011
54,54,"JB Holmes",57,NA,104724,207,8727,0,"RoughProximity",2011
54,54,"Brandt Jobe",100,NA,128612,254,10717.667,35,"RoughProximity",2011
58,58,"Rocco Mediate",53,NA,76569,151,6380.75,35,"RoughProximity",2011
58,58,"Webb Simpson",98,NA,146454,289,12204.5,33,"RoughProximity",2011
60,60,"Aaron Baddeley",77,NA,143140,281,11928.333,13,"RoughProximity",2011
60,60,"Angel Cabrera",50,NA,80869,159,6739.083,28,"RoughProximity",2011
60,60,"Jason Dufner",78,NA,106367,209,8863.917,20,"RoughProximity",2011
60,60,"Alex Prugh",82,NA,142593,280,11882.75,77,"RoughProximity",2011
60,60,"Vaughn Taylor",89,NA,152561,300,12713.417,60,"RoughProximity",2011
65,65,"Stuart Appleby",65,NA,125413,246,10451.083,35,"RoughProximity",2011
65,65,"Rickie Fowler",84,NA,127531,250,10627.583,11,"RoughProximity",2011
65,65,"David Mathis",83,NA,109180,214,9098.333,20,"RoughProximity",2011
65,65,"David Toms",78,NA,82604,162,6883.667,6,"RoughProximity",2011
69,69,"Lucas Glover",74,NA,112526,220,9377.167,37,"RoughProximity",2011
69,69,"Zack Miller",86,NA,146229,286,12185.75,51,"RoughProximity",2011
71,71,"Michael Connell",76,NA,114149,223,9512.417,47,"RoughProximity",2011
71,71,"Aron Price",58,NA,69618,136,5801.5,25,"RoughProximity",2011
73,73,"Kevin Chappell",78,NA,113309,221,9442.417,40,"RoughProximity",2011
73,73,"Martin Laird",77,NA,104680,204,8723.333,10,"RoughProximity",2011
73,73,"Ian Poulter",52,NA,59043,115,4920.25,1,"RoughProximity",2011
76,76,"George McNeill",69,NA,118796,231,9899.667,24,"RoughProximity",2011
76,76,"Justin Rose",79,NA,113146,220,9428.833,22,"RoughProximity",2011
78,78,"Rory Sabbatini",85,NA,125733,244,10477.75,18,"RoughProximity",2011
79,79,"Padraig Harrington",60,NA,92413,179,7701.083,5,"RoughProximity",2011
80,80,"Brian Gay",90,NA,89546,173,7462.167,22,"RoughProximity",2011
80,80,"Spencer Levin",113,NA,169742,328,14145.167,36,"RoughProximity",2011
80,80,"Hunter Mahan",92,NA,120155,232,10012.917,29,"RoughProximity",2011
83,83,"Keegan Bradley",91,NA,141160,272,11763.333,47,"RoughProximity",2011
84,84,"Nate Smith",66,NA,96699,186,8058.25,52,"RoughProximity",2011
85,85,"Kevin Streelman",90,NA,116647,224,9720.583,27,"RoughProximity",2011
85,85,"Jhonattan Vegas",84,NA,162511,312,13542.583,33,"RoughProximity",2011
87,87,"Jim Furyk",87,NA,103121,197,8593.417,30,"RoughProximity",2011
87,87,"Joe Ogilvie",75,NA,137519,263,11459.917,30,"RoughProximity",2011
87,87,"Jeff Overton",92,NA,143705,275,11975.417,37,"RoughProximity",2011
90,90,"Scott Gutschewski",67,NA,110486,211,9207.167,61,"RoughProximity",2011
91,91,"Kent Jones",76,NA,117147,223,9762.25,42,"RoughProximity",2011
92,92,"Brendan Steele",89,NA,123723,235,10310.25,67,"RoughProximity",2011
93,93,"Tag Ridings",87,NA,165539,314,13794.917,60,"RoughProximity",2011
93,93,"Roland Thatcher",67,NA,124355,236,10362.917,59,"RoughProximity",2011
95,95,"Stephen Ames",69,NA,94483,179,7873.583,13,"RoughProximity",2011
95,95,"Brendon de Jonge",105,NA,166962,316,13913.5,33,"RoughProximity",2011
95,95,"Troy Merritt",63,NA,109279,207,9106.583,52,"RoughProximity",2011
98,98,"Scott Piercy",78,NA,141255,267,11771.25,30,"RoughProximity",2011
99,99,"Pat Perez",76,NA,115592,218,9632.667,31,"RoughProximity",2011
99,99,"Chris Riley",76,NA,99186,187,8265.5,33,"RoughProximity",2011
101,101,"DJ Brigman",67,NA,120259,226,10021.583,41,"RoughProximity",2011
101,101,"Ryuji Imada",83,NA,154721,291,12893.417,48,"RoughProximity",2011
101,101,"Ryan Palmer",82,NA,130250,245,10854.167,25,"RoughProximity",2011
101,101,"Gary Woodland",93,NA,158930,299,13244.167,20,"RoughProximity",2011
105,105,"Robert Allenby",84,NA,133323,250,11110.25,42,"RoughProximity",2011
105,105,"Andres Gonzales",60,NA,80965,152,6747.083,24,"RoughProximity",2011
105,105,"Cameron Tringale",110,NA,190724,358,15893.667,44,"RoughProximity",2011
108,108,"Josh Teater",104,NA,173996,326,14499.667,40,"RoughProximity",2011
108,108,"Michael Thompson",79,NA,127094,238,10591.167,48,"RoughProximity",2011
108,108,"Camilo Villegas",69,NA,118476,222,9873,36,"RoughProximity",2011
111,111,"Alex Cejka",59,NA,75421,141,6285.083,18,"RoughProximity",2011
111,111,"Marc Leishman",87,NA,183474,343,15289.5,44,"RoughProximity",2011
111,111,"Sean OHair",71,NA,129035,241,10752.917,34,"RoughProximity",2011
114,114,"John Senden",94,NA,147522,275,12293.5,33,"RoughProximity",2011
114,114,"Paul Stankowski",78,NA,138863,259,11571.917,41,"RoughProximity",2011
114,114,"Steve Stricker",70,NA,98619,184,8218.25,2,"RoughProximity",2011
117,117,"Troy Matteson",91,NA,168163,313,14013.583,57,"RoughProximity",2011
118,118,"William McGirt",103,NA,180892,336,15074.333,31,"RoughProximity",2011
118,118,"Ryan Moore",79,NA,111469,207,9289.083,29,"RoughProximity",2011
118,118,"DA Points",89,NA,134075,249,11172.917,44,"RoughProximity",2011
118,118,"Jimmy Walker",79,NA,182916,340,15243,59,"RoughProximity",2011
122,122,"Tom Gillis",55,NA,100744,187,8395.333,41,"RoughProximity",2011
122,122,"Freddie Jacobson",92,NA,133160,247,11096.667,26,"RoughProximity",2011
122,122,"Andres Romero",77,NA,142331,264,11860.917,59,"RoughProximity",2011
125,125,"Ben Martin",74,NA,116239,215,9686.583,55,"RoughProximity",2011
125,125,"Nick OHern",89,NA,99611,184,8300.917,26,"RoughProximity",2011
127,127,"Brian Davis",105,NA,139275,257,11606.25,41,"RoughProximity",2011
127,127,"Steve Flesch",88,NA,148374,274,12364.5,46,"RoughProximity",2011
127,127,"David Hearn",88,NA,144739,267,12061.583,56,"RoughProximity",2011
127,127,"Anthony Kim",72,NA,153308,283,12775.667,41,"RoughProximity",2011
131,131,"Sung Kang",63,NA,111843,206,9320.25,44,"RoughProximity",2011
132,132,"Charles Howell III",108,NA,189202,347,15766.833,21,"RoughProximity",2011
132,132,"Kyle Stanley",98,NA,163552,300,13629.333,29,"RoughProximity",2011
134,134,"Ben Crane",76,NA,95481,175,7956.75,10,"RoughProximity",2011
134,134,"Johnson Wagner",81,NA,119563,219,9963.583,34,"RoughProximity",2011
136,136,"Ernie Els",71,NA,112071,205,9339.25,38,"RoughProximity",2011
136,136,"Derek Lamely",65,NA,142826,261,11902.167,45,"RoughProximity",2011
138,138,"Jonathan Byrd",83,NA,147830,270,12319.167,26,"RoughProximity",2011
139,139,"Briny Baird",60,NA,77913,142,6492.75,29,"RoughProximity",2011
139,139,"Matt Bettencourt",84,NA,167449,305,13954.083,41,"RoughProximity",2011
139,139,"John Merrick",71,NA,96553,176,8046.083,35,"RoughProximity",2011
139,139,"Will Strickler",51,NA,86754,158,7229.5,44,"RoughProximity",2011
143,143,"KJ Choi",77,NA,111100,202,9258.333,32,"RoughProximity",2011
143,143,"Nathan Green",81,NA,153368,279,12780.667,46,"RoughProximity",2011
145,145,"Colt Knost",80,NA,107408,195,8950.667,32,"RoughProximity",2011
146,146,"Luke Donald",73,NA,82321,149,6860.083,-1,"RoughProximity",2011
146,146,"Zach Johnson",79,NA,96610,175,8050.833,26,"RoughProximity",2011
146,146,"Adam Scott",60,NA,77792,141,6482.667,20,"RoughProximity",2011
149,149,"Tim Herron",85,NA,166496,301,13874.667,34,"RoughProximity",2011
149,149,"Michael Putnam",67,NA,127273,230,10606.083,38,"RoughProximity",2011
151,151,"Robert Karlsson",61,NA,97465,176,8122.083,15,"RoughProximity",2011
152,152,"Blake Adams",116,NA,181645,327,15137.083,49,"RoughProximity",2011
152,152,"Jason Day",76,NA,146572,264,12214.333,42,"RoughProximity",2011
152,152,"Kevin Na",84,NA,151617,273,12634.75,25,"RoughProximity",2011
152,152,"Martin Piller",63,NA,112586,203,9382.167,56,"RoughProximity",2011
152,152,"Alexandre Rocha",65,NA,102710,185,8559.167,37,"RoughProximity",2011
152,152,"Bo Van Pelt",92,NA,132719,239,11059.917,26,"RoughProximity",2011
152,152,"Dean Wilson",62,NA,110922,200,9243.5,41,"RoughProximity",2011
159,159,"Justin Leonard",82,NA,117387,211,9782.25,29,"RoughProximity",2011
160,160,"Greg Chalmers",88,NA,157076,282,13089.667,30,"RoughProximity",2011
160,160,"Richard Johnson",64,NA,111905,201,9325.417,41,"RoughProximity",2011
160,160,"Kevin Kisner",70,NA,118094,212,9841.167,23,"RoughProximity",2011
163,163,"Bryce Molder",82,NA,102691,184,8557.583,21,"RoughProximity",2011
164,164,"Matt Jones",71,NA,140886,252,11740.5,34,"RoughProximity",2011
165,165,"Justin Hicks",60,NA,70599,126,5883.25,43,"RoughProximity",2011
165,165,"Rod Pampling",72,NA,96289,172,8024.083,20,"RoughProximity",2011
167,167,"Joseph Bramlett",73,NA,126754,226,10562.833,28,"RoughProximity",2011
168,168,"Jim Renner",65,NA,114003,203,9500.25,43,"RoughProximity",2011
169,169,"Bio Kim",71,NA,143775,255,11981.25,39,"RoughProximity",2011
170,170,"Jarrod Lyle",83,NA,156596,277,13049.667,65,"RoughProximity",2011
171,171,"Garrett Willis",71,NA,119329,211,9944.083,52,"RoughProximity",2011
172,172,"Trevor Immelman",84,NA,133862,236,11155.167,10,"RoughProximity",2011
172,172,"Tim Petrovic",88,NA,143522,253,11960.167,51,"RoughProximity",2011
172,172,"Charl Schwartzel",58,NA,86160,152,7180,27,"RoughProximity",2011
175,175,"Lee Janzen",62,NA,97165,171,8097.083,45,"RoughProximity",2011
176,176,"Billy Horschel",75,NA,103560,181,8630,38,"RoughProximity",2011
177,177,"Daniel Summerhays",75,NA,126222,220,10518.5,65,"RoughProximity",2011
178,178,"Arjun Atwal",91,NA,194941,339,16245.083,87,"RoughProximity",2011
178,178,"Steve Marino",76,NA,126407,220,10533.917,16,"RoughProximity",2011
180,180,"Matt McQuillan",59,NA,87351,151,7279.25,28,"RoughProximity",2011
181,181,"Charlie Wi",83,NA,162069,277,13505.75,30,"RoughProximity",2011
182,182,"Scott McCarron",65,NA,115610,197,9634.167,36,"RoughProximity",2011
183,183,"James Driscoll",71,NA,140137,238,11678.083,40,"RoughProximity",2011
184,184,"JJ Henry",96,NA,126533,213,10544.417,30,"RoughProximity",2011
185,185,"Rich Beem",53,NA,84384,141,7032,45,"RoughProximity",2011
186,186,"Jerry Kelly",85,NA,108352,177,9029.333,42,"RoughProximity",2011
