"Round4ScoringAverage_RANKTHISWEEK_2010","Round4ScoringAverage_RANKLASTWEEK_2010","Round4ScoringAverage_PLAYERNAME_2010","Round4ScoringAverage__2010","Round4ScoringAverage_AVG_2010","Round4ScoringAverage_TOTALSTROKES_2010","Round4ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Ryan Palmer",NA,68.5,959,14,"Round4ScoringAverage",2010
1,1,"Chris Riley",NA,68.5,822,12,"Round4ScoringAverage",2010
3,3,"Ben Crane",NA,68.78,1238,18,"Round4ScoringAverage",2010
4,4,"James Driscoll",NA,68.92,827,12,"Round4ScoringAverage",2010
5,5,"Matt Kuchar",NA,68.95,1517,22,"Round4ScoringAverage",2010
6,6,"Mark Wilson",NA,69.13,1037,15,"Round4ScoringAverage",2010
7,7,"Michael Sim",NA,69.17,830,12,"Round4ScoringAverage",2010
8,8,"Webb Simpson",NA,69.18,1176,17,"Round4ScoringAverage",2010
9,9,"Retief Goosen",NA,69.41,1180,17,"Round4ScoringAverage",2010
10,10,"Jeff Quinney",NA,69.56,1113,16,"Round4ScoringAverage",2010
11,11,"Charles Howell III",NA,69.65,1602,23,"Round4ScoringAverage",2010
12,12,"Dean Wilson",NA,69.67,627,9,"Round4ScoringAverage",2010
13,13,"Jonathan Byrd",NA,69.69,1115,16,"Round4ScoringAverage",2010
13,13,"Freddie Jacobson",NA,69.69,1115,16,"Round4ScoringAverage",2010
15,15,"Rory McIlroy",NA,69.73,767,11,"Round4ScoringAverage",2010
16,16,"Paul Casey",NA,69.77,907,13,"Round4ScoringAverage",2010
17,17,"Kevin Streelman",NA,69.82,1187,17,"Round4ScoringAverage",2010
18,18,"Cameron Beckman",NA,69.88,559,8,"Round4ScoringAverage",2010
19,19,"Bob Estes",NA,69.92,839,12,"Round4ScoringAverage",2010
20,20,"Marc Leishman",NA,69.94,1189,17,"Round4ScoringAverage",2010
21,21,"Graham DeLaet",NA,70,1050,15,"Round4ScoringAverage",2010
22,22,"Briny Baird",NA,70.06,1121,16,"Round4ScoringAverage",2010
22,22,"Justin Rose",NA,70.06,1191,17,"Round4ScoringAverage",2010
22,22,"David Toms",NA,70.06,1261,18,"Round4ScoringAverage",2010
25,25,"Rory Sabbatini",NA,70.08,911,13,"Round4ScoringAverage",2010
26,26,"Pat Perez",NA,70.11,1262,18,"Round4ScoringAverage",2010
27,27,"Paul Stankowski",NA,70.15,912,13,"Round4ScoringAverage",2010
