"AverageApproachDistanceBirdieorBetter_RANKTHISWEEK_2011","AverageApproachDistanceBirdieorBetter_RANKLASTWEEK_2011","AverageApproachDistanceBirdieorBetter_PLAYERNAME_2011","AverageApproachDistanceBirdieorBetter_ROUNDS_2011","AverageApproachDistanceBirdieorBetter_AVGYARDS_2011","AverageApproachDistanceBirdieorBetter_TOTALDISTANCEINCHES_2011","AverageApproachDistanceBirdieorBetter_NUMBEROFAPPROACHSHOTS_2011","stat_name","year"
37,37,"Aron Price",58,168.4,1109538,183,"AverageApproachDistanceBirdieorBetter",2011
40,40,"Lee Janzen",62,168.5,1122290,185,"AverageApproachDistanceBirdieorBetter",2011
41,41,"Graeme McDowell",50,168.8,905510,149,"AverageApproachDistanceBirdieorBetter",2011
42,42,"Harrison Frazar",58,169,912355,150,"AverageApproachDistanceBirdieorBetter",2011
43,43,"Brian Davis",105,169.1,2143415,352,"AverageApproachDistanceBirdieorBetter",2011
43,43,"Luke Donald",73,169.1,1363227,224,"AverageApproachDistanceBirdieorBetter",2011
45,45,"Rich Beem",53,169.3,767764,126,"AverageApproachDistanceBirdieorBetter",2011
45,45,"Stewart Cink",72,169.3,1188673,195,"AverageApproachDistanceBirdieorBetter",2011
47,47,"Freddie Jacobson",92,169.4,1585181,260,"AverageApproachDistanceBirdieorBetter",2011
47,47,"Nate Smith",66,169.4,993765,163,"AverageApproachDistanceBirdieorBetter",2011
47,47,"Johnson Wagner",81,169.4,1372106,225,"AverageApproachDistanceBirdieorBetter",2011
50,50,"Stuart Appleby",65,169.8,1179562,193,"AverageApproachDistanceBirdieorBetter",2011
50,50,"Steve Flesch",88,169.8,1668451,273,"AverageApproachDistanceBirdieorBetter",2011
50,50,"Tom Gillis",55,169.8,996499,163,"AverageApproachDistanceBirdieorBetter",2011
53,53,"Michael Bradley",74,169.9,1241884,203,"AverageApproachDistanceBirdieorBetter",2011
53,53,"Rocco Mediate",53,169.9,929688,152,"AverageApproachDistanceBirdieorBetter",2011
55,55,"Heath Slocum",89,170,1585179,259,"AverageApproachDistanceBirdieorBetter",2011
55,55,"Vaughn Taylor",89,170,1750051,286,"AverageApproachDistanceBirdieorBetter",2011
55,55,"Garrett Willis",71,170,1395577,228,"AverageApproachDistanceBirdieorBetter",2011
58,58,"Jerry Kelly",85,170.1,1432903,234,"AverageApproachDistanceBirdieorBetter",2011
59,59,"Camilo Villegas",69,170.2,1286629,210,"AverageApproachDistanceBirdieorBetter",2011
60,60,"Jim Furyk",87,170.4,1508824,246,"AverageApproachDistanceBirdieorBetter",2011
60,60,"Zach Johnson",79,170.4,1515004,247,"AverageApproachDistanceBirdieorBetter",2011
60,60,"Mark Wilson",89,170.4,1540095,251,"AverageApproachDistanceBirdieorBetter",2011
63,63,"Tommy Gainey",104,170.5,2190980,357,"AverageApproachDistanceBirdieorBetter",2011
64,64,"Jim Herman",69,170.6,1203702,196,"AverageApproachDistanceBirdieorBetter",2011
65,65,"Bill Lunde",92,170.7,1745194,284,"AverageApproachDistanceBirdieorBetter",2011
66,66,"Jason Dufner",78,170.8,1512382,246,"AverageApproachDistanceBirdieorBetter",2011
67,67,"Joe Durant",71,170.9,1254849,204,"AverageApproachDistanceBirdieorBetter",2011
67,67,"Matt McQuillan",59,170.9,1058282,172,"AverageApproachDistanceBirdieorBetter",2011
69,69,"Spencer Levin",113,171.1,2001942,325,"AverageApproachDistanceBirdieorBetter",2011
70,70,"Chris Kirk",87,171.3,1831791,297,"AverageApproachDistanceBirdieorBetter",2011
71,71,"Charlie Wi",83,171.5,1735005,281,"AverageApproachDistanceBirdieorBetter",2011
72,72,"David Toms",78,171.6,1476230,239,"AverageApproachDistanceBirdieorBetter",2011
73,73,"Hunter Mahan",92,171.7,2021293,327,"AverageApproachDistanceBirdieorBetter",2011
73,73,"Sean OHair",71,171.7,1211308,196,"AverageApproachDistanceBirdieorBetter",2011
75,75,"Pat Perez",76,171.8,1657565,268,"AverageApproachDistanceBirdieorBetter",2011
75,75,"Alexandre Rocha",65,171.8,927767,150,"AverageApproachDistanceBirdieorBetter",2011
77,77,"Troy Matteson",91,172,1808587,292,"AverageApproachDistanceBirdieorBetter",2011
78,78,"Sung Kang",63,172.1,1059189,171,"AverageApproachDistanceBirdieorBetter",2011
79,79,"Tim Petrovic",88,172.3,1606651,259,"AverageApproachDistanceBirdieorBetter",2011
80,80,"Jimmy Walker",79,172.6,1671370,269,"AverageApproachDistanceBirdieorBetter",2011
81,81,"Chris Riley",76,172.7,1348952,217,"AverageApproachDistanceBirdieorBetter",2011
82,82,"Alex Cejka",59,172.8,995131,160,"AverageApproachDistanceBirdieorBetter",2011
82,82,"Tim Herron",85,172.8,1636024,263,"AverageApproachDistanceBirdieorBetter",2011
84,84,"Michael Connell",76,173,1389114,223,"AverageApproachDistanceBirdieorBetter",2011
84,84,"Brandt Jobe",100,173,1899957,305,"AverageApproachDistanceBirdieorBetter",2011
84,84,"Anthony Kim",72,173,1320625,212,"AverageApproachDistanceBirdieorBetter",2011
87,87,"Joe Ogilvie",75,173.1,1364396,219,"AverageApproachDistanceBirdieorBetter",2011
88,88,"Kevin Stadler",88,173.3,1647331,264,"AverageApproachDistanceBirdieorBetter",2011
89,89,"Steve Elkington",50,173.4,824041,132,"AverageApproachDistanceBirdieorBetter",2011
90,90,"Kris Blanks",92,173.6,1836987,294,"AverageApproachDistanceBirdieorBetter",2011
90,90,"Ben Crane",76,173.6,1374832,220,"AverageApproachDistanceBirdieorBetter",2011
92,92,"Padraig Harrington",60,173.7,1012910,162,"AverageApproachDistanceBirdieorBetter",2011
93,93,"Webb Simpson",98,174.3,2359141,376,"AverageApproachDistanceBirdieorBetter",2011
94,94,"Brandt Snedeker",85,174.4,1732658,276,"AverageApproachDistanceBirdieorBetter",2011
95,95,"Steve Marino",76,174.5,1552067,247,"AverageApproachDistanceBirdieorBetter",2011
96,96,"Geoff Ogilvy",69,174.7,1339936,213,"AverageApproachDistanceBirdieorBetter",2011
97,97,"John Rollins",85,174.9,1712658,272,"AverageApproachDistanceBirdieorBetter",2011
98,98,"Shaun Micheel",77,175.1,1216278,193,"AverageApproachDistanceBirdieorBetter",2011
98,98,"Daniel Summerhays",75,175.1,1128659,179,"AverageApproachDistanceBirdieorBetter",2011
100,100,"Robert Allenby",84,175.2,1620599,257,"AverageApproachDistanceBirdieorBetter",2011
100,100,"Chez Reavie",92,175.2,1993199,316,"AverageApproachDistanceBirdieorBetter",2011
102,102,"John Merrick",71,175.4,1395138,221,"AverageApproachDistanceBirdieorBetter",2011
103,103,"Chad Campbell",99,175.5,1921149,304,"AverageApproachDistanceBirdieorBetter",2011
103,103,"Roland Thatcher",67,175.5,1282666,203,"AverageApproachDistanceBirdieorBetter",2011
105,105,"Keegan Bradley",91,175.7,1720349,272,"AverageApproachDistanceBirdieorBetter",2011
106,106,"Ricky Barnes",78,175.8,1373443,217,"AverageApproachDistanceBirdieorBetter",2011
106,106,"DJ Brigman",67,175.8,1069867,169,"AverageApproachDistanceBirdieorBetter",2011
106,106,"Jeff Overton",92,175.8,1721228,272,"AverageApproachDistanceBirdieorBetter",2011
106,106,"Scott Piercy",78,175.8,1582413,250,"AverageApproachDistanceBirdieorBetter",2011
110,110,"Rickie Fowler",84,176.1,1807259,285,"AverageApproachDistanceBirdieorBetter",2011
110,110,"Nathan Green",81,176.1,1438695,227,"AverageApproachDistanceBirdieorBetter",2011
112,112,"Fabian Gomez",84,176.2,1541168,243,"AverageApproachDistanceBirdieorBetter",2011
113,113,"Ryuji Imada",83,176.3,1656188,261,"AverageApproachDistanceBirdieorBetter",2011
114,114,"Rory Sabbatini",85,176.4,1530676,241,"AverageApproachDistanceBirdieorBetter",2011
114,114,"Kevin Streelman",90,176.4,1657044,261,"AverageApproachDistanceBirdieorBetter",2011
116,116,"Robert Garrigus",83,176.6,1792754,282,"AverageApproachDistanceBirdieorBetter",2011
117,117,"Vijay Singh",79,176.8,1769248,278,"AverageApproachDistanceBirdieorBetter",2011
118,118,"Chris Stroud",88,177,1733514,272,"AverageApproachDistanceBirdieorBetter",2011
118,118,"Bo Van Pelt",92,177,1745660,274,"AverageApproachDistanceBirdieorBetter",2011
120,120,"Davis Love III",70,177.1,1160266,182,"AverageApproachDistanceBirdieorBetter",2011
120,120,"Martin Piller",63,177.1,1032653,162,"AverageApproachDistanceBirdieorBetter",2011
122,122,"Boo Weekley",66,177.2,1346233,211,"AverageApproachDistanceBirdieorBetter",2011
123,123,"Troy Merritt",63,177.3,1097604,172,"AverageApproachDistanceBirdieorBetter",2011
124,124,"Brendon de Jonge",105,177.4,2254197,353,"AverageApproachDistanceBirdieorBetter",2011
125,125,"Robert Karlsson",61,177.5,1048048,164,"AverageApproachDistanceBirdieorBetter",2011
125,125,"Paul Stankowski",78,177.5,1476374,231,"AverageApproachDistanceBirdieorBetter",2011
127,127,"Aaron Baddeley",77,177.8,1740993,272,"AverageApproachDistanceBirdieorBetter",2011
127,127,"JB Holmes",57,177.8,1242104,194,"AverageApproachDistanceBirdieorBetter",2011
127,127,"Tag Ridings",87,177.8,1664103,260,"AverageApproachDistanceBirdieorBetter",2011
130,130,"Matt Bettencourt",84,177.9,1691128,264,"AverageApproachDistanceBirdieorBetter",2011
130,130,"Charles Howell III",108,177.9,2087250,326,"AverageApproachDistanceBirdieorBetter",2011
132,132,"Bobby Gates",82,178,1396886,218,"AverageApproachDistanceBirdieorBetter",2011
133,133,"Rod Pampling",72,178.3,1373913,214,"AverageApproachDistanceBirdieorBetter",2011
133,133,"Kyle Stanley",98,178.3,2131124,332,"AverageApproachDistanceBirdieorBetter",2011
135,135,"Billy Horschel",75,178.4,1457976,227,"AverageApproachDistanceBirdieorBetter",2011
135,135,"Bio Kim",71,178.4,1252629,195,"AverageApproachDistanceBirdieorBetter",2011
137,137,"Brendan Steele",89,178.5,1780436,277,"AverageApproachDistanceBirdieorBetter",2011
138,138,"Jarrod Lyle",83,178.6,1478488,230,"AverageApproachDistanceBirdieorBetter",2011
138,138,"George McNeill",69,178.6,1330750,207,"AverageApproachDistanceBirdieorBetter",2011
140,140,"Derek Lamely",65,178.7,1286392,200,"AverageApproachDistanceBirdieorBetter",2011
140,140,"Michael Putnam",67,178.7,1074635,167,"AverageApproachDistanceBirdieorBetter",2011
142,142,"Nick Watney",80,178.8,1783060,277,"AverageApproachDistanceBirdieorBetter",2011
143,143,"Steven Bowditch",86,179,1984956,308,"AverageApproachDistanceBirdieorBetter",2011
144,144,"Josh Teater",104,179.2,2212866,343,"AverageApproachDistanceBirdieorBetter",2011
145,145,"James Driscoll",71,179.5,1408776,218,"AverageApproachDistanceBirdieorBetter",2011
146,146,"Hunter Haas",96,179.7,2043782,316,"AverageApproachDistanceBirdieorBetter",2011
147,147,"Ryan Palmer",82,179.8,1339669,207,"AverageApproachDistanceBirdieorBetter",2011
147,147,"Cameron Tringale",110,179.8,2213454,342,"AverageApproachDistanceBirdieorBetter",2011
149,149,"Kevin Chappell",78,180,1302650,201,"AverageApproachDistanceBirdieorBetter",2011
149,149,"Martin Laird",77,180,1639341,253,"AverageApproachDistanceBirdieorBetter",2011
149,149,"Jim Renner",65,180,1225051,189,"AverageApproachDistanceBirdieorBetter",2011
152,152,"DJ Trahan",91,180.2,1861682,287,"AverageApproachDistanceBirdieorBetter",2011
153,153,"Scott McCarron",65,180.5,1137104,175,"AverageApproachDistanceBirdieorBetter",2011
153,153,"Gary Woodland",93,180.5,1825636,281,"AverageApproachDistanceBirdieorBetter",2011
155,155,"Bill Haas",93,180.7,1840566,283,"AverageApproachDistanceBirdieorBetter",2011
155,155,"Matt Jones",71,180.7,1457031,224,"AverageApproachDistanceBirdieorBetter",2011
155,155,"Will Strickler",51,180.7,956436,147,"AverageApproachDistanceBirdieorBetter",2011
158,158,"Jason Day",76,180.9,1589438,244,"AverageApproachDistanceBirdieorBetter",2011
159,159,"Marc Leishman",87,181.1,1871195,287,"AverageApproachDistanceBirdieorBetter",2011
160,160,"Billy Mayfair",94,181.3,2003872,307,"AverageApproachDistanceBirdieorBetter",2011
161,161,"Lucas Glover",74,181.5,1581454,242,"AverageApproachDistanceBirdieorBetter",2011
161,161,"Justin Rose",79,181.5,1659315,254,"AverageApproachDistanceBirdieorBetter",2011
163,163,"Joseph Bramlett",73,181.7,1341032,205,"AverageApproachDistanceBirdieorBetter",2011
163,163,"Trevor Immelman",84,181.7,1432152,219,"AverageApproachDistanceBirdieorBetter",2011
163,163,"Andres Romero",77,181.7,1857513,284,"AverageApproachDistanceBirdieorBetter",2011
166,166,"JJ Henry",96,181.8,1701338,260,"AverageApproachDistanceBirdieorBetter",2011
167,167,"Ernie Els",71,182.1,1383313,211,"AverageApproachDistanceBirdieorBetter",2011
168,168,"Kevin Na",84,182.3,1778797,271,"AverageApproachDistanceBirdieorBetter",2011
169,169,"Scott Gutschewski",67,182.4,1142268,174,"AverageApproachDistanceBirdieorBetter",2011
170,170,"John Senden",94,182.6,2063751,314,"AverageApproachDistanceBirdieorBetter",2011
171,171,"Dustin Johnson",72,182.9,1600182,243,"AverageApproachDistanceBirdieorBetter",2011
172,172,"Zack Miller",86,183,1593922,242,"AverageApproachDistanceBirdieorBetter",2011
173,173,"Ryan Moore",79,183.1,1548637,235,"AverageApproachDistanceBirdieorBetter",2011
173,173,"Charl Schwartzel",58,183.1,955722,145,"AverageApproachDistanceBirdieorBetter",2011
175,175,"Retief Goosen",50,183.5,991013,150,"AverageApproachDistanceBirdieorBetter",2011
175,175,"YE Yang",63,183.5,990930,150,"AverageApproachDistanceBirdieorBetter",2011
177,177,"Jonathan Byrd",83,183.6,1850947,280,"AverageApproachDistanceBirdieorBetter",2011
178,178,"Charley Hoffman",93,184,2166276,327,"AverageApproachDistanceBirdieorBetter",2011
179,179,"Phil Mickelson",79,185.1,1639166,246,"AverageApproachDistanceBirdieorBetter",2011
180,180,"DA Points",89,185.3,1814637,272,"AverageApproachDistanceBirdieorBetter",2011
181,181,"Bubba Watson",85,186.4,1698072,253,"AverageApproachDistanceBirdieorBetter",2011
182,182,"Angel Cabrera",50,186.9,921599,137,"AverageApproachDistanceBirdieorBetter",2011
183,183,"Adam Scott",60,187.8,1244065,184,"AverageApproachDistanceBirdieorBetter",2011
184,184,"Sergio Garcia",61,187.9,1109244,164,"AverageApproachDistanceBirdieorBetter",2011
185,185,"Chris Couch",73,188.2,1788912,264,"AverageApproachDistanceBirdieorBetter",2011
186,186,"Jhonattan Vegas",84,189.4,1786049,262,"AverageApproachDistanceBirdieorBetter",2011
