"FirstTeeLatePar5ScoringAverage_RANKTHISWEEK_2007","FirstTeeLatePar5ScoringAverage_RANKLASTWEEK_2007","FirstTeeLatePar5ScoringAverage_PLAYERNAME_2007","FirstTeeLatePar5ScoringAverage_ROUNDS_2007","FirstTeeLatePar5ScoringAverage_AVG_2007","FirstTeeLatePar5ScoringAverage_TOTALSTROKES_2007","FirstTeeLatePar5ScoringAverage_TOTALHOLES_2007","stat_name","year"
1,1,"Phil Mickelson",73,4.43,487,110,"FirstTeeLatePar5ScoringAverage",2007
2,2,"Jonathan Byrd",73,4.45,418,94,"FirstTeeLatePar5ScoringAverage",2007
3,3,"Ryuji Imada",104,4.47,505,113,"FirstTeeLatePar5ScoringAverage",2007
3,3,"Kent Jones",97,4.47,340,76,"FirstTeeLatePar5ScoringAverage",2007
5,5,"Charles Howell III",89,4.5,472,105,"FirstTeeLatePar5ScoringAverage",2007
5,5,"Tiger Woods",63,4.5,522,116,"FirstTeeLatePar5ScoringAverage",2007
7,7,"Will Ma Kenzie",100,4.51,415,92,"FirstTeeLatePar5ScoringAverage",2007
8,8,"Rich Beem",89,4.52,402,89,"FirstTeeLatePar5ScoringAverage",2007
8,8,"Adam Scott",69,4.52,502,111,"FirstTeeLatePar5ScoringAverage",2007
10,10,"Briny Baird",115,4.54,545,120,"FirstTeeLatePar5ScoringAverage",2007
10,10,"Sergio Garcia",68,4.54,454,100,"FirstTeeLatePar5ScoringAverage",2007
12,12,"Billy Mayfair",98,4.55,441,97,"FirstTeeLatePar5ScoringAverage",2007
12,12,"John Merrick",92,4.55,337,74,"FirstTeeLatePar5ScoringAverage",2007
12,12,"Justin Rose",63,4.55,273,60,"FirstTeeLatePar5ScoringAverage",2007
15,15,"Bob Heintz",85,4.56,351,77,"FirstTeeLatePar5ScoringAverage",2007
15,15,"Kevin Na",84,4.56,292,64,"FirstTeeLatePar5ScoringAverage",2007
15,15,"John Senden",97,4.56,488,107,"FirstTeeLatePar5ScoringAverage",2007
18,18,"Aaron Baddeley",83,4.57,484,106,"FirstTeeLatePar5ScoringAverage",2007
18,18,"Ernie Els",59,4.57,379,83,"FirstTeeLatePar5ScoringAverage",2007
18,18,"Robert Gamez",88,4.57,311,68,"FirstTeeLatePar5ScoringAverage",2007
18,18,"Charlie Wi",90,4.57,539,118,"FirstTeeLatePar5ScoringAverage",2007
22,22,"Tommy Armour III",81,4.58,334,73,"FirstTeeLatePar5ScoringAverage",2007
22,22,"Brian Bateman",55,4.58,165,36,"FirstTeeLatePar5ScoringAverage",2007
22,22,"Jason Bohn",57,4.58,366,80,"FirstTeeLatePar5ScoringAverage",2007
22,22,"Sean OHair",98,4.58,504,110,"FirstTeeLatePar5ScoringAverage",2007
22,22,"Rod Pampling",92,4.58,463,101,"FirstTeeLatePar5ScoringAverage",2007
22,22,"Ian Poulter",63,4.58,197,43,"FirstTeeLatePar5ScoringAverage",2007
22,22,"Boo Weekley",101,4.58,394,86,"FirstTeeLatePar5ScoringAverage",2007
29,29,"Steve Allan",63,4.59,280,61,"FirstTeeLatePar5ScoringAverage",2007
29,29,"Michael Allen",74,4.59,266,58,"FirstTeeLatePar5ScoringAverage",2007
29,29,"Alex Cejka",80,4.59,303,66,"FirstTeeLatePar5ScoringAverage",2007
29,29,"KJ Choi",87,4.59,597,130,"FirstTeeLatePar5ScoringAverage",2007
29,29,"Jason Gore",86,4.59,505,110,"FirstTeeLatePar5ScoringAverage",2007
29,29,"Scott Gutschewski",67,4.59,234,51,"FirstTeeLatePar5ScoringAverage",2007
29,29,"Steve Marino",106,4.59,546,119,"FirstTeeLatePar5ScoringAverage",2007
29,29,"Pat Perez",84,4.59,349,76,"FirstTeeLatePar5ScoringAverage",2007
29,29,"Carl Pettersson",111,4.59,629,137,"FirstTeeLatePar5ScoringAverage",2007
29,29,"Jim Rutledge",59,4.59,170,37,"FirstTeeLatePar5ScoringAverage",2007
29,29,"Jason Schultz",63,4.59,266,58,"FirstTeeLatePar5ScoringAverage",2007
29,29,"Vijay Singh",102,4.59,697,152,"FirstTeeLatePar5ScoringAverage",2007
29,29,"Heath Slocum",101,4.59,468,102,"FirstTeeLatePar5ScoringAverage",2007
29,29,"Kevin Sutherland",85,4.59,500,109,"FirstTeeLatePar5ScoringAverage",2007
29,29,"Duffy Waldorf",69,4.59,340,74,"FirstTeeLatePar5ScoringAverage",2007
44,44,"Craig Bowden",78,4.6,276,60,"FirstTeeLatePar5ScoringAverage",2007
44,44,"Stewart Cink",91,4.6,492,107,"FirstTeeLatePar5ScoringAverage",2007
44,44,"Bob Estes",88,4.6,382,83,"FirstTeeLatePar5ScoringAverage",2007
44,44,"Tim Petrovic",106,4.6,391,85,"FirstTeeLatePar5ScoringAverage",2007
44,44,"Rory Sabbatini",81,4.6,488,106,"FirstTeeLatePar5ScoringAverage",2007
44,44,"Kirk Triplett",77,4.6,313,68,"FirstTeeLatePar5ScoringAverage",2007
50,50,"Craig Barlow",52,4.61,83,18,"FirstTeeLatePar5ScoringAverage",2007
50,50,"Jarrod Lyle",77,4.61,323,70,"FirstTeeLatePar5ScoringAverage",2007
50,50,"Shigeki Maruyama",84,4.61,323,70,"FirstTeeLatePar5ScoringAverage",2007
50,50,"Kenny Perry",83,4.61,387,84,"FirstTeeLatePar5ScoringAverage",2007
50,50,"Ted Purdy",102,4.61,424,92,"FirstTeeLatePar5ScoringAverage",2007
50,50,"Mike Weir",82,4.61,378,82,"FirstTeeLatePar5ScoringAverage",2007
56,56,"Retief Goosen",50,4.62,171,37,"FirstTeeLatePar5ScoringAverage",2007
56,56,"Bill Haas",93,4.62,462,100,"FirstTeeLatePar5ScoringAverage",2007
56,56,"Jerry Kelly",101,4.62,540,117,"FirstTeeLatePar5ScoringAverage",2007
56,56,"Joe Ogilvie",102,4.62,467,101,"FirstTeeLatePar5ScoringAverage",2007
56,56,"Michael Putnam",96,4.62,467,101,"FirstTeeLatePar5ScoringAverage",2007
