"TenthTeeEarlyRound3ScoringAverage_RANKTHISWEEK_2006","TenthTeeEarlyRound3ScoringAverage_RANKLASTWEEK_2006","TenthTeeEarlyRound3ScoringAverage_PLAYERNAME_2006","TenthTeeEarlyRound3ScoringAverage__2006","TenthTeeEarlyRound3ScoringAverage_AVG_2006","TenthTeeEarlyRound3ScoringAverage_TOTALSTROKES_2006","TenthTeeEarlyRound3ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Troy Matteson",NA,64.5,129,2,"TenthTeeEarlyRound3ScoringAverage",2006
2,2,"Jeff Maggert",NA,65,65,1,"TenthTeeEarlyRound3ScoringAverage",2006
3,3,"Mark Brooks",NA,66,66,1,"TenthTeeEarlyRound3ScoringAverage",2006
3,3,"Zach Johnson",NA,66,66,1,"TenthTeeEarlyRound3ScoringAverage",2006
3,3,"Arron Oberholser",NA,66,66,1,"TenthTeeEarlyRound3ScoringAverage",2006
3,3,"Justin Rose",NA,66,132,2,"TenthTeeEarlyRound3ScoringAverage",2006
7,7,"Paul Stankowski",NA,66.5,133,2,"TenthTeeEarlyRound3ScoringAverage",2006
8,8,"Kent Jones",NA,66.67,200,3,"TenthTeeEarlyRound3ScoringAverage",2006
9,9,"Rich Beem",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2006
9,9,"Daniel Chopra",NA,67,134,2,"TenthTeeEarlyRound3ScoringAverage",2006
9,9,"Lucas Glover",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2006
9,9,"Bernhard Langer",NA,67,134,2,"TenthTeeEarlyRound3ScoringAverage",2006
9,9,"Thomas Levet",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2006
9,9,"Frank Lickliter II",NA,67,134,2,"TenthTeeEarlyRound3ScoringAverage",2006
9,9,"Geoff Ogilvy",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2006
9,9,"Chris Smith",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2006
9,9,"Kevin Sutherland",NA,67,134,2,"TenthTeeEarlyRound3ScoringAverage",2006
18,18,"Robert Gamez",NA,67.5,135,2,"TenthTeeEarlyRound3ScoringAverage",2006
18,18,"Nick Watney",NA,67.5,135,2,"TenthTeeEarlyRound3ScoringAverage",2006
20,20,"Alex Cejka",NA,68,136,2,"TenthTeeEarlyRound3ScoringAverage",2006
20,20,"Stewart Cink",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2006
