"Approachesfrom125150yards_RANKTHISWEEK_2015","Approachesfrom125150yards_RANKLASTWEEK_2015","Approachesfrom125150yards_PLAYERNAME_2015","Approachesfrom125150yards_ROUNDS_2015","Approachesfrom125150yards_AVG_2015","Approachesfrom125150yards_TOTALDISTANCEFEET_2015","Approachesfrom125150yards_OFATTEMPTS_2015","Approachesfrom125150yards_RELATIVETOPAR_2015","stat_name","year"
1,1,"Tyrone Van Aswegen",58,NA,1894.333,101,-18,"Approachesfrom125150yards",2015
2,2,"Luke Donald",71,NA,1920,100,-17,"Approachesfrom125150yards",2015
3,3,"Paul Casey",87,NA,2981.833,155,-29,"Approachesfrom125150yards",2015
4,4,"Danny Lee",120,NA,3726.667,193,-37,"Approachesfrom125150yards",2015
5,5,"Roberto Castro",54,NA,1607,82,-16,"Approachesfrom125150yards",2015
6,6,"Jonathan Byrd",69,NA,2437.75,124,-21,"Approachesfrom125150yards",2015
6,6,"Chris Stroud",84,NA,2946.167,150,-23,"Approachesfrom125150yards",2015
8,8,"Billy Hurley III",83,NA,2153.417,109,-20,"Approachesfrom125150yards",2015
9,9,"Chris Kirk",76,NA,1887.083,95,-20,"Approachesfrom125150yards",2015
10,10,"John Peterson",84,NA,4062.75,203,-15,"Approachesfrom125150yards",2015
11,11,"Ryan Palmer",80,NA,2314.083,115,-27,"Approachesfrom125150yards",2015
12,12,"Chez Reavie",56,NA,2722.167,135,-20,"Approachesfrom125150yards",2015
13,13,"DA Points",72,NA,2331.167,115,-23,"Approachesfrom125150yards",2015
14,14,"Lucas Glover",79,NA,4085.417,201,-11,"Approachesfrom125150yards",2015
14,14,"Hideki Matsuyama",95,NA,3252.833,160,-32,"Approachesfrom125150yards",2015
14,14,"John Merrick",78,NA,2720.75,134,-25,"Approachesfrom125150yards",2015
14,14,"Johnson Wagner",68,NA,2889.417,142,-25,"Approachesfrom125150yards",2015
18,18,"Tom Hoge",83,NA,2959.417,145,-33,"Approachesfrom125150yards",2015
18,18,"Ryo Ishikawa",90,NA,3945.75,193,-27,"Approachesfrom125150yards",2015
18,18,"Jim Renner",68,NA,2718.583,133,-14,"Approachesfrom125150yards",2015
21,21,"Greg Owen",58,NA,1801.083,88,-12,"Approachesfrom125150yards",2015
22,22,"Chad Collins",79,NA,3372.667,164,-17,"Approachesfrom125150yards",2015
22,22,"Jordan Spieth",91,NA,2557.25,124,-34,"Approachesfrom125150yards",2015
22,22,"Camilo Villegas",83,NA,3029,147,-22,"Approachesfrom125150yards",2015
25,25,"Ernie Els",57,NA,1321.083,64,-3,"Approachesfrom125150yards",2015
25,25,"Nicholas Thompson",90,NA,3842.75,186,-24,"Approachesfrom125150yards",2015
27,27,"Bill Haas",89,NA,2919.917,141,-20,"Approachesfrom125150yards",2015
27,27,"Byron Smith",59,NA,2285.833,110,-5,"Approachesfrom125150yards",2015
29,29,"Robert Garrigus",70,NA,2544.75,122,-15,"Approachesfrom125150yards",2015
30,30,"Scott Brown",97,NA,3472.5,166,-21,"Approachesfrom125150yards",2015
30,30,"JB Holmes",89,NA,2630.25,126,-27,"Approachesfrom125150yards",2015
30,30,"Whee Kim",71,NA,2702.417,129,-25,"Approachesfrom125150yards",2015
30,30,"Robert Streb",110,NA,4044.25,193,-43,"Approachesfrom125150yards",2015
30,30,"Brian Stuard",97,NA,3531.583,169,-14,"Approachesfrom125150yards",2015
30,30,"Mark Wilson",89,NA,3558.667,170,-29,"Approachesfrom125150yards",2015
36,36,"Steven Alker",62,NA,2480,118,-18,"Approachesfrom125150yards",2015
36,36,"Steven Bowditch",103,NA,3734.083,178,-29,"Approachesfrom125150yards",2015
36,36,"Jason Gore",76,NA,2981.167,142,-22,"Approachesfrom125150yards",2015
36,36,"Andres Romero",69,NA,2242.667,107,-18,"Approachesfrom125150yards",2015
40,40,"Ricky Barnes",82,NA,2549,121,-11,"Approachesfrom125150yards",2015
41,41,"Rickie Fowler",76,NA,2542.833,120,-21,"Approachesfrom125150yards",2015
41,41,"Morgan Hoffmann",85,NA,2556.917,121,-9,"Approachesfrom125150yards",2015
41,41,"Brendon Todd",96,NA,3404.667,161,-31,"Approachesfrom125150yards",2015
41,41,"Nick Watney",91,NA,3729.917,176,-12,"Approachesfrom125150yards",2015
45,45,"Kevin Na",98,NA,3104.25,146,-26,"Approachesfrom125150yards",2015
45,45,"Jeff Overton",94,NA,3291.75,155,-32,"Approachesfrom125150yards",2015
47,47,"Chad Campbell",97,NA,4139,194,-21,"Approachesfrom125150yards",2015
47,47,"Graham DeLaet",65,NA,2647.583,124,-12,"Approachesfrom125150yards",2015
47,47,"Webb Simpson",81,NA,2882.25,135,-15,"Approachesfrom125150yards",2015
47,47,"Justin Thomas",106,NA,4434,208,-31,"Approachesfrom125150yards",2015
47,47,"Cameron Tringale",96,NA,3480.167,163,-21,"Approachesfrom125150yards",2015
47,47,"Jimmy Walker",89,NA,2683.083,126,-22,"Approachesfrom125150yards",2015
53,53,"Jason Dufner",76,NA,2407.583,112,-11,"Approachesfrom125150yards",2015
53,53,"Colt Knost",90,NA,3488.417,162,-19,"Approachesfrom125150yards",2015
55,55,"David Hearn",97,NA,4123.417,191,-33,"Approachesfrom125150yards",2015
55,55,"Jerry Kelly",79,NA,3042.583,141,-29,"Approachesfrom125150yards",2015
55,55,"Gary Woodland",81,NA,2117.417,98,-17,"Approachesfrom125150yards",2015
58,58,"Alex Cejka",94,NA,3873.083,179,-21,"Approachesfrom125150yards",2015
58,58,"Erik Compton",86,NA,3335.417,154,-31,"Approachesfrom125150yards",2015
60,60,"Brendon de Jonge",106,NA,5011.25,230,-18,"Approachesfrom125150yards",2015
60,60,"JJ Henry",94,NA,4779.25,220,-24,"Approachesfrom125150yards",2015
62,62,"Zac Blair",108,NA,3989.25,182,-28,"Approachesfrom125150yards",2015
62,62,"James Hahn",94,NA,3791.667,173,-28,"Approachesfrom125150yards",2015
62,62,"Ben Martin",93,NA,3686.583,168,-28,"Approachesfrom125150yards",2015
62,62,"Troy Merritt",91,NA,3379.333,154,-18,"Approachesfrom125150yards",2015
62,62,"Bryce Molder",91,NA,3795.833,173,-23,"Approachesfrom125150yards",2015
62,62,"Ryan Moore",81,NA,2672.167,122,-14,"Approachesfrom125150yards",2015
68,68,"Blayne Barber",76,NA,3206.083,146,-19,"Approachesfrom125150yards",2015
68,68,"Jon Curran",83,NA,3016.167,137,-9,"Approachesfrom125150yards",2015
68,68,"Ken Duke",93,NA,4066.917,185,-13,"Approachesfrom125150yards",2015
68,68,"Matt Kuchar",97,NA,3009.667,137,-19,"Approachesfrom125150yards",2015
68,68,"SJ Park",79,NA,3381.667,154,-18,"Approachesfrom125150yards",2015
68,68,"Andrew Putnam",68,NA,2219.833,101,-13,"Approachesfrom125150yards",2015
68,68,"Kevin Streelman",95,NA,3613.833,164,-21,"Approachesfrom125150yards",2015
75,75,"Angel Cabrera",53,NA,1879.167,85,-3,"Approachesfrom125150yards",2015
75,75,"Bill Lunde",50,NA,1990,90,-12,"Approachesfrom125150yards",2015
75,75,"Sam Saunders",83,NA,3244.25,147,-17,"Approachesfrom125150yards",2015
75,75,"Roger Sloan",56,NA,2051.083,93,-13,"Approachesfrom125150yards",2015
79,79,"Stewart Cink",77,NA,2988.833,135,-19,"Approachesfrom125150yards",2015
79,79,"Max Homa",78,NA,3039,137,0,"Approachesfrom125150yards",2015
79,79,"David Lingmerth",90,NA,3520.75,159,-15,"Approachesfrom125150yards",2015
79,79,"Francesco Molinari",56,NA,2104.167,95,-10,"Approachesfrom125150yards",2015
79,79,"Louis Oosthuizen",68,NA,2327.667,105,-8,"Approachesfrom125150yards",2015
79,79,"Pat Perez",96,NA,4143.75,187,-32,"Approachesfrom125150yards",2015
79,79,"Scott Piercy",90,NA,3879.5,175,-27,"Approachesfrom125150yards",2015
