"RightTendency_RANKTHISWEEK_2013","RightTendency_RANKLASTWEEK_2013","RightTendency_PLAYERNAME_2013","RightTendency_EVENTS_2013","RightTendency_Pct_2013","RightTendency_NUMBEROFTIMES_2013","RightTendency_ATTEMPTS_2013","RightTendency_AVGRTPSCORE_2013","stat_name","year"
43,43,"Kevin Chappell",24,48,164,342,2.2,"RightTendency",2013
43,43,"Seung Yul Noh",25,48,184,383,2.28,"RightTendency",2013
45,45,"Rickie Fowler",22,48.1,143,297,0.63,"RightTendency",2013
46,46,"Robert Garrigus",22,48.4,136,281,1.47,"RightTendency",2013
46,46,"Vaughn Taylor",16,48.4,93,192,0.97,"RightTendency",2013
48,48,"Justin Leonard",24,48.5,176,363,1.25,"RightTendency",2013
49,49,"Erik Compton",24,48.6,179,368,1.34,"RightTendency",2013
49,49,"Patrick Reed",26,48.6,212,436,2.22,"RightTendency",2013
49,49,"Scott Stallings",27,48.6,168,346,2.26,"RightTendency",2013
52,52,"Jason Day",21,48.7,164,337,0.61,"RightTendency",2013
52,52,"Zach Johnson",24,48.7,132,271,1.29,"RightTendency",2013
54,54,"Peter Hanson",15,48.8,100,205,2,"RightTendency",2013
55,55,"Justin Rose",17,48.9,110,225,0.55,"RightTendency",2013
56,56,"Jason Dufner",22,49.1,143,291,1.75,"RightTendency",2013
57,57,"Robert Karlsson",18,49.3,100,203,2.8,"RightTendency",2013
57,57,"Camilo Villegas",23,49.3,176,357,0.85,"RightTendency",2013
59,59,"Matt Every",28,49.4,217,439,1.43,"RightTendency",2013
60,60,"Billy Horschel",26,49.5,196,396,0.61,"RightTendency",2013
60,60,"Adam Scott",16,49.5,108,218,0.93,"RightTendency",2013
60,60,"Boo Weekley",27,49.5,186,376,2.04,"RightTendency",2013
63,63,"Vijay Singh",19,49.6,127,256,1.65,"RightTendency",2013
64,64,"Padraig Harrington",17,49.7,91,183,1.87,"RightTendency",2013
64,64,"Gary Woodland",26,49.7,228,459,2.02,"RightTendency",2013
66,66,"Tommy Gainey",28,49.8,220,442,2.14,"RightTendency",2013
66,66,"Geoff Ogilvy",19,49.8,113,227,1.33,"RightTendency",2013
66,66,"Kevin Streelman",25,49.8,151,303,1.13,"RightTendency",2013
69,69,"Martin Kaymer",17,50,103,206,2.33,"RightTendency",2013
69,69,"Pat Perez",22,50,165,330,1.7,"RightTendency",2013
69,69,"Alistair Presnell",23,50,131,262,1.22,"RightTendency",2013
72,72,"Brandt Jobe",19,50.2,125,249,3.28,"RightTendency",2013
72,72,"David Lingmerth",23,50.2,133,265,1.35,"RightTendency",2013
72,72,"Eric Meierdierks",19,50.2,110,219,2.45,"RightTendency",2013
72,72,"Brandt Snedeker",23,50.2,149,297,1.07,"RightTendency",2013
72,72,"Bo Van Pelt",22,50.2,130,259,2,"RightTendency",2013
77,77,"Graham DeLaet",26,50.3,178,354,1.07,"RightTendency",2013
78,78,"Jim Herman",19,50.4,114,226,1.67,"RightTendency",2013
78,78,"Troy Matteson",24,50.4,169,335,1.07,"RightTendency",2013
78,78,"Ryan Palmer",22,50.4,194,385,1.39,"RightTendency",2013
81,81,"Rory Sabbatini",27,50.5,201,398,0.8,"RightTendency",2013
82,82,"Keegan Bradley",25,50.6,170,336,0.71,"RightTendency",2013
82,82,"Luke Guthrie",27,50.6,178,352,0.79,"RightTendency",2013
82,82,"Webb Simpson",25,50.6,171,338,0.12,"RightTendency",2013
82,82,"Brendan Steele",26,50.6,203,401,1.87,"RightTendency",2013
86,86,"Bud Cauley",24,50.7,153,302,2.29,"RightTendency",2013
87,87,"Stuart Appleby",25,50.9,203,399,1.48,"RightTendency",2013
87,87,"Matt Kuchar",23,50.9,199,391,1.01,"RightTendency",2013
89,89,"Ben Crane",21,51,148,290,2.09,"RightTendency",2013
89,89,"YE Yang",19,51,100,196,2.8,"RightTendency",2013
91,91,"Dustin Johnson",22,51.1,161,315,0.81,"RightTendency",2013
92,92,"Stewart Cink",22,51.3,156,304,1.92,"RightTendency",2013
92,92,"Ernie Els",19,51.3,135,263,1.04,"RightTendency",2013
94,94,"Will Claxton",24,51.4,146,284,2.47,"RightTendency",2013
94,94,"Brian Harman",29,51.4,209,407,1.87,"RightTendency",2013
94,94,"Jerry Kelly",22,51.4,126,245,1.67,"RightTendency",2013
94,94,"William McGirt",24,51.4,184,358,2.12,"RightTendency",2013
94,94,"John Merrick",23,51.4,188,366,1.28,"RightTendency",2013
94,94,"Cameron Percy",21,51.4,161,313,1.06,"RightTendency",2013
100,100,"KJ Choi",24,51.5,136,264,1.32,"RightTendency",2013
100,100,"Brad Fritsch",24,51.5,201,390,1.39,"RightTendency",2013
100,100,"Cameron Tringale",24,51.5,195,379,1.23,"RightTendency",2013
103,103,"Ted Potter Jr",22,51.7,125,242,1.92,"RightTendency",2013
103,103,"Bubba Watson",21,51.7,163,315,1.66,"RightTendency",2013
105,105,"Ben Curtis",20,51.9,126,243,2.38,"RightTendency",2013
106,106,"Jim Furyk",22,52,132,254,1.36,"RightTendency",2013
107,107,"Charl Schwartzel",19,52.2,144,276,1.18,"RightTendency",2013
108,108,"Tim Clark",20,52.5,94,179,1.28,"RightTendency",2013
108,108,"Ian Poulter",16,52.5,96,183,1.88,"RightTendency",2013
110,110,"Tag Ridings",24,52.8,189,358,2.06,"RightTendency",2013
111,111,"Brian Gay",24,52.9,180,340,2.11,"RightTendency",2013
112,112,"Graeme McDowell",16,53,80,151,1.75,"RightTendency",2013
113,113,"Sean OHair",22,53.3,161,302,1.99,"RightTendency",2013
113,113,"Brian Stuard",25,53.3,161,302,2.42,"RightTendency",2013
113,113,"Daniel Summerhays",26,53.3,215,403,0.98,"RightTendency",2013
116,116,"Jeff Overton",24,53.4,227,425,1.23,"RightTendency",2013
116,116,"Jin Park",20,53.4,101,189,2.87,"RightTendency",2013
118,118,"Andrew Svoboda",18,53.6,97,181,0.82,"RightTendency",2013
119,119,"Angel Cabrera",21,53.7,173,322,1.68,"RightTendency",2013
119,119,"Roberto Castro",29,53.7,196,365,1.58,"RightTendency",2013
119,119,"Jimmy Walker",24,53.7,251,467,-0.28,"RightTendency",2013
122,122,"Charlie Beljan",24,53.8,149,277,1.48,"RightTendency",2013
122,122,"Ben Kohles",25,53.8,149,277,2.08,"RightTendency",2013
124,124,"David Lynn",22,53.9,166,308,1.57,"RightTendency",2013
125,125,"Rory McIlroy",16,54.1,120,222,1.67,"RightTendency",2013
126,126,"Kyle Stanley",24,54.7,168,307,1.37,"RightTendency",2013
126,126,"Michael Thompson",22,54.7,145,265,1.86,"RightTendency",2013
126,126,"Lee Williams",22,54.7,152,278,2.17,"RightTendency",2013
129,129,"Tim Herron",15,54.9,152,277,1.18,"RightTendency",2013
129,129,"Morgan Hoffmann",20,54.9,168,306,0.95,"RightTendency",2013
131,131,"Sangmoon Bae",26,55,224,407,1.56,"RightTendency",2013
131,131,"Nicolas Colsaerts",17,55,122,222,1.39,"RightTendency",2013
133,133,"Colt Knost",25,55.1,147,267,2.99,"RightTendency",2013
134,134,"Harris English",26,55.5,243,438,0.86,"RightTendency",2013
134,134,"Bob Estes",18,55.5,171,308,1.29,"RightTendency",2013
134,134,"Martin Laird",21,55.5,151,272,2.45,"RightTendency",2013
137,137,"Trevor Immelman",24,55.6,183,329,1.53,"RightTendency",2013
137,137,"Dicky Pride",23,55.6,159,286,1.51,"RightTendency",2013
139,139,"Matt Jones",24,55.8,183,328,0.77,"RightTendency",2013
140,140,"John Senden",25,56,182,325,1.1,"RightTendency",2013
141,141,"Justin Hicks",25,56.1,157,280,1.85,"RightTendency",2013
141,141,"Jordan Spieth",23,56.1,160,285,0.75,"RightTendency",2013
141,141,"Nick Watney",26,56.1,203,362,1.48,"RightTendency",2013
144,144,"Brendon de Jonge",30,56.2,244,434,1.64,"RightTendency",2013
145,145,"Ryan Moore",22,56.3,134,238,2.91,"RightTendency",2013
146,146,"Freddie Jacobson",19,56.4,145,257,0.41,"RightTendency",2013
147,147,"James Hahn",26,56.5,212,375,1.7,"RightTendency",2013
148,148,"Stephen Ames",19,56.7,139,245,1.29,"RightTendency",2013
149,149,"Steve Stricker",13,56.9,74,130,0.14,"RightTendency",2013
150,150,"Fabian Gomez",23,57.1,169,296,1.83,"RightTendency",2013
151,151,"Justin Bolli",23,57.3,141,246,3.76,"RightTendency",2013
152,152,"Ricky Barnes",26,57.6,204,354,2.11,"RightTendency",2013
153,153,"John Huh",28,57.7,187,324,1.5,"RightTendency",2013
153,153,"Chris Kirk",24,57.7,252,437,1.27,"RightTendency",2013
155,155,"Bobby Gates",20,57.8,144,249,2.85,"RightTendency",2013
156,156,"Greg Chalmers",25,57.9,198,342,1.77,"RightTendency",2013
157,157,"Marc Leishman",23,58,202,348,1.04,"RightTendency",2013
158,158,"Scott Brown",21,58.1,165,284,1.58,"RightTendency",2013
158,158,"David Hearn",26,58.1,222,382,1.76,"RightTendency",2013
160,160,"Scott Gardiner",23,58.2,170,292,1.47,"RightTendency",2013
161,161,"Derek Ernst",21,58.6,156,266,2.24,"RightTendency",2013
162,162,"Tiger Woods",16,58.8,124,211,1.21,"RightTendency",2013
163,163,"John Rollins",24,58.9,218,370,2.02,"RightTendency",2013
164,164,"Hunter Mahan",25,59,180,305,0.72,"RightTendency",2013
165,165,"Mike Weir",22,59.2,174,294,1.21,"RightTendency",2013
166,166,"George McNeill",21,60.4,180,298,2.28,"RightTendency",2013
166,166,"Charlie Wi",23,60.4,203,336,1.77,"RightTendency",2013
168,168,"Josh Teater",24,60.5,185,306,0.97,"RightTendency",2013
168,168,"Aaron Watkins",19,60.5,107,177,2.24,"RightTendency",2013
170,170,"Scott Langley",27,60.6,200,330,2.2,"RightTendency",2013
170,170,"Steve LeBrun",21,60.6,174,287,1.72,"RightTendency",2013
170,170,"Scott Piercy",24,60.6,217,358,1.75,"RightTendency",2013
173,173,"Darron Stiles",20,60.9,109,179,2.39,"RightTendency",2013
174,174,"David Mathis",24,61,189,310,2.54,"RightTendency",2013
175,175,"Charles Howell III",26,61.1,299,489,0.67,"RightTendency",2013
176,176,"Rod Pampling",16,62,111,179,1.62,"RightTendency",2013
176,176,"Mark Wilson",19,62,119,192,1.51,"RightTendency",2013
178,178,"Ken Duke",28,63.1,193,306,2.38,"RightTendency",2013
179,179,"DH Lee",22,64.1,166,259,1.75,"RightTendency",2013
180,180,"Bryce Molder",24,65.3,218,334,1.65,"RightTendency",2013
