"AverageApproachDistanceBirdieorBetter_RANKTHISWEEK_2005","AverageApproachDistanceBirdieorBetter_RANKLASTWEEK_2005","AverageApproachDistanceBirdieorBetter_PLAYERNAME_2005","AverageApproachDistanceBirdieorBetter_ROUNDS_2005","AverageApproachDistanceBirdieorBetter_AVGYARDS_2005","AverageApproachDistanceBirdieorBetter_TOTALDISTANCEINCHES_2005","AverageApproachDistanceBirdieorBetter_NUMBEROFAPPROACHSHOTS_2005","stat_name","year"
18,18,"Tom Byrum",83,160.2,1424265,247,"AverageApproachDistanceBirdieorBetter",2005
18,18,"Brian Gay",101,160.2,1724918,299,"AverageApproachDistanceBirdieorBetter",2005
20,20,"John Cook",72,161.5,1139264,196,"AverageApproachDistanceBirdieorBetter",2005
21,21,"Doug Barron",70,162,1353259,232,"AverageApproachDistanceBirdieorBetter",2005
22,22,"Jonathan Kaye",77,162.2,1494579,256,"AverageApproachDistanceBirdieorBetter",2005
23,23,"Brad Faxon",75,162.7,1270752,217,"AverageApproachDistanceBirdieorBetter",2005
24,24,"Justin Leonard",78,162.8,1119752,191,"AverageApproachDistanceBirdieorBetter",2005
25,25,"Chris DiMarco",83,163.1,1221223,208,"AverageApproachDistanceBirdieorBetter",2005
25,25,"Will Ma Kenzie",75,163.1,1432502,244,"AverageApproachDistanceBirdieorBetter",2005
27,27,"Fred Couples",72,163.4,999747,170,"AverageApproachDistanceBirdieorBetter",2005
28,28,"Darron Stiles",78,163.5,1524739,259,"AverageApproachDistanceBirdieorBetter",2005
29,29,"Franklin Langham",91,163.6,1342796,228,"AverageApproachDistanceBirdieorBetter",2005
30,30,"Stewart Cink",98,163.7,1538091,261,"AverageApproachDistanceBirdieorBetter",2005
30,30,"Bob Heintz",67,163.7,1426468,242,"AverageApproachDistanceBirdieorBetter",2005
32,32,"Glen Day",80,163.8,1479997,251,"AverageApproachDistanceBirdieorBetter",2005
33,33,"Stephen Leaney",89,164,1517067,257,"AverageApproachDistanceBirdieorBetter",2005
34,34,"Skip Kendall",80,164.1,1240847,210,"AverageApproachDistanceBirdieorBetter",2005
35,35,"Glen Hnatiuk",59,164.5,988736,167,"AverageApproachDistanceBirdieorBetter",2005
36,36,"Ben Curtis",65,164.9,819213,138,"AverageApproachDistanceBirdieorBetter",2005
37,37,"Jay Haas",54,165.2,785144,132,"AverageApproachDistanceBirdieorBetter",2005
38,38,"Jim Carter",62,165.3,803264,135,"AverageApproachDistanceBirdieorBetter",2005
39,39,"Peter Lonard",85,165.4,1298203,218,"AverageApproachDistanceBirdieorBetter",2005
40,40,"Tim Herron",100,165.6,1854559,311,"AverageApproachDistanceBirdieorBetter",2005
40,40,"Phillip Price",77,165.6,1358988,228,"AverageApproachDistanceBirdieorBetter",2005
40,40,"Mario Tiziani",67,165.6,1192106,200,"AverageApproachDistanceBirdieorBetter",2005
43,43,"Stuart Appleby",84,165.7,1371841,230,"AverageApproachDistanceBirdieorBetter",2005
43,43,"Jeff Maggert",79,165.7,1323985,222,"AverageApproachDistanceBirdieorBetter",2005
43,43,"Bob Tway",87,165.7,1461880,245,"AverageApproachDistanceBirdieorBetter",2005
46,46,"Todd Hamilton",94,165.9,1559164,261,"AverageApproachDistanceBirdieorBetter",2005
46,46,"Freddie Jacobson",72,165.9,1146544,192,"AverageApproachDistanceBirdieorBetter",2005
46,46,"Chris Riley",67,165.9,687030,115,"AverageApproachDistanceBirdieorBetter",2005
49,49,"Rob Rashell",65,166,986138,165,"AverageApproachDistanceBirdieorBetter",2005
50,50,"Geoff Ogilvy",97,166.1,1715721,287,"AverageApproachDistanceBirdieorBetter",2005
51,51,"Bob Estes",92,166.2,1687722,282,"AverageApproachDistanceBirdieorBetter",2005
52,52,"Richard Johnson",50,166.3,1083750,181,"AverageApproachDistanceBirdieorBetter",2005
52,52,"Rocco Mediate",73,166.3,1371091,229,"AverageApproachDistanceBirdieorBetter",2005
54,54,"Bart Bryant",91,166.4,1743059,291,"AverageApproachDistanceBirdieorBetter",2005
54,54,"Brent Geiberger",61,166.4,988429,165,"AverageApproachDistanceBirdieorBetter",2005
54,54,"Corey Pavin",77,166.4,1305764,218,"AverageApproachDistanceBirdieorBetter",2005
57,57,"Omar Uresti",84,166.8,1608928,268,"AverageApproachDistanceBirdieorBetter",2005
58,58,"Todd Fischer",99,167,1797920,299,"AverageApproachDistanceBirdieorBetter",2005
59,59,"Heath Slocum",103,167.1,1955230,325,"AverageApproachDistanceBirdieorBetter",2005
60,60,"Lee Janzen",75,167.2,1233667,205,"AverageApproachDistanceBirdieorBetter",2005
61,61,"Matt Gogel",78,167.4,1271941,211,"AverageApproachDistanceBirdieorBetter",2005
62,62,"Charlie Wi",67,167.5,1259977,209,"AverageApproachDistanceBirdieorBetter",2005
63,63,"Shigeki Maruyama",99,167.6,1942869,322,"AverageApproachDistanceBirdieorBetter",2005
63,63,"Kenny Perry",82,167.6,1502059,249,"AverageApproachDistanceBirdieorBetter",2005
65,65,"Pat Perez",89,167.9,1517266,251,"AverageApproachDistanceBirdieorBetter",2005
66,66,"Alex Cejka",84,168.1,1349796,223,"AverageApproachDistanceBirdieorBetter",2005
66,66,"Jose Coceres",56,168.1,1095271,181,"AverageApproachDistanceBirdieorBetter",2005
68,68,"Andrew Magee",82,168.5,1394846,230,"AverageApproachDistanceBirdieorBetter",2005
69,69,"Marco Dawson",82,168.6,1791039,295,"AverageApproachDistanceBirdieorBetter",2005
70,70,"Jeff Sluman",94,168.7,1712141,282,"AverageApproachDistanceBirdieorBetter",2005
71,71,"Zach Johnson",96,168.8,1963168,323,"AverageApproachDistanceBirdieorBetter",2005
72,72,"Jim Furyk",94,168.9,1720995,283,"AverageApproachDistanceBirdieorBetter",2005
73,73,"Adam Scott",72,169,1210443,199,"AverageApproachDistanceBirdieorBetter",2005
74,74,"Joe Ogilvie",103,169.2,1778719,292,"AverageApproachDistanceBirdieorBetter",2005
75,75,"Robert Gamez",91,169.5,1812425,297,"AverageApproachDistanceBirdieorBetter",2005
75,75,"Ryuji Imada",78,169.5,1391630,228,"AverageApproachDistanceBirdieorBetter",2005
75,75,"Arron Oberholser",65,169.5,1122452,184,"AverageApproachDistanceBirdieorBetter",2005
78,78,"Paul Azinger",66,169.6,1257500,206,"AverageApproachDistanceBirdieorBetter",2005
78,78,"Bernhard Langer",67,169.6,934292,153,"AverageApproachDistanceBirdieorBetter",2005
80,80,"Rich Beem",66,169.7,1013905,166,"AverageApproachDistanceBirdieorBetter",2005
80,80,"Jose Maria Olazabal",55,169.7,946702,155,"AverageApproachDistanceBirdieorBetter",2005
82,82,"Paul Claxton",79,169.8,1308357,214,"AverageApproachDistanceBirdieorBetter",2005
83,83,"Tommy Armour III",103,169.9,1859207,304,"AverageApproachDistanceBirdieorBetter",2005
83,83,"Danny Briggs",70,169.9,1149887,188,"AverageApproachDistanceBirdieorBetter",2005
85,85,"John Huston",90,170,1798763,294,"AverageApproachDistanceBirdieorBetter",2005
85,85,"Neal Lancaster",95,170,1922230,314,"AverageApproachDistanceBirdieorBetter",2005
87,87,"Jeff Brehaut",71,170.1,1463595,239,"AverageApproachDistanceBirdieorBetter",2005
87,87,"Scott Verplank",87,170.1,1586170,259,"AverageApproachDistanceBirdieorBetter",2005
89,89,"Kevin Na",88,170.2,1672961,273,"AverageApproachDistanceBirdieorBetter",2005
89,89,"Vaughn Taylor",99,170.2,2120542,346,"AverageApproachDistanceBirdieorBetter",2005
91,91,"David Hearn",68,170.4,1325140,216,"AverageApproachDistanceBirdieorBetter",2005
92,92,"Tom Lehman",69,170.6,1025715,167,"AverageApproachDistanceBirdieorBetter",2005
92,92,"Patrick Sheehan",114,170.6,2192091,357,"AverageApproachDistanceBirdieorBetter",2005
94,94,"KJ Choi",78,170.7,1223200,199,"AverageApproachDistanceBirdieorBetter",2005
95,95,"Rory Sabbatini",81,170.8,1402285,228,"AverageApproachDistanceBirdieorBetter",2005
96,96,"Brett Wetterich",76,170.9,1587655,258,"AverageApproachDistanceBirdieorBetter",2005
97,97,"Kent Jones",99,171,1951830,317,"AverageApproachDistanceBirdieorBetter",2005
97,97,"Tjaart van der Walt",56,171,1095515,178,"AverageApproachDistanceBirdieorBetter",2005
97,97,"Mike Weir",71,171,997343,162,"AverageApproachDistanceBirdieorBetter",2005
100,100,"David Toms",87,171.1,1657402,269,"AverageApproachDistanceBirdieorBetter",2005
101,101,"Brian Davis",75,171.3,1492167,242,"AverageApproachDistanceBirdieorBetter",2005
101,101,"Hunter Mahan",103,171.3,2188653,355,"AverageApproachDistanceBirdieorBetter",2005
101,101,"Roland Thatcher",75,171.3,1430720,232,"AverageApproachDistanceBirdieorBetter",2005
104,104,"Joe Durant",81,171.4,1456003,236,"AverageApproachDistanceBirdieorBetter",2005
105,105,"Michael Allen",90,171.5,1691908,274,"AverageApproachDistanceBirdieorBetter",2005
106,106,"Tim Clark",92,171.8,1521076,246,"AverageApproachDistanceBirdieorBetter",2005
107,107,"Ben Crane",78,171.9,1559302,252,"AverageApproachDistanceBirdieorBetter",2005
108,108,"Carl Pettersson",109,172,2086269,337,"AverageApproachDistanceBirdieorBetter",2005
109,109,"Craig Perks",67,172.1,1053551,170,"AverageApproachDistanceBirdieorBetter",2005
110,110,"Brian Bateman",98,172.3,1823449,294,"AverageApproachDistanceBirdieorBetter",2005
111,111,"Brett Quigley",96,172.4,1955139,315,"AverageApproachDistanceBirdieorBetter",2005
111,111,"John Senden",101,172.4,2017296,325,"AverageApproachDistanceBirdieorBetter",2005
113,113,"Matt Kuchar",60,172.5,1111515,179,"AverageApproachDistanceBirdieorBetter",2005
114,114,"Steve Flesch",90,172.6,1280270,206,"AverageApproachDistanceBirdieorBetter",2005
115,115,"Padraig Harrington",50,172.7,938977,151,"AverageApproachDistanceBirdieorBetter",2005
115,115,"Steve Jones",56,172.7,789520,127,"AverageApproachDistanceBirdieorBetter",2005
117,117,"Steve Elkington",67,172.8,1151180,185,"AverageApproachDistanceBirdieorBetter",2005
117,117,"Hidemichi Tanaka",106,172.8,2071398,333,"AverageApproachDistanceBirdieorBetter",2005
119,119,"Chad Campbell",95,172.9,1755481,282,"AverageApproachDistanceBirdieorBetter",2005
119,119,"Tom Gillis",77,172.9,1394437,224,"AverageApproachDistanceBirdieorBetter",2005
121,121,"Joey Sindelar",104,173,2211396,355,"AverageApproachDistanceBirdieorBetter",2005
122,122,"Mark Calcavecchia",92,173.1,1775705,285,"AverageApproachDistanceBirdieorBetter",2005
123,123,"Shaun Micheel",81,173.3,1310437,210,"AverageApproachDistanceBirdieorBetter",2005
124,124,"Billy Andrade",83,173.4,1692162,271,"AverageApproachDistanceBirdieorBetter",2005
125,125,"Robert Allenby",95,173.5,1717821,275,"AverageApproachDistanceBirdieorBetter",2005
125,125,"Chris Smith",93,173.5,1968021,315,"AverageApproachDistanceBirdieorBetter",2005
127,127,"Briny Baird",98,173.6,2012040,322,"AverageApproachDistanceBirdieorBetter",2005
128,128,"Robert Damron",89,173.9,1527684,244,"AverageApproachDistanceBirdieorBetter",2005
129,129,"Justin Bolli",65,174.1,1266398,202,"AverageApproachDistanceBirdieorBetter",2005
130,130,"Dudley Hart",84,174.3,1649998,263,"AverageApproachDistanceBirdieorBetter",2005
131,131,"Jerry Kelly",101,174.5,1677007,267,"AverageApproachDistanceBirdieorBetter",2005
131,131,"JL Lewis",98,174.5,1853289,295,"AverageApproachDistanceBirdieorBetter",2005
133,133,"Ian Poulter",62,174.7,735827,117,"AverageApproachDistanceBirdieorBetter",2005
134,134,"DJ Brigman",76,174.8,1252493,199,"AverageApproachDistanceBirdieorBetter",2005
135,135,"Woody Austin",100,174.9,2197365,349,"AverageApproachDistanceBirdieorBetter",2005
136,136,"Hank Kuehne",84,175,1663371,264,"AverageApproachDistanceBirdieorBetter",2005
137,137,"Joey Snyder III",102,175.1,2042765,324,"AverageApproachDistanceBirdieorBetter",2005
138,138,"Ted Purdy",122,175.3,2239915,355,"AverageApproachDistanceBirdieorBetter",2005
138,138,"Lee Westwood",50,175.3,700502,111,"AverageApproachDistanceBirdieorBetter",2005
140,140,"Kevin Sutherland",89,175.4,1635241,259,"AverageApproachDistanceBirdieorBetter",2005
141,141,"DA Points",94,175.7,1771098,280,"AverageApproachDistanceBirdieorBetter",2005
141,141,"John Rollins",97,175.7,1923324,304,"AverageApproachDistanceBirdieorBetter",2005
141,141,"Duffy Waldorf",86,175.7,1644925,260,"AverageApproachDistanceBirdieorBetter",2005
144,144,"Jesper Parnevik",84,175.8,1468070,232,"AverageApproachDistanceBirdieorBetter",2005
145,145,"Sean OHair",103,175.9,1969879,311,"AverageApproachDistanceBirdieorBetter",2005
146,146,"Craig Barlow",81,176,1463756,231,"AverageApproachDistanceBirdieorBetter",2005
146,146,"Jason Bohn",91,176,1869571,295,"AverageApproachDistanceBirdieorBetter",2005
146,146,"Michael Long",72,176,1311595,207,"AverageApproachDistanceBirdieorBetter",2005
146,146,"Bo Van Pelt",112,176,2312881,365,"AverageApproachDistanceBirdieorBetter",2005
146,146,"Jay Williamson",53,176,944257,149,"AverageApproachDistanceBirdieorBetter",2005
151,151,"Steve Allan",102,176.2,1997787,315,"AverageApproachDistanceBirdieorBetter",2005
151,151,"Stephen Ames",82,176.2,1376708,217,"AverageApproachDistanceBirdieorBetter",2005
151,151,"Brenden Pappas",51,176.2,1332321,210,"AverageApproachDistanceBirdieorBetter",2005
154,154,"Cameron Beckman",96,176.3,1922722,303,"AverageApproachDistanceBirdieorBetter",2005
154,154,"Paul Gow",78,176.3,1434029,226,"AverageApproachDistanceBirdieorBetter",2005
156,156,"Jonathan Byrd",103,176.5,2179875,343,"AverageApproachDistanceBirdieorBetter",2005
156,156,"Rod Pampling",89,176.5,1727911,272,"AverageApproachDistanceBirdieorBetter",2005
158,158,"Arjun Atwal",65,176.6,1621021,255,"AverageApproachDistanceBirdieorBetter",2005
158,158,"Hideto Tanihara",50,176.6,858256,135,"AverageApproachDistanceBirdieorBetter",2005
160,160,"Harrison Frazar",105,176.9,2317731,364,"AverageApproachDistanceBirdieorBetter",2005
161,161,"Dean Wilson",86,177,1835465,288,"AverageApproachDistanceBirdieorBetter",2005
162,162,"Mark Hensby",70,177.1,1166678,183,"AverageApproachDistanceBirdieorBetter",2005
162,162,"Frank Lickliter II",100,177.1,2117116,332,"AverageApproachDistanceBirdieorBetter",2005
164,164,"Billy Mayfair",114,177.4,2420098,379,"AverageApproachDistanceBirdieorBetter",2005
165,165,"Tim Petrovic",97,177.5,1738431,272,"AverageApproachDistanceBirdieorBetter",2005
166,166,"Davis Love III",80,177.9,1390133,217,"AverageApproachDistanceBirdieorBetter",2005
166,166,"Justin Rose",99,177.9,2113146,330,"AverageApproachDistanceBirdieorBetter",2005
168,168,"Hunter Haas",83,178.1,1724704,269,"AverageApproachDistanceBirdieorBetter",2005
169,169,"Ryan Palmer",101,178.2,2020495,315,"AverageApproachDistanceBirdieorBetter",2005
170,170,"Jason Allred",75,178.3,1232705,192,"AverageApproachDistanceBirdieorBetter",2005
171,171,"Brendan Jones",81,178.4,1599140,249,"AverageApproachDistanceBirdieorBetter",2005
172,172,"Matt Davidson",53,178.7,996895,155,"AverageApproachDistanceBirdieorBetter",2005
172,172,"Scott Gutschewski",86,178.7,1795313,279,"AverageApproachDistanceBirdieorBetter",2005
174,174,"Charles Warren",89,178.8,1963594,305,"AverageApproachDistanceBirdieorBetter",2005
175,175,"Tom Pernice Jr",111,179.2,1967546,305,"AverageApproachDistanceBirdieorBetter",2005
176,176,"Charles Howell III",95,179.5,1731516,268,"AverageApproachDistanceBirdieorBetter",2005
177,177,"Tag Ridings",93,180,2176961,336,"AverageApproachDistanceBirdieorBetter",2005
178,178,"Sergio Garcia",73,180.1,1355368,209,"AverageApproachDistanceBirdieorBetter",2005
179,179,"John Elliott",58,180.3,1129220,174,"AverageApproachDistanceBirdieorBetter",2005
179,179,"Carlos Franco",78,180.3,1570606,242,"AverageApproachDistanceBirdieorBetter",2005
181,181,"Aaron Baddeley",84,180.8,1777104,273,"AverageApproachDistanceBirdieorBetter",2005
182,182,"Tiger Woods",76,181,1680685,258,"AverageApproachDistanceBirdieorBetter",2005
183,183,"Vijay Singh",111,181.1,2438814,374,"AverageApproachDistanceBirdieorBetter",2005
184,184,"Phil Mickelson",81,181.6,1437987,220,"AverageApproachDistanceBirdieorBetter",2005
185,185,"Lucas Glover",88,181.8,1943659,297,"AverageApproachDistanceBirdieorBetter",2005
186,186,"John Daly",78,182,1415348,216,"AverageApproachDistanceBirdieorBetter",2005
187,187,"JJ Henry",102,182.4,2028950,309,"AverageApproachDistanceBirdieorBetter",2005
187,187,"Steve Lowery",100,182.4,2153441,328,"AverageApproachDistanceBirdieorBetter",2005
189,189,"Daniel Chopra",108,182.6,2189511,333,"AverageApproachDistanceBirdieorBetter",2005
190,190,"Scott Hend",75,182.7,1538854,234,"AverageApproachDistanceBirdieorBetter",2005
191,191,"Brandt Jobe",96,183.2,1965746,298,"AverageApproachDistanceBirdieorBetter",2005
192,192,"Kevin Stadler",96,183.6,2036078,308,"AverageApproachDistanceBirdieorBetter",2005
193,193,"Thomas Levet",54,183.9,741543,112,"AverageApproachDistanceBirdieorBetter",2005
194,194,"Greg Owen",84,184.2,1664072,251,"AverageApproachDistanceBirdieorBetter",2005
195,195,"Scott McCarron",78,184.3,1380065,208,"AverageApproachDistanceBirdieorBetter",2005
196,196,"Bradley Hughes",52,184.5,1016418,153,"AverageApproachDistanceBirdieorBetter",2005
197,197,"Retief Goosen",71,184.9,1091511,164,"AverageApproachDistanceBirdieorBetter",2005
198,198,"DJ Trahan",81,185.6,1763784,264,"AverageApproachDistanceBirdieorBetter",2005
199,199,"Mathias Gronberg",60,186.9,1366008,203,"AverageApproachDistanceBirdieorBetter",2005
200,200,"Nick Watney",91,189,1966261,289,"AverageApproachDistanceBirdieorBetter",2005
201,201,"Dennis Paulson",63,190.7,1215355,177,"AverageApproachDistanceBirdieorBetter",2005
202,202,"James Driscoll",73,191.7,1435267,208,"AverageApproachDistanceBirdieorBetter",2005
