"Last5EventsShortGame_RANKTHISWEEK_2014","Last5EventsShortGame_RANKLASTWEEK_2014","Last5EventsShortGame_PLAYERNAME_2014","Last5EventsShortGame_EVENTS_2014","Last5EventsShortGame_RATING_2014","stat_name","year"
1,1,"Johnson Wagner",3,8.9,"Last5EventsShortGame",2014
2,2,"Bob Estes",1,8.5,"Last5EventsShortGame",2014
3,3,"Kevin Na",3,8.3,"Last5EventsShortGame",2014
4,4,"Michael Putnam",2,8.2,"Last5EventsShortGame",2014
5,5,"Brice Garnett",2,8.1,"Last5EventsShortGame",2014
5,5,"Chris Williams",1,8.1,"Last5EventsShortGame",2014
7,7,"Luke Guthrie",2,8,"Last5EventsShortGame",2014
7,7,"Ted Potter Jr",1,8,"Last5EventsShortGame",2014
9,9,"Brad Fritsch",3,7.8,"Last5EventsShortGame",2014
9,9,"Pat Perez",1,7.8,"Last5EventsShortGame",2014
11,11,"Robert Allenby",1,7.7,"Last5EventsShortGame",2014
11,11,"Scott Brown",2,7.7,"Last5EventsShortGame",2014
11,11,"Jonathan Byrd",1,7.7,"Last5EventsShortGame",2014
11,11,"Brian Davis",2,7.7,"Last5EventsShortGame",2014
11,11,"Jason Day",4,7.7,"Last5EventsShortGame",2014
11,11,"Brian Gay",1,7.7,"Last5EventsShortGame",2014
17,17,"Joe Durant",2,7.6,"Last5EventsShortGame",2014
17,17,"Scott Hend",1,7.6,"Last5EventsShortGame",2014
17,17,"Tim Herron",2,7.6,"Last5EventsShortGame",2014
17,17,"Alex Prugh",1,7.6,"Last5EventsShortGame",2014
17,17,"Robert Streb",2,7.6,"Last5EventsShortGame",2014
22,22,"Jason Gore",2,7.5,"Last5EventsShortGame",2014
22,22,"Matt Kuchar",5,7.5,"Last5EventsShortGame",2014
22,22,"Jhonattan Vegas",3,7.5,"Last5EventsShortGame",2014
25,25,"Keegan Bradley",2,7.4,"Last5EventsShortGame",2014
25,25,"Paul Casey",2,7.4,"Last5EventsShortGame",2014
25,25,"Roberto Castro",2,7.4,"Last5EventsShortGame",2014
25,25,"Jon Curran",1,7.4,"Last5EventsShortGame",2014
25,25,"Victor Dubuisson",2,7.4,"Last5EventsShortGame",2014
