"ConsecutiveBirdiesEaglesstreak_RANKTHISWEEK_2016","ConsecutiveBirdiesEaglesstreak_RANKLASTWEEK_2016","ConsecutiveBirdiesEaglesstreak_PLAYERNAME_2016","ConsecutiveBirdiesEaglesstreak_EVENTS_2016","ConsecutiveBirdiesEaglesstreak_NUMBEROFHOLES_2016","stat_name","year"
52,51,"Rafa Cabrera Bello",4,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Frankie Capan",1,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Paul Casey",11,2,"ConsecutiveBirdiesEaglesstreak",2016
52,164,"Roberto Castro",16,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Greg Chalmers",5,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Kevin Chappell",14,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"KJ Choi",14,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Stewart Cink",14,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Chad Collins",16,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Brian Davis",8,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Jason Day",9,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Graham DeLaet",14,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Jason Dufner",15,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Paul Dunne",3,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Ernie Els",10,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Rickie Fowler",12,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Sergio Garcia",8,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Robert Garrigus",11,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Lucas Glover",16,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Retief Goosen",10,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Jason Gore",15,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Emiliano Grillo",13,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Luke Guthrie",11,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Bill Haas",12,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"James Hahn",15,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Padraig Harrington",11,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Russell Henley",14,2,"ConsecutiveBirdiesEaglesstreak",2016
52,164,"JJ Henry",14,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Justin Hicks",10,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Charley Hoffman",14,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Morgan Hoffmann",15,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Billy Hurley III",8,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Ryo Ishikawa",6,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Hiroshi Iwata",18,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Freddie Jacobson",16,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Zach Johnson",12,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Dustin Johnson",9,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Matt Jones",15,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Sung Kang",16,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Daisuke Kataoka",1,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Jerry Kelly",12,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Whee Kim",18,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Kevin Kisner",14,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Patton Kizzire",16,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Jason Kokrak",17,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Matt Kuchar",12,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Andrew Landry",9,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Scott Langley",13,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Spencer Levin",19,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"WC Liang",1,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"David Lingmerth",15,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Davis Love III",11,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Shane Lowry",10,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Will Ma Kenzie",17,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Hunter Mahan",14,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Hideki Matsuyama",12,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Billy Mayfair",3,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Graeme McDowell",11,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"William McGirt",15,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Phil Mickelson",11,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Francesco Molinari",10,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Ryan Moore",11,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Seung Yul Noh",17,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Henrik Norlander",13,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Geoff Ogilvy",14,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Robby Ormand",1,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Carlos Ortiz",17,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Greg Owen",18,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Rod Pampling",8,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"John Peterson",3,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Carl Pettersson",14,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Martin Piller",12,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Scott Pinckney",18,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Dicky Pride",13,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Ted Purdy",4,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Chez Reavie",16,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Patrick Reed",14,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Kyle Reifers",19,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Wes Roach",12,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Patrick Rodgers",16,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Andres Romero",8,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Justin Rose",10,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Sam Saunders",15,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Ollie Schniederjans",7,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"John Senden",15,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Vijay Singh",13,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Brandt Snedeker",14,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Jordan Spieth",9,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Scott Stallings",17,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Kyle Stanley",17,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Robert Streb",16,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Kevin Streelman",15,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Steve Stricker",8,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Hudson Swafford",17,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Vaughn Taylor",11,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Nick Taylor",17,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Cameron Tringale",14,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Jhonattan Vegas",14,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Camilo Villegas",16,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Nick Watney",5,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Boo Weekley",17,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Steve Wheatcroft",16,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Tim Wilkinson",11,2,"ConsecutiveBirdiesEaglesstreak",2016
52,51,"Danny Willett",5,2,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Blake Adams",4,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Byeong Hun An",7,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Kiradech Aphibarnrat",5,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Stuart Appleby",13,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Eric Axley",3,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Ricky Barnes",18,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Cameron Beckman",7,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Zac Blair",18,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Gregory Bourdy",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Steven Bowditch",14,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Angel Cabrera",13,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Chad Campbell",18,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Yi Cao",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Bud Cauley",6,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Danny Chia",2,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Erik Compton",16,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Ben Crane",17,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Jon Curran",18,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Charlie Danielson",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Brendon de Jonge",19,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Bryson DeChambeau",5,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Luke Donald",13,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Jamie Donaldson",8,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Ken Duke",9,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Derek Ernst",12,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Matt Every",14,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Derek Fathauer",18,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Tony Finau",15,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Ross Fisher",2,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Matthew Fitzpatrick",7,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Tommy Fleetwood",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Martin Flores",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Oscar Fraustro",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Fred Funk",4,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Rhein Gibson",13,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Fabian Gomez",15,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Andres Gonzales",17,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Branden Grace",9,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Chesson Hadley",16,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Tyrrell Hatton",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"JB Holmes",10,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Billy Horschel",12,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"John Huh",16,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Hyung Sung Kim",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Michael Kim",18,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Chris Kirk",15,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Russell Knox",14,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Kelly Kraft",12,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Anirban Lahiri",13,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Romain Langasque",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Richard Lee",2,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Jarrod Lyle",7,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Jack Maguire",2,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Peter Malnati",19,1,"ConsecutiveBirdiesEaglesstreak",2016
167,NA,"Steve Marino",14,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Maverick McNealy",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"John Merrick",7,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Troy Merritt",14,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Byron Meth",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Yusaku Miyazato",2,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Bryce Molder",16,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"James Morrison",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Alexander Noren",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Louis Oosthuizen",6,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Rob Oppenheim",11,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Jeff Overton",17,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Jin Park",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Thomas Pieters",3,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"DA Points",11,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Ian Poulter",10,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Michael Putnam",7,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Brett Quigley",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Jon Rahm",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"John Rollins",5,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Charl Schwartzel",8,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Webb Simpson",10,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Chad Sorensen",1,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Brett Stegmaier",19,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Darron Stiles",10,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Brian Stuard",8,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Brendon Todd",18,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"DJ Trahan",7,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Johnson Wagner",14,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Bubba Watson",8,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Lee Westwood",4,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Bernd Wiesberger",7,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Mark Wilson",13,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Gary Woodland",12,1,"ConsecutiveBirdiesEaglesstreak",2016
167,164,"Bobby Wyatt",3,1,"ConsecutiveBirdiesEaglesstreak",2016
