"SandSavesfrom30yards_RANKTHISWEEK_2013","SandSavesfrom30yards_RANKLASTWEEK_2013","SandSavesfrom30yards_PLAYERNAME_2013","SandSavesfrom30yards_ROUNDS_2013","SandSavesfrom30yards_Pct_2013","SandSavesfrom30yards_OFSAVES_2013","SandSavesfrom30yards_OFBUNKERS_2013","stat_name","year"
1,1,"Luke Donald",60,100,3,3,"SandSavesfrom30yards",2013
1,1,"Geoff Ogilvy",57,100,2,2,"SandSavesfrom30yards",2013
3,3,"Jin Park",52,80,4,5,"SandSavesfrom30yards",2013
4,4,"Charlie Beljan",62,75,3,4,"SandSavesfrom30yards",2013
4,4,"Peter Hanson",45,75,3,4,"SandSavesfrom30yards",2013
4,4,"Steve Stricker",51,75,3,4,"SandSavesfrom30yards",2013
7,7,"Josh Teater",86,71.43,5,7,"SandSavesfrom30yards",2013
8,8,"Luke List",65,69.23,9,13,"SandSavesfrom30yards",2013
9,9,"Bryce Molder",82,66.67,2,3,"SandSavesfrom30yards",2013
9,9,"Henrik Stenson",65,66.67,2,3,"SandSavesfrom30yards",2013
11,11,"Harris English",95,64.29,9,14,"SandSavesfrom30yards",2013
12,12,"Tommy Gainey",84,62.5,10,16,"SandSavesfrom30yards",2013
12,12,"Brandt Snedeker",79,62.5,5,8,"SandSavesfrom30yards",2013
14,14,"Nicolas Colsaerts",50,60,3,5,"SandSavesfrom30yards",2013
14,14,"Jim Herman",59,60,3,5,"SandSavesfrom30yards",2013
14,14,"Jason Kokrak",78,60,6,10,"SandSavesfrom30yards",2013
17,17,"Carl Pettersson",82,58.82,10,17,"SandSavesfrom30yards",2013
18,18,"Alistair Presnell",59,58.33,7,12,"SandSavesfrom30yards",2013
18,18,"Charlie Wi",75,58.33,7,12,"SandSavesfrom30yards",2013
20,20,"Bob Estes",66,57.14,4,7,"SandSavesfrom30yards",2013
20,20,"Billy Horschel",96,57.14,8,14,"SandSavesfrom30yards",2013
20,20,"Seung Yul Noh",71,57.14,8,14,"SandSavesfrom30yards",2013
20,20,"Henrik Norlander",70,57.14,4,7,"SandSavesfrom30yards",2013
20,20,"Kevin Streelman",86,57.14,4,7,"SandSavesfrom30yards",2013
25,25,"Michael Bradley",56,55.56,5,9,"SandSavesfrom30yards",2013
25,25,"Kevin Chappell",80,55.56,5,9,"SandSavesfrom30yards",2013
27,27,"Matt Kuchar",93,54.55,6,11,"SandSavesfrom30yards",2013
27,27,"Casey Wittenberg",72,54.55,6,11,"SandSavesfrom30yards",2013
29,29,"Jason Bohn",70,50,5,10,"SandSavesfrom30yards",2013
29,29,"Roberto Castro",97,50,4,8,"SandSavesfrom30yards",2013
29,29,"Ben Crane",62,50,6,12,"SandSavesfrom30yards",2013
29,29,"Jim Furyk",80,50,2,4,"SandSavesfrom30yards",2013
29,29,"Lucas Glover",65,50,5,10,"SandSavesfrom30yards",2013
29,29,"Fabian Gomez",65,50,3,6,"SandSavesfrom30yards",2013
29,29,"James Hahn",78,50,4,8,"SandSavesfrom30yards",2013
29,29,"Padraig Harrington",52,50,3,6,"SandSavesfrom30yards",2013
29,29,"Morgan Hoffmann",64,50,3,6,"SandSavesfrom30yards",2013
29,29,"David Lynn",70,50,8,16,"SandSavesfrom30yards",2013
29,29,"William McGirt",75,50,6,12,"SandSavesfrom30yards",2013
29,29,"Pat Perez",69,50,5,10,"SandSavesfrom30yards",2013
29,29,"Ian Poulter",59,50,5,10,"SandSavesfrom30yards",2013
29,29,"Justin Rose",62,50,1,2,"SandSavesfrom30yards",2013
29,29,"Webb Simpson",92,50,3,6,"SandSavesfrom30yards",2013
29,29,"Lee Westwood",70,50,4,8,"SandSavesfrom30yards",2013
45,45,"Mike Weir",60,46.67,7,15,"SandSavesfrom30yards",2013
46,46,"James Driscoll",76,46.15,6,13,"SandSavesfrom30yards",2013
46,46,"David Hearn",88,46.15,6,13,"SandSavesfrom30yards",2013
48,48,"DH Lee",65,45.45,5,11,"SandSavesfrom30yards",2013
48,48,"Shawn Stefani",63,45.45,5,11,"SandSavesfrom30yards",2013
48,48,"Brian Stuard",78,45.45,5,11,"SandSavesfrom30yards",2013
51,51,"Scott Brown",65,44.44,4,9,"SandSavesfrom30yards",2013
51,51,"Jason Dufner",78,44.44,4,9,"SandSavesfrom30yards",2013
51,51,"Jerry Kelly",75,44.44,4,9,"SandSavesfrom30yards",2013
54,54,"Chris Kirk",89,43.75,7,16,"SandSavesfrom30yards",2013
54,54,"Jimmy Walker",84,43.75,7,16,"SandSavesfrom30yards",2013
56,56,"Ricky Barnes",74,42.86,6,14,"SandSavesfrom30yards",2013
56,56,"Charley Hoffman",84,42.86,3,7,"SandSavesfrom30yards",2013
56,56,"Rory Sabbatini",86,42.86,6,14,"SandSavesfrom30yards",2013
56,56,"Adam Scott",61,42.86,3,7,"SandSavesfrom30yards",2013
60,60,"Brendon de Jonge",110,42.11,8,19,"SandSavesfrom30yards",2013
61,61,"Matt Jones",83,41.67,5,12,"SandSavesfrom30yards",2013
61,61,"Jordan Spieth",82,41.67,5,12,"SandSavesfrom30yards",2013
63,63,"Stephen Ames",49,40,4,10,"SandSavesfrom30yards",2013
63,63,"Steven Bowditch",67,40,6,15,"SandSavesfrom30yards",2013
63,63,"Jason Day",86,40,4,10,"SandSavesfrom30yards",2013
63,63,"Matt Every",89,40,6,15,"SandSavesfrom30yards",2013
63,63,"Steve LeBrun",66,40,4,10,"SandSavesfrom30yards",2013
63,63,"Marc Leishman",77,40,4,10,"SandSavesfrom30yards",2013
63,63,"Cameron Tringale",80,40,4,10,"SandSavesfrom30yards",2013
70,70,"Bubba Watson",76,38.46,5,13,"SandSavesfrom30yards",2013
71,71,"Stuart Appleby",88,37.5,6,16,"SandSavesfrom30yards",2013
71,71,"Tim Clark",64,37.5,3,8,"SandSavesfrom30yards",2013
71,71,"Will Claxton",67,37.5,6,16,"SandSavesfrom30yards",2013
71,71,"Brad Fritsch",81,37.5,3,8,"SandSavesfrom30yards",2013
71,71,"Scott Gardiner",61,37.5,3,8,"SandSavesfrom30yards",2013
71,71,"Bobby Gates",49,37.5,3,8,"SandSavesfrom30yards",2013
71,71,"Brian Gay",79,37.5,3,8,"SandSavesfrom30yards",2013
71,71,"Phil Mickelson",78,37.5,3,8,"SandSavesfrom30yards",2013
71,71,"Vaughn Taylor",50,37.5,3,8,"SandSavesfrom30yards",2013
80,80,"Brian Harman",89,36.36,4,11,"SandSavesfrom30yards",2013
80,80,"Martin Laird",68,36.36,4,11,"SandSavesfrom30yards",2013
80,80,"Greg Owen",73,36.36,4,11,"SandSavesfrom30yards",2013
80,80,"DA Points",87,36.36,4,11,"SandSavesfrom30yards",2013
80,80,"Charl Schwartzel",69,36.36,4,11,"SandSavesfrom30yards",2013
85,85,"Justin Leonard",86,35.71,5,14,"SandSavesfrom30yards",2013
85,85,"Andres Romero",63,35.71,5,14,"SandSavesfrom30yards",2013
87,87,"Doug LaBelle II",72,35.29,6,17,"SandSavesfrom30yards",2013
88,88,"Chris Stroud",88,35,7,20,"SandSavesfrom30yards",2013
89,89,"Robert Allenby",58,33.33,4,12,"SandSavesfrom30yards",2013
89,89,"Jonas Blixt",76,33.33,6,18,"SandSavesfrom30yards",2013
89,89,"Justin Bolli",59,33.33,3,9,"SandSavesfrom30yards",2013
89,89,"Bud Cauley",67,33.33,3,9,"SandSavesfrom30yards",2013
89,89,"Graham DeLaet",94,33.33,5,15,"SandSavesfrom30yards",2013
89,89,"Ernie Els",63,33.33,2,6,"SandSavesfrom30yards",2013
89,89,"Rickie Fowler",75,33.33,3,9,"SandSavesfrom30yards",2013
89,89,"Robert Garrigus",69,33.33,2,6,"SandSavesfrom30yards",2013
89,89,"Tom Gillis",69,33.33,4,12,"SandSavesfrom30yards",2013
89,89,"Graeme McDowell",53,33.33,1,3,"SandSavesfrom30yards",2013
89,89,"George McNeill",68,33.33,3,9,"SandSavesfrom30yards",2013
89,89,"John Merrick",79,33.33,4,12,"SandSavesfrom30yards",2013
89,89,"Ryan Moore",72,33.33,4,12,"SandSavesfrom30yards",2013
89,89,"Ryan Palmer",79,33.33,6,18,"SandSavesfrom30yards",2013
89,89,"Ted Potter Jr",65,33.33,3,9,"SandSavesfrom30yards",2013
89,89,"Dicky Pride",71,33.33,3,9,"SandSavesfrom30yards",2013
89,89,"Patrick Reed",83,33.33,3,9,"SandSavesfrom30yards",2013
89,89,"Vijay Singh",61,33.33,2,6,"SandSavesfrom30yards",2013
89,89,"Bo Van Pelt",72,33.33,2,6,"SandSavesfrom30yards",2013
89,89,"Lee Williams",62,33.33,3,9,"SandSavesfrom30yards",2013
89,89,"Mark Wilson",56,33.33,2,6,"SandSavesfrom30yards",2013
89,89,"Tiger Woods",61,33.33,3,9,"SandSavesfrom30yards",2013
111,111,"Hunter Mahan",91,31.25,5,16,"SandSavesfrom30yards",2013
111,111,"Chez Reavie",72,31.25,5,16,"SandSavesfrom30yards",2013
111,111,"Robert Streb",75,31.25,5,16,"SandSavesfrom30yards",2013
114,114,"KJ Choi",85,30.77,4,13,"SandSavesfrom30yards",2013
114,114,"Derek Ernst",58,30.77,4,13,"SandSavesfrom30yards",2013
114,114,"Scott Piercy",78,30.77,4,13,"SandSavesfrom30yards",2013
117,117,"Sangmoon Bae",83,30,3,10,"SandSavesfrom30yards",2013
117,117,"JJ Henry",83,30,3,10,"SandSavesfrom30yards",2013
117,117,"Johnson Wagner",64,30,3,10,"SandSavesfrom30yards",2013
120,120,"Brandt Jobe",62,28.57,2,7,"SandSavesfrom30yards",2013
120,120,"Martin Kaymer",61,28.57,2,7,"SandSavesfrom30yards",2013
120,120,"Eric Meierdierks",48,28.57,2,7,"SandSavesfrom30yards",2013
120,120,"Camilo Villegas",79,28.57,2,7,"SandSavesfrom30yards",2013
124,124,"Jeff Overton",78,27.78,5,18,"SandSavesfrom30yards",2013
125,125,"Greg Chalmers",77,27.27,3,11,"SandSavesfrom30yards",2013
125,125,"Brian Davis",91,27.27,3,11,"SandSavesfrom30yards",2013
125,125,"Ken Duke",87,27.27,3,11,"SandSavesfrom30yards",2013
125,125,"Martin Flores",83,27.27,3,11,"SandSavesfrom30yards",2013
125,125,"Colt Knost",69,27.27,3,11,"SandSavesfrom30yards",2013
130,130,"Charles Howell III",87,26.67,4,15,"SandSavesfrom30yards",2013
130,130,"John Rollins",77,26.67,4,15,"SandSavesfrom30yards",2013
130,130,"Nick Watney",88,26.67,4,15,"SandSavesfrom30yards",2013
133,133,"Tim Herron",45,25,2,8,"SandSavesfrom30yards",2013
133,133,"Zach Johnson",84,25,3,12,"SandSavesfrom30yards",2013
133,133,"Richard Lee",81,25,2,8,"SandSavesfrom30yards",2013
133,133,"David Lingmerth",68,25,2,8,"SandSavesfrom30yards",2013
133,133,"David Mathis",71,25,3,12,"SandSavesfrom30yards",2013
133,133,"Gary Woodland",94,25,2,8,"SandSavesfrom30yards",2013
139,139,"Erik Compton",74,23.08,3,13,"SandSavesfrom30yards",2013
