"ApproachesRightRoughRTPScore_RANKTHISWEEK_2015","ApproachesRightRoughRTPScore_RANKLASTWEEK_2015","ApproachesRightRoughRTPScore_PLAYERNAME_2015","ApproachesRightRoughRTPScore_ROUNDS_2015","ApproachesRightRoughRTPScore_AVGRTP_2015","stat_name","year"
1,1,"Bubba Watson",71,-0.075,"ApproachesRightRoughRTPScore",2015
2,2,"Stewart Cink",77,-0.046,"ApproachesRightRoughRTPScore",2015
3,3,"Jordan Spieth",91,-0.034,"ApproachesRightRoughRTPScore",2015
4,4,"Matt Kuchar",97,-0.029,"ApproachesRightRoughRTPScore",2015
5,5,"Dustin Johnson",75,-0.025,"ApproachesRightRoughRTPScore",2015
6,6,"Keegan Bradley",87,-0.01,"ApproachesRightRoughRTPScore",2015
7,7,"Boo Weekley",79,-0.009,"ApproachesRightRoughRTPScore",2015
8,8,"Tony Finau",106,-0.004,"ApproachesRightRoughRTPScore",2015
9,9,"Russell Henley",87,0,"ApproachesRightRoughRTPScore",2015
9,9,"Webb Simpson",81,0,"ApproachesRightRoughRTPScore",2015
11,11,"Jason Kokrak",88,0.006,"ApproachesRightRoughRTPScore",2015
12,12,"Morgan Hoffmann",85,0.007,"ApproachesRightRoughRTPScore",2015
13,13,"Bill Haas",89,0.008,"ApproachesRightRoughRTPScore",2015
14,14,"Brendan Steele",88,0.015,"ApproachesRightRoughRTPScore",2015
15,15,"Henrik Stenson",63,0.019,"ApproachesRightRoughRTPScore",2015
16,16,"Jason Day",75,0.024,"ApproachesRightRoughRTPScore",2015
17,17,"DA Points",72,0.025,"ApproachesRightRoughRTPScore",2015
18,18,"Patrick Reed",103,0.031,"ApproachesRightRoughRTPScore",2015
19,19,"Francesco Molinari",56,0.036,"ApproachesRightRoughRTPScore",2015
20,20,"Pat Perez",96,0.037,"ApproachesRightRoughRTPScore",2015
21,21,"Ryo Ishikawa",90,0.041,"ApproachesRightRoughRTPScore",2015
