"Last5EventsPower_RANKTHISWEEK_2014","Last5EventsPower_RANKLASTWEEK_2014","Last5EventsPower_PLAYERNAME_2014","Last5EventsPower_EVENTS_2014","Last5EventsPower_RATING_2014","stat_name","year"
1,1,"Bubba Watson",5,9.9,"Last5EventsPower",2014
2,2,"Oliver Goss",2,9.7,"Last5EventsPower",2014
2,2,"Taylor Pendrith",1,9.7,"Last5EventsPower",2014
4,4,"Rory McIlroy",5,9.6,"Last5EventsPower",2014
5,5,"Dustin Johnson",2,9.5,"Last5EventsPower",2014
5,5,"Andrew Loupe",2,9.5,"Last5EventsPower",2014
5,5,"Adam Scott",5,9.5,"Last5EventsPower",2014
5,5,"Harold Varner III",1,9.5,"Last5EventsPower",2014
9,9,"Scott Hend",1,9.4,"Last5EventsPower",2014
9,9,"Ryan Palmer",4,9.4,"Last5EventsPower",2014
11,11,"Brooks Koepka",3,9.3,"Last5EventsPower",2014
11,11,"Jamie Lovemark",2,9.3,"Last5EventsPower",2014
13,13,"Victor Dubuisson",2,9.2,"Last5EventsPower",2014
13,13,"JB Holmes",4,9.2,"Last5EventsPower",2014
13,13,"Patrick Rodgers",2,9.2,"Last5EventsPower",2014
16,16,"Jhonattan Vegas",3,9.1,"Last5EventsPower",2014
17,17,"Angel Cabrera",3,9,"Last5EventsPower",2014
17,17,"Graham DeLaet",3,9,"Last5EventsPower",2014
19,19,"Charlie Beljan",3,8.9,"Last5EventsPower",2014
19,19,"Robert Garrigus",1,8.9,"Last5EventsPower",2014
19,19,"Gary Woodland",4,8.9,"Last5EventsPower",2014
22,22,"Jason Day",4,8.8,"Last5EventsPower",2014
22,22,"Charles Howell III",3,8.8,"Last5EventsPower",2014
22,22,"Jason Kokrak",3,8.8,"Last5EventsPower",2014
25,25,"Steven Bowditch",4,8.7,"Last5EventsPower",2014
25,25,"Kevin Foley",1,8.7,"Last5EventsPower",2014
25,25,"Chris Wood",1,8.7,"Last5EventsPower",2014
28,28,"Derek Ernst",3,8.6,"Last5EventsPower",2014
28,28,"Matt Jones",3,8.6,"Last5EventsPower",2014
28,28,"David Lingmerth",2,8.6,"Last5EventsPower",2014
28,28,"Jordan Niebrugge",1,8.6,"Last5EventsPower",2014
28,28,"Scott Piercy",3,8.6,"Last5EventsPower",2014
28,28,"Bernd Wiesberger",1,8.6,"Last5EventsPower",2014
34,34,"Steve Marino",3,8.4,"Last5EventsPower",2014
34,34,"Alex Prugh",1,8.4,"Last5EventsPower",2014
34,34,"Kevin Tway",1,8.4,"Last5EventsPower",2014
37,37,"Keegan Bradley",3,8.3,"Last5EventsPower",2014
37,37,"George Coetzee",1,8.3,"Last5EventsPower",2014
37,37,"Rickie Fowler",5,8.3,"Last5EventsPower",2014
37,37,"Branden Grace",2,8.3,"Last5EventsPower",2014
37,37,"Charley Hoffman",2,8.3,"Last5EventsPower",2014
37,37,"Martin Laird",3,8.3,"Last5EventsPower",2014
37,37,"Alexander Levy",2,8.3,"Last5EventsPower",2014
37,37,"Scott Stallings",2,8.3,"Last5EventsPower",2014
37,37,"Hudson Swafford",2,8.3,"Last5EventsPower",2014
46,46,"Brad Fritsch",3,8.2,"Last5EventsPower",2014
46,46,"Morgan Hoffmann",4,8.2,"Last5EventsPower",2014
46,46,"Billy Horschel",4,8.2,"Last5EventsPower",2014
46,46,"Marc Leishman",4,8.2,"Last5EventsPower",2014
46,46,"Sean OHair",3,8.2,"Last5EventsPower",2014
46,46,"Rory Sabbatini",1,8.2,"Last5EventsPower",2014
52,52,"Troy Matteson",2,8.1,"Last5EventsPower",2014
52,52,"Louis Oosthuizen",2,8.1,"Last5EventsPower",2014
52,52,"Charl Schwartzel",5,8.1,"Last5EventsPower",2014
52,52,"Jimmy Walker",4,8.1,"Last5EventsPower",2014
56,56,"Justin Rose",5,8,"Last5EventsPower",2014
56,56,"Peter Uihlein",1,8,"Last5EventsPower",2014
58,58,"Jamie Donaldson",3,7.9,"Last5EventsPower",2014
58,58,"Harris English",2,7.9,"Last5EventsPower",2014
58,58,"Matthew Fitzpatrick",1,7.9,"Last5EventsPower",2014
58,58,"Robert Streb",2,7.9,"Last5EventsPower",2014
62,62,"Bud Cauley",3,7.8,"Last5EventsPower",2014
