"LatePar3ScoringAverage_RANKTHISWEEK_2007","LatePar3ScoringAverage_RANKLASTWEEK_2007","LatePar3ScoringAverage_PLAYERNAME_2007","LatePar3ScoringAverage_ROUNDS_2007","LatePar3ScoringAverage_AVG_2007","LatePar3ScoringAverage_TOTALSTROKES_2007","LatePar3ScoringAverage_TOTALHOLES_2007","stat_name","year"
1,1,"Tom Lehman",62,2.97,371,125,"LatePar3ScoringAverage",2007
2,2,"Tim Clark",66,2.99,464,155,"LatePar3ScoringAverage",2007
2,2,"Rory Sabbatini",81,2.99,497,166,"LatePar3ScoringAverage",2007
4,4,"Craig Kanada",109,3,676,225,"LatePar3ScoringAverage",2007
4,4,"Kenny Perry",83,3,516,172,"LatePar3ScoringAverage",2007
4,4,"Justin Rose",63,3,405,135,"LatePar3ScoringAverage",2007
4,4,"Scott Verplank",82,3,573,191,"LatePar3ScoringAverage",2007
4,4,"Jay Williamson",50,3,276,92,"LatePar3ScoringAverage",2007
9,9,"Michael Allen",74,3.01,419,139,"LatePar3ScoringAverage",2007
9,9,"Freddie Jacobson",70,3.01,497,165,"LatePar3ScoringAverage",2007
9,9,"Jeff Overton",60,3.01,388,129,"LatePar3ScoringAverage",2007
9,9,"Brett Quigley",79,3.01,458,152,"LatePar3ScoringAverage",2007
9,9,"Tiger Woods",63,3.01,497,165,"LatePar3ScoringAverage",2007
14,14,"Tommy Armour III",81,3.02,489,162,"LatePar3ScoringAverage",2007
14,14,"Ken Duke",112,3.02,604,200,"LatePar3ScoringAverage",2007
14,14,"Fred Funk",65,3.02,366,121,"LatePar3ScoringAverage",2007
17,17,"Jonathan Byrd",73,3.03,454,150,"LatePar3ScoringAverage",2007
17,17,"Jose Coceres",50,3.03,324,107,"LatePar3ScoringAverage",2007
17,17,"Ernie Els",59,3.03,391,129,"LatePar3ScoringAverage",2007
17,17,"Brian Gay",107,3.03,663,219,"LatePar3ScoringAverage",2007
17,17,"Richard Johnson",93,3.03,458,151,"LatePar3ScoringAverage",2007
17,17,"John Mallinger",96,3.03,540,178,"LatePar3ScoringAverage",2007
17,17,"Heath Slocum",101,3.03,670,221,"LatePar3ScoringAverage",2007
17,17,"Camilo Villegas",82,3.03,512,169,"LatePar3ScoringAverage",2007
17,17,"Nick Watney",87,3.03,522,172,"LatePar3ScoringAverage",2007
26,26,"Stewart Cink",91,3.04,575,189,"LatePar3ScoringAverage",2007
26,26,"Anders Hansen",55,3.04,337,111,"LatePar3ScoringAverage",2007
26,26,"Tom Johnson",74,3.04,414,136,"LatePar3ScoringAverage",2007
26,26,"Justin Leonard",95,3.04,542,178,"LatePar3ScoringAverage",2007
26,26,"Steve Lowery",74,3.04,432,142,"LatePar3ScoringAverage",2007
26,26,"Dicky Pride",71,3.04,389,128,"LatePar3ScoringAverage",2007
26,26,"Jeff Quinney",95,3.04,523,172,"LatePar3ScoringAverage",2007
33,33,"Daniel Chopra",106,3.05,640,210,"LatePar3ScoringAverage",2007
33,33,"Glen Day",85,3.05,507,166,"LatePar3ScoringAverage",2007
33,33,"Sergio Garcia",68,3.05,472,155,"LatePar3ScoringAverage",2007
33,33,"Michael Sim",52,3.05,336,110,"LatePar3ScoringAverage",2007
33,33,"David Toms",80,3.05,457,150,"LatePar3ScoringAverage",2007
33,33,"Boo Weekley",101,3.05,601,197,"LatePar3ScoringAverage",2007
39,39,"Briny Baird",115,3.06,701,229,"LatePar3ScoringAverage",2007
39,39,"Cameron Beckman",96,3.06,557,182,"LatePar3ScoringAverage",2007
39,39,"Gavin Coles",87,3.06,472,154,"LatePar3ScoringAverage",2007
39,39,"Brian Davis",101,3.06,527,172,"LatePar3ScoringAverage",2007
39,39,"Marco Dawson",73,3.06,367,120,"LatePar3ScoringAverage",2007
39,39,"Jim Furyk",84,3.06,596,195,"LatePar3ScoringAverage",2007
39,39,"Bob Heintz",85,3.06,511,167,"LatePar3ScoringAverage",2007
39,39,"Ryuji Imada",104,3.06,663,217,"LatePar3ScoringAverage",2007
39,39,"Zach Johnson",76,3.06,465,152,"LatePar3ScoringAverage",2007
39,39,"Matt Kuchar",85,3.06,502,164,"LatePar3ScoringAverage",2007
39,39,"Ryan Moore",92,3.06,521,170,"LatePar3ScoringAverage",2007
39,39,"Carl Pettersson",111,3.06,711,232,"LatePar3ScoringAverage",2007
39,39,"Michael Putnam",96,3.06,597,195,"LatePar3ScoringAverage",2007
39,39,"Tag Ridings",52,3.06,300,98,"LatePar3ScoringAverage",2007
39,39,"Dean Wilson",92,3.06,487,159,"LatePar3ScoringAverage",2007
54,54,"Jeff Brehaut",59,3.07,412,134,"LatePar3ScoringAverage",2007
54,54,"Mark Brooks",53,3.07,313,102,"LatePar3ScoringAverage",2007
54,54,"Chad Campbell",96,3.07,534,174,"LatePar3ScoringAverage",2007
54,54,"Mark Hensby",81,3.07,473,154,"LatePar3ScoringAverage",2007
54,54,"Charley Hoffman",97,3.07,620,202,"LatePar3ScoringAverage",2007
54,54,"Charles Howell III",89,3.07,497,162,"LatePar3ScoringAverage",2007
54,54,"Stephen Leaney",82,3.07,488,159,"LatePar3ScoringAverage",2007
54,54,"George McNeill",95,3.07,540,176,"LatePar3ScoringAverage",2007
54,54,"Phil Mickelson",73,3.07,506,165,"LatePar3ScoringAverage",2007
54,54,"John Rollins",102,3.07,540,176,"LatePar3ScoringAverage",2007
64,64,"Steve Allan",63,3.08,391,127,"LatePar3ScoringAverage",2007
64,64,"Rich Beem",89,3.08,551,179,"LatePar3ScoringAverage",2007
64,64,"Michael Boyd",61,3.08,382,124,"LatePar3ScoringAverage",2007
64,64,"KJ Choi",87,3.08,659,214,"LatePar3ScoringAverage",2007
64,64,"Steve Flesch",100,3.08,563,183,"LatePar3ScoringAverage",2007
64,64,"Robert Garrigus",95,3.08,548,178,"LatePar3ScoringAverage",2007
64,64,"Padraig Harrington",64,3.08,447,145,"LatePar3ScoringAverage",2007
64,64,"Tripp Isenhour",86,3.08,549,178,"LatePar3ScoringAverage",2007
64,64,"Will Ma Kenzie",100,3.08,592,192,"LatePar3ScoringAverage",2007
64,64,"Jeff Maggert",79,3.08,478,155,"LatePar3ScoringAverage",2007
64,64,"Steve Marino",106,3.08,717,233,"LatePar3ScoringAverage",2007
64,64,"Rocco Mediate",72,3.08,373,121,"LatePar3ScoringAverage",2007
64,64,"Jesper Parnevik",88,3.08,526,171,"LatePar3ScoringAverage",2007
64,64,"Tom Pernice Jr",104,3.08,694,225,"LatePar3ScoringAverage",2007
64,64,"Steve Stricker",81,3.08,560,182,"LatePar3ScoringAverage",2007
64,64,"Chris Stroud",66,3.08,416,135,"LatePar3ScoringAverage",2007
64,64,"Mike Weir",82,3.08,484,157,"LatePar3ScoringAverage",2007
81,81,"Andrew Buckle",77,3.09,513,166,"LatePar3ScoringAverage",2007
81,81,"Steve Elkington",87,3.09,537,174,"LatePar3ScoringAverage",2007
81,81,"JP Hayes",89,3.09,538,174,"LatePar3ScoringAverage",2007
81,81,"Shigeki Maruyama",84,3.09,541,175,"LatePar3ScoringAverage",2007
81,81,"Troy Matteson",87,3.09,532,172,"LatePar3ScoringAverage",2007
81,81,"Arron Oberholser",69,3.09,433,140,"LatePar3ScoringAverage",2007
81,81,"Joe Ogilvie",102,3.09,625,202,"LatePar3ScoringAverage",2007
81,81,"Tim Petrovic",106,3.09,653,211,"LatePar3ScoringAverage",2007
81,81,"Ted Purdy",102,3.09,600,194,"LatePar3ScoringAverage",2007
81,81,"John Senden",97,3.09,550,178,"LatePar3ScoringAverage",2007
81,81,"Vijay Singh",102,3.09,692,224,"LatePar3ScoringAverage",2007
81,81,"Henrik Stenson",52,3.09,294,95,"LatePar3ScoringAverage",2007
