"CareerMoneyLeaders_RANKTHISWEEK_2011","CareerMoneyLeaders_RANKLASTWEEK_2011","CareerMoneyLeaders_PLAYERNAME_2011","CareerMoneyLeaders__2011","CareerMoneyLeaders_MONEY_2011","stat_name","year"
38,38,"Scott Hoch",NA,18530156,"CareerMoneyLeaders",2011
39,39,"Jeff Sluman",NA,18165266,"CareerMoneyLeaders",2011
40,40,"Steve Flesch",NA,18030350,"CareerMoneyLeaders",2011
41,41,"Tim Clark",NA,17974497,"CareerMoneyLeaders",2011
42,42,"Brad Faxon",NA,17769249,"CareerMoneyLeaders",2011
43,43,"Hunter Mahan",NA,17703700,"CareerMoneyLeaders",2011
44,44,"Tim Herron",NA,17605861,"CareerMoneyLeaders",2011
45,45,"Jeff Maggert",NA,17299336,"CareerMoneyLeaders",2011
46,46,"Matt Kuchar",NA,16896154,"CareerMoneyLeaders",2011
47,47,"Justin Rose",NA,16840687,"CareerMoneyLeaders",2011
48,48,"Rocco Mediate",NA,16550263,"CareerMoneyLeaders",2011
49,49,"Corey Pavin",NA,15962250,"CareerMoneyLeaders",2011
50,50,"Bob Tway",NA,15785815,"CareerMoneyLeaders",2011
51,51,"Nick Watney",NA,15688051,"CareerMoneyLeaders",2011
52,52,"Lee Janzen",NA,15649122,"CareerMoneyLeaders",2011
53,53,"Carl Pettersson",NA,15601866,"CareerMoneyLeaders",2011
54,54,"Woody Austin",NA,15568262,"CareerMoneyLeaders",2011
55,55,"Sean OHair",NA,15543433,"CareerMoneyLeaders",2011
56,56,"Steve Elkington",NA,15505418,"CareerMoneyLeaders",2011
57,57,"Kevin Sutherland",NA,15412187,"CareerMoneyLeaders",2011
58,58,"Ben Crane",NA,15278462,"CareerMoneyLeaders",2011
59,59,"Hal Sutton",NA,15267685,"CareerMoneyLeaders",2011
60,60,"Jesper Parnevik",NA,15254801,"CareerMoneyLeaders",2011
61,61,"John Rollins",NA,15155080,"CareerMoneyLeaders",2011
62,62,"Loren Roberts",NA,15154767,"CareerMoneyLeaders",2011
63,63,"Steve Lowery",NA,15114746,"CareerMoneyLeaders",2011
64,64,"John Huston",NA,14967146,"CareerMoneyLeaders",2011
65,65,"Lucas Glover",NA,14907873,"CareerMoneyLeaders",2011
66,66,"Jonathan Byrd",NA,14868549,"CareerMoneyLeaders",2011
67,67,"Bo Van Pelt",NA,14848528,"CareerMoneyLeaders",2011
68,68,"Brian Gay",NA,14803323,"CareerMoneyLeaders",2011
69,69,"Tom Pernice Jr",NA,14760687,"CareerMoneyLeaders",2011
70,70,"Heath Slocum",NA,14606562,"CareerMoneyLeaders",2011
71,71,"Greg Norman",NA,14484458,"CareerMoneyLeaders",2011
72,72,"Paul Azinger",NA,14467496,"CareerMoneyLeaders",2011
73,73,"Jay Haas",NA,14440317,"CareerMoneyLeaders",2011
74,74,"Camilo Villegas",NA,14358419,"CareerMoneyLeaders",2011
75,75,"Mark OMeara",NA,14169805,"CareerMoneyLeaders",2011
76,76,"Aaron Baddeley",NA,14098158,"CareerMoneyLeaders",2011
77,77,"Kirk Triplett",NA,14089515,"CareerMoneyLeaders",2011
78,78,"Shigeki Maruyama",NA,13809170,"CareerMoneyLeaders",2011
79,79,"Dustin Johnson",NA,13550879,"CareerMoneyLeaders",2011
80,80,"John Senden",NA,13427486,"CareerMoneyLeaders",2011
81,81,"Joe Durant",NA,13352458,"CareerMoneyLeaders",2011
82,82,"Rod Pampling",NA,12979418,"CareerMoneyLeaders",2011
83,83,"John Cook",NA,12685199,"CareerMoneyLeaders",2011
84,84,"Paul Goydos",NA,12681439,"CareerMoneyLeaders",2011
85,85,"Scott McCarron",NA,12611793,"CareerMoneyLeaders",2011
86,86,"Dudley Hart",NA,12566495,"CareerMoneyLeaders",2011
87,87,"Briny Baird",NA,12480752,"CareerMoneyLeaders",2011
88,88,"Billy Andrade",NA,12380805,"CareerMoneyLeaders",2011
89,89,"Bubba Watson",NA,12314646,"CareerMoneyLeaders",2011
90,90,"Jose Maria Olazabal",NA,12248553,"CareerMoneyLeaders",2011
91,91,"Anthony Kim",NA,12172449,"CareerMoneyLeaders",2011
92,92,"Pat Perez",NA,12128721,"CareerMoneyLeaders",2011
93,93,"Freddie Jacobson",NA,12123609,"CareerMoneyLeaders",2011
94,94,"Bill Haas",NA,11749443,"CareerMoneyLeaders",2011
95,95,"Payne Stewart",NA,11737008,"CareerMoneyLeaders",2011
96,96,"Duffy Waldorf",NA,11699508,"CareerMoneyLeaders",2011
97,97,"Frank Lickliter II",NA,11681116,"CareerMoneyLeaders",2011
98,98,"JJ Henry",NA,11494113,"CareerMoneyLeaders",2011
99,99,"Chris Riley",NA,11315882,"CareerMoneyLeaders",2011
100,100,"Ryan Palmer",NA,11233706,"CareerMoneyLeaders",2011
101,101,"Joey Sindelar",NA,11196462,"CareerMoneyLeaders",2011
102,102,"Kevin Na",NA,11123794,"CareerMoneyLeaders",2011
103,103,"Ryan Moore",NA,11118769,"CareerMoneyLeaders",2011
104,104,"Brandt Snedeker",NA,11108484,"CareerMoneyLeaders",2011
105,105,"Tim Petrovic",NA,11079026,"CareerMoneyLeaders",2011
106,106,"Trevor Immelman",NA,11067359,"CareerMoneyLeaders",2011
107,107,"Tom Kite",NA,11041042,"CareerMoneyLeaders",2011
108,108,"Brett Quigley",NA,11016575,"CareerMoneyLeaders",2011
109,109,"Tom Watson",NA,10958339,"CareerMoneyLeaders",2011
110,110,"Ian Poulter",NA,10905362,"CareerMoneyLeaders",2011
111,111,"Mark Wilson",NA,10837369,"CareerMoneyLeaders",2011
112,112,"Harrison Frazar",NA,10641390,"CareerMoneyLeaders",2011
113,113,"Vaughn Taylor",NA,10595778,"CareerMoneyLeaders",2011
114,114,"Jonathan Kaye",NA,10584934,"CareerMoneyLeaders",2011
115,115,"Ben Curtis",NA,10215989,"CareerMoneyLeaders",2011
116,116,"Bernhard Langer",NA,10111921,"CareerMoneyLeaders",2011
117,117,"Craig Stadler",NA,10021897,"CareerMoneyLeaders",2011
118,118,"Joe Ogilvie",NA,9891339,"CareerMoneyLeaders",2011
119,119,"Angel Cabrera",NA,9750602,"CareerMoneyLeaders",2011
120,120,"Charley Hoffman",NA,9689375,"CareerMoneyLeaders",2011
121,121,"Bart Bryant",NA,9671650,"CareerMoneyLeaders",2011
122,122,"Paul Casey",NA,9619180,"CareerMoneyLeaders",2011
123,123,"John Daly",NA,9544633,"CareerMoneyLeaders",2011
124,124,"JB Holmes",NA,9532315,"CareerMoneyLeaders",2011
125,125,"Tommy Armour III",NA,9458248,"CareerMoneyLeaders",2011
126,126,"Peter Lonard",NA,9449801,"CareerMoneyLeaders",2011
127,127,"Mark Brooks",NA,9448226,"CareerMoneyLeaders",2011
128,128,"Carlos Franco",NA,9431368,"CareerMoneyLeaders",2011
129,129,"Rich Beem",NA,9402943,"CareerMoneyLeaders",2011
130,130,"Brian Davis",NA,9228702,"CareerMoneyLeaders",2011
131,131,"David Frost",NA,9178775,"CareerMoneyLeaders",2011
132,132,"Cameron Beckman",NA,9128893,"CareerMoneyLeaders",2011
133,133,"Jason Day",NA,9060094,"CareerMoneyLeaders",2011
134,134,"Jason Bohn",NA,9004330,"CareerMoneyLeaders",2011
135,135,"Shaun Micheel",NA,8988390,"CareerMoneyLeaders",2011
136,136,"Glen Day",NA,8930925,"CareerMoneyLeaders",2011
137,137,"Dean Wilson",NA,8903908,"CareerMoneyLeaders",2011
138,138,"Steve Marino",NA,8903829,"CareerMoneyLeaders",2011
139,139,"Ryuji Imada",NA,8845771,"CareerMoneyLeaders",2011
140,140,"Dan Forsman",NA,8687983,"CareerMoneyLeaders",2011
141,141,"Robert Gamez",NA,8657203,"CareerMoneyLeaders",2011
142,142,"DJ Trahan",NA,8626283,"CareerMoneyLeaders",2011
143,143,"Webb Simpson",NA,8608449,"CareerMoneyLeaders",2011
144,144,"Olin Browne",NA,8516287,"CareerMoneyLeaders",2011
145,145,"Andrew Magee",NA,8512753,"CareerMoneyLeaders",2011
146,146,"Craig Parry",NA,8481456,"CareerMoneyLeaders",2011
147,147,"Jeff Overton",NA,8417915,"CareerMoneyLeaders",2011
148,148,"JP Hayes",NA,8391404,"CareerMoneyLeaders",2011
149,149,"Brandt Jobe",NA,8334010,"CareerMoneyLeaders",2011
150,150,"Steve Pate",NA,8039988,"CareerMoneyLeaders",2011
151,151,"Skip Kendall",NA,8011651,"CareerMoneyLeaders",2011
152,152,"Larry Mize",NA,7871792,"CareerMoneyLeaders",2011
153,153,"Peter Jacobsen",NA,7799810,"CareerMoneyLeaders",2011
154,154,"Daniel Chopra",NA,7714023,"CareerMoneyLeaders",2011
155,155,"Alex Cejka",NA,7696123,"CareerMoneyLeaders",2011
156,156,"Arron Oberholser",NA,7665222,"CareerMoneyLeaders",2011
157,157,"YE Yang",NA,7644168,"CareerMoneyLeaders",2011
158,158,"Curtis Strange",NA,7599951,"CareerMoneyLeaders",2011
159,159,"Jason Dufner",NA,7576705,"CareerMoneyLeaders",2011
160,160,"JL Lewis",NA,7480274,"CareerMoneyLeaders",2011
161,161,"Troy Matteson",NA,7440292,"CareerMoneyLeaders",2011
162,162,"Brent Geiberger",NA,7374382,"CareerMoneyLeaders",2011
163,163,"Boo Weekley",NA,7366876,"CareerMoneyLeaders",2011
164,164,"Ted Purdy",NA,7338479,"CareerMoneyLeaders",2011
165,165,"Henrik Stenson",NA,7332948,"CareerMoneyLeaders",2011
166,166,"Paul Stankowski",NA,7266080,"CareerMoneyLeaders",2011
167,167,"Ben Crenshaw",NA,7139756,"CareerMoneyLeaders",2011
168,168,"Charlie Wi",NA,7043533,"CareerMoneyLeaders",2011
169,169,"Martin Laird",NA,7016542,"CareerMoneyLeaders",2011
170,170,"Brett Wetterich",NA,6957556,"CareerMoneyLeaders",2011
171,171,"Bill Glasson",NA,6912619,"CareerMoneyLeaders",2011
172,172,"Chris Perry",NA,6866671,"CareerMoneyLeaders",2011
173,173,"Len Mattiace",NA,6819409,"CareerMoneyLeaders",2011
174,174,"Scott Simpson",NA,6778273,"CareerMoneyLeaders",2011
175,175,"Nick OHern",NA,6721929,"CareerMoneyLeaders",2011
176,176,"Greg Chalmers",NA,6606254,"CareerMoneyLeaders",2011
177,177,"Tom Byrum",NA,6554699,"CareerMoneyLeaders",2011
178,178,"Steve Jones",NA,6519451,"CareerMoneyLeaders",2011
179,179,"Bruce Lietzke",NA,6474794,"CareerMoneyLeaders",2011
180,180,"George McNeill",NA,6428342,"CareerMoneyLeaders",2011
181,181,"Nathan Green",NA,6378619,"CareerMoneyLeaders",2011
182,182,"Lanny Wadkins",NA,6355681,"CareerMoneyLeaders",2011
183,183,"Robert Damron",NA,6333253,"CareerMoneyLeaders",2011
184,184,"Robert Garrigus",NA,6298739,"CareerMoneyLeaders",2011
185,185,"Neal Lancaster",NA,6253506,"CareerMoneyLeaders",2011
186,186,"Chip Beck",NA,6205730,"CareerMoneyLeaders",2011
187,187,"Mark Hensby",NA,6194683,"CareerMoneyLeaders",2011
188,188,"Michael Allen",NA,6194261,"CareerMoneyLeaders",2011
189,189,"Richard Johnson",NA,6104960,"CareerMoneyLeaders",2011
190,190,"Jim Gallagher Jr",NA,6002202,"CareerMoneyLeaders",2011
191,191,"Hale Irwin",NA,5966031,"CareerMoneyLeaders",2011
192,192,"Jay Williamson",NA,5944298,"CareerMoneyLeaders",2011
193,193,"Andres Romero",NA,5919858,"CareerMoneyLeaders",2011
194,194,"Fuzzy Zoeller",NA,5819293,"CareerMoneyLeaders",2011
195,195,"Greg Kraft",NA,5786218,"CareerMoneyLeaders",2011
196,196,"David Peoples",NA,5736812,"CareerMoneyLeaders",2011
197,197,"Jack Nicklaus",NA,5734031,"CareerMoneyLeaders",2011
198,198,"Bryce Molder",NA,5595035,"CareerMoneyLeaders",2011
199,199,"Russ Cochran",NA,5560769,"CareerMoneyLeaders",2011
200,200,"Jay Don Blake",NA,5555470,"CareerMoneyLeaders",2011
201,201,"Rickie Fowler",NA,5512880,"CareerMoneyLeaders",2011
202,202,"John Mallinger",NA,5494428,"CareerMoneyLeaders",2011
203,203,"Raymond Floyd",NA,5323075,"CareerMoneyLeaders",2011
204,204,"Mark McCumber",NA,5309688,"CareerMoneyLeaders",2011
205,205,"Michael Bradley",NA,5301716,"CareerMoneyLeaders",2011
206,206,"Kent Jones",NA,5292304,"CareerMoneyLeaders",2011
207,207,"Jose Coceres",NA,5280335,"CareerMoneyLeaders",2011
208,208,"Todd Hamilton",NA,5278669,"CareerMoneyLeaders",2011
209,209,"DA Points",NA,5263052,"CareerMoneyLeaders",2011
210,210,"Gil Morgan",NA,5259164,"CareerMoneyLeaders",2011
211,211,"Blaine McCallister",NA,5227278,"CareerMoneyLeaders",2011
212,212,"Notah Begay III",NA,5207339,"CareerMoneyLeaders",2011
213,213,"Craig Barlow",NA,5156852,"CareerMoneyLeaders",2011
214,214,"Kevin Streelman",NA,5154198,"CareerMoneyLeaders",2011
215,215,"Charles Warren",NA,5143839,"CareerMoneyLeaders",2011
216,216,"Jeff Quinney",NA,5142085,"CareerMoneyLeaders",2011
217,217,"Dennis Paulson",NA,4983871,"CareerMoneyLeaders",2011
218,218,"Johnson Wagner",NA,4856954,"CareerMoneyLeaders",2011
219,219,"David Edwards",NA,4773198,"CareerMoneyLeaders",2011
220,220,"Graeme McDowell",NA,4772855,"CareerMoneyLeaders",2011
221,221,"DA Weibring",NA,4770705,"CareerMoneyLeaders",2011
222,222,"Jim Carter",NA,4766778,"CareerMoneyLeaders",2011
223,223,"John Merrick",NA,4763939,"CareerMoneyLeaders",2011
224,224,"Chris Smith",NA,4763528,"CareerMoneyLeaders",2011
225,225,"Wayne Levi",NA,4730158,"CareerMoneyLeaders",2011
226,226,"Mike Reid",NA,4686774,"CareerMoneyLeaders",2011
227,227,"Gene Sauers",NA,4647669,"CareerMoneyLeaders",2011
228,228,"Matt Gogel",NA,4596216,"CareerMoneyLeaders",2011
229,229,"Will Ma Kenzie",NA,4588779,"CareerMoneyLeaders",2011
230,230,"Grant Waite",NA,4583879,"CareerMoneyLeaders",2011
231,231,"Kevin Stadler",NA,4528517,"CareerMoneyLeaders",2011
232,232,"Jason Gore",NA,4420741,"CareerMoneyLeaders",2011
233,233,"Arjun Atwal",NA,4412933,"CareerMoneyLeaders",2011
234,234,"Brendon de Jonge",NA,4393173,"CareerMoneyLeaders",2011
235,235,"Chez Reavie",NA,4327769,"CareerMoneyLeaders",2011
236,236,"Mark Wiebe",NA,4314460,"CareerMoneyLeaders",2011
237,237,"Joel Edwards",NA,4286415,"CareerMoneyLeaders",2011
238,238,"Robert Karlsson",NA,4247246,"CareerMoneyLeaders",2011
239,239,"Marco Dawson",NA,4228277,"CareerMoneyLeaders",2011
240,240,"Tom Purtzer",NA,4192268,"CareerMoneyLeaders",2011
241,241,"Mike Hulbert",NA,4183778,"CareerMoneyLeaders",2011
242,242,"Spencer Levin",NA,4156070,"CareerMoneyLeaders",2011
243,243,"Marc Leishman",NA,4147410,"CareerMoneyLeaders",2011
244,244,"Brandel Chamblee",NA,4018410,"CareerMoneyLeaders",2011
245,245,"Rick Fehr",NA,4018239,"CareerMoneyLeaders",2011
246,246,"Donnie Hammond",NA,4008060,"CareerMoneyLeaders",2011
247,247,"Chris Stroud",NA,3939461,"CareerMoneyLeaders",2011
248,248,"Chris Couch",NA,3898125,"CareerMoneyLeaders",2011
249,249,"John Mahaffey",NA,3876852,"CareerMoneyLeaders",2011
250,250,"Brian Bateman",NA,3869324,"CareerMoneyLeaders",2011
251,251,"James Driscoll",NA,3869058,"CareerMoneyLeaders",2011
252,252,"Ted Tryba",NA,3853236,"CareerMoneyLeaders",2011
253,253,"Garrett Willis",NA,3847176,"CareerMoneyLeaders",2011
254,254,"Larry Nelson",NA,3827401,"CareerMoneyLeaders",2011
255,255,"Omar Uresti",NA,3774449,"CareerMoneyLeaders",2011
256,256,"Keegan Bradley",NA,3758600,"CareerMoneyLeaders",2011
257,257,"Ken Green",NA,3745345,"CareerMoneyLeaders",2011
258,258,"Tag Ridings",NA,3739536,"CareerMoneyLeaders",2011
259,259,"Gary Woodland",NA,3665437,"CareerMoneyLeaders",2011
260,260,"Jay Delsing",NA,3608666,"CareerMoneyLeaders",2011
261,261,"Nolan Henke",NA,3606563,"CareerMoneyLeaders",2011
262,262,"Ricky Barnes",NA,3576651,"CareerMoneyLeaders",2011
263,263,"Charl Schwartzel",NA,3560479,"CareerMoneyLeaders",2011
264,264,"Brad Bryant",NA,3558804,"CareerMoneyLeaders",2011
265,265,"Jimmy Walker",NA,3542439,"CareerMoneyLeaders",2011
266,266,"Andy Bean",NA,3531780,"CareerMoneyLeaders",2011
267,267,"Lee Trevino",NA,3478328,"CareerMoneyLeaders",2011
268,268,"Dicky Pride",NA,3439631,"CareerMoneyLeaders",2011
269,269,"Tim Simpson",NA,3406017,"CareerMoneyLeaders",2011
270,270,"Craig Perks",NA,3362251,"CareerMoneyLeaders",2011
271,271,"Brian Henninger",NA,3316460,"CareerMoneyLeaders",2011
272,272,"Bob Burns",NA,3313226,"CareerMoneyLeaders",2011
273,273,"Don Pooley",NA,3296615,"CareerMoneyLeaders",2011
274,274,"Phil Blackmar",NA,3245909,"CareerMoneyLeaders",2011
275,275,"Roland Thatcher",NA,3237907,"CareerMoneyLeaders",2011
276,276,"Matt Jones",NA,3187348,"CareerMoneyLeaders",2011
277,277,"Phil Tataurangi",NA,3174391,"CareerMoneyLeaders",2011
278,278,"Fulton Allem",NA,3155787,"CareerMoneyLeaders",2011
279,279,"Ronnie Black",NA,3155053,"CareerMoneyLeaders",2011
280,280,"Scott Piercy",NA,3146917,"CareerMoneyLeaders",2011
281,281,"Dan Pohl",NA,3112263,"CareerMoneyLeaders",2011
282,282,"Bob Gilder",NA,3032108,"CareerMoneyLeaders",2011
283,283,"Tom Gillis",NA,2918030,"CareerMoneyLeaders",2011
284,284,"Frank Nobilo",NA,2875836,"CareerMoneyLeaders",2011
285,285,"Tommy Gainey",NA,2864743,"CareerMoneyLeaders",2011
286,286,"Jim McGovern",NA,2858703,"CareerMoneyLeaders",2011
287,287,"Tom Scherrer",NA,2850394,"CareerMoneyLeaders",2011
288,288,"David Ogrin",NA,2848159,"CareerMoneyLeaders",2011
289,289,"Bobby Wadkins",NA,2822418,"CareerMoneyLeaders",2011
290,290,"Jodie Mudd",NA,2806955,"CareerMoneyLeaders",2011
291,291,"Michael Letzig",NA,2797157,"CareerMoneyLeaders",2011
292,292,"Sandy Lyle",NA,2792505,"CareerMoneyLeaders",2011
293,293,"Kris Blanks",NA,2766319,"CareerMoneyLeaders",2011
294,294,"Johnny Miller",NA,2747484,"CareerMoneyLeaders",2011
295,295,"Eric Axley",NA,2733081,"CareerMoneyLeaders",2011
296,296,"Doug Tewell",NA,2723711,"CareerMoneyLeaders",2011
297,297,"Willie Wood",NA,2718886,"CareerMoneyLeaders",2011
298,298,"Scott Gump",NA,2715190,"CareerMoneyLeaders",2011
299,299,"Howard Twitty",NA,2713551,"CareerMoneyLeaders",2011
300,300,"Hank Kuehne",NA,2686886,"CareerMoneyLeaders",2011
301,301,"Carl Paulson",NA,2663101,"CareerMoneyLeaders",2011
302,302,"Mike Springer",NA,2596451,"CareerMoneyLeaders",2011
303,303,"Hubert Green",NA,2591959,"CareerMoneyLeaders",2011
304,304,"Bill Lunde",NA,2553207,"CareerMoneyLeaders",2011
305,305,"Gary Hallberg",NA,2476014,"CareerMoneyLeaders",2011
306,306,"Bob Lohr",NA,2417060,"CareerMoneyLeaders",2011
307,307,"Spike McRoy",NA,2412577,"CareerMoneyLeaders",2011
308,308,"Ian Leggatt",NA,2410796,"CareerMoneyLeaders",2011
309,309,"Dave Barr",NA,2404793,"CareerMoneyLeaders",2011
310,310,"Keith Clearwater",NA,2365698,"CareerMoneyLeaders",2011
311,311,"Gabriel Hjertstedt",NA,2339756,"CareerMoneyLeaders",2011
312,312,"Billy Ray Brown",NA,2330389,"CareerMoneyLeaders",2011
313,313,"Parker McLachlin",NA,2302419,"CareerMoneyLeaders",2011
314,314,"Calvin Peete",NA,2302363,"CareerMoneyLeaders",2011
315,315,"Mike Sullivan",NA,2301255,"CareerMoneyLeaders",2011
316,316,"Matt Bettencourt",NA,2288483,"CareerMoneyLeaders",2011
317,317,"Lennie Clements",NA,2280766,"CareerMoneyLeaders",2011
318,318,"Ed Fiori",NA,2270198,"CareerMoneyLeaders",2011
319,319,"Shane Bertsch",NA,2265303,"CareerMoneyLeaders",2011
320,320,"Tom Weiskopf",NA,2241687,"CareerMoneyLeaders",2011
321,321,"David Gossett",NA,2234484,"CareerMoneyLeaders",2011
322,322,"Roger Maltbie",NA,2212879,"CareerMoneyLeaders",2011
323,323,"JC Snead",NA,2197545,"CareerMoneyLeaders",2011
324,324,"Michael Sim",NA,2186281,"CareerMoneyLeaders",2011
325,325,"Robin Freeman",NA,2174379,"CareerMoneyLeaders",2011
326,326,"Clarence Rose",NA,2155380,"CareerMoneyLeaders",2011
327,327,"Ian Baker Finch",NA,2078743,"CareerMoneyLeaders",2011
328,328,"Blake Adams",NA,2064151,"CareerMoneyLeaders",2011
329,329,"Louis Oosthuizen",NA,2049919,"CareerMoneyLeaders",2011
330,330,"John Adams",NA,2019582,"CareerMoneyLeaders",2011
331,331,"Larry Rinker",NA,2007824,"CareerMoneyLeaders",2011
332,332,"Chris Kirk",NA,1981482,"CareerMoneyLeaders",2011
333,333,"Brendan Steele",NA,1976310,"CareerMoneyLeaders",2011
334,334,"Mike Donald",NA,1970260,"CareerMoneyLeaders",2011
335,335,"Scott Stallings",NA,1957162,"CareerMoneyLeaders",2011
336,336,"Trevor Dodds",NA,1940834,"CareerMoneyLeaders",2011
337,337,"Jim Thorpe",NA,1935566,"CareerMoneyLeaders",2011
338,338,"Dave Rummells",NA,1909430,"CareerMoneyLeaders",2011
339,339,"Jhonattan Vegas",NA,1900726,"CareerMoneyLeaders",2011
340,340,"David Graham",NA,1888731,"CareerMoneyLeaders",2011
341,341,"Arnold Palmer",NA,1861857,"CareerMoneyLeaders",2011
342,342,"Mike Heinen",NA,1848216,"CareerMoneyLeaders",2011
343,343,"Richard Zokol",NA,1840397,"CareerMoneyLeaders",2011
344,344,"Marc Turnesa",NA,1836554,"CareerMoneyLeaders",2011
345,345,"Mike Standly",NA,1834597,"CareerMoneyLeaders",2011
346,346,"Gary Player",NA,1834482,"CareerMoneyLeaders",2011
347,347,"Leonard Thompson",NA,1819028,"CareerMoneyLeaders",2011
348,348,"Bill Britton",NA,1814615,"CareerMoneyLeaders",2011
349,349,"Mark Lye",NA,1800654,"CareerMoneyLeaders",2011
350,350,"George Burns",NA,1781090,"CareerMoneyLeaders",2011
351,351,"Josh Teater",NA,1774647,"CareerMoneyLeaders",2011
352,352,"David Berganio Jr",NA,1766499,"CareerMoneyLeaders",2011
353,353,"Kelly Gibson",NA,1751957,"CareerMoneyLeaders",2011
354,354,"Morris Hatalsky",NA,1707280,"CareerMoneyLeaders",2011
355,355,"Kyle Stanley",NA,1698786,"CareerMoneyLeaders",2011
356,356,"Bruce Fleisher",NA,1695111,"CareerMoneyLeaders",2011
357,357,"Billy Casper",NA,1691583,"CareerMoneyLeaders",2011
358,358,"Michael Clark II",NA,1670485,"CareerMoneyLeaders",2011
359,359,"Guy Boros",NA,1645554,"CareerMoneyLeaders",2011
360,360,"Ted Schulz",NA,1645215,"CareerMoneyLeaders",2011
361,361,"Bob Murphy",NA,1642330,"CareerMoneyLeaders",2011
362,362,"Jerry Pate",NA,1634246,"CareerMoneyLeaders",2011
363,363,"Cameron Tringale",NA,1630425,"CareerMoneyLeaders",2011
364,364,"Gary Koch",NA,1629482,"CareerMoneyLeaders",2011
365,365,"Lon Hinkle",NA,1607691,"CareerMoneyLeaders",2011
366,366,"Kenny Knox",NA,1607180,"CareerMoneyLeaders",2011
367,367,"Gene Littler",NA,1584210,"CareerMoneyLeaders",2011
368,368,"Kevin Chappell",NA,1581127,"CareerMoneyLeaders",2011
369,369,"Jack Renner",NA,1579090,"CareerMoneyLeaders",2011
370,370,"Curt Byrum",NA,1576535,"CareerMoneyLeaders",2011
371,371,"Wes Short Jr",NA,1569801,"CareerMoneyLeaders",2011
372,372,"Alex Prugh",NA,1564676,"CareerMoneyLeaders",2011
373,373,"Miller Barber",NA,1564204,"CareerMoneyLeaders",2011
374,374,"Mark Hayes",NA,1555739,"CareerMoneyLeaders",2011
375,375,"Jim Colbert",NA,1553136,"CareerMoneyLeaders",2011
376,376,"Bob Eastwood",NA,1546106,"CareerMoneyLeaders",2011
377,377,"Keith Fergus",NA,1546009,"CareerMoneyLeaders",2011
378,378,"Hunter Haas",NA,1541252,"CareerMoneyLeaders",2011
379,379,"Scott Gutschewski",NA,1540145,"CareerMoneyLeaders",2011
380,380,"Aron Price",NA,1534481,"CareerMoneyLeaders",2011
381,381,"Buddy Gardner",NA,1491943,"CareerMoneyLeaders",2011
